date,county,county_iso,city,place_type,cases,deaths,estimated_population_2019,area_km2,confirmed_per_100k_inhabitants,critical
2020-03-03,Skåne,SE-M,,county,1,0,1362164,11034.5,0.07341259936395324,
2020-03-05,Skåne,SE-M,,county,2,0,1362164,11034.5,0.14682519872790648,
2020-03-06,Skåne,SE-M,,county,14,0,1362164,11034.5,1.0277763910953455,
2020-03-07,Skåne,SE-M,,county,17,0,1362164,11034.5,1.248014189187205,
2020-03-09,Skåne,SE-M,,county,22,0,1362164,11034.5,1.615077186006971,
2020-03-10,Skåne,SE-M,,county,25,0,1362164,11034.5,1.835314984098831,
2020-03-11,Skåne,SE-M,,county,60,0,1362164,11034.5,4.404755961837194,
2020-03-12,Skåne,SE-M,,county,97,0,1362164,11034.5,7.121022138303465,
2020-03-13,Skåne,SE-M,,county,128,0,1362164,11034.5,9.396812718586014,
2020-03-14,Skåne,SE-M,,county,170,0,1362164,11034.5,12.48014189187205,
2020-03-15,Skåne,SE-M,,county,197,0,1362164,11034.5,14.462282074698788,
2020-03-16,Skåne,SE-M,,county,201,0,1362164,11034.5,14.7559324721546,
2020-03-17,Skåne,SE-M,,county,207,0,1362164,11034.5,15.196408068338322,
2020-03-18,Skåne,SE-M,,county,209,0,1362164,11034.5,15.343233267066227,
2020-03-19,Skåne,SE-M,,county,216,0,1362164,11034.5,15.8571214626139,
2020-03-20,Skåne,SE-M,,county,220,0,1362164,11034.5,16.15077186006971,
2020-03-21,Skåne,SE-M,,county,223,0,1362164,11034.5,16.371009658161572,
2020-03-22,Skåne,SE-M,,county,228,0,1362164,11034.5,16.738072654981337,
2020-03-23,Skåne,SE-M,,county,231,0,1362164,11034.5,16.9583104530732,
2020-03-24,Skåne,SE-M,,county,238,3,1362164,11034.5,17.47219864862087,
2020-03-25,Skåne,SE-M,,county,246,3,1362164,11034.5,18.0594994435325,
2020-03-26,Skåne,SE-M,,county,256,3,1362164,11034.5,18.79362543717203,
2020-03-27,Skåne,SE-M,,county,263,4,1362164,11034.5,19.0880279541016,9
2020-03-28,Skåne,SE-M,,county,271,6,1362164,11034.5,19.6686515808105,10
2020-03-29,Skåne,SE-M,,county,275,7,1362164,11034.5,19.9589653015137,12
2020-03-30,Skåne,SE-M,,county,279,7,1362164,11034.5,20.2492771148682,13
2020-03-31,Skåne,SE-M,,county,283,8,1362164,11034.5,20.5395889282227,14
2020-04-01,Skåne,SE-M,,county,291,8,1362164,11034.5,21.1202125549316,16
2020-04-02,Skåne,SE-M,,county,298,8,1362164,11034.5,21.6282596588135,18
2020-04-03,Skåne,SE-M,,county,311,11,1362164,11034.5,22.5717735290527,18
2020-04-04,Skåne,SE-M,,county,322,11,1362164,11034.5,23.3701324462891,19
2020-04-05,Skåne,SE-M,,county,333,11,1362164,11034.5,24.1684913635254,21
2020-04-06,Skåne,SE-M,,county,348,13,1362164,11034.5,25.2571620941162,24
2020-04-07,Skåne,SE-M,,county,366,16,1362164,11034.5,26.5635662078857,26
2020-04-08,Skåne,SE-M,,county,381,16,1362164,11034.5,27.6522388458252,28
2020-04-09,Skåne,SE-M,,county,397,18,1362164,11034.5,28.8134860992432,30
2020-04-10,Skåne,SE-M,,county,405,20,1362164,11034.5,29.3941116333008,30
2020-04-11,Skåne,SE-M,,county,429,21,1362164,11034.5,31.1359844207764,33
2020-04-12,Skåne,SE-M,,county,435,22,1362164,11034.5,31.5714530944824,35
2020-04-13,Skåne,SE-M,,county,449,24,1362164,11034.5,32.5875473022461,36
2020-04-14,Skåne,SE-M,,county,458,24,1362164,11034.5,33.2407493591309,37
2020-04-15,Skåne,SE-M,,county,481,32,1362164,11034.5,34.910041809082,42
2020-04-16,Skåne,SE-M,,county,498,37,1362164,11034.5,36.1438713073731,42
2020-04-17,Skåne,SE-M,,county,514,38,1362164,11034.5,37.305118560791,44
2020-04-18,Skåne,SE-M,,county,530,42,1362164,11034.5,38.466365814209,45
2020-04-19,Skåne,SE-M,,county,544,43,1362164,11034.5,39.4824600219727,45
2020-04-20,Skåne,SE-M,,county,549,43,1362164,11034.5,39.8453521728516,49
2020-04-21,Skåne,SE-M,,county,560,56,1362164,11034.5,40.6437110900879,50
2020-04-22,Skåne,SE-M,,county,575,57,1362164,11034.5,41.7323799133301,50
2020-04-23,Skåne,SE-M,,county,592,57,1362164,11034.5,42.9662055969238,52
