date,county,county_iso,city,place_type,cases,deaths,estimated_population_2019,area_km2,confirmed_per_100k_inhabitants,critical
2020-03-13,Västmanland,SE-U,,county,5,0,273929,5145.8,1.8252904949822764,
2020-03-14,Västmanland,SE-U,,county,5,0,273929,5145.8,1.8252904949822764,
2020-03-15,Västmanland,SE-U,,county,5,0,273929,5145.8,1.8252904949822764,
2020-03-16,Västmanland,SE-U,,county,5,0,273929,5145.8,1.8252904949822764,
2020-03-17,Västmanland,SE-U,,county,16,0,273929,5145.8,5.840929583943285,
2020-03-18,Västmanland,SE-U,,county,18,0,273929,5145.8,6.571045781936195,
2020-03-19,Västmanland,SE-U,,county,18,0,273929,5145.8,6.571045781936195,
2020-03-20,Västmanland,SE-U,,county,19,0,273929,5145.8,6.9361038809326505,
2020-03-21,Västmanland,SE-U,,county,21,0,273929,5145.8,7.666220078925561,
2020-03-22,Västmanland,SE-U,,county,21,0,273929,5145.8,7.666220078925561,
2020-03-23,Västmanland,SE-U,,county,23,0,273929,5145.8,8.39633627691847,
2020-03-24,Västmanland,SE-U,,county,24,0,273929,5145.8,8.761394375914927,
2020-03-25,Västmanland,SE-U,,county,29,0,273929,5145.8,10.586684870897203,
2020-03-26,Västmanland,SE-U,,county,31,0,273929,5145.8,11.316801068890113,
2020-03-27,Västmanland,SE-U,,county,38,0,273929,5145.8,13.7758522033691,5
2020-03-28,Västmanland,SE-U,,county,46,0,273929,5145.8,16.6760311126709,7
2020-03-29,Västmanland,SE-U,,county,47,0,273929,5145.8,17.0385551452637,8
2020-03-30,Västmanland,SE-U,,county,70,2,273929,5145.8,25.3765697479248,10
2020-03-31,Västmanland,SE-U,,county,79,2,273929,5145.8,28.6392726898193,10
2020-04-01,Västmanland,SE-U,,county,88,2,273929,5145.8,31.9019737243652,10
2020-04-02,Västmanland,SE-U,,county,109,2,273929,5145.8,39.5149459838867,11
2020-04-03,Västmanland,SE-U,,county,134,4,273929,5145.8,48.5780067443848,11
2020-04-04,Västmanland,SE-U,,county,139,4,273929,5145.8,50.3906173706055,12
2020-04-05,Västmanland,SE-U,,county,140,4,273929,5145.8,50.7531394958496,13
2020-04-06,Västmanland,SE-U,,county,178,5,273929,5145.8,64.5289916992188,14
2020-04-07,Västmanland,SE-U,,county,222,7,273929,5145.8,80.47998046875,15
2020-04-08,Västmanland,SE-U,,county,236,15,273929,5145.8,85.555290222168,16
2020-04-09,Västmanland,SE-U,,county,268,15,273929,5145.8,97.1560134887695,18
2020-04-10,Västmanland,SE-U,,county,273,16,273929,5145.8,98.968620300293,18
2020-04-11,Västmanland,SE-U,,county,298,16,273929,5145.8,108.031684875488,20
2020-04-12,Västmanland,SE-U,,county,304,16,273929,5145.8,110.206817626953,20
2020-04-13,Västmanland,SE-U,,county,346,16,273929,5145.8,125.432762145996,22
2020-04-14,Västmanland,SE-U,,county,379,17,273929,5145.8,137.39599609375,22
2020-04-15,Västmanland,SE-U,,county,404,23,273929,5145.8,146.459060668945,21
2020-04-16,Västmanland,SE-U,,county,430,26,273929,5145.8,155.884643554688,23
2020-04-17,Västmanland,SE-U,,county,450,27,273929,5145.8,163.135101318359,24
2020-04-18,Västmanland,SE-U,,county,467,29,273929,5145.8,169.297973632813,26
2020-04-19,Västmanland,SE-U,,county,484,30,273929,5145.8,175.460861206055,26
2020-04-20,Västmanland,SE-U,,county,528,30,273929,5145.8,191.411849975586,27
2020-04-21,Västmanland,SE-U,,county,573,36,273929,5145.8,207.725357055664,28
2020-04-22,Västmanland,SE-U,,county,581,64,273929,5145.8,210.625534057617,29
2020-04-23,Västmanland,SE-U,,county,610,65,273929,5145.8,221.138687133789,29
2020-04-24,Västmanland,SE-U,,county,625,77,273929,5145.8,226.576522827148,31
2020-04-25,Västmanland,SE-U,,county,660,78,273929,5145.8,239.264801025391,32
2020-04-26,Västmanland,SE-U,,county,660,78,273929,5145.8,239.264801025391,33
2020-04-27,Västmanland,SE-U,,county,702,78,273929,5145.8,254.490753173828,33
2020-04-28,Västmanland,SE-U,,county,723,78,273929,5145.8,262.103729248047,33
2020-04-29,Västmanland,SE-U,,county,744,86,273929,5145.8,269.716674804688,33
2020-04-30,Västmanland,SE-U,,county,766,89,273929,5145.8,277.692169189453,35
2020-05-01,Västmanland,SE-U,,county,768,89,273929,5145.8,278.417236328125,36
2020-05-02,Västmanland,SE-U,,county,788,89,273929,5145.8,285.667663574219,36
2020-05-03,Västmanland,SE-U,,county,789,89,273929,5145.8,286.030212402344,36
2020-05-04,Västmanland,SE-U,,county,809,95,273929,5145.8,293.280639648438,37
2020-05-05,Västmanland,SE-U,,county,820,96,273929,5145.8,297.268402099609,38
2020-05-06,Västmanland,SE-U,,county,845,99,273929,5145.8,306.331451416016,38
2020-05-07,Västmanland,SE-U,,county,865,99,273929,5145.8,313.581909179688,39
2020-05-08,Västmanland,SE-U,,county,881,99,273929,5145.8,319.382263183594,40
2020-05-09,Västmanland,SE-U,,county,887,103,273929,5145.8,321.557403564453,40
2020-05-10,Västmanland,SE-U,,county,887,103,273929,5145.8,321.557403564453,41
2020-05-11,Västmanland,SE-U,,county,918,103,273929,5145.8,332.795593261719,41
2020-05-12,Västmanland,SE-U,,county,928,104,273929,5145.8,336.420806884766,40
2020-05-13,Västmanland,SE-U,,county,956,115,273929,5145.8,346.571441650391,40
2020-05-14,Västmanland,SE-U,,county,978,115,273929,5145.8,354.546936035156,40
2020-05-15,Västmanland,SE-U,,county,996,123,273929,5145.8,361.072326660156,40
2020-05-16,Västmanland,SE-U,,county,1001,123,273929,5145.8,362.884948730469,40
2020-05-17,Västmanland,SE-U,,county,1001,123,273929,5145.8,362.884948730469,41
2020-05-18,Västmanland,SE-U,,county,1003,123,273929,5145.8,363.609985351563,42
2020-05-19,Västmanland,SE-U,,county,1003,123,273929,5145.8,363.609985351563,42
