date,county,county_iso,city,place_type,cases,deaths,estimated_population_2019,area_km2,confirmed_per_100k_inhabitants,critical
2020-03-11,Kalmar,SE-H,,county,2,0,244670,11217.8,0.8174275554828953,
2020-03-12,Kalmar,SE-H,,county,3,0,244670,11217.8,1.226141333224343,
2020-03-13,Kalmar,SE-H,,county,5,0,244670,11217.8,2.0435688887072385,
2020-03-14,Kalmar,SE-H,,county,5,0,244670,11217.8,2.0435688887072385,
2020-03-15,Kalmar,SE-H,,county,7,0,244670,11217.8,2.8609964441901337,
2020-03-16,Kalmar,SE-H,,county,7,0,244670,11217.8,2.8609964441901337,
2020-03-17,Kalmar,SE-H,,county,7,0,244670,11217.8,2.8609964441901337,
2020-03-18,Kalmar,SE-H,,county,7,0,244670,11217.8,2.8609964441901337,
2020-03-19,Kalmar,SE-H,,county,7,0,244670,11217.8,2.8609964441901337,
2020-03-20,Kalmar,SE-H,,county,9,0,244670,11217.8,3.6784239996730292,
2020-03-21,Kalmar,SE-H,,county,10,0,244670,11217.8,4.087137777414477,
2020-03-22,Kalmar,SE-H,,county,11,0,244670,11217.8,4.495851555155924,
2020-03-23,Kalmar,SE-H,,county,12,0,244670,11217.8,4.904565332897372,
2020-03-24,Kalmar,SE-H,,county,15,0,244670,11217.8,6.130706666121716,
2020-03-25,Kalmar,SE-H,,county,17,0,244670,11217.8,6.948134221604611,
2020-03-26,Kalmar,SE-H,,county,19,0,244670,11217.8,7.765561777087505,
2020-03-27,Kalmar,SE-H,,county,25,1,244670,11217.8,10.1855401992798,
2020-03-28,Kalmar,SE-H,,county,28,1,244670,11217.8,11.4078044891357,1
2020-03-29,Kalmar,SE-H,,county,30,1,244670,11217.8,12.2226476669312,1
2020-03-30,Kalmar,SE-H,,county,31,1,244670,11217.8,12.630069732666,1
2020-03-31,Kalmar,SE-H,,county,34,1,244670,11217.8,13.852334022522,2
2020-04-01,Kalmar,SE-H,,county,38,1,244670,11217.8,15.4820203781128,2
2020-04-02,Kalmar,SE-H,,county,42,1,244670,11217.8,17.1117076873779,2
2020-04-03,Kalmar,SE-H,,county,46,1,244670,11217.8,18.7413940429688,2
2020-04-04,Kalmar,SE-H,,county,47,1,244670,11217.8,19.1488151550293,4
2020-04-05,Kalmar,SE-H,,county,49,1,244670,11217.8,19.9636573791504,4
2020-04-06,Kalmar,SE-H,,county,52,1,244670,11217.8,21.1859226226807,4
2020-04-07,Kalmar,SE-H,,county,57,3,244670,11217.8,23.223030090332,7
2020-04-08,Kalmar,SE-H,,county,61,4,244670,11217.8,24.8527164459229,7
2020-04-09,Kalmar,SE-H,,county,63,4,244670,11217.8,25.6675605773926,7
2020-04-10,Kalmar,SE-H,,county,64,4,244670,11217.8,26.0749816894531,8
2020-04-11,Kalmar,SE-H,,county,65,4,244670,11217.8,26.4824028015137,8
2020-04-12,Kalmar,SE-H,,county,68,4,244670,11217.8,27.7046680450439,7
2020-04-13,Kalmar,SE-H,,county,70,4,244670,11217.8,28.5195121765137,8
2020-04-14,Kalmar,SE-H,,county,79,5,244670,11217.8,32.1863059997559,9
2020-04-15,Kalmar,SE-H,,county,82,5,244670,11217.8,33.4085693359375,8
2020-04-16,Kalmar,SE-H,,county,83,6,244670,11217.8,33.8159904479981,10
2020-04-17,Kalmar,SE-H,,county,89,6,244670,11217.8,36.2605209350586,10
2020-04-18,Kalmar,SE-H,,county,91,6,244670,11217.8,37.0753631591797,11
2020-04-19,Kalmar,SE-H,,county,94,6,244670,11217.8,38.2976303100586,11
2020-04-20,Kalmar,SE-H,,county,98,6,244670,11217.8,39.9273147583008,14
2020-04-21,Kalmar,SE-H,,county,108,6,244670,11217.8,44.0015335083008,16
2020-04-22,Kalmar,SE-H,,county,108,6,244670,11217.8,44.0015335083008,16
