date,county,county_iso,city,place_type,cases,deaths,estimated_population_2019,area_km2,confirmed_per_100k_inhabitants,critical
2020-03-11,Västerbotten,SE-AC,,county,8,0,270154,55186.2,2.961273940049009,
2020-03-12,Västerbotten,SE-AC,,county,8,0,270154,55186.2,2.961273940049009,
2020-03-13,Västerbotten,SE-AC,,county,9,0,270154,55186.2,3.331433182555135,
2020-03-14,Västerbotten,SE-AC,,county,9,0,270154,55186.2,3.331433182555135,
2020-03-15,Västerbotten,SE-AC,,county,13,0,270154,55186.2,4.81207015257964,
2020-03-16,Västerbotten,SE-AC,,county,13,0,270154,55186.2,4.81207015257964,
2020-03-17,Västerbotten,SE-AC,,county,18,0,270154,55186.2,6.66286636511027,
2020-03-18,Västerbotten,SE-AC,,county,19,0,270154,55186.2,7.033025607616397,
2020-03-19,Västerbotten,SE-AC,,county,23,0,270154,55186.2,8.5136625776409,
2020-03-20,Västerbotten,SE-AC,,county,27,0,270154,55186.2,9.994299547665406,
2020-03-21,Västerbotten,SE-AC,,county,29,0,270154,55186.2,10.734618032677657,
2020-03-22,Västerbotten,SE-AC,,county,29,0,270154,55186.2,10.734618032677657,
2020-03-23,Västerbotten,SE-AC,,county,30,0,270154,55186.2,11.104777275183784,
2020-03-24,Västerbotten,SE-AC,,county,30,0,270154,55186.2,11.104777275183784,
2020-03-25,Västerbotten,SE-AC,,county,33,0,270154,55186.2,12.215255002702161,
2020-03-26,Västerbotten,SE-AC,,county,37,0,270154,55186.2,13.695891972726667,
2020-03-27,Västerbotten,SE-AC,,county,40,0,270154,55186.2,14.7201700210571,3
2020-03-28,Västerbotten,SE-AC,,county,42,0,270154,55186.2,15.4561777114868,5
2020-03-29,Västerbotten,SE-AC,,county,47,0,270154,55186.2,17.296199798584,5
2020-03-30,Västerbotten,SE-AC,,county,48,0,270154,55186.2,17.6642036437988,5
2020-03-31,Västerbotten,SE-AC,,county,55,0,270154,55186.2,20.2402324676514,5
2020-04-01,Västerbotten,SE-AC,,county,63,0,270154,55186.2,23.1842670440674,5
2020-04-02,Västerbotten,SE-AC,,county,68,0,270154,55186.2,25.0242881774902,6
2020-04-03,Västerbotten,SE-AC,,county,80,0,270154,55186.2,29.4403400421143,9
2020-04-04,Västerbotten,SE-AC,,county,97,0,270154,55186.2,35.6964111328125,9
2020-04-05,Västerbotten,SE-AC,,county,114,0,270154,55186.2,41.9524841308594,9
2020-04-06,Västerbotten,SE-AC,,county,123,0,270154,55186.2,45.2645225524902,11
2020-04-07,Västerbotten,SE-AC,,county,128,1,270154,55186.2,47.1045417785645,12
2020-04-08,Västerbotten,SE-AC,,county,142,1,270154,55186.2,52.2566032409668,12
2020-04-09,Västerbotten,SE-AC,,county,154,1,270154,55186.2,56.6726531982422,14
2020-04-10,Västerbotten,SE-AC,,county,166,5,270154,55186.2,61.0887031555176,14
2020-04-11,Västerbotten,SE-AC,,county,181,5,270154,55186.2,66.6087646484375,14
2020-04-12,Västerbotten,SE-AC,,county,183,5,270154,55186.2,67.3447723388672,14
2020-04-13,Västerbotten,SE-AC,,county,183,7,270154,55186.2,67.3447723388672,16
2020-04-14,Västerbotten,SE-AC,,county,187,7,270154,55186.2,68.8167953491211,17
2020-04-15,Västerbotten,SE-AC,,county,192,8,270154,55186.2,70.6568145751953,18
2020-04-16,Västerbotten,SE-AC,,county,206,8,270154,55186.2,75.8088760375977,18
