date,region,region_iso,province,city,place_type,cases,deaths
2020-07-01,Tarapacá,CL-TA,,,region,5974,91
2020-07-02,Tarapacá,CL-TA,,,region,6116,91
2020-07-03,Tarapacá,CL-TA,,,region,6215,95
2020-07-04,Tarapacá,CL-TA,,,region,6372,98
2020-07-05,Tarapacá,CL-TA,,,region,6508,102
2020-07-06,Tarapacá,CL-TA,,,region,6508,102
2020-07-07,Tarapacá,CL-TA,,,region,6705,102
2020-07-08,Tarapacá,CL-TA,,,region,6705,102
2020-07-09,Tarapacá,CL-TA,,,region,6789,105
2020-07-10,Tarapacá,CL-TA,,,region,6867,107
2020-07-11,Tarapacá,CL-TA,,,region,6961,107
2020-07-12,Tarapacá,CL-TA,,,region,7147,111
2020-07-13,Tarapacá,CL-TA,,,region,7191,111
2020-07-14,Tarapacá,CL-TA,,,region,7191,111
2020-07-15,Tarapacá,CL-TA,,,region,7191,111
2020-07-16,Tarapacá,CL-TA,,,region,7191,111
2020-07-17,Tarapacá,CL-TA,,,region,7191,111
2020-07-18,Tarapacá,CL-TA,,,region,7191,111
2020-07-19,Tarapacá,CL-TA,,,region,7191,111
2020-07-20,Tarapacá,CL-TA,,,region,7191,111
2020-07-21,Tarapacá,CL-TA,,,region,7191,111
2020-07-22,Tarapacá,CL-TA,,,region,7191,111
2020-07-23,Tarapacá,CL-TA,,,region,7191,111
2020-07-24,Tarapacá,CL-TA,,,region,7191,111
2020-07-25,Tarapacá,CL-TA,,,region,7191,111
2020-07-26,Tarapacá,CL-TA,,,region,8147,153
2020-07-27,Tarapacá,CL-TA,,,region,7191,111
2020-07-28,Tarapacá,CL-TA,,,region,7191,111
2020-07-29,Tarapacá,CL-TA,,,region,7191,111
2020-07-30,Tarapacá,CL-TA,,,region,7191,111
2020-07-31,Tarapacá,CL-TA,,,region,7191,111
2020-08-01,Tarapacá,CL-TA,,,region,7451,166
2020-08-02,Tarapacá,CL-TA,,,region,7627,166
2020-08-03,Tarapacá,CL-TA,,,region,7953,166
2020-08-04,Tarapacá,CL-TA,,,region,8308,166
2020-08-05,Tarapacá,CL-TA,,,region,9045,173
2020-08-06,Tarapacá,CL-TA,,,region,9045,173
2020-08-07,Tarapacá,CL-TA,,,region,9045,173
2020-08-08,Tarapacá,CL-TA,,,region,9252,178
2020-08-09,Tarapacá,CL-TA,,,region,9252,178
2020-08-10,Tarapacá,CL-TA,,,region,9252,178
2020-08-11,Tarapacá,CL-TA,,,region,9252,178
2020-08-12,Tarapacá,CL-TA,,,region,9252,178
2020-08-13,Tarapacá,CL-TA,,,region,9252,178
2020-08-14,Tarapacá,CL-TA,,,region,9252,178
2020-08-15,Tarapacá,CL-TA,,,region,9252,178
2020-08-16,Tarapacá,CL-TA,,,region,9252,178
2020-08-17,Tarapacá,CL-TA,,,region,9252,178
2020-08-18,Tarapacá,CL-TA,,,region,9252,178
2020-08-19,Tarapacá,CL-TA,,,region,9252,178
2020-08-20,Tarapacá,CL-TA,,,region,9252,178
2020-08-21,Tarapacá,CL-TA,,,region,9252,178
2020-08-22,Tarapacá,CL-TA,,,region,9252,178
2020-08-23,Tarapacá,CL-TA,,,region,9252,178
2020-08-24,Tarapacá,CL-TA,,,region,9252,178
2020-08-25,Tarapacá,CL-TA,,,region,9252,178
2020-08-26,Tarapacá,CL-TA,,,region,9252,178
2020-08-27,Tarapacá,CL-TA,,,region,9252,178
2020-08-28,Tarapacá,CL-TA,,,region,9252,178
2020-08-29,Tarapacá,CL-TA,,,region,9252,178
2020-08-30,Tarapacá,CL-TA,,,region,9252,178
2020-08-31,Tarapacá,CL-TA,,,region,9252,178
2020-09-01,Tarapacá,CL-TA,,,region,9252,178
2020-09-02,Tarapacá,CL-TA,,,region,10760,204
2020-09-03,Tarapacá,CL-TA,,,region,10760,204
2020-09-04,Tarapacá,CL-TA,,,region,10760,204
2020-09-05,Tarapacá,CL-TA,,,region,10760,204
2020-09-06,Tarapacá,CL-TA,,,region,10760,204
2020-09-07,Tarapacá,CL-TA,,,region,10913,210
2020-09-08,Tarapacá,CL-TA,,,region,10913,210
2020-09-09,Tarapacá,CL-TA,,,region,10913,210
2020-09-10,Tarapacá,CL-TA,,,region,10913,210
2020-09-11,Tarapacá,CL-TA,,,region,10913,210
2020-09-12,Tarapacá,CL-TA,,,region,10913,210
2020-09-16,Tarapacá,CL-TA,,,region,10913,210
2020-09-17,Tarapacá,CL-TA,,,region,11293,215
2020-09-18,Tarapacá,CL-TA,,,region,11293,215
2020-09-19,Tarapacá,CL-TA,,,region,11293,215
2020-09-20,Tarapacá,CL-TA,,,region,11293,215
