date,region,region_iso,province,city,place_type,cases,deaths
2020-05-16,Los Lagos,CL-LL,,,region,644,11
2020-05-17,Los Lagos,CL-LL,,,region,647,11
2020-05-18,Los Lagos,CL-LL,,,region,652,11
2020-05-19,Los Lagos,CL-LL,,,region,656,12
2020-05-20,Los Lagos,CL-LL,,,region,666,12
2020-05-21,Los Lagos,CL-LL,,,region,693,13
2020-05-22,Los Lagos,CL-LL,,,region,717,13
2020-05-23,Los Lagos,CL-LL,,,region,727,13
2020-05-24,Los Lagos,CL-LL,,,region,736,13
2020-05-25,Los Lagos,CL-LL,,,region,763,13
2020-05-26,Los Lagos,CL-LL,,,region,781,13
2020-05-27,Los Lagos,CL-LL,,,region,791,13
2020-05-28,Los Lagos,CL-LL,,,region,814,13
2020-05-29,Los Lagos,CL-LL,,,region,822,13
2020-05-30,Los Lagos,CL-LL,,,region,860,13
2020-05-31,Los Lagos,CL-LL,,,region,863,13
2020-06-01,Los Lagos,CL-LL,,,region,863,13
2020-06-02,Los Lagos,CL-LL,,,region,894,13
2020-06-03,Los Lagos,CL-LL,,,region,913,13
2020-06-04,Los Lagos,CL-LL,,,region,926,13
2020-06-05,Los Lagos,CL-LL,,,region,968,13
2020-06-06,Los Lagos,CL-LL,,,region,985,13
2020-06-07,Los Lagos,CL-LL,,,region,1003,13
2020-06-08,Los Lagos,CL-LL,,,region,1003,13
2020-06-09,Los Lagos,CL-LL,,,region,1028,12
2020-06-10,Los Lagos,CL-LL,,,region,1041,12
2020-06-11,Los Lagos,CL-LL,,,region,1062,12
2020-06-12,Los Lagos,CL-LL,,,region,1062,12
2020-06-13,Los Lagos,CL-LL,,,region,1108,13
2020-06-14,Los Lagos,CL-LL,,,region,1141,13
2020-06-15,Los Lagos,CL-LL,,,region,1141,13
2020-06-16,Los Lagos,CL-LL,,,region,1178,13
2020-06-17,Los Lagos,CL-LL,,,region,1249,14
2020-06-18,Los Lagos,CL-LL,,,region,1249,14
2020-06-19,Los Lagos,CL-LL,,,region,46,056
2020-06-20,Los Lagos,CL-LL,,,region,46,056
2020-06-21,Los Lagos,CL-LL,,,region,56,057
2020-06-22,Los Lagos,CL-LL,,,region,56,057
2020-06-23,Los Lagos,CL-LL,,,region,61,058
2020-06-24,Los Lagos,CL-LL,,,region,1466,17
2020-06-25,Los Lagos,CL-LL,,,region,1505,19
2020-06-26,Los Lagos,CL-LL,,,region,1541,20
2020-06-28,Los Lagos,CL-LL,,,region,1573,20
2020-06-29,Los Lagos,CL-LL,,,region,1609,21
2020-06-30,Los Lagos,CL-LL,,,region,1642,21
2020-07-01,Los Lagos,CL-LL,,,region,1642,21
2020-07-02,Los Lagos,CL-LL,,,region,1684,21
2020-07-03,Los Lagos,CL-LL,,,region,1734,21
2020-07-04,Los Lagos,CL-LL,,,region,1856,21
2020-07-05,Los Lagos,CL-LL,,,region,1930,21
2020-07-06,Los Lagos,CL-LL,,,region,1930,21
2020-07-07,Los Lagos,CL-LL,,,region,1978,21
2020-07-08,Los Lagos,CL-LL,,,region,1978,21
2020-07-09,Los Lagos,CL-LL,,,region,2047,21
2020-07-10,Los Lagos,CL-LL,,,region,2099,22
2020-07-11,Los Lagos,CL-LL,,,region,2146,22
2020-07-12,Los Lagos,CL-LL,,,region,2286,23
2020-07-13,Los Lagos,CL-LL,,,region,2331,23
2020-07-14,Los Lagos,CL-LL,,,region,2331,23
2020-07-15,Los Lagos,CL-LL,,,region,2331,23
2020-07-16,Los Lagos,CL-LL,,,region,2331,23
2020-07-17,Los Lagos,CL-LL,,,region,2331,23
2020-07-18,Los Lagos,CL-LL,,,region,2331,23
2020-07-19,Los Lagos,CL-LL,,,region,2331,23
2020-07-20,Los Lagos,CL-LL,,,region,2331,23
2020-07-21,Los Lagos,CL-LL,,,region,2331,23
2020-07-22,Los Lagos,CL-LL,,,region,2331,23
2020-07-23,Los Lagos,CL-LL,,,region,2331,23
2020-07-24,Los Lagos,CL-LL,,,region,2331,23
2020-07-25,Los Lagos,CL-LL,,,region,2331,23
2020-07-26,Los Lagos,CL-LL,,,region,3261,33
2020-07-27,Los Lagos,CL-LL,,,region,2331,23
2020-07-28,Los Lagos,CL-LL,,,region,2331,23
2020-07-29,Los Lagos,CL-LL,,,region,2331,23
2020-07-30,Los Lagos,CL-LL,,,region,2331,23
2020-07-31,Los Lagos,CL-LL,,,region,2331,23
2020-08-01,Los Lagos,CL-LL,,,region,2629,39
2020-08-02,Los Lagos,CL-LL,,,region,2761,39
2020-08-03,Los Lagos,CL-LL,,,region,3008,39
2020-08-04,Los Lagos,CL-LL,,,region,3524,39
2020-08-05,Los Lagos,CL-LL,,,region,4364,43
2020-08-06,Los Lagos,CL-LL,,,region,4364,43
2020-08-07,Los Lagos,CL-LL,,,region,4364,43
2020-08-08,Los Lagos,CL-LL,,,region,4690,51
2020-08-09,Los Lagos,CL-LL,,,region,4690,51
2020-08-10,Los Lagos,CL-LL,,,region,4690,51
2020-08-11,Los Lagos,CL-LL,,,region,4690,51
2020-08-12,Los Lagos,CL-LL,,,region,4690,51
2020-08-13,Los Lagos,CL-LL,,,region,4690,51
2020-08-14,Los Lagos,CL-LL,,,region,4690,51
2020-08-15,Los Lagos,CL-LL,,,region,4690,51
2020-08-16,Los Lagos,CL-LL,,,region,4690,51
2020-08-17,Los Lagos,CL-LL,,,region,4690,51
2020-08-18,Los Lagos,CL-LL,,,region,4690,51
2020-08-19,Los Lagos,CL-LL,,,region,4690,51
2020-08-20,Los Lagos,CL-LL,,,region,4690,51
2020-08-21,Los Lagos,CL-LL,,,region,4690,51
2020-08-22,Los Lagos,CL-LL,,,region,4690,51
2020-08-23,Los Lagos,CL-LL,,,region,4690,51
2020-08-24,Los Lagos,CL-LL,,,region,4690,51
2020-08-25,Los Lagos,CL-LL,,,region,4690,51
2020-08-26,Los Lagos,CL-LL,,,region,4690,51
2020-08-27,Los Lagos,CL-LL,,,region,4690,51
2020-08-28,Los Lagos,CL-LL,,,region,4690,51
2020-08-29,Los Lagos,CL-LL,,,region,4690,51
2020-08-30,Los Lagos,CL-LL,,,region,4690,51
2020-08-31,Los Lagos,CL-LL,,,region,4690,51
2020-09-01,Los Lagos,CL-LL,,,region,4690,51
2020-09-02,Los Lagos,CL-LL,,,region,6743,68
2020-09-03,Los Lagos,CL-LL,,,region,6743,68
2020-09-04,Los Lagos,CL-LL,,,region,6743,68
2020-09-05,Los Lagos,CL-LL,,,region,6743,68
2020-09-06,Los Lagos,CL-LL,,,region,6743,68
2020-09-07,Los Lagos,CL-LL,,,region,7089,72
2020-09-08,Los Lagos,CL-LL,,,region,7089,72
2020-09-09,Los Lagos,CL-LL,,,region,7089,72
2020-09-10,Los Lagos,CL-LL,,,region,7089,72
2020-09-11,Los Lagos,CL-LL,,,region,7089,72
2020-09-12,Los Lagos,CL-LL,,,region,7089,72
2020-09-16,Los Lagos,CL-LL,,,region,7089,72
2020-09-17,Los Lagos,CL-LL,,,region,7716,81
2020-09-18,Los Lagos,CL-LL,,,region,7716,81
2020-09-19,Los Lagos,CL-LL,,,region,7716,81
2020-09-20,Los Lagos,CL-LL,,,region,7716,81
2020-09-21,Los Lagos,CL-LL,,,region,7089,6294
2020-09-22,Los Lagos,CL-LL,,,region,7089,6294
2020-09-23,Los Lagos,CL-LL,,,region,8335,7627
2020-09-24,Los Lagos,CL-LL,,,region,8335,7627
2020-09-25,Los Lagos,CL-LL,,,region,8335,7627
2020-09-26,Los Lagos,CL-LL,,,region,8335,7627
2020-09-27,Los Lagos,CL-LL,,,region,8961,7974
2020-09-28,Los Lagos,CL-LL,,,region,8961,7974
2020-09-29,Los Lagos,CL-LL,,,region,8961,7974
2020-09-30,Los Lagos,CL-LL,,,region,8961,7974
2020-10-01,Los Lagos,CL-LL,,,region,8961,7974
2020-10-02,Los Lagos,CL-LL,,,region,8961,7974
2020-10-03,Los Lagos,CL-LL,,,region,8961,7974
2020-10-04,Los Lagos,CL-LL,,,region,8961,7974
2020-10-05,Los Lagos,CL-LL,,,region,10175,8789
2020-10-06,Los Lagos,CL-LL,,,region,10354,8938
2020-10-07,Los Lagos,CL-LL,,,region,10354,8938
2020-10-08,Los Lagos,CL-LL,,,region,10354,8938
2020-10-09,Los Lagos,CL-LL,,,region,10354,8938
2020-10-10,Los Lagos,CL-LL,,,region,10354,8938
2020-10-11,Los Lagos,CL-LL,,,region,10354,8938
2020-10-12,Los Lagos,CL-LL,,,region,10354,8938
2020-10-13,Los Lagos,CL-LL,,,region,10354,8938
2020-10-14,Los Lagos,CL-LL,,,region,10354,8938
2020-10-15,Los Lagos,CL-LL,,,region,10354,8938
2020-10-16,Los Lagos,CL-LL,,,region,10354,8938
2020-10-17,Los Lagos,CL-LL,,,region,10354,8938
2020-10-18,Los Lagos,CL-LL,,,region,10354,8938
2020-10-19,Los Lagos,CL-LL,,,region,10354,8938
2020-10-20,Los Lagos,CL-LL,,,region,10354,8938
2020-10-21,Los Lagos,CL-LL,,,region,10354,8938
2020-10-22,Los Lagos,CL-LL,,,region,10354,8938
2020-10-23,Los Lagos,CL-LL,,,region,10354,8938
2020-10-24,Los Lagos,CL-LL,,,region,13559,12085
2020-10-25,Los Lagos,CL-LL,,,region,13559,12085
2020-10-26,Los Lagos,CL-LL,,,region,13559,12085
2020-10-27,Los Lagos,CL-LL,,,region,13559,12085
2020-10-28,Los Lagos,CL-LL,,,region,14147,12737
2020-10-29,Los Lagos,CL-LL,,,region,14147,12737
2020-10-30,Los Lagos,CL-LL,,,region,14147,12737
2020-10-31,Los Lagos,CL-LL,,,region,14147,12737
2020-11-01,Los Lagos,CL-LL,,,region,14147,12737
2020-11-02,Los Lagos,CL-LL,,,region,14147,12737
2020-11-03,Los Lagos,CL-LL,,,region,15513,14155
2020-11-04,Los Lagos,CL-LL,,,region,15513,14155
2020-11-05,Los Lagos,CL-LL,,,region,15513,14155
2020-11-06,Los Lagos,CL-LL,,,region,15513,14155
2020-11-07,Los Lagos,CL-LL,,,region,15513,14155
2020-11-08,Los Lagos,CL-LL,,,region,15513,14155
2020-11-09,Los Lagos,CL-LL,,,region,15513,14155
2020-11-10,Los Lagos,CL-LL,,,region,15513,14155
2020-11-11,Los Lagos,CL-LL,,,region,15513,14155
2020-11-12,Los Lagos,CL-LL,,,region,17265,15841
2020-11-13,Los Lagos,CL-LL,,,region,17265,15841
2020-11-14,Los Lagos,CL-LL,,,region,17265,15841
2020-11-15,Los Lagos,CL-LL,,,region,17265,15841
2020-11-16,Los Lagos,CL-LL,,,region,18036,16440
2020-11-17,Los Lagos,CL-LL,,,region,18036,16440
2020-11-18,Los Lagos,CL-LL,,,region,18036,16440
2020-11-19,Los Lagos,CL-LL,,,region,18036,16440
