date,region,region_iso,province,city,place_type,cases,deaths
2020-04-08,Ñuble,CL-NB,,,region,561,5
2020-04-09,Ñuble,CL-NB,,,region,571,6
2020-04-10,Ñuble,CL-NB,,,region,589,6
2020-04-11,Ñuble,CL-NB,,,region,606,6
2020-04-12,Ñuble,CL-NB,,,region,613,7
2020-04-13,Ñuble,CL-NB,,,region,618,7
2020-04-14,Ñuble,CL-NB,,,region,622,8
2020-04-15,Ñuble,CL-NB,,,region,634,8
2020-04-16,Ñuble,CL-NB,,,region,639,10
2020-04-17,Ñuble,CL-NB,,,region,656,11
2020-04-18,Ñuble,CL-NB,,,region,667,12
2020-04-19,Ñuble,CL-NB,,,region,678,13
2020-04-20,Ñuble,CL-NB,,,region,687,13
2020-04-21,Ñuble,CL-NB,,,region,694,13
2020-04-22,Ñuble,CL-NB,,,region,703,13
2020-04-23,Ñuble,CL-NB,,,region,708,13
2020-04-24,Ñuble,CL-NB,,,region,715,14
2020-04-25,Ñuble,CL-NB,,,region,725,14
2020-04-26,Ñuble,CL-NB,,,region,731,14
2020-04-27,Ñuble,CL-NB,,,region,741,14
2020-04-28,Ñuble,CL-NB,,,region,747,14
2020-04-29,Ñuble,CL-NB,,,region,761,14
2020-04-30,Ñuble,CL-NB,,,region,768,14
2020-05-01,Ñuble,CL-NB,,,region,768,14
2020-05-02,Ñuble,CL-NB,,,region,776,16
2020-05-03,Ñuble,CL-NB,,,region,786,16
2020-05-04,Ñuble,CL-NB,,,region,787,17
2020-05-05,Ñuble,CL-NB,,,region,789,17
2020-05-06,Ñuble,CL-NB,,,region,791,17
2020-05-07,Ñuble,CL-NB,,,region,793,17
2020-05-08,Ñuble,CL-NB,,,region,794,18
2020-05-09,Ñuble,CL-NB,,,region,801,18
2020-05-10,Ñuble,CL-NB,,,region,812,18
2020-05-11,Ñuble,CL-NB,,,region,814,18
2020-05-12,Ñuble,CL-NB,,,region,826,19
2020-05-13,Ñuble,CL-NB,,,region,839,19
2020-05-14,Ñuble,CL-NB,,,region,849,20
2020-05-15,Ñuble,CL-NB,,,region,885,20
2020-05-16,Ñuble,CL-NB,,,region,921,20
2020-05-17,Ñuble,CL-NB,,,region,942,20
2020-05-18,Ñuble,CL-NB,,,region,985,21
2020-05-19,Ñuble,CL-NB,,,region,988,21
2020-05-20,Ñuble,CL-NB,,,region,1011,21
2020-05-21,Ñuble,CL-NB,,,region,1020,21
2020-05-22,Ñuble,CL-NB,,,region,1025,21
2020-05-23,Ñuble,CL-NB,,,region,1077,21
2020-05-24,Ñuble,CL-NB,,,region,1102,21
2020-05-25,Ñuble,CL-NB,,,region,1139,22
2020-05-26,Ñuble,CL-NB,,,region,1147,22
2020-05-27,Ñuble,CL-NB,,,region,1174,22
2020-05-28,Ñuble,CL-NB,,,region,1205,22
2020-05-29,Ñuble,CL-NB,,,region,1242,22
2020-05-30,Ñuble,CL-NB,,,region,1256,23
2020-05-31,Ñuble,CL-NB,,,region,1257,23
2020-06-01,Ñuble,CL-NB,,,region,1290,23
2020-06-02,Ñuble,CL-NB,,,region,1290,23
2020-06-03,Ñuble,CL-NB,,,region,1329,24
2020-06-04,Ñuble,CL-NB,,,region,1372,24
2020-06-05,Ñuble,CL-NB,,,region,1429,24
2020-06-06,Ñuble,CL-NB,,,region,1470,24
2020-06-07,Ñuble,CL-NB,,,region,1490,25
2020-06-08,Ñuble,CL-NB,,,region,1490,25
2020-06-09,Ñuble,CL-NB,,,region,1584,18
2020-06-10,Ñuble,CL-NB,,,region,1616,20
2020-06-11,Ñuble,CL-NB,,,region,1673,20
2020-06-12,Ñuble,CL-NB,,,region,1673,20
2020-06-13,Ñuble,CL-NB,,,region,1737,22
2020-06-14,Ñuble,CL-NB,,,region,1778,22
2020-06-15,Ñuble,CL-NB,,,region,1778,22
2020-06-16,Ñuble,CL-NB,,,region,1852,22
2020-06-17,Ñuble,CL-NB,,,region,1929,24
2020-06-18,Ñuble,CL-NB,,,region,1929,24
2020-06-19,Ñuble,CL-NB,,,region,73,091
2020-06-20,Ñuble,CL-NB,,,region,73,091
2020-06-21,Ñuble,CL-NB,,,region,74,089
2020-06-22,Ñuble,CL-NB,,,region,74,089
2020-06-23,Ñuble,CL-NB,,,region,74,088
2020-06-24,Ñuble,CL-NB,,,region,2195,28
2020-06-25,Ñuble,CL-NB,,,region,2233,30
2020-06-26,Ñuble,CL-NB,,,region,2274,31
2020-06-28,Ñuble,CL-NB,,,region,2317,31
2020-06-29,Ñuble,CL-NB,,,region,2363,32
2020-06-30,Ñuble,CL-NB,,,region,2384,32
2020-07-01,Ñuble,CL-NB,,,region,2384,32
2020-07-02,Ñuble,CL-NB,,,region,2414,32
2020-07-03,Ñuble,CL-NB,,,region,2447,33
2020-07-04,Ñuble,CL-NB,,,region,2533,33
2020-07-05,Ñuble,CL-NB,,,region,2577,33
2020-07-06,Ñuble,CL-NB,,,region,2577,33
2020-07-07,Ñuble,CL-NB,,,region,2640,33
2020-07-08,Ñuble,CL-NB,,,region,2640,33
2020-07-09,Ñuble,CL-NB,,,region,2700,35
2020-07-10,Ñuble,CL-NB,,,region,2782,36
2020-07-11,Ñuble,CL-NB,,,region,2838,37
2020-07-12,Ñuble,CL-NB,,,region,2965,40
2020-07-13,Ñuble,CL-NB,,,region,2989,40
2020-07-14,Ñuble,CL-NB,,,region,2989,40
2020-07-15,Ñuble,CL-NB,,,region,2989,40
2020-07-16,Ñuble,CL-NB,,,region,2989,40
2020-07-17,Ñuble,CL-NB,,,region,2989,40
2020-07-18,Ñuble,CL-NB,,,region,2989,40
