date,region,region_iso,province,city,place_type,cases,deaths
2020-04-08,Atacama,CL-AT,,,region,8,0
2020-04-09,Atacama,CL-AT,,,region,10,0
2020-04-10,Atacama,CL-AT,,,region,13,0
2020-04-11,Atacama,CL-AT,,,region,13,0
2020-04-12,Atacama,CL-AT,,,region,13,0
2020-04-13,Atacama,CL-AT,,,region,13,0
2020-04-14,Atacama,CL-AT,,,region,13,0
2020-04-15,Atacama,CL-AT,,,region,13,0
2020-04-16,Atacama,CL-AT,,,region,13,0
2020-04-17,Atacama,CL-AT,,,region,13,0
2020-04-18,Atacama,CL-AT,,,region,13,0
2020-04-19,Atacama,CL-AT,,,region,13,0
2020-04-20,Atacama,CL-AT,,,region,13,0
2020-04-21,Atacama,CL-AT,,,region,13,0
2020-04-22,Atacama,CL-AT,,,region,13,0
2020-04-23,Atacama,CL-AT,,,region,18,0
2020-04-24,Atacama,CL-AT,,,region,21,0
2020-04-25,Atacama,CL-AT,,,region,24,0
2020-04-26,Atacama,CL-AT,,,region,29,0
2020-04-27,Atacama,CL-AT,,,region,35,0
2020-04-28,Atacama,CL-AT,,,region,35,0
2020-04-29,Atacama,CL-AT,,,region,35,0
2020-04-30,Atacama,CL-AT,,,region,1,0
2020-05-01,Atacama,CL-AT,,,region,0,0
2020-05-02,Atacama,CL-AT,,,region,13,0
