date,iso,region,city,place_type,cases,deaths
2020-04-06,PE-TAC,Tacna,,departamento,9,0
2020-04-26,PE-TAC,Tacna,,departamento,68,1
2020-04-27,PE-TAC,Tacna,,departamento,71,1
2020-04-28,PE-TAC,Tacna,,departamento,77,1
2020-04-29,PE-TAC,Tacna,,departamento,77,1
2020-05-03,PE-TAC,Tacna,,departamento,141,2
2020-05-04,PE-TAC,Tacna,,departamento,141,2
2020-05-05,PE-TAC,Tacna,,departamento,149,2
2020-05-06,PE-TAC,Tacna,,departamento,149,2
2020-05-07,PE-TAC,Tacna,,departamento,166,2
2020-05-08,PE-TAC,Tacna,,departamento,166,2
2020-05-09,PE-TAC,Tacna,,departamento,166,2
2020-05-10,PE-TAC,Tacna,,departamento,178,2
2020-05-11,PE-TAC,Tacna,,departamento,178,2
2020-05-12,PE-TAC,Tacna,,departamento,178,2
2020-05-13,PE-TAC,Tacna,,departamento,181,2
2020-05-14,PE-TAC,Tacna,,departamento,187,2
2020-05-15,PE-TAC,Tacna,,departamento,197,2
2020-05-16,PE-TAC,Tacna,,departamento,208,2
2020-05-17,PE-TAC,Tacna,,departamento,208,2
2020-05-18,PE-TAC,Tacna,,departamento,216,2
2020-05-19,PE-TAC,Tacna,,departamento,228,4
2020-05-20,PE-TAC,Tacna,,departamento,228,4
2020-05-21,PE-TAC,Tacna,,departamento,242,4
2020-05-22,PE-TAC,Tacna,,departamento,254,4
2020-05-23,PE-TAC,Tacna,,departamento,279,4
2020-05-24,PE-TAC,Tacna,,departamento,291,4
2020-05-25,PE-TAC,Tacna,,departamento,291,4
2020-05-26,PE-TAC,Tacna,,departamento,325,4
2020-05-27,PE-TAC,Tacna,,departamento,341,4
2020-05-28,PE-TAC,Tacna,,departamento,360,4
2020-05-29,PE-TAC,Tacna,,departamento,372,4
2020-05-30,PE-TAC,Tacna,,departamento,375,4
2020-05-31,PE-TAC,Tacna,,departamento,375,4
2020-06-01,PE-TAC,Tacna,,departamento,448,5
2020-06-02,PE-TAC,Tacna,,departamento,398,5
2020-06-03,PE-TAC,Tacna,,departamento,458,5
2020-06-04,PE-TAC,Tacna,,departamento,468,5
2020-06-05,PE-TAC,Tacna,,departamento,468,5
2020-06-06,PE-TAC,Tacna,,departamento,506,5
2020-06-07,PE-TAC,Tacna,,departamento,493,5
2020-06-08,PE-TAC,Tacna,,departamento,535,5
2020-06-09,PE-TAC,Tacna,,departamento,547,5
2020-06-10,PE-TAC,Tacna,,departamento,547,5
2020-06-11,PE-TAC,Tacna,,departamento,563,5
2020-06-12,PE-TAC,Tacna,,departamento,572,5
2020-06-13,PE-TAC,Tacna,,departamento,582,5
2020-06-14,PE-TAC,Tacna,,departamento,607,5
2020-06-15,PE-TAC,Tacna,,departamento,607,5
2020-06-16,PE-TAC,Tacna,,departamento,611,6
2020-06-17,PE-TAC,Tacna,,departamento,680,7
2020-06-18,PE-TAC,Tacna,,departamento,688,7
2020-06-19,PE-TAC,Tacna,,departamento,688,7
2020-06-20,PE-TAC,Tacna,,departamento,738,8
