date,iso,region,city,place_type,cases,deaths
2020-03-26,PE-HUC,Huánuco,,departamento,2,0
2020-03-29,PE-HUC,Huánuco,,departamento,4,0
2020-04-06,PE-HUC,Huánuco,,departamento,6,0
2020-04-26,PE-HUC,Huánuco,,departamento,167,0
2020-04-27,PE-HUC,Huánuco,,departamento,167,0
2020-04-28,PE-HUC,Huánuco,,departamento,168,0
2020-04-29,PE-HUC,Huánuco,,departamento,168,0
2020-05-03,PE-HUC,Huánuco,,departamento,248,0
2020-05-04,PE-HUC,Huánuco,,departamento,248,2
2020-05-05,PE-HUC,Huánuco,,departamento,255,2
2020-05-06,PE-HUC,Huánuco,,departamento,255,2
2020-05-07,PE-HUC,Huánuco,,departamento,293,7
2020-05-08,PE-HUC,Huánuco,,departamento,323,7
2020-05-09,PE-HUC,Huánuco,,departamento,323,7
2020-05-10,PE-HUC,Huánuco,,departamento,333,7
2020-05-11,PE-HUC,Huánuco,,departamento,335,7
2020-05-12,PE-HUC,Huánuco,,departamento,341,7
2020-05-13,PE-HUC,Huánuco,,departamento,359,7
2020-05-14,PE-HUC,Huánuco,,departamento,375,7
2020-05-15,PE-HUC,Huánuco,,departamento,413,7
2020-05-16,PE-HUC,Huánuco,,departamento,470,7
2020-05-17,PE-HUC,Huánuco,,departamento,470,7
2020-05-18,PE-HUC,Huánuco,,departamento,504,7
2020-05-19,PE-HUC,Huánuco,,departamento,520,7
2020-05-20,PE-HUC,Huánuco,,departamento,520,7
2020-05-21,PE-HUC,Huánuco,,departamento,539,7
2020-05-22,PE-HUC,Huánuco,,departamento,566,7
2020-05-23,PE-HUC,Huánuco,,departamento,607,7
2020-05-24,PE-HUC,Huánuco,,departamento,676,7
2020-05-25,PE-HUC,Huánuco,,departamento,676,7
2020-05-26,PE-HUC,Huánuco,,departamento,692,7
2020-05-27,PE-HUC,Huánuco,,departamento,716,7
2020-05-28,PE-HUC,Huánuco,,departamento,741,7
2020-05-29,PE-HUC,Huánuco,,departamento,780,9
2020-05-30,PE-HUC,Huánuco,,departamento,848,10
2020-05-31,PE-HUC,Huánuco,,departamento,848,10
2020-06-01,PE-HUC,Huánuco,,departamento,885,12
2020-06-02,PE-HUC,Huánuco,,departamento,979,13
2020-06-03,PE-HUC,Huánuco,,departamento,1013,13
2020-06-04,PE-HUC,Huánuco,,departamento,1068,13
2020-06-05,PE-HUC,Huánuco,,departamento,1068,13
2020-06-06,PE-HUC,Huánuco,,departamento,1154,14
2020-06-07,PE-HUC,Huánuco,,departamento,1176,16
2020-06-08,PE-HUC,Huánuco,,departamento,1183,18
2020-06-09,PE-HUC,Huánuco,,departamento,1215,18
2020-06-10,PE-HUC,Huánuco,,departamento,1215,18
2020-06-11,PE-HUC,Huánuco,,departamento,1254,19
2020-06-12,PE-HUC,Huánuco,,departamento,1287,22
2020-06-13,PE-HUC,Huánuco,,departamento,1363,22
2020-06-14,PE-HUC,Huánuco,,departamento,1494,27
2020-06-15,PE-HUC,Huánuco,,departamento,1494,28
2020-06-16,PE-HUC,Huánuco,,departamento,1527,30
2020-06-17,PE-HUC,Huánuco,,departamento,1614,35
2020-06-18,PE-HUC,Huánuco,,departamento,1657,36
2020-06-19,PE-HUC,Huánuco,,departamento,1657,36
2020-06-20,PE-HUC,Huánuco,,departamento,1770,40
2020-06-21,PE-HUC,Huánuco,,departamento,1770,40
2020-06-22,PE-HUC,Huánuco,,departamento,1818,40
2020-06-23,PE-HUC,Huánuco,,departamento,1914,46
2020-06-24,PE-HUC,Huánuco,,departamento,1914,46
2020-06-25,PE-HUC,Huánuco,,departamento,1998,50
2020-06-26,PE-HUC,Huánuco,,departamento,1998,50
2020-06-27,PE-HUC,Huánuco,,departamento,2089,52
