date,iso,region,city,place_type,cases,deaths
2020-04-06,PE-MOQ,Moquegua,,departamento,1,0
2020-04-26,PE-MOQ,Moquegua,,departamento,92,0
2020-04-27,PE-MOQ,Moquegua,,departamento,94,0
2020-04-28,PE-MOQ,Moquegua,,departamento,100,0
2020-04-29,PE-MOQ,Moquegua,,departamento,100,0
2020-05-03,PE-MOQ,Moquegua,,departamento,131,0
2020-05-04,PE-MOQ,Moquegua,,departamento,133,0
2020-05-05,PE-MOQ,Moquegua,,departamento,142,0
2020-05-06,PE-MOQ,Moquegua,,departamento,142,0
2020-05-07,PE-MOQ,Moquegua,,departamento,155,0
2020-05-08,PE-MOQ,Moquegua,,departamento,160,0
2020-05-09,PE-MOQ,Moquegua,,departamento,160,0
2020-05-10,PE-MOQ,Moquegua,,departamento,167,0
2020-05-11,PE-MOQ,Moquegua,,departamento,167,0
2020-05-12,PE-MOQ,Moquegua,,departamento,167,0
2020-05-13,PE-MOQ,Moquegua,,departamento,168,0
2020-05-14,PE-MOQ,Moquegua,,departamento,182,0
2020-05-15,PE-MOQ,Moquegua,,departamento,188,0
2020-05-16,PE-MOQ,Moquegua,,departamento,190,0
2020-05-17,PE-MOQ,Moquegua,,departamento,190,0
2020-05-18,PE-MOQ,Moquegua,,departamento,193,0
2020-05-19,PE-MOQ,Moquegua,,departamento,199,0
2020-05-20,PE-MOQ,Moquegua,,departamento,199,0
2020-05-21,PE-MOQ,Moquegua,,departamento,235,0
2020-05-22,PE-MOQ,Moquegua,,departamento,270,0
2020-05-23,PE-MOQ,Moquegua,,departamento,315,0
2020-05-24,PE-MOQ,Moquegua,,departamento,352,1
2020-05-25,PE-MOQ,Moquegua,,departamento,352,1
2020-05-26,PE-MOQ,Moquegua,,departamento,357,1
2020-05-27,PE-MOQ,Moquegua,,departamento,402,1
2020-05-28,PE-MOQ,Moquegua,,departamento,423,2
2020-05-29,PE-MOQ,Moquegua,,departamento,447,2
2020-05-30,PE-MOQ,Moquegua,,departamento,477,2
2020-05-31,PE-MOQ,Moquegua,,departamento,477,2
2020-06-01,PE-MOQ,Moquegua,,departamento,515,2
2020-06-02,PE-MOQ,Moquegua,,departamento,509,2
2020-06-03,PE-MOQ,Moquegua,,departamento,525,2
2020-06-04,PE-MOQ,Moquegua,,departamento,561,2
2020-06-05,PE-MOQ,Moquegua,,departamento,561,2
2020-06-06,PE-MOQ,Moquegua,,departamento,674,2
2020-06-07,PE-MOQ,Moquegua,,departamento,676,3
2020-06-08,PE-MOQ,Moquegua,,departamento,712,4
2020-06-09,PE-MOQ,Moquegua,,departamento,715,5
2020-06-10,PE-MOQ,Moquegua,,departamento,715,5
2020-06-11,PE-MOQ,Moquegua,,departamento,724,5
2020-06-12,PE-MOQ,Moquegua,,departamento,728,5
2020-06-13,PE-MOQ,Moquegua,,departamento,738,5
2020-06-14,PE-MOQ,Moquegua,,departamento,746,6
2020-06-15,PE-MOQ,Moquegua,,departamento,746,6
2020-06-16,PE-MOQ,Moquegua,,departamento,747,6
2020-06-17,PE-MOQ,Moquegua,,departamento,829,6
2020-06-18,PE-MOQ,Moquegua,,departamento,833,7
2020-06-19,PE-MOQ,Moquegua,,departamento,833,7
2020-06-20,PE-MOQ,Moquegua,,departamento,843,8
2020-06-21,PE-MOQ,Moquegua,,departamento,843,8
2020-06-22,PE-MOQ,Moquegua,,departamento,851,9
2020-06-23,PE-MOQ,Moquegua,,departamento,864,9
2020-06-24,PE-MOQ,Moquegua,,departamento,864,9
2020-06-25,PE-MOQ,Moquegua,,departamento,881,10
2020-06-26,PE-MOQ,Moquegua,,departamento,881,10
2020-06-27,PE-MOQ,Moquegua,,departamento,915,10
2020-06-28,PE-MOQ,Moquegua,,departamento,915,10
2020-06-29,PE-MOQ,Moquegua,,departamento,928,11
2020-06-30,PE-MOQ,Moquegua,,departamento,942,11
2020-07-01,PE-MOQ,Moquegua,,departamento,958,14
2020-07-02,PE-MOQ,Moquegua,,departamento,983,15
2020-07-03,PE-MOQ,Moquegua,,departamento,1020,15
2020-07-04,PE-MOQ,Moquegua,,departamento,1020,15
2020-07-05,PE-MOQ,Moquegua,,departamento,1078,15
2020-07-06,PE-MOQ,Moquegua,,departamento,1122,16
2020-07-07,PE-MOQ,Moquegua,,departamento,1170,19
2020-07-08,PE-MOQ,Moquegua,,departamento,1170,19
2020-07-09,PE-MOQ,Moquegua,,departamento,1221,21
2020-07-10,PE-MOQ,Moquegua,,departamento,1221,21
2020-07-11,PE-MOQ,Moquegua,,departamento,1254,23
2020-07-12,PE-MOQ,Moquegua,,departamento,1306,23
2020-07-13,PE-MOQ,Moquegua,,departamento,1387,26
2020-07-14,PE-MOQ,Moquegua,,departamento,1387,26
2020-07-15,PE-MOQ,Moquegua,,departamento,1416,30
2020-07-16,PE-MOQ,Moquegua,,departamento,1505,34
2020-07-17,PE-MOQ,Moquegua,,departamento,1505,34
2020-07-18,PE-MOQ,Moquegua,,departamento,1541,35
2020-07-19,PE-MOQ,Moquegua,,departamento,1670,38
2020-07-20,PE-MOQ,Moquegua,,departamento,1670,38
2020-07-21,PE-MOQ,Moquegua,,departamento,1926,40
2020-07-22,PE-MOQ,Moquegua,,departamento,1995,46
2020-07-23,PE-MOQ,Moquegua,,departamento,2200,52
2020-07-24,PE-MOQ,Moquegua,,departamento,2200,52
2020-07-25,PE-MOQ,Moquegua,,departamento,2287,54
2020-07-26,PE-MOQ,Moquegua,,departamento,2287,54
2020-07-27,PE-MOQ,Moquegua,,departamento,2287,54
2020-07-28,PE-MOQ,Moquegua,,departamento,2517,57
2020-07-29,PE-MOQ,Moquegua,,departamento,2627,59
2020-07-30,PE-MOQ,Moquegua,,departamento,2752,80
2020-07-31,PE-MOQ,Moquegua,,departamento,2752,80
2020-08-01,PE-MOQ,Moquegua,,departamento,2829,100
2020-08-02,PE-MOQ,Moquegua,,departamento,3134,105
2020-08-03,PE-MOQ,Moquegua,,departamento,3233,112
2020-08-04,PE-MOQ,Moquegua,,departamento,3296,113
2020-08-05,PE-MOQ,Moquegua,,departamento,3461,117
2020-08-06,PE-MOQ,Moquegua,,departamento,3670,125
2020-08-07,PE-MOQ,Moquegua,,departamento,3910,126
2020-08-08,PE-MOQ,Moquegua,,departamento,4244,128
2020-08-09,PE-MOQ,Moquegua,,departamento,4244,128
2020-08-10,PE-MOQ,Moquegua,,departamento,4636,139
2020-08-11,PE-MOQ,Moquegua,,departamento,4636,139
2020-08-12,PE-MOQ,Moquegua,,departamento,4894,145
2020-08-13,PE-MOQ,Moquegua,,departamento,4894,145
2020-08-14,PE-MOQ,Moquegua,,departamento,5253,173
2020-08-15,PE-MOQ,Moquegua,,departamento,5253,173
2020-08-16,PE-MOQ,Moquegua,,departamento,5253,173
2020-08-17,PE-MOQ,Moquegua,,departamento,5253,173
2020-08-18,PE-MOQ,Moquegua,,departamento,6280,184
2020-08-19,PE-MOQ,Moquegua,,departamento,6668,191
2020-08-20,PE-MOQ,Moquegua,,departamento,6668,191
2020-08-21,PE-MOQ,Moquegua,,departamento,6668,191
2020-08-22,PE-MOQ,Moquegua,,departamento,6668,191
2020-08-23,PE-MOQ,Moquegua,,departamento,7676,200
2020-08-24,PE-MOQ,Moquegua,,departamento,7676,200
2020-08-25,PE-MOQ,Moquegua,,departamento,7676,200
2020-08-26,PE-MOQ,Moquegua,,departamento,7676,200
2020-08-30,PE-MOQ,Moquegua,,departamento,8624,223
2020-08-31,PE-MOQ,Moquegua,,departamento,8624,223
2020-09-01,PE-MOQ,Moquegua,,departamento,8624,223
2020-09-02,PE-MOQ,Moquegua,,departamento,8624,223
2020-09-03,PE-MOQ,Moquegua,,departamento,8624,223
