date,iso,region,city,place_type,cases,deaths
2020-04-26,PE-CUS,Cusco,,departamento,182,3
2020-04-27,PE-CUS,Cusco,,departamento,196,3
2020-04-28,PE-CUS,Cusco,,departamento,202,3
2020-04-29,PE-CUS,Cusco,,departamento,202,3
2020-05-03,PE-CUS,Cusco,,departamento,230,3
2020-05-04,PE-CUS,Cusco,,departamento,234,3
2020-05-05,PE-CUS,Cusco,,departamento,249,3
2020-05-06,PE-CUS,Cusco,,departamento,249,3
2020-05-07,PE-CUS,Cusco,,departamento,280,3
2020-05-08,PE-CUS,Cusco,,departamento,328,3
2020-05-09,PE-CUS,Cusco,,departamento,328,3
2020-05-10,PE-CUS,Cusco,,departamento,407,3
