date,iso,region,city,place_type,cases,deaths
2020-04-26,PE-TUM,Tumbes,,departamento,250,19
2020-04-27,PE-TUM,Tumbes,,departamento,250,19
2020-04-28,PE-TUM,Tumbes,,departamento,275,19
2020-04-29,PE-TUM,Tumbes,,departamento,275,19
2020-05-03,PE-TUM,Tumbes,,departamento,347,19
2020-05-04,PE-TUM,Tumbes,,departamento,347,19
2020-05-05,PE-TUM,Tumbes,,departamento,378,19
2020-05-06,PE-TUM,Tumbes,,departamento,378,19
2020-05-07,PE-TUM,Tumbes,,departamento,451,19
2020-05-08,PE-TUM,Tumbes,,departamento,461,19
2020-05-09,PE-TUM,Tumbes,,departamento,461,19
