date,iso,region,city,place_type,cases,deaths
2020-04-26,PE-UCA,Ucayali,,departamento,349,14
2020-04-27,PE-UCA,Ucayali,,departamento,370,14
2020-04-28,PE-UCA,Ucayali,,departamento,454,14
2020-04-29,PE-UCA,Ucayali,,departamento,454,14
2020-05-03,PE-UCA,Ucayali,,departamento,913,38
2020-05-04,PE-UCA,Ucayali,,departamento,953,38
2020-05-05,PE-UCA,Ucayali,,departamento,1032,38
2020-05-06,PE-UCA,Ucayali,,departamento,1032,38
2020-05-07,PE-UCA,Ucayali,,departamento,1169,38
2020-05-08,PE-UCA,Ucayali,,departamento,1208,38
2020-05-09,PE-UCA,Ucayali,,departamento,1208,38
2020-05-10,PE-UCA,Ucayali,,departamento,1329,66
2020-05-11,PE-UCA,Ucayali,,departamento,1392,66
2020-05-12,PE-UCA,Ucayali,,departamento,1437,66
2020-05-13,PE-UCA,Ucayali,,departamento,1486,66
2020-05-14,PE-UCA,Ucayali,,departamento,1542,71
2020-05-15,PE-UCA,Ucayali,,departamento,1622,71
2020-05-16,PE-UCA,Ucayali,,departamento,1658,91
2020-05-17,PE-UCA,Ucayali,,departamento,1658,91
2020-05-18,PE-UCA,Ucayali,,departamento,2032,91
2020-05-19,PE-UCA,Ucayali,,departamento,2224,91
2020-05-20,PE-UCA,Ucayali,,departamento,2224,91
2020-05-21,PE-UCA,Ucayali,,departamento,2371,91
2020-05-22,PE-UCA,Ucayali,,departamento,2478,104
2020-05-23,PE-UCA,Ucayali,,departamento,2652,104
2020-05-24,PE-UCA,Ucayali,,departamento,2941,104
2020-05-25,PE-UCA,Ucayali,,departamento,2941,104
2020-05-26,PE-UCA,Ucayali,,departamento,2959,104
2020-05-27,PE-UCA,Ucayali,,departamento,3238,104
2020-05-28,PE-UCA,Ucayali,,departamento,3238,104
2020-05-29,PE-UCA,Ucayali,,departamento,3530,105
2020-05-30,PE-UCA,Ucayali,,departamento,3645,107
2020-05-31,PE-UCA,Ucayali,,departamento,3645,107
2020-06-01,PE-UCA,Ucayali,,departamento,4054,107
2020-06-02,PE-UCA,Ucayali,,departamento,4268,107
2020-06-03,PE-UCA,Ucayali,,departamento,4580,113
2020-06-04,PE-UCA,Ucayali,,departamento,5023,113
2020-06-05,PE-UCA,Ucayali,,departamento,5023,113
2020-06-06,PE-UCA,Ucayali,,departamento,5183,115
2020-06-07,PE-UCA,Ucayali,,departamento,5306,117
2020-06-08,PE-UCA,Ucayali,,departamento,5421,117
2020-06-09,PE-UCA,Ucayali,,departamento,5525,118
2020-06-10,PE-UCA,Ucayali,,departamento,5525,118
2020-06-11,PE-UCA,Ucayali,,departamento,5648,119
2020-06-12,PE-UCA,Ucayali,,departamento,5914,120
2020-06-13,PE-UCA,Ucayali,,departamento,6085,120
2020-06-14,PE-UCA,Ucayali,,departamento,6350,122
2020-06-15,PE-UCA,Ucayali,,departamento,6350,126
2020-06-16,PE-UCA,Ucayali,,departamento,6400,127
2020-06-17,PE-UCA,Ucayali,,departamento,6645,133
2020-06-18,PE-UCA,Ucayali,,departamento,6760,138
2020-06-19,PE-UCA,Ucayali,,departamento,6760,138
2020-06-20,PE-UCA,Ucayali,,departamento,6915,140
2020-06-21,PE-UCA,Ucayali,,departamento,6915,140
2020-06-22,PE-UCA,Ucayali,,departamento,6989,141
2020-06-23,PE-UCA,Ucayali,,departamento,7229,142
2020-06-24,PE-UCA,Ucayali,,departamento,7229,142
2020-06-25,PE-UCA,Ucayali,,departamento,7327,145
2020-06-26,PE-UCA,Ucayali,,departamento,7327,145
2020-06-27,PE-UCA,Ucayali,,departamento,7528,146
2020-06-28,PE-UCA,Ucayali,,departamento,7528,146
2020-06-29,PE-UCA,Ucayali,,departamento,7619,149
2020-06-30,PE-UCA,Ucayali,,departamento,7668,152
2020-07-01,PE-UCA,Ucayali,,departamento,7824,155
2020-07-02,PE-UCA,Ucayali,,departamento,7937,156
2020-07-03,PE-UCA,Ucayali,,departamento,7979,157
2020-07-04,PE-UCA,Ucayali,,departamento,7979,157
2020-07-05,PE-UCA,Ucayali,,departamento,8032,157
2020-07-06,PE-UCA,Ucayali,,departamento,8170,157
2020-07-07,PE-UCA,Ucayali,,departamento,8313,160
2020-07-08,PE-UCA,Ucayali,,departamento,8313,160
2020-07-09,PE-UCA,Ucayali,,departamento,8476,162
2020-07-10,PE-UCA,Ucayali,,departamento,8476,162
2020-07-11,PE-UCA,Ucayali,,departamento,8558,162
2020-07-12,PE-UCA,Ucayali,,departamento,8649,163
2020-07-13,PE-UCA,Ucayali,,departamento,8862,167
2020-07-14,PE-UCA,Ucayali,,departamento,8862,167
2020-07-15,PE-UCA,Ucayali,,departamento,8894,170
2020-07-16,PE-UCA,Ucayali,,departamento,9009,173
2020-07-17,PE-UCA,Ucayali,,departamento,9009,173
2020-07-18,PE-UCA,Ucayali,,departamento,9049,175
2020-07-19,PE-UCA,Ucayali,,departamento,9157,177
2020-07-20,PE-UCA,Ucayali,,departamento,9157,177
2020-07-21,PE-UCA,Ucayali,,departamento,9244,178
