date,iso,region,city,place_type,cases,deaths
2020-03-26,PE-LOR,Loreto,,departamento,18,0
2020-03-29,PE-LOR,Loreto,,departamento,27,0
2020-04-06,PE-LOR,Loreto,,departamento,143,2
2020-04-26,PE-LOR,Loreto,,departamento,786,39
2020-04-27,PE-LOR,Loreto,,departamento,827,39
2020-04-28,PE-LOR,Loreto,,departamento,881,45
2020-04-29,PE-LOR,Loreto,,departamento,881,45
2020-05-03,PE-LOR,Loreto,,departamento,1502,59
2020-05-04,PE-LOR,Loreto,,departamento,1502,62
2020-05-05,PE-LOR,Loreto,,departamento,1595,62
2020-05-06,PE-LOR,Loreto,,departamento,1595,62
2020-05-07,PE-LOR,Loreto,,departamento,1666,67
2020-05-08,PE-LOR,Loreto,,departamento,1704,67
2020-05-09,PE-LOR,Loreto,,departamento,1704,67
2020-05-10,PE-LOR,Loreto,,departamento,1780,75
2020-05-11,PE-LOR,Loreto,,departamento,1834,78
2020-05-12,PE-LOR,Loreto,,departamento,1933,82
2020-05-13,PE-LOR,Loreto,,departamento,2037,92
2020-05-14,PE-LOR,Loreto,,departamento,2107,95
2020-05-15,PE-LOR,Loreto,,departamento,2254,141
2020-05-16,PE-LOR,Loreto,,departamento,2444,209
2020-05-17,PE-LOR,Loreto,,departamento,2444,209
2020-05-18,PE-LOR,Loreto,,departamento,2811,250
2020-05-19,PE-LOR,Loreto,,departamento,2960,259
2020-05-20,PE-LOR,Loreto,,departamento,2960,259
2020-05-21,PE-LOR,Loreto,,departamento,3085,260
2020-05-22,PE-LOR,Loreto,,departamento,3166,262
2020-05-23,PE-LOR,Loreto,,departamento,3201,264
2020-05-24,PE-LOR,Loreto,,departamento,3391,276
2020-05-25,PE-LOR,Loreto,,departamento,3391,276
2020-05-26,PE-LOR,Loreto,,departamento,3524,280
2020-05-27,PE-LOR,Loreto,,departamento,3720,288
2020-05-28,PE-LOR,Loreto,,departamento,3816,288
2020-05-29,PE-LOR,Loreto,,departamento,3959,289
2020-05-30,PE-LOR,Loreto,,departamento,4635,295
2020-05-31,PE-LOR,Loreto,,departamento,4635,295
2020-06-01,PE-LOR,Loreto,,departamento,4715,296
2020-06-02,PE-LOR,Loreto,,departamento,5133,297
2020-06-03,PE-LOR,Loreto,,departamento,5517,300
2020-06-04,PE-LOR,Loreto,,departamento,5757,300
2020-06-05,PE-LOR,Loreto,,departamento,5757,300
2020-06-06,PE-LOR,Loreto,,departamento,6187,303
2020-06-07,PE-LOR,Loreto,,departamento,6225,305
2020-06-08,PE-LOR,Loreto,,departamento,6349,307
2020-06-09,PE-LOR,Loreto,,departamento,6506,308
2020-06-10,PE-LOR,Loreto,,departamento,6506,308
2020-06-11,PE-LOR,Loreto,,departamento,6719,309
2020-06-12,PE-LOR,Loreto,,departamento,7000,311
2020-06-13,PE-LOR,Loreto,,departamento,7167,311
2020-06-14,PE-LOR,Loreto,,departamento,7629,315
2020-06-15,PE-LOR,Loreto,,departamento,7629,316
2020-06-16,PE-LOR,Loreto,,departamento,7737,316
2020-06-17,PE-LOR,Loreto,,departamento,7849,320
2020-06-18,PE-LOR,Loreto,,departamento,7953,321
2020-06-19,PE-LOR,Loreto,,departamento,7953,321
2020-06-20,PE-LOR,Loreto,,departamento,8195,326
2020-06-21,PE-LOR,Loreto,,departamento,8195,326
2020-06-22,PE-LOR,Loreto,,departamento,8335,329
2020-06-23,PE-LOR,Loreto,,departamento,8449,330
2020-06-24,PE-LOR,Loreto,,departamento,8449,330
2020-06-25,PE-LOR,Loreto,,departamento,8743,334
2020-06-26,PE-LOR,Loreto,,departamento,8743,334
2020-06-27,PE-LOR,Loreto,,departamento,8835,339
2020-06-28,PE-LOR,Loreto,,departamento,8835,339
2020-06-29,PE-LOR,Loreto,,departamento,8904,341
2020-06-30,PE-LOR,Loreto,,departamento,8955,344
2020-07-01,PE-LOR,Loreto,,departamento,9072,346
2020-07-02,PE-LOR,Loreto,,departamento,9162,347
2020-07-03,PE-LOR,Loreto,,departamento,9280,348
2020-07-04,PE-LOR,Loreto,,departamento,9280,348
2020-07-05,PE-LOR,Loreto,,departamento,9343,350
2020-07-06,PE-LOR,Loreto,,departamento,9374,351
2020-07-07,PE-LOR,Loreto,,departamento,9498,353
2020-07-08,PE-LOR,Loreto,,departamento,9498,353
2020-07-09,PE-LOR,Loreto,,departamento,9656,355
2020-07-10,PE-LOR,Loreto,,departamento,9656,355
2020-07-11,PE-LOR,Loreto,,departamento,9727,356
2020-07-12,PE-LOR,Loreto,,departamento,9766,359
2020-07-13,PE-LOR,Loreto,,departamento,9903,361
2020-07-14,PE-LOR,Loreto,,departamento,9903,361
2020-07-15,PE-LOR,Loreto,,departamento,10022,362
2020-07-16,PE-LOR,Loreto,,departamento,10088,366
2020-07-17,PE-LOR,Loreto,,departamento,10088,366
2020-07-18,PE-LOR,Loreto,,departamento,10122,366
2020-07-19,PE-LOR,Loreto,,departamento,10227,369
2020-07-20,PE-LOR,Loreto,,departamento,10227,369
2020-07-21,PE-LOR,Loreto,,departamento,10291,369
2020-07-22,PE-LOR,Loreto,,departamento,10384,371
2020-07-23,PE-LOR,Loreto,,departamento,10439,542
2020-07-24,PE-LOR,Loreto,,departamento,10439,542
2020-07-25,PE-LOR,Loreto,,departamento,10515,542
2020-07-26,PE-LOR,Loreto,,departamento,10515,542
2020-07-27,PE-LOR,Loreto,,departamento,10515,542
2020-07-28,PE-LOR,Loreto,,departamento,10721,544
2020-07-29,PE-LOR,Loreto,,departamento,10812,544
2020-07-30,PE-LOR,Loreto,,departamento,11081,545
2020-07-31,PE-LOR,Loreto,,departamento,11081,545
2020-08-01,PE-LOR,Loreto,,departamento,11292,545
2020-08-02,PE-LOR,Loreto,,departamento,11618,546
2020-08-03,PE-LOR,Loreto,,departamento,11741,549
2020-08-04,PE-LOR,Loreto,,departamento,11831,551
2020-08-05,PE-LOR,Loreto,,departamento,11949,552
2020-08-06,PE-LOR,Loreto,,departamento,12081,555
