date,iso,region,city,place_type,cases,deaths
2020-07-18,PE-MDD,Madre de Dios,,departamento,2555,82
2020-07-19,PE-MDD,Madre de Dios,,departamento,2605,83
2020-07-20,PE-MDD,Madre de Dios,,departamento,2605,83
2020-07-21,PE-MDD,Madre de Dios,,departamento,2634,84
2020-07-22,PE-MDD,Madre de Dios,,departamento,2700,84
2020-07-23,PE-MDD,Madre de Dios,,departamento,2754,94
2020-07-24,PE-MDD,Madre de Dios,,departamento,2754,94
2020-07-25,PE-MDD,Madre de Dios,,departamento,2838,96
2020-07-26,PE-MDD,Madre de Dios,,departamento,2838,96
2020-07-27,PE-MDD,Madre de Dios,,departamento,2838,96
2020-07-28,PE-MDD,Madre de Dios,,departamento,2994,96
2020-07-29,PE-MDD,Madre de Dios,,departamento,3089,96
2020-07-30,PE-MDD,Madre de Dios,,departamento,3170,97
2020-07-31,PE-MDD,Madre de Dios,,departamento,3170,97
2020-08-01,PE-MDD,Madre de Dios,,departamento,3274,97
2020-08-02,PE-MDD,Madre de Dios,,departamento,3465,100
2020-08-03,PE-MDD,Madre de Dios,,departamento,3521,104
2020-08-04,PE-MDD,Madre de Dios,,departamento,3545,104
2020-08-05,PE-MDD,Madre de Dios,,departamento,3657,104
2020-08-06,PE-MDD,Madre de Dios,,departamento,3700,106
2020-08-07,PE-MDD,Madre de Dios,,departamento,3766,106
2020-08-08,PE-MDD,Madre de Dios,,departamento,3850,106
2020-08-09,PE-MDD,Madre de Dios,,departamento,3850,106
2020-08-10,PE-MDD,Madre de Dios,,departamento,4006,107
2020-08-11,PE-MDD,Madre de Dios,,departamento,4006,107
2020-08-12,PE-MDD,Madre de Dios,,departamento,4176,109
2020-08-13,PE-MDD,Madre de Dios,,departamento,4176,109
2020-08-14,PE-MDD,Madre de Dios,,departamento,4399,122
2020-08-15,PE-MDD,Madre de Dios,,departamento,4399,122
2020-08-16,PE-MDD,Madre de Dios,,departamento,4399,122
2020-08-17,PE-MDD,Madre de Dios,,departamento,4399,122
2020-08-18,PE-MDD,Madre de Dios,,departamento,4755,127
2020-08-19,PE-MDD,Madre de Dios,,departamento,4820,128
2020-08-20,PE-MDD,Madre de Dios,,departamento,4820,128
2020-08-21,PE-MDD,Madre de Dios,,departamento,4820,128
2020-08-22,PE-MDD,Madre de Dios,,departamento,4820,128
2020-08-23,PE-MDD,Madre de Dios,,departamento,5158,128
2020-08-24,PE-MDD,Madre de Dios,,departamento,5158,128
2020-08-25,PE-MDD,Madre de Dios,,departamento,5158,128
2020-08-26,PE-MDD,Madre de Dios,,departamento,5158,128
2020-08-30,PE-MDD,Madre de Dios,,departamento,5777,129
2020-08-31,PE-MDD,Madre de Dios,,departamento,5777,129
2020-09-01,PE-MDD,Madre de Dios,,departamento,5777,129
2020-09-02,PE-MDD,Madre de Dios,,departamento,5777,129
2020-09-03,PE-MDD,Madre de Dios,,departamento,5777,129
2020-09-04,PE-MDD,Madre de Dios,,departamento,5777,129
2020-09-05,PE-MDD,Madre de Dios,,departamento,5777,129
2020-09-06,PE-MDD,Madre de Dios,,departamento,6418,131
2020-09-07,PE-MDD,Madre de Dios,,departamento,6418,131
2020-09-08,PE-MDD,Madre de Dios,,departamento,6418,131
2020-09-09,PE-MDD,Madre de Dios,,departamento,6418,131
2020-09-10,PE-MDD,Madre de Dios,,departamento,6418,204
2020-09-11,PE-MDD,Madre de Dios,,departamento,6418,204
2020-09-12,PE-MDD,Madre de Dios,,departamento,6665,132
2020-09-16,PE-MDD,Madre de Dios,,departamento,7116,132
2020-09-17,PE-MDD,Madre de Dios,,departamento,7116,132
2020-09-18,PE-MDD,Madre de Dios,,departamento,7116,132
2020-09-19,PE-MDD,Madre de Dios,,departamento,7116,132
2020-09-20,PE-MDD,Madre de Dios,,departamento,7116,132
2020-09-21,PE-MDD,Madre de Dios,,departamento,7116,132
2020-09-22,PE-MDD,Madre de Dios,,departamento,7116,132
2020-09-23,PE-MDD,Madre de Dios,,departamento,7116,132
2020-09-24,PE-MDD,Madre de Dios,,departamento,7715,136
2020-10-01,PE-MDD,Madre de Dios,,departamento,8213,137
2020-10-02,PE-MDD,Madre de Dios,,departamento,8213,137
2020-10-03,PE-MDD,Madre de Dios,,departamento,8213,4725
2020-10-04,PE-MDD,Madre de Dios,,departamento,8213,4725
2020-10-05,PE-MDD,Madre de Dios,,departamento,8213,4725
2020-10-06,PE-MDD,Madre de Dios,,departamento,8277,4762
2020-10-07,PE-MDD,Madre de Dios,,departamento,8277,4762
2020-10-08,PE-MDD,Madre de Dios,,departamento,8277,4762
2020-10-09,PE-MDD,Madre de Dios,,departamento,8334,4795
2020-10-10,PE-MDD,Madre de Dios,,departamento,8334,4795
2020-10-11,PE-MDD,Madre de Dios,,departamento,8334,4795
2020-10-12,PE-MDD,Madre de Dios,,departamento,8519,4901
2020-10-13,PE-MDD,Madre de Dios,,departamento,8519,4901
2020-10-14,PE-MDD,Madre de Dios,,departamento,8519,4901
2020-10-15,PE-MDD,Madre de Dios,,departamento,8519,4901
2020-10-16,PE-MDD,Madre de Dios,,departamento,8562,4926
2020-10-17,PE-MDD,Madre de Dios,,departamento,8562,4926
2020-10-18,PE-MDD,Madre de Dios,,departamento,8607,4952
2020-10-19,PE-MDD,Madre de Dios,,departamento,8607,4952
2020-10-20,PE-MDD,Madre de Dios,,departamento,8607,4952
2020-10-21,PE-MDD,Madre de Dios,,departamento,8607,4952
2020-10-22,PE-MDD,Madre de Dios,,departamento,8607,4952
2020-10-23,PE-MDD,Madre de Dios,,departamento,8607,4952
2020-10-24,PE-MDD,Madre de Dios,,departamento,8607,4952
2020-10-25,PE-MDD,Madre de Dios,,departamento,8607,4952
2020-10-26,PE-MDD,Madre de Dios,,departamento,8607,4952
2020-10-27,PE-MDD,Madre de Dios,,departamento,8607,4952
2020-10-28,PE-MDD,Madre de Dios,,departamento,8607,4952
2020-10-29,PE-MDD,Madre de Dios,,departamento,8607,4952
2020-10-30,PE-MDD,Madre de Dios,,departamento,8607,4952
2020-10-31,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-01,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-02,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-03,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-04,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-05,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-06,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-07,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-08,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-09,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-10,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-11,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-12,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-13,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-14,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-15,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-16,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-17,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-18,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-19,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-20,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-21,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-22,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-23,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-24,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-25,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-26,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-27,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-28,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-29,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-11-30,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-12-01,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-12-02,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-12-03,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-12-04,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-12-05,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-12-06,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-12-07,PE-MDD,Madre de Dios,,departamento,8797,5061
2020-12-08,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-09,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-10,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-11,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-12,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-13,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-14,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-15,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-16,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-17,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-18,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-19,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-20,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-21,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-22,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-23,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-24,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-25,PE-MDD,Madre de Dios,,departamento,9313,5358
2020-12-26,PE-MDD,Madre de Dios,,departamento,9553,5496
2020-12-27,PE-MDD,Madre de Dios,,departamento,9553,5496
