date,iso,region,city,place_type,cases,deaths
2020-03-26,PE-ARE,Arequipa,,departamento,15,0
2020-03-29,PE-ARE,Arequipa,,departamento,15,0
2020-04-06,PE-ARE,Arequipa,,departamento,51,3
2020-04-26,PE-ARE,Arequipa,,departamento,396,10
2020-04-27,PE-ARE,Arequipa,,departamento,479,11
2020-04-28,PE-ARE,Arequipa,,departamento,501,11
2020-04-29,PE-ARE,Arequipa,,departamento,501,11
2020-05-03,PE-ARE,Arequipa,,departamento,692,16
2020-05-04,PE-ARE,Arequipa,,departamento,692,18
2020-05-05,PE-ARE,Arequipa,,departamento,763,18
2020-05-06,PE-ARE,Arequipa,,departamento,763,18
2020-05-07,PE-ARE,Arequipa,,departamento,814,20
2020-05-08,PE-ARE,Arequipa,,departamento,854,20
2020-05-09,PE-ARE,Arequipa,,departamento,854,20
2020-05-10,PE-ARE,Arequipa,,departamento,1046,20
2020-05-11,PE-ARE,Arequipa,,departamento,1061,20
2020-05-12,PE-ARE,Arequipa,,departamento,1208,20
2020-05-13,PE-ARE,Arequipa,,departamento,1301,20
2020-05-14,PE-ARE,Arequipa,,departamento,1393,20
2020-05-15,PE-ARE,Arequipa,,departamento,1558,20
2020-05-16,PE-ARE,Arequipa,,departamento,1709,20
2020-05-17,PE-ARE,Arequipa,,departamento,1709,20
2020-05-18,PE-ARE,Arequipa,,departamento,1929,23
2020-05-19,PE-ARE,Arequipa,,departamento,1967,25
2020-05-20,PE-ARE,Arequipa,,departamento,1967,25
2020-05-21,PE-ARE,Arequipa,,departamento,2072,25
2020-05-22,PE-ARE,Arequipa,,departamento,2176,25
2020-05-23,PE-ARE,Arequipa,,departamento,2297,25
2020-05-24,PE-ARE,Arequipa,,departamento,2501,25
2020-05-25,PE-ARE,Arequipa,,departamento,2501,25
2020-05-26,PE-ARE,Arequipa,,departamento,2633,25
2020-05-27,PE-ARE,Arequipa,,departamento,2694,28
2020-05-28,PE-ARE,Arequipa,,departamento,2787,28
2020-05-29,PE-ARE,Arequipa,,departamento,2921,31
2020-05-30,PE-ARE,Arequipa,,departamento,3335,39
2020-05-31,PE-ARE,Arequipa,,departamento,3335,39
2020-06-01,PE-ARE,Arequipa,,departamento,3332,44
2020-06-02,PE-ARE,Arequipa,,departamento,3633,49
2020-06-03,PE-ARE,Arequipa,,departamento,3815,51
2020-06-04,PE-ARE,Arequipa,,departamento,3961,56
2020-06-05,PE-ARE,Arequipa,,departamento,3961,56
2020-06-06,PE-ARE,Arequipa,,departamento,4316,60
2020-06-07,PE-ARE,Arequipa,,departamento,4460,60
2020-06-08,PE-ARE,Arequipa,,departamento,4494,65
2020-06-09,PE-ARE,Arequipa,,departamento,4566,71
2020-06-10,PE-ARE,Arequipa,,departamento,4566,71
2020-06-11,PE-ARE,Arequipa,,departamento,4620,81
2020-06-12,PE-ARE,Arequipa,,departamento,4764,85
2020-06-13,PE-ARE,Arequipa,,departamento,4881,85
2020-06-14,PE-ARE,Arequipa,,departamento,5115,106
2020-06-15,PE-ARE,Arequipa,,departamento,5115,109
2020-06-16,PE-ARE,Arequipa,,departamento,5195,115
2020-06-17,PE-ARE,Arequipa,,departamento,5336,134
2020-06-18,PE-ARE,Arequipa,,departamento,5454,145
2020-06-19,PE-ARE,Arequipa,,departamento,5454,145
2020-06-20,PE-ARE,Arequipa,,departamento,5654,159
2020-06-21,PE-ARE,Arequipa,,departamento,5654,159
2020-06-22,PE-ARE,Arequipa,,departamento,5744,166
2020-06-23,PE-ARE,Arequipa,,departamento,5981,188
2020-06-24,PE-ARE,Arequipa,,departamento,5981,188
2020-06-25,PE-ARE,Arequipa,,departamento,6411,209
2020-06-26,PE-ARE,Arequipa,,departamento,6411,209
2020-06-27,PE-ARE,Arequipa,,departamento,6682,225
2020-06-28,PE-ARE,Arequipa,,departamento,6682,225
2020-06-29,PE-ARE,Arequipa,,departamento,6823,230
2020-06-30,PE-ARE,Arequipa,,departamento,7076,245
2020-07-01,PE-ARE,Arequipa,,departamento,7234,264
2020-07-02,PE-ARE,Arequipa,,departamento,7425,280
2020-07-03,PE-ARE,Arequipa,,departamento,7545,290
2020-07-04,PE-ARE,Arequipa,,departamento,7545,290
