date,iso,region,city,place_type,cases,deaths
2020-03-26,PE-JUN,Junín,,departamento,11,0
2020-03-29,PE-JUN,Junín,,departamento,12,0
2020-04-06,PE-JUN,Junín,,departamento,25,1
2020-04-26,PE-JUN,Junín,,departamento,284,4
2020-04-27,PE-JUN,Junín,,departamento,290,4
2020-04-28,PE-JUN,Junín,,departamento,331,4
2020-04-29,PE-JUN,Junín,,departamento,331,4
2020-05-03,PE-JUN,Junín,,departamento,506,7
2020-05-04,PE-JUN,Junín,,departamento,524,7
2020-05-05,PE-JUN,Junín,,departamento,587,7
2020-05-06,PE-JUN,Junín,,departamento,587,7
2020-05-07,PE-JUN,Junín,,departamento,655,14
2020-05-08,PE-JUN,Junín,,departamento,689,14
2020-05-09,PE-JUN,Junín,,departamento,689,14
2020-05-10,PE-JUN,Junín,,departamento,798,14
2020-05-11,PE-JUN,Junín,,departamento,839,14
2020-05-12,PE-JUN,Junín,,departamento,855,14
2020-05-13,PE-JUN,Junín,,departamento,890,14
2020-05-14,PE-JUN,Junín,,departamento,954,14
2020-05-15,PE-JUN,Junín,,departamento,1013,14
2020-05-16,PE-JUN,Junín,,departamento,1046,14
2020-05-17,PE-JUN,Junín,,departamento,1046,14
2020-05-18,PE-JUN,Junín,,departamento,1149,14
2020-05-19,PE-JUN,Junín,,departamento,1166,14
2020-05-20,PE-JUN,Junín,,departamento,1166,14
2020-05-21,PE-JUN,Junín,,departamento,1223,14
2020-05-22,PE-JUN,Junín,,departamento,1289,14
2020-05-23,PE-JUN,Junín,,departamento,1336,14
2020-05-24,PE-JUN,Junín,,departamento,1438,14
2020-05-25,PE-JUN,Junín,,departamento,1438,14
2020-05-26,PE-JUN,Junín,,departamento,1470,14
2020-05-27,PE-JUN,Junín,,departamento,1521,14
2020-05-28,PE-JUN,Junín,,departamento,1578,14
2020-05-29,PE-JUN,Junín,,departamento,1675,16
2020-05-30,PE-JUN,Junín,,departamento,1816,19
2020-05-31,PE-JUN,Junín,,departamento,1816,19
2020-06-01,PE-JUN,Junín,,departamento,1848,19
2020-06-02,PE-JUN,Junín,,departamento,1896,19
2020-06-03,PE-JUN,Junín,,departamento,2007,20
2020-06-04,PE-JUN,Junín,,departamento,2089,20
2020-06-05,PE-JUN,Junín,,departamento,2089,20
2020-06-06,PE-JUN,Junín,,departamento,2114,22
2020-06-07,PE-JUN,Junín,,departamento,2158,24
2020-06-08,PE-JUN,Junín,,departamento,2194,25
2020-06-09,PE-JUN,Junín,,departamento,2249,28
2020-06-10,PE-JUN,Junín,,departamento,2249,28
2020-06-11,PE-JUN,Junín,,departamento,2298,29
2020-06-12,PE-JUN,Junín,,departamento,2393,34
2020-06-13,PE-JUN,Junín,,departamento,2483,34
2020-06-14,PE-JUN,Junín,,departamento,2626,37
2020-06-15,PE-JUN,Junín,,departamento,2626,43
2020-06-16,PE-JUN,Junín,,departamento,2680,46
2020-06-17,PE-JUN,Junín,,departamento,2771,50
2020-06-18,PE-JUN,Junín,,departamento,2869,52
2020-06-19,PE-JUN,Junín,,departamento,2869,52
2020-06-20,PE-JUN,Junín,,departamento,3000,106
2020-06-21,PE-JUN,Junín,,departamento,3000,106
2020-06-22,PE-JUN,Junín,,departamento,3117,107
