date,iso,region,city,place_type,cases,deaths
2020-07-11,PE-CAJ,Cajamarca,,departamento,3216,121
2020-07-12,PE-CAJ,Cajamarca,,departamento,3327,125
2020-07-13,PE-CAJ,Cajamarca,,departamento,3650,131
2020-07-14,PE-CAJ,Cajamarca,,departamento,3650,131
2020-07-15,PE-CAJ,Cajamarca,,departamento,3750,131
2020-07-16,PE-CAJ,Cajamarca,,departamento,3928,135
2020-07-17,PE-CAJ,Cajamarca,,departamento,3928,135
2020-07-18,PE-CAJ,Cajamarca,,departamento,4019,140
2020-07-19,PE-CAJ,Cajamarca,,departamento,4205,144
2020-07-20,PE-CAJ,Cajamarca,,departamento,4205,144
2020-07-21,PE-CAJ,Cajamarca,,departamento,4301,148
2020-07-22,PE-CAJ,Cajamarca,,departamento,4458,150
2020-07-23,PE-CAJ,Cajamarca,,departamento,4663,176
2020-07-24,PE-CAJ,Cajamarca,,departamento,4663,176
2020-07-25,PE-CAJ,Cajamarca,,departamento,4785,179
2020-07-26,PE-CAJ,Cajamarca,,departamento,4785,179
2020-07-27,PE-CAJ,Cajamarca,,departamento,4785,179
2020-07-28,PE-CAJ,Cajamarca,,departamento,5140,196
2020-07-29,PE-CAJ,Cajamarca,,departamento,5307,199
2020-07-30,PE-CAJ,Cajamarca,,departamento,5560,201
2020-07-31,PE-CAJ,Cajamarca,,departamento,5560,201
2020-08-01,PE-CAJ,Cajamarca,,departamento,5877,203
2020-08-02,PE-CAJ,Cajamarca,,departamento,6463,207
2020-08-03,PE-CAJ,Cajamarca,,departamento,6649,212
2020-08-04,PE-CAJ,Cajamarca,,departamento,6793,215
2020-08-05,PE-CAJ,Cajamarca,,departamento,6992,221
2020-08-06,PE-CAJ,Cajamarca,,departamento,7277,228
2020-08-07,PE-CAJ,Cajamarca,,departamento,7578,229
2020-08-08,PE-CAJ,Cajamarca,,departamento,7974,239
2020-08-09,PE-CAJ,Cajamarca,,departamento,7974,239
2020-08-10,PE-CAJ,Cajamarca,,departamento,8422,247
2020-08-11,PE-CAJ,Cajamarca,,departamento,8422,247
2020-08-12,PE-CAJ,Cajamarca,,departamento,8901,258
2020-08-13,PE-CAJ,Cajamarca,,departamento,8901,258
2020-08-14,PE-CAJ,Cajamarca,,departamento,9809,342
2020-08-15,PE-CAJ,Cajamarca,,departamento,9809,342
2020-08-16,PE-CAJ,Cajamarca,,departamento,9809,342
2020-08-17,PE-CAJ,Cajamarca,,departamento,9809,342
2020-08-18,PE-CAJ,Cajamarca,,departamento,10795,350
2020-08-19,PE-CAJ,Cajamarca,,departamento,11281,356
2020-08-20,PE-CAJ,Cajamarca,,departamento,11281,356
2020-08-21,PE-CAJ,Cajamarca,,departamento,11281,356
2020-08-22,PE-CAJ,Cajamarca,,departamento,11281,356
2020-08-23,PE-CAJ,Cajamarca,,departamento,12593,366
2020-08-24,PE-CAJ,Cajamarca,,departamento,12593,366
2020-08-25,PE-CAJ,Cajamarca,,departamento,12593,366
2020-08-26,PE-CAJ,Cajamarca,,departamento,12593,366
2020-08-30,PE-CAJ,Cajamarca,,departamento,14524,380
2020-08-31,PE-CAJ,Cajamarca,,departamento,14524,380
2020-09-01,PE-CAJ,Cajamarca,,departamento,14524,380
2020-09-02,PE-CAJ,Cajamarca,,departamento,14524,380
2020-09-03,PE-CAJ,Cajamarca,,departamento,14524,380
2020-09-04,PE-CAJ,Cajamarca,,departamento,14524,380
2020-09-05,PE-CAJ,Cajamarca,,departamento,14524,380
2020-09-06,PE-CAJ,Cajamarca,,departamento,16325,400
2020-09-07,PE-CAJ,Cajamarca,,departamento,16325,400
2020-09-08,PE-CAJ,Cajamarca,,departamento,16325,400
2020-09-09,PE-CAJ,Cajamarca,,departamento,16325,400
2020-09-10,PE-CAJ,Cajamarca,,departamento,16325,245
2020-09-11,PE-CAJ,Cajamarca,,departamento,16325,245
2020-09-12,PE-CAJ,Cajamarca,,departamento,17054,416
2020-09-16,PE-CAJ,Cajamarca,,departamento,17529,423
2020-09-17,PE-CAJ,Cajamarca,,departamento,17529,423
2020-09-18,PE-CAJ,Cajamarca,,departamento,17529,423
2020-09-19,PE-CAJ,Cajamarca,,departamento,17529,423
2020-09-20,PE-CAJ,Cajamarca,,departamento,17529,423
2020-09-21,PE-CAJ,Cajamarca,,departamento,17529,423
2020-09-22,PE-CAJ,Cajamarca,,departamento,17529,423
2020-09-23,PE-CAJ,Cajamarca,,departamento,17529,423
2020-09-24,PE-CAJ,Cajamarca,,departamento,19079,450
2020-10-01,PE-CAJ,Cajamarca,,departamento,19751,470
2020-10-02,PE-CAJ,Cajamarca,,departamento,19751,470
2020-10-03,PE-CAJ,Cajamarca,,departamento,19751,1359
2020-10-04,PE-CAJ,Cajamarca,,departamento,19751,1359
2020-10-05,PE-CAJ,Cajamarca,,departamento,19751,1359
2020-10-06,PE-CAJ,Cajamarca,,departamento,20253,1393
2020-10-07,PE-CAJ,Cajamarca,,departamento,20253,1393
2020-10-08,PE-CAJ,Cajamarca,,departamento,20253,1393
2020-10-09,PE-CAJ,Cajamarca,,departamento,20471,1408
2020-10-10,PE-CAJ,Cajamarca,,departamento,20471,1408
2020-10-11,PE-CAJ,Cajamarca,,departamento,20471,1408
2020-10-12,PE-CAJ,Cajamarca,,departamento,20787,1430
2020-10-13,PE-CAJ,Cajamarca,,departamento,20787,1430
2020-10-14,PE-CAJ,Cajamarca,,departamento,20787,1430
2020-10-15,PE-CAJ,Cajamarca,,departamento,20787,1430
2020-10-16,PE-CAJ,Cajamarca,,departamento,20787,1430
