date,iso,region,city,place_type,cases,deaths
2020-03-29,PE-PAS,Pasco,,departamento,1,0
2020-04-06,PE-PAS,Pasco,,departamento,3,0
2020-04-26,PE-PAS,Pasco,,departamento,78,1
2020-04-27,PE-PAS,Pasco,,departamento,82,1
2020-04-28,PE-PAS,Pasco,,departamento,90,1
2020-04-29,PE-PAS,Pasco,,departamento,90,1
2020-05-03,PE-PAS,Pasco,,departamento,161,1
2020-05-04,PE-PAS,Pasco,,departamento,162,1
2020-05-05,PE-PAS,Pasco,,departamento,166,1
2020-05-06,PE-PAS,Pasco,,departamento,166,1
2020-05-07,PE-PAS,Pasco,,departamento,151,1
2020-05-08,PE-PAS,Pasco,,departamento,158,1
2020-05-09,PE-PAS,Pasco,,departamento,158,1
2020-05-10,PE-PAS,Pasco,,departamento,167,1
2020-05-11,PE-PAS,Pasco,,departamento,168,1
2020-05-12,PE-PAS,Pasco,,departamento,171,1
2020-05-13,PE-PAS,Pasco,,departamento,173,1
2020-05-14,PE-PAS,Pasco,,departamento,179,1
2020-05-15,PE-PAS,Pasco,,departamento,185,4
2020-05-16,PE-PAS,Pasco,,departamento,189,4
2020-05-17,PE-PAS,Pasco,,departamento,189,4
2020-05-18,PE-PAS,Pasco,,departamento,211,4
2020-05-19,PE-PAS,Pasco,,departamento,229,4
2020-05-20,PE-PAS,Pasco,,departamento,229,4
2020-05-21,PE-PAS,Pasco,,departamento,231,5
2020-05-22,PE-PAS,Pasco,,departamento,249,5
2020-05-23,PE-PAS,Pasco,,departamento,276,6
2020-05-24,PE-PAS,Pasco,,departamento,335,8
2020-05-25,PE-PAS,Pasco,,departamento,335,8
2020-05-26,PE-PAS,Pasco,,departamento,387,8
2020-05-27,PE-PAS,Pasco,,departamento,408,8
2020-05-28,PE-PAS,Pasco,,departamento,416,8
2020-05-29,PE-PAS,Pasco,,departamento,426,8
2020-05-30,PE-PAS,Pasco,,departamento,458,9
2020-05-31,PE-PAS,Pasco,,departamento,458,9
2020-06-01,PE-PAS,Pasco,,departamento,463,9
2020-06-02,PE-PAS,Pasco,,departamento,473,9
2020-06-03,PE-PAS,Pasco,,departamento,480,11
2020-06-04,PE-PAS,Pasco,,departamento,512,11
2020-06-05,PE-PAS,Pasco,,departamento,512,11
2020-06-06,PE-PAS,Pasco,,departamento,565,11
2020-06-07,PE-PAS,Pasco,,departamento,574,11
2020-06-08,PE-PAS,Pasco,,departamento,643,11
2020-06-09,PE-PAS,Pasco,,departamento,656,11
2020-06-10,PE-PAS,Pasco,,departamento,656,11
2020-06-11,PE-PAS,Pasco,,departamento,679,13
2020-06-12,PE-PAS,Pasco,,departamento,700,13
2020-06-13,PE-PAS,Pasco,,departamento,729,13
2020-06-14,PE-PAS,Pasco,,departamento,759,13
2020-06-15,PE-PAS,Pasco,,departamento,759,13
2020-06-16,PE-PAS,Pasco,,departamento,794,14
2020-06-17,PE-PAS,Pasco,,departamento,826,16
2020-06-18,PE-PAS,Pasco,,departamento,829,16
2020-06-19,PE-PAS,Pasco,,departamento,829,16
2020-06-20,PE-PAS,Pasco,,departamento,856,16
2020-06-21,PE-PAS,Pasco,,departamento,856,16
2020-06-22,PE-PAS,Pasco,,departamento,866,18
2020-06-23,PE-PAS,Pasco,,departamento,881,20
2020-06-24,PE-PAS,Pasco,,departamento,881,20
2020-06-25,PE-PAS,Pasco,,departamento,898,20
2020-06-26,PE-PAS,Pasco,,departamento,898,20
2020-06-27,PE-PAS,Pasco,,departamento,922,20
2020-06-28,PE-PAS,Pasco,,departamento,922,20
2020-06-29,PE-PAS,Pasco,,departamento,936,20
2020-06-30,PE-PAS,Pasco,,departamento,1091,20
2020-07-01,PE-PAS,Pasco,,departamento,1121,23
2020-07-02,PE-PAS,Pasco,,departamento,1133,23
2020-07-03,PE-PAS,Pasco,,departamento,1155,23
2020-07-04,PE-PAS,Pasco,,departamento,1155,23
2020-07-05,PE-PAS,Pasco,,departamento,1164,24
2020-07-06,PE-PAS,Pasco,,departamento,1184,24
2020-07-07,PE-PAS,Pasco,,departamento,1217,25
2020-07-08,PE-PAS,Pasco,,departamento,1217,25
2020-07-09,PE-PAS,Pasco,,departamento,1271,25
2020-07-10,PE-PAS,Pasco,,departamento,1271,25
2020-07-11,PE-PAS,Pasco,,departamento,1280,25
2020-07-12,PE-PAS,Pasco,,departamento,1297,25
2020-07-13,PE-PAS,Pasco,,departamento,1357,29
2020-07-14,PE-PAS,Pasco,,departamento,1357,29
2020-07-15,PE-PAS,Pasco,,departamento,1395,30
2020-07-16,PE-PAS,Pasco,,departamento,1417,33
2020-07-17,PE-PAS,Pasco,,departamento,1417,33
2020-07-18,PE-PAS,Pasco,,departamento,1430,34
2020-07-19,PE-PAS,Pasco,,departamento,1454,37
2020-07-20,PE-PAS,Pasco,,departamento,1454,37
2020-07-21,PE-PAS,Pasco,,departamento,1481,37
2020-07-22,PE-PAS,Pasco,,departamento,1504,38
2020-07-23,PE-PAS,Pasco,,departamento,1543,38
2020-07-24,PE-PAS,Pasco,,departamento,1543,38
2020-07-25,PE-PAS,Pasco,,departamento,1581,39
2020-07-26,PE-PAS,Pasco,,departamento,1581,39
2020-07-27,PE-PAS,Pasco,,departamento,1581,39
2020-07-28,PE-PAS,Pasco,,departamento,1705,42
2020-07-29,PE-PAS,Pasco,,departamento,1751,43
2020-07-30,PE-PAS,Pasco,,departamento,1826,43
2020-07-31,PE-PAS,Pasco,,departamento,1826,43
2020-08-01,PE-PAS,Pasco,,departamento,1855,45
2020-08-02,PE-PAS,Pasco,,departamento,1965,49
2020-08-03,PE-PAS,Pasco,,departamento,2016,50
2020-08-04,PE-PAS,Pasco,,departamento,2049,50
2020-08-05,PE-PAS,Pasco,,departamento,2155,51
2020-08-06,PE-PAS,Pasco,,departamento,2225,53
2020-08-07,PE-PAS,Pasco,,departamento,2343,53
2020-08-08,PE-PAS,Pasco,,departamento,2417,53
2020-08-09,PE-PAS,Pasco,,departamento,2417,53
2020-08-10,PE-PAS,Pasco,,departamento,2565,54
2020-08-11,PE-PAS,Pasco,,departamento,2565,54
2020-08-12,PE-PAS,Pasco,,departamento,2703,58
2020-08-13,PE-PAS,Pasco,,departamento,2703,58
2020-08-14,PE-PAS,Pasco,,departamento,2868,70
2020-08-15,PE-PAS,Pasco,,departamento,2868,70
2020-08-16,PE-PAS,Pasco,,departamento,2868,70
2020-08-17,PE-PAS,Pasco,,departamento,2868,70
2020-08-18,PE-PAS,Pasco,,departamento,3036,75
2020-08-19,PE-PAS,Pasco,,departamento,3120,75
2020-08-20,PE-PAS,Pasco,,departamento,3120,75
2020-08-21,PE-PAS,Pasco,,departamento,3120,75
2020-08-22,PE-PAS,Pasco,,departamento,3120,75
2020-08-23,PE-PAS,Pasco,,departamento,3365,78
2020-08-24,PE-PAS,Pasco,,departamento,3365,78
2020-08-25,PE-PAS,Pasco,,departamento,3365,78
2020-08-26,PE-PAS,Pasco,,departamento,3365,78
2020-08-30,PE-PAS,Pasco,,departamento,3639,85
2020-08-31,PE-PAS,Pasco,,departamento,3639,85
2020-09-01,PE-PAS,Pasco,,departamento,3639,85
2020-09-02,PE-PAS,Pasco,,departamento,3639,85
2020-09-03,PE-PAS,Pasco,,departamento,3639,85
2020-09-04,PE-PAS,Pasco,,departamento,3639,85
2020-09-05,PE-PAS,Pasco,,departamento,3639,85
2020-09-06,PE-PAS,Pasco,,departamento,4102,91
2020-09-07,PE-PAS,Pasco,,departamento,4102,91
2020-09-08,PE-PAS,Pasco,,departamento,4102,91
2020-09-09,PE-PAS,Pasco,,departamento,4102,91
2020-09-10,PE-PAS,Pasco,,departamento,4102,222
2020-09-11,PE-PAS,Pasco,,departamento,4102,222
2020-09-12,PE-PAS,Pasco,,departamento,4316,93
2020-09-16,PE-PAS,Pasco,,departamento,4440,96
2020-09-17,PE-PAS,Pasco,,departamento,4440,96
2020-09-18,PE-PAS,Pasco,,departamento,4440,96
2020-09-19,PE-PAS,Pasco,,departamento,4440,96
2020-09-20,PE-PAS,Pasco,,departamento,4440,96
2020-09-21,PE-PAS,Pasco,,departamento,4440,96
2020-09-22,PE-PAS,Pasco,,departamento,4440,96
2020-09-23,PE-PAS,Pasco,,departamento,4440,96
2020-09-24,PE-PAS,Pasco,,departamento,4905,105
2020-10-01,PE-PAS,Pasco,,departamento,5107,109
2020-10-02,PE-PAS,Pasco,,departamento,5107,109
2020-10-03,PE-PAS,Pasco,,departamento,5107,1878
2020-10-04,PE-PAS,Pasco,,departamento,5107,1878
2020-10-05,PE-PAS,Pasco,,departamento,5107,1878
2020-10-06,PE-PAS,Pasco,,departamento,5192,1909
2020-10-07,PE-PAS,Pasco,,departamento,5192,1909
2020-10-08,PE-PAS,Pasco,,departamento,5192,1909
2020-10-09,PE-PAS,Pasco,,departamento,5227,1922
2020-10-10,PE-PAS,Pasco,,departamento,5227,1922
2020-10-11,PE-PAS,Pasco,,departamento,5227,1922
2020-10-12,PE-PAS,Pasco,,departamento,5338,1963
2020-10-13,PE-PAS,Pasco,,departamento,5338,1963
2020-10-14,PE-PAS,Pasco,,departamento,5338,1963
2020-10-15,PE-PAS,Pasco,,departamento,5338,1963
2020-10-16,PE-PAS,Pasco,,departamento,5411,1990
2020-10-17,PE-PAS,Pasco,,departamento,5411,1990
2020-10-18,PE-PAS,Pasco,,departamento,5478,2015
2020-10-19,PE-PAS,Pasco,,departamento,5478,2015
2020-10-20,PE-PAS,Pasco,,departamento,5478,2015
2020-10-21,PE-PAS,Pasco,,departamento,5478,2015
2020-10-22,PE-PAS,Pasco,,departamento,5478,2015
2020-10-23,PE-PAS,Pasco,,departamento,5478,2015
2020-10-24,PE-PAS,Pasco,,departamento,5478,2015
2020-10-25,PE-PAS,Pasco,,departamento,5478,2015
2020-10-26,PE-PAS,Pasco,,departamento,5478,2015
2020-10-27,PE-PAS,Pasco,,departamento,5478,2015
2020-10-28,PE-PAS,Pasco,,departamento,5478,2015
2020-10-29,PE-PAS,Pasco,,departamento,5478,2015
2020-10-30,PE-PAS,Pasco,,departamento,5478,2015
2020-10-31,PE-PAS,Pasco,,departamento,5681,2089
2020-11-01,PE-PAS,Pasco,,departamento,5681,2089
2020-11-02,PE-PAS,Pasco,,departamento,5681,2089
2020-11-03,PE-PAS,Pasco,,departamento,5681,2089
