date,iso,region,city,place_type,cases,deaths
2020-03-26,PE-ANC,Áncash,,departamento,6,0
2020-03-29,PE-ANC,Áncash,,departamento,6,0
2020-04-06,PE-ANC,Áncash,,departamento,23,1
2020-04-26,PE-ANC,Áncash,,departamento,506,35
2020-04-27,PE-ANC,Áncash,,departamento,547,34
2020-04-28,PE-ANC,Áncash,,departamento,598,39
2020-04-29,PE-ANC,Áncash,,departamento,598,39
2020-05-03,PE-ANC,Áncash,,departamento,993,77
2020-05-04,PE-ANC,Áncash,,departamento,1014,77
2020-05-05,PE-ANC,Áncash,,departamento,1159,85
2020-05-06,PE-ANC,Áncash,,departamento,1159,85
2020-05-07,PE-ANC,Áncash,,departamento,1307,93
2020-05-08,PE-ANC,Áncash,,departamento,1390,106
2020-05-09,PE-ANC,Áncash,,departamento,1390,106
2020-05-10,PE-ANC,Áncash,,departamento,1507,106
2020-05-11,PE-ANC,Áncash,,departamento,1521,106
2020-05-12,PE-ANC,Áncash,,departamento,1553,106
2020-05-13,PE-ANC,Áncash,,departamento,1620,119
2020-05-14,PE-ANC,Áncash,,departamento,1698,119
2020-05-15,PE-ANC,Áncash,,departamento,1779,137
2020-05-16,PE-ANC,Áncash,,departamento,1971,142
2020-05-17,PE-ANC,Áncash,,departamento,1971,142
2020-05-18,PE-ANC,Áncash,,departamento,2153,158
2020-05-19,PE-ANC,Áncash,,departamento,2153,158
