date,iso,region,city,place_type,cases,deaths
2020-04-06,PE-APU,Apurímac,,departamento,1,0
2020-04-26,PE-APU,Apurímac,,departamento,68,0
2020-04-27,PE-APU,Apurímac,,departamento,69,0
2020-04-28,PE-APU,Apurímac,,departamento,64,0
2020-04-29,PE-APU,Apurímac,,departamento,64,0
2020-05-03,PE-APU,Apurímac,,departamento,90,0
2020-05-04,PE-APU,Apurímac,,departamento,100,0
2020-05-05,PE-APU,Apurímac,,departamento,111,0
2020-05-06,PE-APU,Apurímac,,departamento,111,0
2020-05-07,PE-APU,Apurímac,,departamento,90,0
2020-05-08,PE-APU,Apurímac,,departamento,92,0
2020-05-09,PE-APU,Apurímac,,departamento,92,0
2020-05-10,PE-APU,Apurímac,,departamento,93,0
2020-05-11,PE-APU,Apurímac,,departamento,93,0
2020-05-12,PE-APU,Apurímac,,departamento,95,0
2020-05-13,PE-APU,Apurímac,,departamento,96,0
2020-05-14,PE-APU,Apurímac,,departamento,99,0
2020-05-15,PE-APU,Apurímac,,departamento,100,0
2020-05-16,PE-APU,Apurímac,,departamento,104,0
2020-05-17,PE-APU,Apurímac,,departamento,104,0
2020-05-18,PE-APU,Apurímac,,departamento,105,0
2020-05-19,PE-APU,Apurímac,,departamento,108,0
2020-05-20,PE-APU,Apurímac,,departamento,108,0
2020-05-21,PE-APU,Apurímac,,departamento,113,0
2020-05-22,PE-APU,Apurímac,,departamento,112,0
2020-05-23,PE-APU,Apurímac,,departamento,119,0
2020-05-24,PE-APU,Apurímac,,departamento,141,0
2020-05-25,PE-APU,Apurímac,,departamento,141,0
2020-05-26,PE-APU,Apurímac,,departamento,140,0
2020-05-27,PE-APU,Apurímac,,departamento,146,0
2020-05-28,PE-APU,Apurímac,,departamento,151,0
2020-05-29,PE-APU,Apurímac,,departamento,152,0
2020-05-30,PE-APU,Apurímac,,departamento,171,3
2020-05-31,PE-APU,Apurímac,,departamento,171,3
2020-06-01,PE-APU,Apurímac,,departamento,194,3
2020-06-02,PE-APU,Apurímac,,departamento,189,3
2020-06-03,PE-APU,Apurímac,,departamento,203,3
2020-06-04,PE-APU,Apurímac,,departamento,221,3
2020-06-05,PE-APU,Apurímac,,departamento,221,3
2020-06-06,PE-APU,Apurímac,,departamento,248,4
2020-06-07,PE-APU,Apurímac,,departamento,259,4
2020-06-08,PE-APU,Apurímac,,departamento,288,5
2020-06-09,PE-APU,Apurímac,,departamento,295,7
2020-06-10,PE-APU,Apurímac,,departamento,295,7
2020-06-11,PE-APU,Apurímac,,departamento,314,7
2020-06-12,PE-APU,Apurímac,,departamento,319,7
2020-06-13,PE-APU,Apurímac,,departamento,331,7
2020-06-14,PE-APU,Apurímac,,departamento,348,7
2020-06-15,PE-APU,Apurímac,,departamento,348,8
2020-06-16,PE-APU,Apurímac,,departamento,351,9
2020-06-17,PE-APU,Apurímac,,departamento,402,10
2020-06-18,PE-APU,Apurímac,,departamento,410,10
2020-06-19,PE-APU,Apurímac,,departamento,410,10
2020-06-20,PE-APU,Apurímac,,departamento,441,11
2020-06-21,PE-APU,Apurímac,,departamento,441,11
2020-06-22,PE-APU,Apurímac,,departamento,457,12
2020-06-23,PE-APU,Apurímac,,departamento,498,14
2020-06-24,PE-APU,Apurímac,,departamento,498,14
2020-06-25,PE-APU,Apurímac,,departamento,514,15
2020-06-26,PE-APU,Apurímac,,departamento,514,15
2020-06-27,PE-APU,Apurímac,,departamento,530,16
2020-06-28,PE-APU,Apurímac,,departamento,530,16
2020-06-29,PE-APU,Apurímac,,departamento,552,16
2020-06-30,PE-APU,Apurímac,,departamento,554,18
2020-07-01,PE-APU,Apurímac,,departamento,566,19
2020-07-02,PE-APU,Apurímac,,departamento,569,19
2020-07-03,PE-APU,Apurímac,,departamento,578,20
2020-07-04,PE-APU,Apurímac,,departamento,578,20
2020-07-05,PE-APU,Apurímac,,departamento,589,20
2020-07-06,PE-APU,Apurímac,,departamento,593,20
2020-07-07,PE-APU,Apurímac,,departamento,601,21
2020-07-08,PE-APU,Apurímac,,departamento,601,21
2020-07-09,PE-APU,Apurímac,,departamento,615,22
2020-07-10,PE-APU,Apurímac,,departamento,615,22
2020-07-11,PE-APU,Apurímac,,departamento,620,22
2020-07-12,PE-APU,Apurímac,,departamento,628,23
2020-07-13,PE-APU,Apurímac,,departamento,661,23
2020-07-14,PE-APU,Apurímac,,departamento,661,23
2020-07-15,PE-APU,Apurímac,,departamento,664,23
2020-07-16,PE-APU,Apurímac,,departamento,679,25
2020-07-17,PE-APU,Apurímac,,departamento,679,25
2020-07-18,PE-APU,Apurímac,,departamento,691,25
2020-07-19,PE-APU,Apurímac,,departamento,715,27
2020-07-20,PE-APU,Apurímac,,departamento,715,27
2020-07-21,PE-APU,Apurímac,,departamento,725,27
2020-07-22,PE-APU,Apurímac,,departamento,732,28
2020-07-23,PE-APU,Apurímac,,departamento,763,31
2020-07-24,PE-APU,Apurímac,,departamento,763,31
2020-07-25,PE-APU,Apurímac,,departamento,776,31
2020-07-26,PE-APU,Apurímac,,departamento,776,31
2020-07-27,PE-APU,Apurímac,,departamento,776,31
2020-07-28,PE-APU,Apurímac,,departamento,826,36
2020-07-29,PE-APU,Apurímac,,departamento,840,36
2020-07-30,PE-APU,Apurímac,,departamento,858,37
2020-07-31,PE-APU,Apurímac,,departamento,858,37
2020-08-01,PE-APU,Apurímac,,departamento,880,38
2020-08-02,PE-APU,Apurímac,,departamento,954,40
2020-08-03,PE-APU,Apurímac,,departamento,982,40
2020-08-04,PE-APU,Apurímac,,departamento,1000,40
2020-08-05,PE-APU,Apurímac,,departamento,1029,41
2020-08-06,PE-APU,Apurímac,,departamento,1068,42
2020-08-07,PE-APU,Apurímac,,departamento,1136,42
2020-08-08,PE-APU,Apurímac,,departamento,1206,42
2020-08-09,PE-APU,Apurímac,,departamento,1206,42
2020-08-10,PE-APU,Apurímac,,departamento,1305,47
2020-08-11,PE-APU,Apurímac,,departamento,1305,47
2020-08-12,PE-APU,Apurímac,,departamento,1401,48
2020-08-13,PE-APU,Apurímac,,departamento,1401,48
2020-08-14,PE-APU,Apurímac,,departamento,1570,50
2020-08-15,PE-APU,Apurímac,,departamento,1570,50
2020-08-16,PE-APU,Apurímac,,departamento,1570,50
2020-08-17,PE-APU,Apurímac,,departamento,1570,50
2020-08-18,PE-APU,Apurímac,,departamento,1777,53
2020-08-19,PE-APU,Apurímac,,departamento,1875,55
2020-08-20,PE-APU,Apurímac,,departamento,1875,55
2020-08-21,PE-APU,Apurímac,,departamento,1875,55
2020-08-22,PE-APU,Apurímac,,departamento,1875,55
2020-08-23,PE-APU,Apurímac,,departamento,2145,58
2020-08-24,PE-APU,Apurímac,,departamento,2145,58
2020-08-25,PE-APU,Apurímac,,departamento,2145,58
2020-08-26,PE-APU,Apurímac,,departamento,2145,58
2020-08-30,PE-APU,Apurímac,,departamento,2619,62
2020-08-31,PE-APU,Apurímac,,departamento,2619,62
2020-09-01,PE-APU,Apurímac,,departamento,2619,62
2020-09-02,PE-APU,Apurímac,,departamento,2619,62
2020-09-03,PE-APU,Apurímac,,departamento,2619,62
2020-09-04,PE-APU,Apurímac,,departamento,2619,62
2020-09-05,PE-APU,Apurímac,,departamento,2619,62
2020-09-06,PE-APU,Apurímac,,departamento,3248,69
2020-09-07,PE-APU,Apurímac,,departamento,3248,69
2020-09-08,PE-APU,Apurímac,,departamento,3248,69
2020-09-09,PE-APU,Apurímac,,departamento,3248,69
2020-09-10,PE-APU,Apurímac,,departamento,3248,212
2020-09-11,PE-APU,Apurímac,,departamento,3248,212
2020-09-12,PE-APU,Apurímac,,departamento,3718,75
2020-09-16,PE-APU,Apurímac,,departamento,3958,77
2020-09-17,PE-APU,Apurímac,,departamento,3958,77
2020-09-18,PE-APU,Apurímac,,departamento,3958,77
2020-09-19,PE-APU,Apurímac,,departamento,3958,77
2020-09-20,PE-APU,Apurímac,,departamento,3958,77
2020-09-21,PE-APU,Apurímac,,departamento,3958,77
2020-09-22,PE-APU,Apurímac,,departamento,3958,77
