date,country,region,place_type,geo_code,cases,deaths
2020-03-05,England,Barnsley,utla,E08000016,,
2020-03-04,England,Barnsley,utla,E08000016,,
2020-03-03,England,Barnsley,utla,E08000016,,
2020-03-02,England,Barnsley,utla,E08000016,,
2020-03-01,England,Barnsley,utla,E08000016,,
2020-02-29,England,Barnsley,utla,E08000016,,
2020-02-28,England,Barnsley,utla,E08000016,,
2020-02-27,England,Barnsley,utla,E08000016,,
2020-02-26,England,Barnsley,utla,E08000016,,
2020-02-25,England,Barnsley,utla,E08000016,,
2020-04-06,England,Bath and North East Somerset,utla,E06000022,66,
2020-04-05,England,Bath and North East Somerset,utla,E06000022,58,
2020-04-04,England,Bath and North East Somerset,utla,E06000022,58,
2020-04-03,England,Bath and North East Somerset,utla,E06000022,52,
2020-04-02,England,Bath and North East Somerset,utla,E06000022,52,
2020-04-01,England,Bath and North East Somerset,utla,E06000022,45,
2020-03-31,England,Bath and North East Somerset,utla,E06000022,41,
2020-03-30,England,Bath and North East Somerset,utla,E06000022,39,
2020-03-29,England,Bath and North East Somerset,utla,E06000022,36,
2020-03-28,England,Bath and North East Somerset,utla,E06000022,32,
2020-03-27,England,Bath and North East Somerset,utla,E06000022,26,
2020-03-26,England,Bath and North East Somerset,utla,E06000022,23,
2020-03-25,England,Bath and North East Somerset,utla,E06000022,20,
2020-03-24,England,Bath and North East Somerset,utla,E06000022,17,
2020-03-23,England,Bath and North East Somerset,utla,E06000022,16,
2020-03-22,England,Bath and North East Somerset,utla,E06000022,13,
2020-03-21,England,Bath and North East Somerset,utla,E06000022,11,
2020-03-20,England,Bath and North East Somerset,utla,E06000022,5,
2020-03-19,England,Bath and North East Somerset,utla,E06000022,4,
2020-03-18,England,Bath and North East Somerset,utla,E06000022,3,
2020-03-17,England,Bath and North East Somerset,utla,E06000022,3,
2020-03-16,England,Bath and North East Somerset,utla,E06000022,1,
2020-03-15,England,Bath and North East Somerset,utla,E06000022,2,
2020-03-14,England,Bath and North East Somerset,utla,E06000022,1,
2020-03-13,England,Bath and North East Somerset,utla,E06000022,0,
2020-03-12,England,Bath and North East Somerset,utla,E06000022,0,
2020-03-11,England,Bath and North East Somerset,utla,E06000022,0,
2020-03-10,England,Bath and North East Somerset,utla,E06000022,0,
2020-03-09,England,Bath and North East Somerset,utla,E06000022,0,
2020-03-08,England,Bath and North East Somerset,utla,E06000022,0,
2020-03-07,England,Bath and North East Somerset,utla,E06000022,0,
2020-03-06,England,Bath and North East Somerset,utla,E06000022,,
2020-03-05,England,Bath and North East Somerset,utla,E06000022,,
2020-03-04,England,Bath and North East Somerset,utla,E06000022,,
2020-03-03,England,Bath and North East Somerset,utla,E06000022,,
2020-03-02,England,Bath and North East Somerset,utla,E06000022,,
2020-03-01,England,Bath and North East Somerset,utla,E06000022,,
2020-02-29,England,Bath and North East Somerset,utla,E06000022,,
2020-02-28,England,Bath and North East Somerset,utla,E06000022,,
2020-02-27,England,Bath and North East Somerset,utla,E06000022,,
2020-02-26,England,Bath and North East Somerset,utla,E06000022,,
2020-02-25,England,Bath and North East Somerset,utla,E06000022,,
2020-04-06,England,Bedford,utla,E06000055,110,
2020-04-05,England,Bedford,utla,E06000055,97,
2020-04-04,England,Bedford,utla,E06000055,83,
2020-04-03,England,Bedford,utla,E06000055,74,
2020-04-02,England,Bedford,utla,E06000055,72,
2020-04-01,England,Bedford,utla,E06000055,60,
2020-03-31,England,Bedford,utla,E06000055,60,
2020-03-30,England,Bedford,utla,E06000055,34,
2020-03-29,England,Bedford,utla,E06000055,32,
2020-03-28,England,Bedford,utla,E06000055,25,
2020-03-27,England,Bedford,utla,E06000055,20,
2020-03-26,England,Bedford,utla,E06000055,10,
2020-03-25,England,Bedford,utla,E06000055,7,
2020-03-24,England,Bedford,utla,E06000055,7,
2020-03-23,England,Bedford,utla,E06000055,7,
2020-03-22,England,Bedford,utla,E06000055,4,
2020-03-21,England,Bedford,utla,E06000055,4,
2020-03-20,England,Bedford,utla,E06000055,1,
2020-03-19,England,Bedford,utla,E06000055,1,
2020-03-18,England,Bedford,utla,E06000055,1,
2020-03-17,England,Bedford,utla,E06000055,1,
2020-03-16,England,Bedford,utla,E06000055,0,
2020-03-15,England,Bedford,utla,E06000055,0,
2020-03-14,England,Bedford,utla,E06000055,0,
2020-03-13,England,Bedford,utla,E06000055,0,
2020-03-12,England,Bedford,utla,E06000055,0,
2020-03-11,England,Bedford,utla,E06000055,0,
2020-03-10,England,Bedford,utla,E06000055,0,
2020-03-09,England,Bedford,utla,E06000055,0,
2020-03-08,England,Bedford,utla,E06000055,0,
2020-03-07,England,Bedford,utla,E06000055,0,
2020-03-06,England,Bedford,utla,E06000055,,
2020-03-05,England,Bedford,utla,E06000055,,
2020-03-04,England,Bedford,utla,E06000055,,
2020-03-03,England,Bedford,utla,E06000055,,
2020-03-02,England,Bedford,utla,E06000055,,
2020-03-01,England,Bedford,utla,E06000055,,
2020-02-29,England,Bedford,utla,E06000055,,
2020-02-28,England,Bedford,utla,E06000055,,
2020-02-27,England,Bedford,utla,E06000055,,
2020-02-26,England,Bedford,utla,E06000055,,
2020-02-25,England,Bedford,utla,E06000055,,
2020-04-06,England,Bexley,utla,E09000004,250,
2020-04-05,England,Bexley,utla,E09000004,242,
2020-04-04,England,Bexley,utla,E09000004,221,
2020-04-03,England,Bexley,utla,E09000004,217,
2020-04-02,England,Bexley,utla,E09000004,190,
2020-04-01,England,Bexley,utla,E09000004,147,
2020-03-31,England,Bexley,utla,E09000004,137,
2020-03-30,England,Bexley,utla,E09000004,130,
2020-03-29,England,Bexley,utla,E09000004,119,
2020-03-28,England,Bexley,utla,E09000004,102,
2020-03-27,England,Bexley,utla,E09000004,85,
2020-03-26,England,Bexley,utla,E09000004,77,
2020-03-25,England,Bexley,utla,E09000004,59,
2020-03-24,England,Bexley,utla,E09000004,47,
2020-03-23,England,Bexley,utla,E09000004,43,
2020-03-22,England,Bexley,utla,E09000004,39,
2020-03-21,England,Bexley,utla,E09000004,37,
2020-03-20,England,Bexley,utla,E09000004,31,
2020-03-19,England,Bexley,utla,E09000004,22,
2020-03-18,England,Bexley,utla,E09000004,17,
2020-03-17,England,Bexley,utla,E09000004,14,
2020-03-16,England,Bexley,utla,E09000004,8,
2020-03-15,England,Bexley,utla,E09000004,7,
2020-03-14,England,Bexley,utla,E09000004,5,
2020-03-13,England,Bexley,utla,E09000004,1,
2020-03-12,England,Bexley,utla,E09000004,0,
2020-03-11,England,Bexley,utla,E09000004,0,
2020-03-10,England,Bexley,utla,E09000004,0,
2020-03-09,England,Bexley,utla,E09000004,0,
2020-03-08,England,Bexley,utla,E09000004,0,
2020-03-07,England,Bexley,utla,E09000004,0,
2020-03-06,England,Bexley,utla,E09000004,,
2020-03-05,England,Bexley,utla,E09000004,,
2020-03-04,England,Bexley,utla,E09000004,,
2020-03-03,England,Bexley,utla,E09000004,,
2020-03-02,England,Bexley,utla,E09000004,,
2020-03-01,England,Bexley,utla,E09000004,,
2020-02-29,England,Bexley,utla,E09000004,,
2020-02-28,England,Bexley,utla,E09000004,,
2020-02-27,England,Bexley,utla,E09000004,,
2020-02-26,England,Bexley,utla,E09000004,,
2020-02-25,England,Bexley,utla,E09000004,,
2020-04-06,England,Birmingham,utla,E08000025,1287,
2020-04-05,England,Birmingham,utla,E08000025,1246,
2020-04-04,England,Birmingham,utla,E08000025,1138,
2020-04-03,England,Birmingham,utla,E08000025,984,
2020-04-02,England,Birmingham,utla,E08000025,852,
2020-04-01,England,Birmingham,utla,E08000025,734,
2020-03-31,England,Birmingham,utla,E08000025,650,
2020-03-30,England,Birmingham,utla,E08000025,578,
2020-03-29,England,Birmingham,utla,E08000025,513,
2020-03-28,England,Birmingham,utla,E08000025,428,
2020-03-27,England,Birmingham,utla,E08000025,366,
2020-03-26,England,Birmingham,utla,E08000025,290,
2020-03-25,England,Birmingham,utla,E08000025,228,
2020-03-24,England,Birmingham,utla,E08000025,187,
2020-03-23,England,Birmingham,utla,E08000025,137,
2020-03-22,England,Birmingham,utla,E08000025,91,
2020-03-21,England,Birmingham,utla,E08000025,75,
2020-03-20,England,Birmingham,utla,E08000025,54,
2020-03-19,England,Birmingham,utla,E08000025,34,
2020-03-18,England,Birmingham,utla,E08000025,25,
2020-03-17,England,Birmingham,utla,E08000025,20,
2020-03-16,England,Birmingham,utla,E08000025,15,
2020-03-15,England,Birmingham,utla,E08000025,8,
2020-03-14,England,Birmingham,utla,E08000025,5,
2020-03-13,England,Birmingham,utla,E08000025,2,
2020-03-12,England,Birmingham,utla,E08000025,2,
2020-03-11,England,Birmingham,utla,E08000025,2,
2020-03-10,England,Birmingham,utla,E08000025,1,
2020-03-09,England,Birmingham,utla,E08000025,1,
2020-03-08,England,Birmingham,utla,E08000025,1,
2020-03-07,England,Birmingham,utla,E08000025,1,
2020-03-06,England,Birmingham,utla,E08000025,,
2020-03-05,England,Birmingham,utla,E08000025,,
2020-03-04,England,Birmingham,utla,E08000025,,
2020-03-03,England,Birmingham,utla,E08000025,,
2020-03-02,England,Birmingham,utla,E08000025,,
2020-03-01,England,Birmingham,utla,E08000025,,
2020-02-29,England,Birmingham,utla,E08000025,,
2020-02-28,England,Birmingham,utla,E08000025,,
2020-02-27,England,Birmingham,utla,E08000025,,
2020-02-26,England,Birmingham,utla,E08000025,,
2020-02-25,England,Birmingham,utla,E08000025,,
2020-04-06,England,Blackburn with Darwen,utla,E06000008,71,
2020-04-05,England,Blackburn with Darwen,utla,E06000008,63,
2020-04-04,England,Blackburn with Darwen,utla,E06000008,52,
2020-04-03,England,Blackburn with Darwen,utla,E06000008,43,
2020-04-02,England,Blackburn with Darwen,utla,E06000008,37,
2020-04-01,England,Blackburn with Darwen,utla,E06000008,25,
2020-03-31,England,Blackburn with Darwen,utla,E06000008,20,
2020-03-30,England,Blackburn with Darwen,utla,E06000008,14,
2020-03-29,England,Blackburn with Darwen,utla,E06000008,12,
2020-03-28,England,Blackburn with Darwen,utla,E06000008,10,
2020-03-27,England,Blackburn with Darwen,utla,E06000008,7,
2020-03-26,England,Blackburn with Darwen,utla,E06000008,6,
2020-03-25,England,Blackburn with Darwen,utla,E06000008,3,
2020-03-24,England,Blackburn with Darwen,utla,E06000008,2,
2020-03-23,England,Blackburn with Darwen,utla,E06000008,1,
2020-03-22,England,Blackburn with Darwen,utla,E06000008,1,
2020-03-21,England,Blackburn with Darwen,utla,E06000008,1,
2020-03-20,England,Blackburn with Darwen,utla,E06000008,1,
2020-03-19,England,Blackburn with Darwen,utla,E06000008,1,
2020-03-18,England,Blackburn with Darwen,utla,E06000008,1,
2020-03-17,England,Blackburn with Darwen,utla,E06000008,1,
2020-03-16,England,Blackburn with Darwen,utla,E06000008,0,
2020-03-15,England,Blackburn with Darwen,utla,E06000008,0,
2020-03-14,England,Blackburn with Darwen,utla,E06000008,0,
2020-03-13,England,Blackburn with Darwen,utla,E06000008,0,
2020-03-12,England,Blackburn with Darwen,utla,E06000008,0,
2020-03-11,England,Blackburn with Darwen,utla,E06000008,0,
2020-03-10,England,Blackburn with Darwen,utla,E06000008,0,
2020-03-09,England,Blackburn with Darwen,utla,E06000008,0,
2020-03-08,England,Blackburn with Darwen,utla,E06000008,0,
2020-03-07,England,Blackburn with Darwen,utla,E06000008,0,
2020-03-06,England,Blackburn with Darwen,utla,E06000008,,
2020-03-05,England,Blackburn with Darwen,utla,E06000008,,
2020-03-04,England,Blackburn with Darwen,utla,E06000008,,
2020-03-03,England,Blackburn with Darwen,utla,E06000008,,
2020-03-02,England,Blackburn with Darwen,utla,E06000008,,
2020-03-01,England,Blackburn with Darwen,utla,E06000008,,
2020-02-29,England,Blackburn with Darwen,utla,E06000008,,
2020-02-28,England,Blackburn with Darwen,utla,E06000008,,
2020-02-27,England,Blackburn with Darwen,utla,E06000008,,
2020-02-26,England,Blackburn with Darwen,utla,E06000008,,
2020-02-25,England,Blackburn with Darwen,utla,E06000008,,
2020-04-06,England,Blackpool,utla,E06000009,72,
2020-04-05,England,Blackpool,utla,E06000009,66,
2020-04-04,England,Blackpool,utla,E06000009,50,
2020-04-03,England,Blackpool,utla,E06000009,41,
2020-04-02,England,Blackpool,utla,E06000009,28,
2020-04-01,England,Blackpool,utla,E06000009,27,
2020-03-31,England,Blackpool,utla,E06000009,18,
2020-03-30,England,Blackpool,utla,E06000009,18,
2020-03-29,England,Blackpool,utla,E06000009,10,
2020-03-28,England,Blackpool,utla,E06000009,10,
2020-03-27,England,Blackpool,utla,E06000009,9,
2020-03-26,England,Blackpool,utla,E06000009,8,
2020-03-25,England,Blackpool,utla,E06000009,8,
2020-03-24,England,Blackpool,utla,E06000009,8,
2020-03-23,England,Blackpool,utla,E06000009,6,
2020-03-22,England,Blackpool,utla,E06000009,6,
2020-03-21,England,Blackpool,utla,E06000009,5,
2020-03-20,England,Blackpool,utla,E06000009,5,
2020-03-19,England,Blackpool,utla,E06000009,3,
2020-03-18,England,Blackpool,utla,E06000009,4,
2020-03-17,England,Blackpool,utla,E06000009,3,
2020-03-16,England,Blackpool,utla,E06000009,2,
2020-03-15,England,Blackpool,utla,E06000009,3,
2020-03-14,England,Blackpool,utla,E06000009,1,
2020-03-13,England,Blackpool,utla,E06000009,2,
2020-03-12,England,Blackpool,utla,E06000009,2,
2020-03-11,England,Blackpool,utla,E06000009,0,
2020-03-10,England,Blackpool,utla,E06000009,0,
2020-03-09,England,Blackpool,utla,E06000009,0,
2020-03-08,England,Blackpool,utla,E06000009,0,
2020-03-07,England,Blackpool,utla,E06000009,0,
2020-03-06,England,Blackpool,utla,E06000009,,
2020-03-05,England,Blackpool,utla,E06000009,,
2020-03-04,England,Blackpool,utla,E06000009,,
2020-03-03,England,Blackpool,utla,E06000009,,
2020-03-02,England,Blackpool,utla,E06000009,,
2020-03-01,England,Blackpool,utla,E06000009,,
2020-02-29,England,Blackpool,utla,E06000009,,
2020-02-28,England,Blackpool,utla,E06000009,,
2020-02-27,England,Blackpool,utla,E06000009,,
2020-02-26,England,Blackpool,utla,E06000009,,
2020-02-25,England,Blackpool,utla,E06000009,,
2020-04-06,England,Bolton,utla,E08000001,170,
2020-04-05,England,Bolton,utla,E08000001,133,
2020-04-04,England,Bolton,utla,E08000001,109,
2020-04-03,England,Bolton,utla,E08000001,80,
2020-04-02,England,Bolton,utla,E08000001,69,
2020-04-01,England,Bolton,utla,E08000001,51,
2020-03-31,England,Bolton,utla,E08000001,48,
2020-03-30,England,Bolton,utla,E08000001,47,
2020-03-29,England,Bolton,utla,E08000001,42,
2020-03-28,England,Bolton,utla,E08000001,33,
2020-03-27,England,Bolton,utla,E08000001,27,
2020-03-26,England,Bolton,utla,E08000001,25,
2020-03-25,England,Bolton,utla,E08000001,21,
2020-03-24,England,Bolton,utla,E08000001,19,
2020-03-23,England,Bolton,utla,E08000001,18,
2020-03-22,England,Bolton,utla,E08000001,17,
2020-03-21,England,Bolton,utla,E08000001,15,
2020-03-20,England,Bolton,utla,E08000001,13,
2020-03-19,England,Bolton,utla,E08000001,9,
2020-03-18,England,Bolton,utla,E08000001,7,
2020-03-17,England,Bolton,utla,E08000001,5,
2020-03-16,England,Bolton,utla,E08000001,3,
2020-03-15,England,Bolton,utla,E08000001,3,
2020-03-14,England,Bolton,utla,E08000001,3,
2020-03-13,England,Bolton,utla,E08000001,3,
2020-03-12,England,Bolton,utla,E08000001,3,
2020-03-11,England,Bolton,utla,E08000001,3,
2020-03-10,England,Bolton,utla,E08000001,3,
2020-03-09,England,Bolton,utla,E08000001,3,
2020-03-08,England,Bolton,utla,E08000001,2,
2020-03-07,England,Bolton,utla,E08000001,1,
2020-03-06,England,Bolton,utla,E08000001,,
2020-03-05,England,Bolton,utla,E08000001,,
2020-03-04,England,Bolton,utla,E08000001,,
2020-03-03,England,Bolton,utla,E08000001,,
2020-03-02,England,Bolton,utla,E08000001,,
2020-03-01,England,Bolton,utla,E08000001,,
2020-02-29,England,Bolton,utla,E08000001,,
2020-02-28,England,Bolton,utla,E08000001,,
2020-02-27,England,Bolton,utla,E08000001,,
2020-02-26,England,Bolton,utla,E08000001,,
2020-02-25,England,Bolton,utla,E08000001,,
2020-04-06,England,Bournemouth,utla,E06000058,115,
2020-04-05,England,Bournemouth,utla,E06000058,85,
2020-04-04,England,Bournemouth,utla,E06000058,83,
2020-04-03,England,Bournemouth,utla,E06000058,74,
2020-04-02,England,Bournemouth,utla,E06000058,58,
2020-04-01,England,Bournemouth,utla,E06000058,58,
2020-03-31,England,Bournemouth,utla,E06000058,51,
2020-03-30,England,Bournemouth,utla,E06000058,39,
2020-03-29,England,Bournemouth,utla,E06000058,34,
2020-03-28,England,Bournemouth,utla,E06000058,25,
2020-03-27,England,Bournemouth,utla,E06000058,20,
2020-03-26,England,Bournemouth,utla,E06000058,15,
2020-03-25,England,Bournemouth,utla,E06000058,15,
2020-03-24,England,Bournemouth,utla,E06000058,14,
2020-03-23,England,Bournemouth,utla,E06000058,13,
2020-03-22,England,Bournemouth,utla,E06000058,12,
2020-03-21,England,Bournemouth,utla,E06000058,11,
2020-03-20,England,Bournemouth,utla,E06000058,10,
2020-03-19,England,Bournemouth,utla,E06000058,9,
2020-03-18,England,Bournemouth,utla,E06000058,7,
2020-03-17,England,Bournemouth,utla,E06000058,6,
2020-03-16,England,Bournemouth,utla,E06000058,5,
2020-03-15,England,Bournemouth,utla,E06000058,5,
2020-03-14,England,Bournemouth,utla,E06000058,4,
2020-03-13,England,Bournemouth,utla,E06000058,3,
2020-03-12,England,Bournemouth,utla,E06000058,3,
2020-03-11,England,Bournemouth,utla,E06000058,3,
2020-03-10,England,Bournemouth,utla,E06000058,3,
2020-03-09,England,Bournemouth,utla,E06000058,2,
2020-03-08,England,Bournemouth,utla,E06000058,2,
2020-03-07,England,Bournemouth,utla,E06000058,0,
2020-03-06,England,Bournemouth,utla,E06000058,,
2020-03-05,England,Bournemouth,utla,E06000058,,
2020-03-04,England,Bournemouth,utla,E06000058,,
2020-03-03,England,Bournemouth,utla,E06000058,,
2020-03-02,England,Bournemouth,utla,E06000058,,
2020-03-01,England,Bournemouth,utla,E06000058,,
2020-02-29,England,Bournemouth,utla,E06000058,,
2020-02-28,England,Bournemouth,utla,E06000058,,
2020-02-27,England,Bournemouth,utla,E06000058,,
2020-02-26,England,Bournemouth,utla,E06000058,,
2020-02-25,England,Bournemouth,utla,E06000058,,
2020-04-06,England,Bracknell Forest,utla,E06000036,69,
2020-04-05,England,Bracknell Forest,utla,E06000036,57,
2020-04-04,England,Bracknell Forest,utla,E06000036,45,
2020-04-03,England,Bracknell Forest,utla,E06000036,36,
2020-04-02,England,Bracknell Forest,utla,E06000036,36,
2020-04-01,England,Bracknell Forest,utla,E06000036,35,
2020-03-31,England,Bracknell Forest,utla,E06000036,21,
2020-03-30,England,Bracknell Forest,utla,E06000036,21,
2020-03-29,England,Bracknell Forest,utla,E06000036,19,
2020-03-28,England,Bracknell Forest,utla,E06000036,17,
2020-03-27,England,Bracknell Forest,utla,E06000036,16,
2020-03-26,England,Bracknell Forest,utla,E06000036,3,
2020-03-25,England,Bracknell Forest,utla,E06000036,3,
2020-03-24,England,Bracknell Forest,utla,E06000036,3,
2020-03-23,England,Bracknell Forest,utla,E06000036,3,
2020-03-22,England,Bracknell Forest,utla,E06000036,3,
2020-03-21,England,Bracknell Forest,utla,E06000036,3,
2020-03-20,England,Bracknell Forest,utla,E06000036,3,
2020-03-19,England,Bracknell Forest,utla,E06000036,3,
2020-03-18,England,Bracknell Forest,utla,E06000036,3,
2020-03-17,England,Bracknell Forest,utla,E06000036,3,
2020-03-16,England,Bracknell Forest,utla,E06000036,4,
2020-03-15,England,Bracknell Forest,utla,E06000036,5,
2020-03-14,England,Bracknell Forest,utla,E06000036,3,
2020-03-13,England,Bracknell Forest,utla,E06000036,4,
