date,country,region,place_type,geo_code,cases,deaths
2020-03-22,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-21,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-20,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-19,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-18,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-17,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-16,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-15,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-14,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-13,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-12,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-11,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-10,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-09,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-08,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-07,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-06,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-05,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-04,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-03,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-02,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-03-01,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-02-29,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-02-28,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-02-27,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-02-26,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-02-25,Northern Ireland,Fermanagh and Omagh,lgd,N09000006,,
2020-04-15,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,221,
2020-04-14,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-04-13,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-04-12,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-04-11,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-04-10,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,181,
2020-04-09,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,164,
2020-04-08,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,150,
2020-04-07,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,143,
2020-04-06,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,130,
2020-04-05,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-04-04,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-04-03,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,109,
2020-04-02,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,97,
2020-04-01,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,81,
2020-03-31,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,70,
2020-03-30,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,66,
2020-03-29,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-28,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-27,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,39,
2020-03-26,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,33,
2020-03-25,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-24,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-23,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-22,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-21,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-20,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-19,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-18,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-17,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-16,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-15,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-14,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-13,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-12,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-11,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-10,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-09,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-08,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-07,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-06,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-05,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-04,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-03,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-02,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-03-01,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-02-29,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-02-28,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-02-27,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-02-26,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-02-25,Northern Ireland,Lisburn and Castlereagh,lgd,N09000007,,
2020-04-15,Northern Ireland,Mid Ulster,lgd,N09000009,106,
2020-04-14,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-04-13,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-04-12,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-04-11,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-04-10,Northern Ireland,Mid Ulster,lgd,N09000009,73,
2020-04-09,Northern Ireland,Mid Ulster,lgd,N09000009,53,
2020-04-08,Northern Ireland,Mid Ulster,lgd,N09000009,47,
2020-04-07,Northern Ireland,Mid Ulster,lgd,N09000009,42,
2020-04-06,Northern Ireland,Mid Ulster,lgd,N09000009,33,
2020-04-05,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-04-04,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-04-03,Northern Ireland,Mid Ulster,lgd,N09000009,23,
2020-04-02,Northern Ireland,Mid Ulster,lgd,N09000009,21,
2020-04-01,Northern Ireland,Mid Ulster,lgd,N09000009,19,
2020-03-31,Northern Ireland,Mid Ulster,lgd,N09000009,17,
2020-03-30,Northern Ireland,Mid Ulster,lgd,N09000009,16,
2020-03-29,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-28,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-27,Northern Ireland,Mid Ulster,lgd,N09000009,8,
2020-03-26,Northern Ireland,Mid Ulster,lgd,N09000009,8,
2020-03-25,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-24,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-23,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-22,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-21,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-20,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-19,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-18,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-17,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-16,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-15,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-14,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-13,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-12,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-11,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-10,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-09,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-08,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-07,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-06,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-05,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-04,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-03,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-02,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-03-01,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-02-29,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-02-28,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-02-27,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-02-26,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-02-25,Northern Ireland,Mid Ulster,lgd,N09000009,,
2020-04-15,Northern Ireland,Mid and East Antrim,lgd,N09000008,136,
2020-04-14,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-04-13,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-04-12,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-04-11,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-04-10,Northern Ireland,Mid and East Antrim,lgd,N09000008,102,
2020-04-09,Northern Ireland,Mid and East Antrim,lgd,N09000008,80,
2020-04-08,Northern Ireland,Mid and East Antrim,lgd,N09000008,70,
2020-04-07,Northern Ireland,Mid and East Antrim,lgd,N09000008,69,
2020-04-06,Northern Ireland,Mid and East Antrim,lgd,N09000008,59,
2020-04-05,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-04-04,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-04-03,Northern Ireland,Mid and East Antrim,lgd,N09000008,46,
2020-04-02,Northern Ireland,Mid and East Antrim,lgd,N09000008,37,
2020-04-01,Northern Ireland,Mid and East Antrim,lgd,N09000008,36,
2020-03-31,Northern Ireland,Mid and East Antrim,lgd,N09000008,32,
2020-03-30,Northern Ireland,Mid and East Antrim,lgd,N09000008,28,
2020-03-29,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-28,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-27,Northern Ireland,Mid and East Antrim,lgd,N09000008,16,
2020-03-26,Northern Ireland,Mid and East Antrim,lgd,N09000008,16,
2020-03-25,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-24,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-23,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-22,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-21,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-20,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-19,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-18,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-17,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-16,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-15,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-14,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-13,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-12,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-11,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-10,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-09,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-08,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-07,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-06,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-05,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-04,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-03,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-02,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-03-01,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-02-29,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-02-28,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-02-27,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-02-26,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-02-25,Northern Ireland,Mid and East Antrim,lgd,N09000008,,
2020-04-15,Northern Ireland,Newry Mourne and Down,lgd,N09000010,27,
2020-04-14,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-04-13,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-04-12,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-04-11,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-04-10,Northern Ireland,Newry Mourne and Down,lgd,N09000010,102,
2020-04-09,Northern Ireland,Newry Mourne and Down,lgd,N09000010,92,
2020-04-08,Northern Ireland,Newry Mourne and Down,lgd,N09000010,82,
2020-04-07,Northern Ireland,Newry Mourne and Down,lgd,N09000010,80,
2020-04-06,Northern Ireland,Newry Mourne and Down,lgd,N09000010,76,
2020-04-05,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-04-04,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-04-03,Northern Ireland,Newry Mourne and Down,lgd,N09000010,61,
2020-04-02,Northern Ireland,Newry Mourne and Down,lgd,N09000010,55,
2020-04-01,Northern Ireland,Newry Mourne and Down,lgd,N09000010,51,
2020-03-31,Northern Ireland,Newry Mourne and Down,lgd,N09000010,44,
2020-03-30,Northern Ireland,Newry Mourne and Down,lgd,N09000010,41,
2020-03-29,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-28,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-27,Northern Ireland,Newry Mourne and Down,lgd,N09000010,16,
2020-03-26,Northern Ireland,Newry Mourne and Down,lgd,N09000010,13,
2020-03-25,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-24,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-23,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-22,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-21,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-20,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-19,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-18,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-17,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-16,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-15,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-14,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-13,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-12,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-11,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-10,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-09,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-08,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-07,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-06,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-05,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-04,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-03,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-02,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-03-01,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-02-29,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-02-28,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-02-27,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-02-26,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-02-25,Northern Ireland,Newry Mourne and Down,lgd,N09000010,,
2020-04-15,Northern Ireland,Unconfirmed,lgd,,34,
2020-04-14,Northern Ireland,Unconfirmed,lgd,,,
2020-04-13,Northern Ireland,Unconfirmed,lgd,,,
2020-04-12,Northern Ireland,Unconfirmed,lgd,,,
2020-04-11,Northern Ireland,Unconfirmed,lgd,,,
2020-04-10,Northern Ireland,Unconfirmed,lgd,,22,
2020-04-09,Northern Ireland,Unconfirmed,lgd,,117,
2020-04-08,Northern Ireland,Unconfirmed,lgd,,105,
2020-04-07,Northern Ireland,Unconfirmed,lgd,,95,
2020-04-06,Northern Ireland,Unconfirmed,lgd,,83,
2020-04-05,Northern Ireland,Unconfirmed,lgd,,,
2020-04-04,Northern Ireland,Unconfirmed,lgd,,,
2020-04-03,Northern Ireland,Unconfirmed,lgd,,66,
2020-04-02,Northern Ireland,Unconfirmed,lgd,,47,
2020-04-01,Northern Ireland,Unconfirmed,lgd,,39,
2020-03-31,Northern Ireland,Unconfirmed,lgd,,29,
2020-03-30,Northern Ireland,Unconfirmed,lgd,,22,
2020-03-29,Northern Ireland,Unconfirmed,lgd,,,
2020-03-28,Northern Ireland,Unconfirmed,lgd,,,
2020-03-27,Northern Ireland,Unconfirmed,lgd,,,
2020-03-26,Northern Ireland,Unconfirmed,lgd,,7,
2020-03-25,Northern Ireland,Unconfirmed,lgd,,7,
2020-03-24,Northern Ireland,Unconfirmed,lgd,,,
2020-03-23,Northern Ireland,Unconfirmed,lgd,,,
2020-03-22,Northern Ireland,Unconfirmed,lgd,,,
2020-03-21,Northern Ireland,Unconfirmed,lgd,,,
2020-03-20,Northern Ireland,Unconfirmed,lgd,,,
2020-03-19,Northern Ireland,Unconfirmed,lgd,,,
2020-03-18,Northern Ireland,Unconfirmed,lgd,,,
2020-03-17,Northern Ireland,Unconfirmed,lgd,,,
2020-03-16,Northern Ireland,Unconfirmed,lgd,,,
2020-03-15,Northern Ireland,Unconfirmed,lgd,,,
2020-03-14,Northern Ireland,Unconfirmed,lgd,,,
2020-03-13,Northern Ireland,Unconfirmed,lgd,,,
2020-03-12,Northern Ireland,Unconfirmed,lgd,,,
2020-03-11,Northern Ireland,Unconfirmed,lgd,,,
2020-03-10,Northern Ireland,Unconfirmed,lgd,,,
2020-03-09,Northern Ireland,Unconfirmed,lgd,,,
2020-03-08,Northern Ireland,Unconfirmed,lgd,,,
2020-03-07,Northern Ireland,Unconfirmed,lgd,,,
2020-03-06,Northern Ireland,Unconfirmed,lgd,,,
2020-03-05,Northern Ireland,Unconfirmed,lgd,,,
2020-03-04,Northern Ireland,Unconfirmed,lgd,,,
2020-03-03,Northern Ireland,Unconfirmed,lgd,,,
2020-03-02,Northern Ireland,Unconfirmed,lgd,,,
2020-03-01,Northern Ireland,Unconfirmed,lgd,,,
2020-02-29,Northern Ireland,Unconfirmed,lgd,,,
2020-02-28,Northern Ireland,Unconfirmed,lgd,,,
2020-02-27,Northern Ireland,Unconfirmed,lgd,,,
2020-02-26,Northern Ireland,Unconfirmed,lgd,,,
2020-02-25,Northern Ireland,Unconfirmed,lgd,,,
