date,country,region,place_type,geo_code,cases,deaths
2020-03-14,Wales,Aneurin Bevan,health_board,W11000028,,
2020-03-13,Wales,Aneurin Bevan,health_board,W11000028,,
2020-03-12,Wales,Aneurin Bevan,health_board,W11000028,,
2020-03-11,Wales,Aneurin Bevan,health_board,W11000028,,
2020-03-10,Wales,Aneurin Bevan,health_board,W11000028,,
2020-03-09,Wales,Aneurin Bevan,health_board,W11000028,,
2020-03-08,Wales,Aneurin Bevan,health_board,W11000028,,
2020-03-07,Wales,Aneurin Bevan,health_board,W11000028,,
2020-03-06,Wales,Aneurin Bevan,health_board,W11000028,,
2020-03-05,Wales,Aneurin Bevan,health_board,W11000028,,
2020-03-04,Wales,Aneurin Bevan,health_board,W11000028,,
2020-03-03,Wales,Aneurin Bevan,health_board,W11000028,,
2020-03-02,Wales,Aneurin Bevan,health_board,W11000028,,
2020-03-01,Wales,Aneurin Bevan,health_board,W11000028,,
2020-02-29,Wales,Aneurin Bevan,health_board,W11000028,,
2020-02-28,Wales,Aneurin Bevan,health_board,W11000028,,
2020-02-27,Wales,Aneurin Bevan,health_board,W11000028,,
2020-02-26,Wales,Aneurin Bevan,health_board,W11000028,,
2020-02-25,Wales,Aneurin Bevan,health_board,W11000028,,
2020-04-20,Wales,Betsi Cadwaladr,health_board,W11000023,782,
2020-04-19,Wales,Betsi Cadwaladr,health_board,W11000023,741,
2020-04-18,Wales,Betsi Cadwaladr,health_board,W11000023,679,
2020-04-17,Wales,Betsi Cadwaladr,health_board,W11000023,634,
2020-04-16,Wales,Betsi Cadwaladr,health_board,W11000023,594,
2020-04-15,Wales,Betsi Cadwaladr,health_board,W11000023,544,
2020-04-14,Wales,Betsi Cadwaladr,health_board,W11000023,477,
2020-04-13,Wales,Betsi Cadwaladr,health_board,W11000023,463,
2020-04-12,Wales,Betsi Cadwaladr,health_board,W11000023,418,
2020-04-11,Wales,Betsi Cadwaladr,health_board,W11000023,370,
2020-04-10,Wales,Betsi Cadwaladr,health_board,W11000023,330,
2020-04-09,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-04-08,Wales,Betsi Cadwaladr,health_board,W11000023,277,
2020-04-07,Wales,Betsi Cadwaladr,health_board,W11000023,244,
2020-04-06,Wales,Betsi Cadwaladr,health_board,W11000023,226,
2020-04-05,Wales,Betsi Cadwaladr,health_board,W11000023,189,
2020-04-04,Wales,Betsi Cadwaladr,health_board,W11000023,178,
2020-04-03,Wales,Betsi Cadwaladr,health_board,W11000023,133,
2020-04-02,Wales,Betsi Cadwaladr,health_board,W11000023,117,
2020-04-01,Wales,Betsi Cadwaladr,health_board,W11000023,91,
2020-03-31,Wales,Betsi Cadwaladr,health_board,W11000023,86,
2020-03-30,Wales,Betsi Cadwaladr,health_board,W11000023,82,
2020-03-29,Wales,Betsi Cadwaladr,health_board,W11000023,69,
2020-03-28,Wales,Betsi Cadwaladr,health_board,W11000023,64,
2020-03-27,Wales,Betsi Cadwaladr,health_board,W11000023,45,
2020-03-26,Wales,Betsi Cadwaladr,health_board,W11000023,25,
2020-03-25,Wales,Betsi Cadwaladr,health_board,W11000023,22,
2020-03-24,Wales,Betsi Cadwaladr,health_board,W11000023,19,
2020-03-23,Wales,Betsi Cadwaladr,health_board,W11000023,15,
2020-03-22,Wales,Betsi Cadwaladr,health_board,W11000023,8,
2020-03-21,Wales,Betsi Cadwaladr,health_board,W11000023,8,
2020-03-20,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-19,Wales,Betsi Cadwaladr,health_board,W11000023,7,
2020-03-18,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-17,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-16,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-15,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-14,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-13,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-12,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-11,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-10,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-09,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-08,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-07,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-06,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-05,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-04,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-03,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-02,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-03-01,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-02-29,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-02-28,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-02-27,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-02-26,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-02-25,Wales,Betsi Cadwaladr,health_board,W11000023,,
2020-04-20,Wales,Blaenau Gwent,utla,W06000019,224,
2020-04-19,Wales,Blaenau Gwent,utla,W06000019,216,
2020-04-18,Wales,Blaenau Gwent,utla,W06000019,207,
2020-04-17,Wales,Blaenau Gwent,utla,W06000019,196,
2020-04-16,Wales,Blaenau Gwent,utla,W06000019,193,
2020-04-15,Wales,Blaenau Gwent,utla,W06000019,183,
2020-04-14,Wales,Blaenau Gwent,utla,W06000019,180,
2020-04-13,Wales,Blaenau Gwent,utla,W06000019,170,
2020-04-12,Wales,Blaenau Gwent,utla,W06000019,166,
2020-04-11,Wales,Blaenau Gwent,utla,W06000019,154,
2020-04-10,Wales,Blaenau Gwent,utla,W06000019,145,
2020-04-09,Wales,Blaenau Gwent,utla,W06000019,,
2020-04-08,Wales,Blaenau Gwent,utla,W06000019,130,
2020-04-07,Wales,Blaenau Gwent,utla,W06000019,121,
2020-04-06,Wales,Blaenau Gwent,utla,W06000019,111,
2020-04-05,Wales,Blaenau Gwent,utla,W06000019,,
2020-04-04,Wales,Blaenau Gwent,utla,W06000019,,
2020-04-03,Wales,Blaenau Gwent,utla,W06000019,,
2020-04-02,Wales,Blaenau Gwent,utla,W06000019,,
2020-04-01,Wales,Blaenau Gwent,utla,W06000019,,
2020-03-31,Wales,Blaenau Gwent,utla,W06000019,,
2020-03-30,Wales,Blaenau Gwent,utla,W06000019,,
2020-03-29,Wales,Blaenau Gwent,utla,W06000019,,
2020-03-28,Wales,Blaenau Gwent,utla,W06000019,,
2020-03-27,Wales,Blaenau Gwent,utla,W06000019,,
2020-03-26,Wales,Blaenau Gwent,utla,W06000019,,
2020-03-25,Wales,Blaenau Gwent,utla,W06000019,,
2020-03-24,Wales,Blaenau Gwent,utla,W06000019,,
2020-03-23,Wales,Blaenau Gwent,utla,W06000019,,
2020-03-22,Wales,Blaenau Gwent,utla,W06000019,,
2020-03-21,Wales,Blaenau Gwent,utla,W06000019,,
2020-03-20,Wales,Blaenau Gwent,utla,W06000019,11,
2020-03-19,Wales,Blaenau Gwent,utla,W06000019,,
2020-03-18,Wales,Blaenau Gwent,utla,W06000019,,
2020-03-17,Wales,Blaenau Gwent,utla,W06000019,8,
2020-03-16,Wales,Blaenau Gwent,utla,W06000019,7,
2020-03-15,Wales,Blaenau Gwent,utla,W06000019,4,
2020-03-14,Wales,Blaenau Gwent,utla,W06000019,1,
2020-03-13,Wales,Blaenau Gwent,utla,W06000019,1,
2020-03-12,Wales,Blaenau Gwent,utla,W06000019,1,
2020-03-11,Wales,Blaenau Gwent,utla,W06000019,0,
2020-03-10,Wales,Blaenau Gwent,utla,W06000019,0,
2020-03-09,Wales,Blaenau Gwent,utla,W06000019,0,
2020-03-08,Wales,Blaenau Gwent,utla,W06000019,0,
2020-03-07,Wales,Blaenau Gwent,utla,W06000019,0,
2020-03-06,Wales,Blaenau Gwent,utla,W06000019,0,
2020-03-05,Wales,Blaenau Gwent,utla,W06000019,0,
2020-03-04,Wales,Blaenau Gwent,utla,W06000019,0,
2020-03-03,Wales,Blaenau Gwent,utla,W06000019,0,
2020-03-02,Wales,Blaenau Gwent,utla,W06000019,0,
2020-03-01,Wales,Blaenau Gwent,utla,W06000019,0,
2020-02-29,Wales,Blaenau Gwent,utla,W06000019,0,
2020-02-28,Wales,Blaenau Gwent,utla,W06000019,0,
2020-02-27,Wales,Blaenau Gwent,utla,W06000019,0,
2020-02-26,Wales,Blaenau Gwent,utla,W06000019,0,
2020-02-25,Wales,Blaenau Gwent,utla,W06000019,0,
2020-04-20,Wales,Bridgend,utla,W06000013,306,
2020-04-19,Wales,Bridgend,utla,W06000013,295,
2020-04-18,Wales,Bridgend,utla,W06000013,278,
2020-04-17,Wales,Bridgend,utla,W06000013,269,
2020-04-16,Wales,Bridgend,utla,W06000013,250,
2020-04-15,Wales,Bridgend,utla,W06000013,233,
2020-04-14,Wales,Bridgend,utla,W06000013,221,
2020-04-13,Wales,Bridgend,utla,W06000013,206,
2020-04-12,Wales,Bridgend,utla,W06000013,197,
2020-04-11,Wales,Bridgend,utla,W06000013,189,
2020-04-10,Wales,Bridgend,utla,W06000013,172,
2020-04-09,Wales,Bridgend,utla,W06000013,,
2020-04-08,Wales,Bridgend,utla,W06000013,145,
2020-04-07,Wales,Bridgend,utla,W06000013,139,
2020-04-06,Wales,Bridgend,utla,W06000013,125,
2020-04-05,Wales,Bridgend,utla,W06000013,,
2020-04-04,Wales,Bridgend,utla,W06000013,,
2020-04-03,Wales,Bridgend,utla,W06000013,,
2020-04-02,Wales,Bridgend,utla,W06000013,,
2020-04-01,Wales,Bridgend,utla,W06000013,,
2020-03-31,Wales,Bridgend,utla,W06000013,,
2020-03-30,Wales,Bridgend,utla,W06000013,,
2020-03-29,Wales,Bridgend,utla,W06000013,,
2020-03-28,Wales,Bridgend,utla,W06000013,,
2020-03-27,Wales,Bridgend,utla,W06000013,,
2020-03-26,Wales,Bridgend,utla,W06000013,,
2020-03-25,Wales,Bridgend,utla,W06000013,,
2020-03-24,Wales,Bridgend,utla,W06000013,,
2020-03-23,Wales,Bridgend,utla,W06000013,,
2020-03-22,Wales,Bridgend,utla,W06000013,,
2020-03-21,Wales,Bridgend,utla,W06000013,,
2020-03-20,Wales,Bridgend,utla,W06000013,3,
2020-03-19,Wales,Bridgend,utla,W06000013,,
2020-03-18,Wales,Bridgend,utla,W06000013,,
2020-03-17,Wales,Bridgend,utla,W06000013,3,
2020-03-16,Wales,Bridgend,utla,W06000013,1,
2020-03-15,Wales,Bridgend,utla,W06000013,1,
2020-03-14,Wales,Bridgend,utla,W06000013,1,
2020-03-13,Wales,Bridgend,utla,W06000013,0,
2020-03-12,Wales,Bridgend,utla,W06000013,0,
2020-03-11,Wales,Bridgend,utla,W06000013,0,
2020-03-10,Wales,Bridgend,utla,W06000013,0,
2020-03-09,Wales,Bridgend,utla,W06000013,0,
2020-03-08,Wales,Bridgend,utla,W06000013,0,
2020-03-07,Wales,Bridgend,utla,W06000013,0,
2020-03-06,Wales,Bridgend,utla,W06000013,0,
2020-03-05,Wales,Bridgend,utla,W06000013,0,
2020-03-04,Wales,Bridgend,utla,W06000013,0,
2020-03-03,Wales,Bridgend,utla,W06000013,0,
2020-03-02,Wales,Bridgend,utla,W06000013,0,
2020-03-01,Wales,Bridgend,utla,W06000013,0,
2020-02-29,Wales,Bridgend,utla,W06000013,0,
2020-02-28,Wales,Bridgend,utla,W06000013,0,
2020-02-27,Wales,Bridgend,utla,W06000013,0,
2020-02-26,Wales,Bridgend,utla,W06000013,0,
2020-02-25,Wales,Bridgend,utla,W06000013,0,
2020-04-20,Wales,Caerphilly,utla,W06000018,475,
2020-04-19,Wales,Caerphilly,utla,W06000018,463,
2020-04-18,Wales,Caerphilly,utla,W06000018,446,
2020-04-17,Wales,Caerphilly,utla,W06000018,434,
2020-04-16,Wales,Caerphilly,utla,W06000018,426,
2020-04-15,Wales,Caerphilly,utla,W06000018,417,
2020-04-14,Wales,Caerphilly,utla,W06000018,407,
2020-04-13,Wales,Caerphilly,utla,W06000018,391,
2020-04-12,Wales,Caerphilly,utla,W06000018,379,
2020-04-11,Wales,Caerphilly,utla,W06000018,359,
2020-04-10,Wales,Caerphilly,utla,W06000018,337,
2020-04-09,Wales,Caerphilly,utla,W06000018,,
2020-04-08,Wales,Caerphilly,utla,W06000018,313,
2020-04-07,Wales,Caerphilly,utla,W06000018,295,
2020-04-06,Wales,Caerphilly,utla,W06000018,280,
2020-04-05,Wales,Caerphilly,utla,W06000018,,
2020-04-04,Wales,Caerphilly,utla,W06000018,,
2020-04-03,Wales,Caerphilly,utla,W06000018,,
2020-04-02,Wales,Caerphilly,utla,W06000018,,
2020-04-01,Wales,Caerphilly,utla,W06000018,,
2020-03-31,Wales,Caerphilly,utla,W06000018,,
2020-03-30,Wales,Caerphilly,utla,W06000018,,
2020-03-29,Wales,Caerphilly,utla,W06000018,,
2020-03-28,Wales,Caerphilly,utla,W06000018,,
2020-03-27,Wales,Caerphilly,utla,W06000018,,
2020-03-26,Wales,Caerphilly,utla,W06000018,,
2020-03-25,Wales,Caerphilly,utla,W06000018,,
2020-03-24,Wales,Caerphilly,utla,W06000018,,
2020-03-23,Wales,Caerphilly,utla,W06000018,,
2020-03-22,Wales,Caerphilly,utla,W06000018,,
2020-03-21,Wales,Caerphilly,utla,W06000018,,
2020-03-20,Wales,Caerphilly,utla,W06000018,23,
2020-03-19,Wales,Caerphilly,utla,W06000018,,
2020-03-18,Wales,Caerphilly,utla,W06000018,,
2020-03-17,Wales,Caerphilly,utla,W06000018,15,
2020-03-16,Wales,Caerphilly,utla,W06000018,14,
2020-03-15,Wales,Caerphilly,utla,W06000018,11,
2020-03-14,Wales,Caerphilly,utla,W06000018,7,
2020-03-13,Wales,Caerphilly,utla,W06000018,5,
2020-03-12,Wales,Caerphilly,utla,W06000018,1,
2020-03-11,Wales,Caerphilly,utla,W06000018,1,
2020-03-10,Wales,Caerphilly,utla,W06000018,0,
2020-03-09,Wales,Caerphilly,utla,W06000018,0,
2020-03-08,Wales,Caerphilly,utla,W06000018,0,
2020-03-07,Wales,Caerphilly,utla,W06000018,0,
2020-03-06,Wales,Caerphilly,utla,W06000018,0,
2020-03-05,Wales,Caerphilly,utla,W06000018,0,
2020-03-04,Wales,Caerphilly,utla,W06000018,0,
2020-03-03,Wales,Caerphilly,utla,W06000018,0,
2020-03-02,Wales,Caerphilly,utla,W06000018,0,
2020-03-01,Wales,Caerphilly,utla,W06000018,0,
2020-02-29,Wales,Caerphilly,utla,W06000018,0,
2020-02-28,Wales,Caerphilly,utla,W06000018,0,
2020-02-27,Wales,Caerphilly,utla,W06000018,0,
2020-02-26,Wales,Caerphilly,utla,W06000018,0,
2020-02-25,Wales,Caerphilly,utla,W06000018,0,
2020-04-20,Wales,Cardiff and Vale,health_board,W11000029,1782,
2020-04-19,Wales,Cardiff and Vale,health_board,W11000029,1727,
2020-04-18,Wales,Cardiff and Vale,health_board,W11000029,1671,
2020-04-17,Wales,Cardiff and Vale,health_board,W11000029,1609,
2020-04-16,Wales,Cardiff and Vale,health_board,W11000029,1544,
2020-04-15,Wales,Cardiff and Vale,health_board,W11000029,1471,
2020-04-14,Wales,Cardiff and Vale,health_board,W11000029,1420,
2020-04-13,Wales,Cardiff and Vale,health_board,W11000029,1380,
2020-04-12,Wales,Cardiff and Vale,health_board,W11000029,1306,
2020-04-11,Wales,Cardiff and Vale,health_board,W11000029,1209,
2020-04-10,Wales,Cardiff and Vale,health_board,W11000029,1142,
2020-04-09,Wales,Cardiff and Vale,health_board,W11000029,,
2020-04-08,Wales,Cardiff and Vale,health_board,W11000029,1013,
2020-04-07,Wales,Cardiff and Vale,health_board,W11000029,943,
2020-04-06,Wales,Cardiff and Vale,health_board,W11000029,888,
2020-04-05,Wales,Cardiff and Vale,health_board,W11000029,815,
2020-04-04,Wales,Cardiff and Vale,health_board,W11000029,729,
2020-04-03,Wales,Cardiff and Vale,health_board,W11000029,613,
2020-04-02,Wales,Cardiff and Vale,health_board,W11000029,528,
2020-04-01,Wales,Cardiff and Vale,health_board,W11000029,460,
2020-03-31,Wales,Cardiff and Vale,health_board,W11000029,375,
2020-03-30,Wales,Cardiff and Vale,health_board,W11000029,344,
2020-03-29,Wales,Cardiff and Vale,health_board,W11000029,282,
2020-03-28,Wales,Cardiff and Vale,health_board,W11000029,256,
2020-03-27,Wales,Cardiff and Vale,health_board,W11000029,194,
2020-03-26,Wales,Cardiff and Vale,health_board,W11000029,156,
2020-03-25,Wales,Cardiff and Vale,health_board,W11000029,125,
2020-03-24,Wales,Cardiff and Vale,health_board,W11000029,96,
2020-03-23,Wales,Cardiff and Vale,health_board,W11000029,84,
2020-03-22,Wales,Cardiff and Vale,health_board,W11000029,64,
2020-03-21,Wales,Cardiff and Vale,health_board,W11000029,51,
2020-03-20,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-19,Wales,Cardiff and Vale,health_board,W11000029,28,
2020-03-18,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-17,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-16,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-15,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-14,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-13,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-12,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-11,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-10,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-09,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-08,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-07,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-06,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-05,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-04,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-03,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-02,Wales,Cardiff and Vale,health_board,W11000029,,
2020-03-01,Wales,Cardiff and Vale,health_board,W11000029,,
2020-02-29,Wales,Cardiff and Vale,health_board,W11000029,,
2020-02-28,Wales,Cardiff and Vale,health_board,W11000029,,
2020-02-27,Wales,Cardiff and Vale,health_board,W11000029,,
2020-02-26,Wales,Cardiff and Vale,health_board,W11000029,,
2020-02-25,Wales,Cardiff and Vale,health_board,W11000029,,
2020-04-20,Wales,Carmarthenshire,utla,W06000010,350,
2020-04-19,Wales,Carmarthenshire,utla,W06000010,325,
2020-04-18,Wales,Carmarthenshire,utla,W06000010,320,
2020-04-17,Wales,Carmarthenshire,utla,W06000010,310,
2020-04-16,Wales,Carmarthenshire,utla,W06000010,295,
2020-04-15,Wales,Carmarthenshire,utla,W06000010,285,
2020-04-14,Wales,Carmarthenshire,utla,W06000010,269,
2020-04-13,Wales,Carmarthenshire,utla,W06000010,252,
2020-04-12,Wales,Carmarthenshire,utla,W06000010,242,
2020-04-11,Wales,Carmarthenshire,utla,W06000010,226,
2020-04-10,Wales,Carmarthenshire,utla,W06000010,209,
2020-04-09,Wales,Carmarthenshire,utla,W06000010,,
2020-04-08,Wales,Carmarthenshire,utla,W06000010,190,
2020-04-07,Wales,Carmarthenshire,utla,W06000010,161,
2020-04-06,Wales,Carmarthenshire,utla,W06000010,142,
2020-04-05,Wales,Carmarthenshire,utla,W06000010,,
2020-04-04,Wales,Carmarthenshire,utla,W06000010,,
2020-04-03,Wales,Carmarthenshire,utla,W06000010,,
2020-04-02,Wales,Carmarthenshire,utla,W06000010,,
2020-04-01,Wales,Carmarthenshire,utla,W06000010,,
2020-03-31,Wales,Carmarthenshire,utla,W06000010,,
2020-03-30,Wales,Carmarthenshire,utla,W06000010,,
2020-03-29,Wales,Carmarthenshire,utla,W06000010,,
2020-03-28,Wales,Carmarthenshire,utla,W06000010,,
2020-03-27,Wales,Carmarthenshire,utla,W06000010,,
2020-03-26,Wales,Carmarthenshire,utla,W06000010,,
2020-03-25,Wales,Carmarthenshire,utla,W06000010,,
2020-03-24,Wales,Carmarthenshire,utla,W06000010,,
2020-03-23,Wales,Carmarthenshire,utla,W06000010,,
2020-03-22,Wales,Carmarthenshire,utla,W06000010,,
2020-03-21,Wales,Carmarthenshire,utla,W06000010,,
2020-03-20,Wales,Carmarthenshire,utla,W06000010,8,
2020-03-19,Wales,Carmarthenshire,utla,W06000010,,
2020-03-18,Wales,Carmarthenshire,utla,W06000010,,
2020-03-17,Wales,Carmarthenshire,utla,W06000010,7,
2020-03-16,Wales,Carmarthenshire,utla,W06000010,7,
2020-03-15,Wales,Carmarthenshire,utla,W06000010,7,
2020-03-14,Wales,Carmarthenshire,utla,W06000010,4,
2020-03-13,Wales,Carmarthenshire,utla,W06000010,3,
2020-03-12,Wales,Carmarthenshire,utla,W06000010,2,
2020-03-11,Wales,Carmarthenshire,utla,W06000010,2,
2020-03-10,Wales,Carmarthenshire,utla,W06000010,2,
2020-03-09,Wales,Carmarthenshire,utla,W06000010,0,
2020-03-08,Wales,Carmarthenshire,utla,W06000010,0,
2020-03-07,Wales,Carmarthenshire,utla,W06000010,0,
2020-03-06,Wales,Carmarthenshire,utla,W06000010,0,
2020-03-05,Wales,Carmarthenshire,utla,W06000010,0,
2020-03-04,Wales,Carmarthenshire,utla,W06000010,0,
2020-03-03,Wales,Carmarthenshire,utla,W06000010,0,
2020-03-02,Wales,Carmarthenshire,utla,W06000010,0,
2020-03-01,Wales,Carmarthenshire,utla,W06000010,0,
2020-02-29,Wales,Carmarthenshire,utla,W06000010,0,
2020-02-28,Wales,Carmarthenshire,utla,W06000010,0,
2020-02-27,Wales,Carmarthenshire,utla,W06000010,0,
2020-02-26,Wales,Carmarthenshire,utla,W06000010,0,
2020-02-25,Wales,Carmarthenshire,utla,W06000010,0,
2020-04-20,Wales,Ceredigion,utla,W06000008,33,
2020-04-19,Wales,Ceredigion,utla,W06000008,33,
2020-04-18,Wales,Ceredigion,utla,W06000008,31,
2020-04-17,Wales,Ceredigion,utla,W06000008,31,
2020-04-16,Wales,Ceredigion,utla,W06000008,31,
2020-04-15,Wales,Ceredigion,utla,W06000008,30,
2020-04-14,Wales,Ceredigion,utla,W06000008,28,
2020-04-13,Wales,Ceredigion,utla,W06000008,28,
2020-04-12,Wales,Ceredigion,utla,W06000008,26,
2020-04-11,Wales,Ceredigion,utla,W06000008,26,
2020-04-10,Wales,Ceredigion,utla,W06000008,26,
2020-04-09,Wales,Ceredigion,utla,W06000008,,
