date,country,region,place_type,geo_code,cases,deaths
2020-02-25,Scotland,Lanarkshire,health_board,S08000032,0,
2020-04-04,Scotland,Lothian,health_board,S08000024,476,
2020-04-03,Scotland,Lothian,health_board,S08000024,408,
2020-04-02,Scotland,Lothian,health_board,S08000024,356,
2020-04-01,Scotland,Lothian,health_board,S08000024,311,
2020-03-31,Scotland,Lothian,health_board,S08000024,269,
2020-03-30,Scotland,Lothian,health_board,S08000024,208,
2020-03-29,Scotland,Lothian,health_board,S08000024,188,
2020-03-28,Scotland,Lothian,health_board,S08000024,151,
2020-03-27,Scotland,Lothian,health_board,S08000024,139,
2020-03-26,Scotland,Lothian,health_board,S08000024,111,
2020-03-25,Scotland,Lothian,health_board,S08000024,88,
2020-03-24,Scotland,Lothian,health_board,S08000024,70,
2020-03-23,Scotland,Lothian,health_board,S08000024,59,
2020-03-22,Scotland,Lothian,health_board,S08000024,46,
2020-03-21,Scotland,Lothian,health_board,S08000024,44,
2020-03-20,Scotland,Lothian,health_board,S08000024,40,
2020-03-19,Scotland,Lothian,health_board,S08000024,35,
2020-03-18,Scotland,Lothian,health_board,S08000024,33,
2020-03-17,Scotland,Lothian,health_board,S08000024,30,
2020-03-16,Scotland,Lothian,health_board,S08000024,29,
2020-03-15,Scotland,Lothian,health_board,S08000024,28,
2020-03-14,Scotland,Lothian,health_board,S08000024,25,
2020-03-13,Scotland,Lothian,health_board,S08000024,20,
2020-03-12,Scotland,Lothian,health_board,S08000024,11,
2020-03-11,Scotland,Lothian,health_board,S08000024,8,
2020-03-10,Scotland,Lothian,health_board,S08000024,7,
2020-03-09,Scotland,Lothian,health_board,S08000024,5,
2020-03-08,Scotland,Lothian,health_board,S08000024,3,
2020-03-07,Scotland,Lothian,health_board,S08000024,1,
2020-03-06,Scotland,Lothian,health_board,S08000024,1,
2020-03-05,Scotland,Lothian,health_board,S08000024,0,
2020-03-04,Scotland,Lothian,health_board,S08000024,0,
2020-03-03,Scotland,Lothian,health_board,S08000024,0,
2020-03-02,Scotland,Lothian,health_board,S08000024,0,
2020-03-01,Scotland,Lothian,health_board,S08000024,0,
2020-02-29,Scotland,Lothian,health_board,S08000024,0,
2020-02-28,Scotland,Lothian,health_board,S08000024,0,
2020-02-27,Scotland,Lothian,health_board,S08000024,0,
2020-02-26,Scotland,Lothian,health_board,S08000024,0,
2020-02-25,Scotland,Lothian,health_board,S08000024,0,
2020-04-04,Scotland,Orkney,health_board,S08000025,4,
2020-04-03,Scotland,Orkney,health_board,S08000025,2,
2020-04-02,Scotland,Orkney,health_board,S08000025,2,
2020-04-01,Scotland,Orkney,health_board,S08000025,2,
2020-03-31,Scotland,Orkney,health_board,S08000025,0,
2020-03-30,Scotland,Orkney,health_board,S08000025,0,
2020-03-29,Scotland,Orkney,health_board,S08000025,0,
2020-03-28,Scotland,Orkney,health_board,S08000025,0,
2020-03-27,Scotland,Orkney,health_board,S08000025,0,
2020-03-26,Scotland,Orkney,health_board,S08000025,0,
2020-03-25,Scotland,Orkney,health_board,S08000025,0,
2020-03-24,Scotland,Orkney,health_board,S08000025,0,
2020-03-23,Scotland,Orkney,health_board,S08000025,0,
2020-03-22,Scotland,Orkney,health_board,S08000025,0,
2020-03-21,Scotland,Orkney,health_board,S08000025,0,
2020-03-20,Scotland,Orkney,health_board,S08000025,0,
2020-03-19,Scotland,Orkney,health_board,S08000025,0,
2020-03-18,Scotland,Orkney,health_board,S08000025,0,
2020-03-17,Scotland,Orkney,health_board,S08000025,0,
2020-03-16,Scotland,Orkney,health_board,S08000025,0,
2020-03-15,Scotland,Orkney,health_board,S08000025,0,
2020-03-14,Scotland,Orkney,health_board,S08000025,0,
2020-03-13,Scotland,Orkney,health_board,S08000025,0,
2020-03-12,Scotland,Orkney,health_board,S08000025,0,
2020-03-11,Scotland,Orkney,health_board,S08000025,0,
2020-03-10,Scotland,Orkney,health_board,S08000025,0,
2020-03-09,Scotland,Orkney,health_board,S08000025,0,
2020-03-08,Scotland,Orkney,health_board,S08000025,0,
2020-03-07,Scotland,Orkney,health_board,S08000025,0,
2020-03-06,Scotland,Orkney,health_board,S08000025,0,
2020-03-05,Scotland,Orkney,health_board,S08000025,0,
2020-03-04,Scotland,Orkney,health_board,S08000025,0,
2020-03-03,Scotland,Orkney,health_board,S08000025,0,
2020-03-02,Scotland,Orkney,health_board,S08000025,0,
2020-03-01,Scotland,Orkney,health_board,S08000025,0,
2020-02-29,Scotland,Orkney,health_board,S08000025,0,
2020-02-28,Scotland,Orkney,health_board,S08000025,0,
2020-02-27,Scotland,Orkney,health_board,S08000025,0,
2020-02-26,Scotland,Orkney,health_board,S08000025,0,
2020-02-25,Scotland,Orkney,health_board,S08000025,0,
2020-04-04,Scotland,Shetland,health_board,S08000026,40,
2020-04-03,Scotland,Shetland,health_board,S08000026,36,
2020-04-02,Scotland,Shetland,health_board,S08000026,30,
2020-04-01,Scotland,Shetland,health_board,S08000026,30,
2020-03-31,Scotland,Shetland,health_board,S08000026,29,
2020-03-30,Scotland,Shetland,health_board,S08000026,27,
2020-03-29,Scotland,Shetland,health_board,S08000026,27,
2020-03-28,Scotland,Shetland,health_board,S08000026,27,
2020-03-27,Scotland,Shetland,health_board,S08000026,24,
2020-03-26,Scotland,Shetland,health_board,S08000026,24,
2020-03-25,Scotland,Shetland,health_board,S08000026,24,
2020-03-24,Scotland,Shetland,health_board,S08000026,24,
2020-03-23,Scotland,Shetland,health_board,S08000026,24,
2020-03-22,Scotland,Shetland,health_board,S08000026,24,
2020-03-21,Scotland,Shetland,health_board,S08000026,24,
2020-03-20,Scotland,Shetland,health_board,S08000026,24,
2020-03-19,Scotland,Shetland,health_board,S08000026,24,
2020-03-18,Scotland,Shetland,health_board,S08000026,16,
2020-03-17,Scotland,Shetland,health_board,S08000026,11,
2020-03-16,Scotland,Shetland,health_board,S08000026,15,
2020-03-15,Scotland,Shetland,health_board,S08000026,11,
2020-03-14,Scotland,Shetland,health_board,S08000026,11,
2020-03-13,Scotland,Shetland,health_board,S08000026,6,
2020-03-12,Scotland,Shetland,health_board,S08000026,6,
2020-03-11,Scotland,Shetland,health_board,S08000026,2,
2020-03-10,Scotland,Shetland,health_board,S08000026,2,
2020-03-09,Scotland,Shetland,health_board,S08000026,2,
2020-03-08,Scotland,Shetland,health_board,S08000026,0,
2020-03-07,Scotland,Shetland,health_board,S08000026,0,
2020-03-06,Scotland,Shetland,health_board,S08000026,0,
2020-03-05,Scotland,Shetland,health_board,S08000026,0,
2020-03-04,Scotland,Shetland,health_board,S08000026,0,
2020-03-03,Scotland,Shetland,health_board,S08000026,0,
2020-03-02,Scotland,Shetland,health_board,S08000026,0,
2020-03-01,Scotland,Shetland,health_board,S08000026,0,
2020-02-29,Scotland,Shetland,health_board,S08000026,0,
2020-02-28,Scotland,Shetland,health_board,S08000026,0,
2020-02-27,Scotland,Shetland,health_board,S08000026,0,
2020-02-26,Scotland,Shetland,health_board,S08000026,0,
2020-02-25,Scotland,Shetland,health_board,S08000026,0,
2020-04-04,Scotland,Tayside,health_board,S08000030,410,
2020-04-03,Scotland,Tayside,health_board,S08000030,353,
2020-04-02,Scotland,Tayside,health_board,S08000030,307,
2020-04-01,Scotland,Tayside,health_board,S08000030,254,
2020-03-31,Scotland,Tayside,health_board,S08000030,214,
2020-03-30,Scotland,Tayside,health_board,S08000030,108,
2020-03-29,Scotland,Tayside,health_board,S08000030,107,
2020-03-28,Scotland,Tayside,health_board,S08000030,107,
2020-03-27,Scotland,Tayside,health_board,S08000030,107,
2020-03-26,Scotland,Tayside,health_board,S08000030,76,
2020-03-25,Scotland,Tayside,health_board,S08000030,57,
2020-03-24,Scotland,Tayside,health_board,S08000030,48,
2020-03-23,Scotland,Tayside,health_board,S08000030,47,
2020-03-22,Scotland,Tayside,health_board,S08000030,38,
2020-03-21,Scotland,Tayside,health_board,S08000030,34,
2020-03-20,Scotland,Tayside,health_board,S08000030,31,
2020-03-19,Scotland,Tayside,health_board,S08000030,27,
2020-03-18,Scotland,Tayside,health_board,S08000030,24,
2020-03-17,Scotland,Tayside,health_board,S08000030,20,
2020-03-16,Scotland,Tayside,health_board,S08000030,17,
2020-03-15,Scotland,Tayside,health_board,S08000030,15,
2020-03-14,Scotland,Tayside,health_board,S08000030,11,
2020-03-13,Scotland,Tayside,health_board,S08000030,3,
2020-03-12,Scotland,Tayside,health_board,S08000030,4,
2020-03-11,Scotland,Tayside,health_board,S08000030,2,
2020-03-10,Scotland,Tayside,health_board,S08000030,1,
2020-03-09,Scotland,Tayside,health_board,S08000030,1,
2020-03-08,Scotland,Tayside,health_board,S08000030,1,
2020-03-07,Scotland,Tayside,health_board,S08000030,1,
2020-03-06,Scotland,Tayside,health_board,S08000030,1,
2020-03-05,Scotland,Tayside,health_board,S08000030,1,
2020-03-04,Scotland,Tayside,health_board,S08000030,1,
2020-03-03,Scotland,Tayside,health_board,S08000030,1,
2020-03-02,Scotland,Tayside,health_board,S08000030,1,
2020-03-01,Scotland,Tayside,health_board,S08000030,0,
2020-02-29,Scotland,Tayside,health_board,S08000030,0,
2020-02-28,Scotland,Tayside,health_board,S08000030,0,
2020-02-27,Scotland,Tayside,health_board,S08000030,0,
2020-02-26,Scotland,Tayside,health_board,S08000030,0,
2020-02-25,Scotland,Tayside,health_board,S08000030,0,
