date,iso,state,city,place_type,cases,deaths,recovered
2020-03-16,VIC,Victoria,,state,71,0,
2020-03-17,VIC,Victoria,,state,94,0,
2020-03-18,VIC,Victoria,,state,121,0,
2020-03-19,VIC,Victoria,,state,150,0,28
2020-03-20,VIC,Victoria,,state,178,0,39
2020-03-21,VIC,Victoria,,state,229,0,51
2020-03-22,VIC,Victoria,,state,296,0,70
2020-03-23,VIC,Victoria,,state,355,0,97
2020-03-24,VIC,Victoria,,state,411,0,113
2020-03-25,VIC,Victoria,,state,466,0,128
2020-03-26,VIC,Victoria,,state,520,3,149
2020-03-27,VIC,Victoria,,state,574,3,171
2020-03-28,VIC,Victoria,,state,685,3,191
2020-03-29,VIC,Victoria,,state,769,4,193
2020-03-30,VIC,Victoria,,state,821,4,248
2020-03-31,VIC,Victoria,,state,917,4,291
2020-04-01,VIC,Victoria,,state,968,4,344
2020-04-02,VIC,Victoria,,state,1036,6,422
2020-04-03,VIC,Victoria,,state,1085,7,476
2020-04-04,VIC,Victoria,,state,1115,8,526
2020-04-05,VIC,Victoria,,state,1135,8,573
2020-04-06,VIC,Victoria,,state,1158,10,619
2020-04-07,VIC,Victoria,,state,1191,11,686
2020-04-08,VIC,Victoria,,state,1212,12,736
2020-04-09,VIC,Victoria,,state,1228,12,806
2020-04-10,VIC,Victoria,,state,1241,13,926
2020-04-11,VIC,Victoria,,state,1265,14,986
2020-04-12,VIC,Victoria,,state,1268,14,1015
2020-04-13,VIC,Victoria,,state,1281,14,1075
2020-04-14,VIC,Victoria,,state,1291,14,1118
2020-04-15,VIC,Victoria,,state,1299,14,1137
2020-04-16,VIC,Victoria,,state,1301,14,1137
2020-04-17,VIC,Victoria,,state,1302,14,1159
2020-04-18,VIC,Victoria,,state,1319,14,1171
2020-04-19,VIC,Victoria,,state,1328,15,1188
2020-04-20,VIC,Victoria,,state,1329,15,1196
2020-04-21,VIC,Victoria,,state,1336,15,1202
2020-04-22,VIC,Victoria,,state,1336,15,1243
2020-04-23,VIC,Victoria,,state,1337,16,1251
2020-04-24,VIC,Victoria,,state,1343,16,1254
2020-04-25,VIC,Victoria,,state,1346,16,1262
2020-04-26,VIC,Victoria,,state,1349,17,1265
2020-04-27,VIC,Victoria,,state,1349,17,1280
2020-04-28,VIC,Victoria,,state,1351,17,1279
2020-04-29,VIC,Victoria,,state,1354,18,1287
2020-04-30,VIC,Victoria,,state,1361,18,1291
2020-05-01,VIC,Victoria,,state,1364,18,1293
2020-05-02,VIC,Victoria,,state,1371,18,1300
2020-05-03,VIC,Victoria,,state,1384,18,1300
2020-05-04,VIC,Victoria,,state,1406,18,1310
2020-05-05,VIC,Victoria,,state,1423,18,1311
2020-05-06,VIC,Victoria,,state,1440,18,1321
2020-05-07,VIC,Victoria,,state,1454,18,1322
2020-05-08,VIC,Victoria,,state,1467,18,1327
2020-05-09,VIC,Victoria,,state,1477,18,1336
2020-05-10,VIC,Victoria,,state,1487,18,1346
2020-05-11,VIC,Victoria,,state,1494,18,1360
2020-05-12,VIC,Victoria,,state,1509,18,1377
2020-05-13,VIC,Victoria,,state,1514,18,1385
2020-05-14,VIC,Victoria,,state,1523,18,1397
2020-05-15,VIC,Victoria,,state,1543,18,1406
2020-05-16,VIC,Victoria,,state,1554,18,1417
2020-05-17,VIC,Victoria,,state,1561,18,1417
2020-05-18,VIC,Victoria,,state,1567,18,1439
2020-05-19,VIC,Victoria,,state,1573,18,1454
2020-05-20,VIC,Victoria,,state,1580,18,1465
2020-05-21,VIC,Victoria,,state,1581,18,1473
2020-05-22,VIC,Victoria,,state,1593,18,1479
2020-05-23,VIC,Victoria,,state,1602,19,1484
2020-05-24,VIC,Victoria,,state,1603,19,1498
2020-05-25,VIC,Victoria,,state,1605,19,1520
2020-05-26,VIC,Victoria,,state,1610,19,1533
2020-05-27,VIC,Victoria,,state,1618,19,1539
2020-05-28,VIC,Victoria,,state,1628,19,1544
2020-05-29,VIC,Victoria,,state,1634,19,1549
2020-05-30,VIC,Victoria,,state,1645,19,1553
2020-05-31,VIC,Victoria,,state,1649,19,1557
2020-06-01,VIC,Victoria,,state,1653,19,1560
2020-06-02,VIC,Victoria,,state,1663,19,1563
2020-06-03,VIC,Victoria,,state,1670,19,1569
2020-06-04,VIC,Victoria,,state,1678,19,1584
2020-06-05,VIC,Victoria,,state,1681,19,1586
2020-06-06,VIC,Victoria,,state,1681,19,1589
2020-06-07,VIC,Victoria,,state,1685,19,1593
2020-06-08,VIC,Victoria,,state,1687,19,1595
2020-06-09,VIC,Victoria,,state,1687,19,1602
2020-06-10,VIC,Victoria,,state,1691,19,1616
2020-06-11,VIC,Victoria,,state,1699,19,1621
2020-06-12,VIC,Victoria,,state,1703,19,1632
2020-06-13,VIC,Victoria,,state,1711,19,1641
2020-06-14,VIC,Victoria,,state,1720,19,1657
2020-06-15,VIC,Victoria,,state,1732,19,1661
2020-06-16,VIC,Victoria,,state,1741,19,1664
2020-06-17,VIC,Victoria,,state,1762,19,1671
2020-06-18,VIC,Victoria,,state,1780,19,1678
2020-06-19,VIC,Victoria,,state,1792,19,1680
2020-06-20,VIC,Victoria,,state,1817,19,1686
2020-06-21,VIC,Victoria,,state,1836,19,1694
2020-06-22,VIC,Victoria,,state,1847,19,1701
2020-06-23,VIC,Victoria,,state,1864,19,1712
2020-06-24,VIC,Victoria,,state,1884,20,1721
2020-06-25,VIC,Victoria,,state,1917,20,1732
2020-06-26,VIC,Victoria,,state,1947,20,1742
2020-06-27,VIC,Victoria,,state,1987,20,1761
2020-06-28,VIC,Victoria,,state,2028,20,1775
2020-06-29,VIC,Victoria,,state,2099,20,1789
2020-06-30,VIC,Victoria,,state,2159,20,1816
2020-07-01,VIC,Victoria,,state,2231,20,1839
2020-07-02,VIC,Victoria,,state,2303,20,1866
2020-07-03,VIC,Victoria,,state,2368,20,1904
2020-07-04,VIC,Victoria,,state,2469,20,1938
2020-07-05,VIC,Victoria,,state,2536,20,1971
2020-07-06,VIC,Victoria,,state,2660,22,1992
2020-07-07,VIC,Victoria,,state,2824,22,2028
2020-07-08,VIC,Victoria,,state,2942,22,2058
2020-07-09,VIC,Victoria,,state,3098,22,2142
2020-07-10,VIC,Victoria,,state,3379,22,2183
2020-07-11,VIC,Victoria,,state,3560,23,2286
2020-07-12,VIC,Victoria,,state,3799,24,2289
2020-07-13,VIC,Victoria,,state,3967,24,2329
2020-07-14,VIC,Victoria,,state,4224,26,2395
2020-07-15,VIC,Victoria,,state,4448,27,2488
2020-07-16,VIC,Victoria,,state,4750,29,2591
2020-07-17,VIC,Victoria,,state,5165,32,2669
2020-07-18,VIC,Victoria,,state,5353,35,2709
2020-07-19,VIC,Victoria,,state,5696,38,2819
2020-07-20,VIC,Victoria,,state,5942,39,2933
2020-07-21,VIC,Victoria,,state,6289,42,3078
2020-07-22,VIC,Victoria,,state,6739,44,3184
2020-07-23,VIC,Victoria,,state,7125,49,3298
2020-07-24,VIC,Victoria,,state,7405,55,3450
2020-07-25,VIC,Victoria,,state,7744,61,3529
2020-07-26,VIC,Victoria,,state,8181,71,3680
2020-07-27,VIC,Victoria,,state,8696,77,3817
2020-07-28,VIC,Victoria,,state,9049,83,3937
2020-07-29,VIC,Victoria,,state,9304,92,4123
2020-07-30,VIC,Victoria,,state,9998,105,4259
2020-07-31,VIC,Victoria,,state,10577,112,4479
2020-08-01,VIC,Victoria,,state,10931,116,4696
2020-08-02,VIC,Victoria,,state,11557,123,4915
2020-08-03,VIC,Victoria,,state,11937,136,5111
2020-08-04,VIC,Victoria,,state,12335,147,5283
2020-08-05,VIC,Victoria,,state,13035,162,5424
2020-08-06,VIC,Victoria,,state,13469,170,5628
2020-08-07,VIC,Victoria,,state,13867,181,5829
2020-08-08,VIC,Victoria,,state,14283,193,6066
2020-08-09,VIC,Victoria,,state,14659,210,6378
2020-08-10,VIC,Victoria,,state,14957,228,6642
2020-08-11,VIC,Victoria,,state,15251,246,6889
2020-08-12,VIC,Victoria,,state,15646,267,7271
2020-08-13,VIC,Victoria,,state,15863,275,7493
2020-08-14,VIC,Victoria,,state,16234,289,7842
2020-08-15,VIC,Victoria,,state,16517,293,8121
2020-08-16,VIC,Victoria,,state,16767,309,8570
2020-08-17,VIC,Victoria,,state,17028,334,9023
2020-08-18,VIC,Victoria,,state,17238,351,9413
2020-08-19,VIC,Victoria,,state,17446,363,9729
2020-08-20,VIC,Victoria,,state,17683,376,12334
2020-08-21,VIC,Victoria,,state,17853,385,12940
2020-08-22,VIC,Victoria,,state,18029,398,13239
2020-08-23,VIC,Victoria,,state,18231,415,13708
2020-08-24,VIC,Victoria,,state,18330,430,14077
2020-08-25,VIC,Victoria,,state,18464,438,14288
2020-08-26,VIC,Victoria,,state,18608,462,14572
2020-08-27,VIC,Victoria,,state,18714,485,14837
