date,iso,state,city,place_type,cases,deaths,recovered
2020-04-04,TAS,Tasmania,,state,82,2,
2020-04-05,TAS,Tasmania,,state,86,2,26
2020-04-06,TAS,Tasmania,,state,89,2,29
2020-04-07,TAS,Tasmania,,state,98,3,34
2020-04-08,TAS,Tasmania,,state,107,3,34
2020-04-09,TAS,Tasmania,,state,111,3,48
2020-04-10,TAS,Tasmania,,state,122,4,
2020-04-11,TAS,Tasmania,,state,133,4,52
2020-04-12,TAS,Tasmania,,state,144,5,53
2020-04-13,TAS,Tasmania,,state,150,5,57
2020-04-14,TAS,Tasmania,,state,165,6,57
2020-04-15,TAS,Tasmania,,state,169,6,57
2020-04-16,TAS,Tasmania,,state,180,6,67
2020-04-17,TAS,Tasmania,,state,184,7,66
2020-04-18,TAS,Tasmania,,state,188,8,68
2020-04-19,TAS,Tasmania,,state,195,8,
2020-04-20,TAS,Tasmania,,state,200,8,71
2020-04-21,TAS,Tasmania,,state,201,8,74
2020-04-22,TAS,Tasmania,,state,205,8,77
2020-04-23,TAS,Tasmania,,state,205,8,91
2020-04-24,TAS,Tasmania,,state,207,9,106
2020-04-25,TAS,Tasmania,,state,208,10,117
2020-04-26,TAS,Tasmania,,state,212,11,123
2020-04-27,TAS,Tasmania,,state,214,11,132
2020-04-28,TAS,Tasmania,,state,218,11,135
2020-04-29,TAS,Tasmania,,state,219,11,137
2020-04-30,TAS,Tasmania,,state,221,13,144
2020-05-01,TAS,Tasmania,,state,221,13,153
2020-05-02,TAS,Tasmania,,state,221,13,157
2020-05-03,TAS,Tasmania,,state,221,13,158
2020-05-04,TAS,Tasmania,,state,221,13,164
2020-05-05,TAS,Tasmania,,state,223,13,165
2020-05-06,TAS,Tasmania,,state,223,13,168
2020-05-07,TAS,Tasmania,,state,225,13,170
2020-05-08,TAS,Tasmania,,state,225,13,177
2020-05-09,TAS,Tasmania,,state,225,13,179
2020-05-10,TAS,Tasmania,,state,225,13,185
2020-05-11,TAS,Tasmania,,state,225,13,183
2020-05-12,TAS,Tasmania,,state,225,13,185
2020-05-13,TAS,Tasmania,,state,225,13,187
2020-05-14,TAS,Tasmania,,state,225,13,187
2020-05-15,TAS,Tasmania,,state,226,13,190
2020-05-16,TAS,Tasmania,,state,226,13,195
2020-05-17,TAS,Tasmania,,state,226,13,195
2020-05-18,TAS,Tasmania,,state,226,13,197
2020-05-19,TAS,Tasmania,,state,226,13,198
2020-05-20,TAS,Tasmania,,state,226,13,198
2020-05-21,TAS,Tasmania,,state,226,13,199
2020-05-22,TAS,Tasmania,,state,226,13,201
2020-05-23,TAS,Tasmania,,state,226,13,201
2020-05-24,TAS,Tasmania,,state,226,13,202
2020-05-25,TAS,Tasmania,,state,226,13,203
2020-05-26,TAS,Tasmania,,state,226,13,205
2020-05-27,TAS,Tasmania,,state,226,13,205
2020-05-28,TAS,Tasmania,,state,226,13,205
2020-05-29,TAS,Tasmania,,state,226,13,205
2020-05-30,TAS,Tasmania,,state,226,13,207
2020-05-31,TAS,Tasmania,,state,226,13,208
2020-06-01,TAS,Tasmania,,state,226,13,209
2020-06-02,TAS,Tasmania,,state,226,13,209
2020-06-03,TAS,Tasmania,,state,226,13,210
2020-06-04,TAS,Tasmania,,state,226,13,210
2020-06-05,TAS,Tasmania,,state,226,13,210
2020-06-06,TAS,Tasmania,,state,226,13,210
2020-06-07,TAS,Tasmania,,state,226,13,211
2020-06-08,TAS,Tasmania,,state,226,13,211
2020-06-09,TAS,Tasmania,,state,226,13,211
2020-06-10,TAS,Tasmania,,state,226,13,211
2020-06-11,TAS,Tasmania,,state,226,13,211
2020-06-12,TAS,Tasmania,,state,226,13,213
2020-06-13,TAS,Tasmania,,state,226,13,213
2020-06-14,TAS,Tasmania,,state,226,13,213
2020-06-15,TAS,Tasmania,,state,226,13,213
2020-06-16,TAS,Tasmania,,state,226,13,213
2020-06-17,TAS,Tasmania,,state,226,13,213
2020-06-18,TAS,Tasmania,,state,226,13,213
2020-06-19,TAS,Tasmania,,state,226,13,213
2020-06-20,TAS,Tasmania,,state,226,13,213
2020-06-21,TAS,Tasmania,,state,226,13,213
2020-06-22,TAS,Tasmania,,state,226,13,213
2020-06-23,TAS,Tasmania,,state,226,13,213
2020-06-24,TAS,Tasmania,,state,226,13,213
2020-06-25,TAS,Tasmania,,state,226,13,213
2020-06-26,TAS,Tasmania,,state,226,13,213
2020-06-27,TAS,Tasmania,,state,226,13,213
2020-06-28,TAS,Tasmania,,state,226,13,213
2020-06-29,TAS,Tasmania,,state,226,13,213
2020-06-30,TAS,Tasmania,,state,226,13,213
2020-07-01,TAS,Tasmania,,state,226,13,213
2020-07-02,TAS,Tasmania,,state,226,13,213
2020-07-03,TAS,Tasmania,,state,226,13,213
2020-07-04,TAS,Tasmania,,state,226,13,213
2020-07-05,TAS,Tasmania,,state,226,13,213
2020-07-06,TAS,Tasmania,,state,226,13,213
2020-07-07,TAS,Tasmania,,state,226,13,213
2020-07-08,TAS,Tasmania,,state,226,13,213
2020-07-09,TAS,Tasmania,,state,226,13,213
2020-07-10,TAS,Tasmania,,state,226,13,213
2020-07-11,TAS,Tasmania,,state,226,13,213
2020-07-12,TAS,Tasmania,,state,226,13,213
2020-07-13,TAS,Tasmania,,state,226,13,213
2020-07-14,TAS,Tasmania,,state,226,13,213
2020-07-15,TAS,Tasmania,,state,226,13,213
2020-07-16,TAS,Tasmania,,state,226,13,213
2020-07-17,TAS,Tasmania,,state,226,13,213
2020-07-18,TAS,Tasmania,,state,226,13,213
2020-07-19,TAS,Tasmania,,state,226,13,213
2020-07-20,TAS,Tasmania,,state,227,13,213
2020-07-21,TAS,Tasmania,,state,227,13,213
2020-07-22,TAS,Tasmania,,state,227,13,213
2020-07-23,TAS,Tasmania,,state,227,13,213
2020-07-24,TAS,Tasmania,,state,227,13,213
2020-07-25,TAS,Tasmania,,state,227,13,213
2020-07-26,TAS,Tasmania,,state,227,13,213
2020-07-27,TAS,Tasmania,,state,227,13,213
2020-07-28,TAS,Tasmania,,state,227,13,213
2020-07-29,TAS,Tasmania,,state,227,13,213
2020-07-30,TAS,Tasmania,,state,227,13,213
2020-07-31,TAS,Tasmania,,state,227,13,214
2020-08-01,TAS,Tasmania,,state,227,13,214
2020-08-02,TAS,Tasmania,,state,227,13,214
2020-08-03,TAS,Tasmania,,state,227,13,214
2020-08-04,TAS,Tasmania,,state,227,13,214
2020-08-05,TAS,Tasmania,,state,227,13,214
2020-08-06,TAS,Tasmania,,state,227,13,214
2020-08-07,TAS,Tasmania,,state,227,13,214
2020-08-08,TAS,Tasmania,,state,227,13,214
2020-08-09,TAS,Tasmania,,state,227,13,214
2020-08-10,TAS,Tasmania,,state,227,13,214
2020-08-11,TAS,Tasmania,,state,228,13,214
2020-08-12,TAS,Tasmania,,state,228,13,214
2020-08-13,TAS,Tasmania,,state,228,13,214
2020-08-14,TAS,Tasmania,,state,228,13,214
2020-08-15,TAS,Tasmania,,state,228,13,214
2020-08-16,TAS,Tasmania,,state,228,13,214
2020-08-17,TAS,Tasmania,,state,228,13,214
2020-08-18,TAS,Tasmania,,state,228,13,214
2020-08-19,TAS,Tasmania,,state,228,13,214
2020-08-20,TAS,Tasmania,,state,228,13,214
2020-08-21,TAS,Tasmania,,state,228,13,214
2020-08-22,TAS,Tasmania,,state,228,13,214
2020-08-23,TAS,Tasmania,,state,228,13,214
2020-08-24,TAS,Tasmania,,state,228,13,214
2020-08-25,TAS,Tasmania,,state,228,13,214
2020-08-26,TAS,Tasmania,,state,228,13,214
2020-08-27,TAS,Tasmania,,state,228,13,214
2020-08-28,TAS,Tasmania,,state,228,13,214
2020-08-29,TAS,Tasmania,,state,228,13,214
2020-08-30,TAS,Tasmania,,state,228,13,214
2020-08-31,TAS,Tasmania,,state,228,13,214
2020-09-01,TAS,Tasmania,,state,228,13,214
2020-09-02,TAS,Tasmania,,state,228,13,215
2020-09-03,TAS,Tasmania,,state,228,13,215
2020-09-04,TAS,Tasmania,,state,228,13,215
2020-09-05,TAS,Tasmania,,state,228,13,215
2020-09-06,TAS,Tasmania,,state,228,13,215
2020-09-07,TAS,Tasmania,,state,228,13,215
2020-09-08,TAS,Tasmania,,state,228,13,215
2020-09-09,TAS,Tasmania,,state,228,13,215
2020-09-10,TAS,Tasmania,,state,228,13,215
2020-09-11,TAS,Tasmania,,state,228,13,215
2020-09-12,TAS,Tasmania,,state,228,13,215
2020-09-13,TAS,Tasmania,,state,228,13,215
2020-09-14,TAS,Tasmania,,state,228,13,215
2020-09-15,TAS,Tasmania,,state,228,13,215
2020-09-16,TAS,Tasmania,,state,228,13,215
2020-09-17,TAS,Tasmania,,state,228,13,215
2020-09-18,TAS,Tasmania,,state,228,13,215
2020-09-19,TAS,Tasmania,,state,228,13,215
2020-09-20,TAS,Tasmania,,state,228,13,215
2020-09-21,TAS,Tasmania,,state,228,13,215
2020-09-22,TAS,Tasmania,,state,228,13,215
2020-09-23,TAS,Tasmania,,state,228,13,215
2020-09-24,TAS,Tasmania,,state,228,13,215
2020-09-25,TAS,Tasmania,,state,228,13,215
2020-09-26,TAS,Tasmania,,state,228,13,215
2020-09-27,TAS,Tasmania,,state,228,13,215
2020-09-28,TAS,Tasmania,,state,228,13,215
2020-09-29,TAS,Tasmania,,state,228,13,215
2020-09-30,TAS,Tasmania,,state,228,13,215
2020-10-01,TAS,Tasmania,,state,228,13,215
2020-10-02,TAS,Tasmania,,state,228,13,215
2020-10-03,TAS,Tasmania,,state,228,13,215
2020-10-04,TAS,Tasmania,,state,228,13,215
2020-10-05,TAS,Tasmania,,state,228,13,215
2020-10-06,TAS,Tasmania,,state,228,13,215
2020-10-07,TAS,Tasmania,,state,228,13,215
2020-10-08,TAS,Tasmania,,state,228,13,215
2020-10-09,TAS,Tasmania,,state,228,13,215
2020-10-10,TAS,Tasmania,,state,228,13,215
2020-10-11,TAS,Tasmania,,state,228,13,215
2020-10-12,TAS,Tasmania,,state,228,13,215
2020-10-13,TAS,Tasmania,,state,228,13,215
2020-10-14,TAS,Tasmania,,state,228,13,215
2020-10-15,TAS,Tasmania,,state,228,13,215
2020-10-16,TAS,Tasmania,,state,228,13,215
2020-10-17,TAS,Tasmania,,state,228,13,215
2020-10-18,TAS,Tasmania,,state,228,13,215
2020-10-19,TAS,Tasmania,,state,228,13,215
2020-10-20,TAS,Tasmania,,state,228,13,215
2020-10-21,TAS,Tasmania,,state,228,13,215
2020-10-22,TAS,Tasmania,,state,228,13,215
2020-10-23,TAS,Tasmania,,state,228,13,215
2020-10-24,TAS,Tasmania,,state,228,13,215
2020-10-25,TAS,Tasmania,,state,228,13,215
2020-10-26,TAS,Tasmania,,state,228,13,215
2020-10-27,TAS,Tasmania,,state,228,13,215
2020-10-28,TAS,Tasmania,,state,228,13,215
2020-10-29,TAS,Tasmania,,state,228,13,215
2020-10-30,TAS,Tasmania,,state,228,13,215
2020-10-31,TAS,Tasmania,,state,228,13,215
2020-11-01,TAS,Tasmania,,state,228,13,215
2020-11-02,TAS,Tasmania,,state,228,13,215
2020-11-03,TAS,Tasmania,,state,228,13,215
2020-11-04,TAS,Tasmania,,state,228,13,215
2020-11-05,TAS,Tasmania,,state,228,13,215
2020-11-06,TAS,Tasmania,,state,228,13,215
2020-11-07,TAS,Tasmania,,state,228,13,215
2020-11-08,TAS,Tasmania,,state,228,13,215
2020-11-09,TAS,Tasmania,,state,228,13,215
2020-11-10,TAS,Tasmania,,state,228,13,215
2020-11-11,TAS,Tasmania,,state,228,13,215
2020-11-12,TAS,Tasmania,,state,228,13,215
2020-11-13,TAS,Tasmania,,state,228,13,215
2020-11-14,TAS,Tasmania,,state,228,13,215
2020-11-15,TAS,Tasmania,,state,228,13,215
2020-11-16,TAS,Tasmania,,state,228,13,215
2020-11-17,TAS,Tasmania,,state,228,13,215
2020-11-18,TAS,Tasmania,,state,228,13,215
2020-11-19,TAS,Tasmania,,state,228,13,215
2020-11-20,TAS,Tasmania,,state,228,13,215
2020-11-21,TAS,Tasmania,,state,228,13,215
2020-11-22,TAS,Tasmania,,state,228,13,215
2020-11-23,TAS,Tasmania,,state,228,13,215
2020-11-24,TAS,Tasmania,,state,228,13,215
2020-11-25,TAS,Tasmania,,state,228,13,215
2020-11-26,TAS,Tasmania,,state,228,13,215
2020-11-27,TAS,Tasmania,,state,228,13,215
2020-11-28,TAS,Tasmania,,state,228,13,215
2020-11-29,TAS,Tasmania,,state,228,13,215
2020-11-30,TAS,Tasmania,,state,228,13,215
2020-12-01,TAS,Tasmania,,state,228,13,215
2020-12-02,TAS,Tasmania,,state,228,13,215
2020-12-03,TAS,Tasmania,,state,228,13,215
2020-12-04,TAS,Tasmania,,state,228,13,215
2020-12-05,TAS,Tasmania,,state,228,13,215
2020-12-06,TAS,Tasmania,,state,228,13,215
2020-12-07,TAS,Tasmania,,state,228,13,215
2020-12-08,TAS,Tasmania,,state,228,13,215
2020-12-09,TAS,Tasmania,,state,231,13,215
2020-12-10,TAS,Tasmania,,state,232,13,215
2020-12-11,TAS,Tasmania,,state,232,13,215
2020-12-12,TAS,Tasmania,,state,232,13,215
2020-12-13,TAS,Tasmania,,state,232,13,215
2020-12-14,TAS,Tasmania,,state,232,13,215
2020-12-15,TAS,Tasmania,,state,232,13,215
2020-12-16,TAS,Tasmania,,state,232,13,215
2020-12-17,TAS,Tasmania,,state,232,13,215
2020-12-18,TAS,Tasmania,,state,232,13,215
2020-12-19,TAS,Tasmania,,state,232,13,215
2020-12-20,TAS,Tasmania,,state,232,13,219
2020-12-21,TAS,Tasmania,,state,232,13,219
2020-12-22,TAS,Tasmania,,state,232,13,219
2020-12-23,TAS,Tasmania,,state,232,13,219
2020-12-24,TAS,Tasmania,,state,232,13,219
2020-12-25,TAS,Tasmania,,state,232,13,219
2020-12-26,TAS,Tasmania,,state,232,13,219
2020-12-27,TAS,Tasmania,,state,232,13,219
2020-12-28,TAS,Tasmania,,state,232,13,219
2020-12-29,TAS,Tasmania,,state,232,13,219
2020-12-30,TAS,Tasmania,,state,232,13,219
2020-12-31,TAS,Tasmania,,state,232,13,219
2021-01-01,TAS,Tasmania,,state,232,13,219
2021-01-02,TAS,Tasmania,,state,232,13,219
2021-01-03,TAS,Tasmania,,state,232,13,219
2021-01-04,TAS,Tasmania,,state,232,13,
2021-01-05,TAS,Tasmania,,state,232,13,219
2021-01-06,TAS,Tasmania,,state,232,13,219
2021-01-07,TAS,Tasmania,,state,232,13,219
2021-01-08,TAS,Tasmania,,state,232,13,219
2021-01-09,TAS,Tasmania,,state,232,13,219
2021-01-10,TAS,Tasmania,,state,232,13,219
2021-01-11,TAS,Tasmania,,state,232,13,219
2021-01-12,TAS,Tasmania,,state,232,13,219
2021-01-13,TAS,Tasmania,,state,232,13,219
2021-01-14,TAS,Tasmania,,state,232,13,219
2021-01-15,TAS,Tasmania,,state,232,13,219
2021-01-16,TAS,Tasmania,,state,232,13,219
2021-01-17,TAS,Tasmania,,state,232,13,219
2021-01-18,TAS,Tasmania,,state,232,13,219
2021-01-19,TAS,Tasmania,,state,232,13,219
2021-01-20,TAS,Tasmania,,state,232,13,219
2021-01-21,TAS,Tasmania,,state,232,13,219
2021-01-22,TAS,Tasmania,,state,232,13,219
2021-01-23,TAS,Tasmania,,state,232,13,219
2021-01-24,TAS,Tasmania,,state,232,13,219
2021-01-25,TAS,Tasmania,,state,232,13,219
2021-01-26,TAS,Tasmania,,state,232,13,219
2021-01-27,TAS,Tasmania,,state,232,13,219
2021-01-28,TAS,Tasmania,,state,232,13,219
2021-01-29,TAS,Tasmania,,state,232,13,219
2021-01-30,TAS,Tasmania,,state,232,13,219
2021-01-31,TAS,Tasmania,,state,232,13,219
2021-02-01,TAS,Tasmania,,state,232,13,219
2021-02-02,TAS,Tasmania,,state,232,13,219
2021-02-03,TAS,Tasmania,,state,232,13,219
2021-02-04,TAS,Tasmania,,state,232,13,219
2021-02-05,TAS,Tasmania,,state,232,13,219
2021-02-06,TAS,Tasmania,,state,232,13,219
2021-02-07,TAS,Tasmania,,state,232,13,219
2021-02-08,TAS,Tasmania,,state,232,13,219
2021-02-09,TAS,Tasmania,,state,232,13,219
2021-02-10,TAS,Tasmania,,state,232,13,219
2021-02-11,TAS,Tasmania,,state,232,13,219
2021-02-12,TAS,Tasmania,,state,232,13,219
2021-02-13,TAS,Tasmania,,state,232,13,219
2021-02-14,TAS,Tasmania,,state,232,13,219
2021-02-15,TAS,Tasmania,,state,232,13,219
2021-02-16,TAS,Tasmania,,state,232,13,219
2021-02-17,TAS,Tasmania,,state,232,13,219
2021-02-18,TAS,Tasmania,,state,232,13,219
2021-02-19,TAS,Tasmania,,state,232,13,219
2021-02-20,TAS,Tasmania,,state,232,13,219
2021-02-21,TAS,Tasmania,,state,232,13,219
2021-02-22,TAS,Tasmania,,state,232,13,219
2021-02-23,TAS,Tasmania,,state,232,13,219
2021-02-24,TAS,Tasmania,,state,232,13,219
2021-02-25,TAS,Tasmania,,state,232,13,219
2021-02-26,TAS,Tasmania,,state,232,13,219
2021-02-27,TAS,Tasmania,,state,232,13,219
2021-02-28,TAS,Tasmania,,state,232,13,219
2021-03-01,TAS,Tasmania,,state,232,13,219
2021-03-02,TAS,Tasmania,,state,232,13,219
2021-03-03,TAS,Tasmania,,state,232,13,219
2021-03-04,TAS,Tasmania,,state,232,13,219
2021-03-05,TAS,Tasmania,,state,232,13,219
2021-03-06,TAS,Tasmania,,state,232,13,219
2021-03-07,TAS,Tasmania,,state,232,13,219
2021-03-08,TAS,Tasmania,,state,232,13,219
2021-03-09,TAS,Tasmania,,state,232,13,219
2021-03-10,TAS,Tasmania,,state,232,13,219
2021-03-11,TAS,Tasmania,,state,232,13,219
2021-03-12,TAS,Tasmania,,state,232,13,219
2021-03-13,TAS,Tasmania,,state,232,13,219
2021-03-14,TAS,Tasmania,,state,232,13,219
2021-03-15,TAS,Tasmania,,state,232,13,219
2021-03-16,TAS,Tasmania,,state,232,13,219
2021-03-17,TAS,Tasmania,,state,232,13,219
2021-03-18,TAS,Tasmania,,state,232,13,219
2021-03-19,TAS,Tasmania,,state,232,13,219
2021-03-20,TAS,Tasmania,,state,232,13,219
2021-03-21,TAS,Tasmania,,state,232,13,219
2021-03-22,TAS,Tasmania,,state,232,13,219
2021-03-23,TAS,Tasmania,,state,232,13,219
2021-03-24,TAS,Tasmania,,state,232,13,219
2021-03-25,TAS,Tasmania,,state,232,13,219
2021-03-26,TAS,Tasmania,,state,232,13,219
2021-03-27,TAS,Tasmania,,state,232,13,219
2021-03-28,TAS,Tasmania,,state,232,13,219
2021-03-29,TAS,Tasmania,,state,232,13,219
2021-03-30,TAS,Tasmania,,state,232,13,219
2021-03-31,TAS,Tasmania,,state,232,13,219
2021-04-01,TAS,Tasmania,,state,232,13,219
2021-04-02,TAS,Tasmania,,state,232,13,219
2021-04-03,TAS,Tasmania,,state,232,13,219
2021-04-04,TAS,Tasmania,,state,232,13,219
2021-04-05,TAS,Tasmania,,state,232,13,219
2021-04-06,TAS,Tasmania,,state,232,13,219
2021-04-07,TAS,Tasmania,,state,232,13,219
2021-04-08,TAS,Tasmania,,state,232,13,219
2021-04-09,TAS,Tasmania,,state,232,13,219
2021-04-10,TAS,Tasmania,,state,232,13,219
2021-04-11,TAS,Tasmania,,state,232,13,219
2021-04-12,TAS,Tasmania,,state,232,13,219
2021-04-13,TAS,Tasmania,,state,232,13,219
2021-04-14,TAS,Tasmania,,state,232,13,219
2021-04-15,TAS,Tasmania,,state,232,13,219
2021-04-16,TAS,Tasmania,,state,232,13,219
2021-04-17,TAS,Tasmania,,state,232,13,219
2021-04-18,TAS,Tasmania,,state,232,13,219
2021-04-19,TAS,Tasmania,,state,232,13,219
2021-04-20,TAS,Tasmania,,state,232,13,219
2021-04-21,TAS,Tasmania,,state,232,13,219
2021-04-22,TAS,Tasmania,,state,232,13,219
2021-04-23,TAS,Tasmania,,state,232,13,219
2021-04-24,TAS,Tasmania,,state,232,13,219
2021-04-25,TAS,Tasmania,,state,232,13,219
2021-04-26,TAS,Tasmania,,state,232,13,219
2021-04-27,TAS,Tasmania,,state,232,13,219
2021-04-28,TAS,Tasmania,,state,232,13,219
2021-04-29,TAS,Tasmania,,state,232,13,219
2021-04-30,TAS,Tasmania,,state,232,13,219
2021-05-01,TAS,Tasmania,,state,232,13,219
2021-05-02,TAS,Tasmania,,state,232,13,219
2021-05-03,TAS,Tasmania,,state,232,13,219
2021-05-04,TAS,Tasmania,,state,232,13,219
2021-05-05,TAS,Tasmania,,state,232,13,219
2021-05-06,TAS,Tasmania,,state,232,13,219
2021-05-07,TAS,Tasmania,,state,232,13,219
2021-05-08,TAS,Tasmania,,state,232,13,219
2021-05-09,TAS,Tasmania,,state,232,13,219
2021-05-10,TAS,Tasmania,,state,232,13,219
2021-05-11,TAS,Tasmania,,state,232,13,219
2021-05-12,TAS,Tasmania,,state,232,13,219
2021-05-13,TAS,Tasmania,,state,232,13,219
2021-05-14,TAS,Tasmania,,state,232,13,219
2021-05-15,TAS,Tasmania,,state,232,13,219
2021-05-16,TAS,Tasmania,,state,232,13,219
2021-05-17,TAS,Tasmania,,state,232,13,219
2021-05-18,TAS,Tasmania,,state,232,13,219
2021-05-19,TAS,Tasmania,,state,232,13,219
2021-05-20,TAS,Tasmania,,state,232,13,219
2021-05-21,TAS,Tasmania,,state,232,13,219
2021-05-22,TAS,Tasmania,,state,232,13,219
2021-05-23,TAS,Tasmania,,state,232,13,219
2021-05-24,TAS,Tasmania,,state,232,13,219
2021-05-25,TAS,Tasmania,,state,232,13,219
2021-05-26,TAS,Tasmania,,state,232,13,219
2021-05-27,TAS,Tasmania,,state,232,13,219
2021-05-28,TAS,Tasmania,,state,232,13,219
2021-05-29,TAS,Tasmania,,state,232,13,219
2021-05-30,TAS,Tasmania,,state,232,13,219
2021-05-31,TAS,Tasmania,,state,232,13,219
2021-06-01,TAS,Tasmania,,state,232,13,219
2021-06-02,TAS,Tasmania,,state,232,13,219
2021-06-03,TAS,Tasmania,,state,232,13,219
2021-06-04,TAS,Tasmania,,state,232,13,219
2020-01-04,TAS,Tasmania,,state,,,219
