date,state,county,place_type,fips,cases,deaths
2021-08-05,North Carolina,,state,37,1067787,13740
2021-08-04,North Carolina,,state,37,1063505,13716
2021-08-03,North Carolina,,state,37,1060143,13695
2021-08-02,North Carolina,,state,37,1057204,13681
2021-08-01,North Carolina,,state,37,1049288,13651
2021-07-31,North Carolina,,state,37,1049288,13651
2021-07-30,North Carolina,,state,37,1049229,13651
2021-07-29,North Carolina,,state,37,1046041,13634
2021-07-28,North Carolina,,state,37,1042714,13616
2021-07-27,North Carolina,,state,37,1040149,13600
2021-07-26,North Carolina,,state,37,1038172,13590
2021-07-25,North Carolina,,state,37,1032686,13586
2021-07-24,North Carolina,,state,37,1032686,13586
2021-07-23,North Carolina,,state,37,1032686,13586
2021-07-22,North Carolina,,state,37,1031031,13578
2021-07-21,North Carolina,,state,37,1029263,13566
2021-07-20,North Carolina,,state,37,1027790,13557
2021-07-19,North Carolina,,state,37,1026982,13551
2021-07-18,North Carolina,,state,37,1024084,13533
2021-07-17,North Carolina,,state,37,1024084,13533
2021-07-16,North Carolina,,state,37,1023968,13533
2021-07-15,North Carolina,,state,37,1022938,13529
2021-07-14,North Carolina,,state,37,1021908,13522
2021-07-13,North Carolina,,state,37,1020940,13515
2021-07-12,North Carolina,,state,37,1020283,13512
2021-07-11,North Carolina,,state,37,1018556,13496
2021-07-10,North Carolina,,state,37,1018556,13496
2021-07-09,North Carolina,,state,37,1018499,13496
2021-07-08,North Carolina,,state,37,1017954,13488
2021-07-07,North Carolina,,state,37,1017312,13473
2021-07-06,North Carolina,,state,37,1016742,13468
2021-07-05,North Carolina,,state,37,1015417,13447
2021-07-04,North Carolina,,state,37,1015417,13447
2021-07-03,North Carolina,,state,37,1015417,13447
2021-07-02,North Carolina,,state,37,1015363,13447
2021-07-01,North Carolina,,state,37,1014967,13447
2021-06-30,North Carolina,,state,37,1014682,13450
2021-06-29,North Carolina,,state,37,1014376,13443
2021-06-28,North Carolina,,state,37,1014140,13439
2021-06-27,North Carolina,,state,37,1013290,13432
2021-06-26,North Carolina,,state,37,1013282,13432
2021-06-25,North Carolina,,state,37,1013279,13432
2021-06-24,North Carolina,,state,37,1012883,13426
2021-06-23,North Carolina,,state,37,1012441,13413
2021-06-22,North Carolina,,state,37,1011980,13401
2021-06-21,North Carolina,,state,37,1011643,13386
2021-06-20,North Carolina,,state,37,1010919,13359
2021-06-19,North Carolina,,state,37,1010919,13359
2021-06-18,North Carolina,,state,37,1010890,13359
2021-06-17,North Carolina,,state,37,1010698,13339
2021-06-16,North Carolina,,state,37,1010306,13333
2021-06-15,North Carolina,,state,37,1009956,13316
2021-06-14,North Carolina,,state,37,1009630,13311
2021-06-13,North Carolina,,state,37,1008494,13287
2021-06-12,North Carolina,,state,37,1008494,13287
2021-06-11,North Carolina,,state,37,1008457,13287
2021-06-10,North Carolina,,state,37,1008036,13268
2021-06-09,North Carolina,,state,37,1007567,13252
2021-06-08,North Carolina,,state,37,1007015,13229
2021-06-07,North Carolina,,state,37,1006658,13216
2021-06-06,North Carolina,,state,37,1005427,13168
2021-06-05,North Carolina,,state,37,1005366,13168
2021-06-04,North Carolina,,state,37,1005366,13168
2021-06-03,North Carolina,,state,37,1004699,13147
2021-06-02,North Carolina,,state,37,1004203,13127
2021-06-01,North Carolina,,state,37,1003793,13118
2021-05-31,North Carolina,,state,37,1001893,13101
2021-05-30,North Carolina,,state,37,1001893,13101
2021-05-29,North Carolina,,state,37,1001825,13101
2021-05-28,North Carolina,,state,37,1001817,13100
2021-05-27,North Carolina,,state,37,1001048,13075
2021-05-26,North Carolina,,state,37,1000144,13054
2021-05-25,North Carolina,,state,37,999342,13027
2021-05-24,North Carolina,,state,37,998658,13010
2021-05-23,North Carolina,,state,37,996511,12984
2021-05-22,North Carolina,,state,37,996511,12984
2021-05-21,North Carolina,,state,37,996385,12982
2021-05-20,North Carolina,,state,37,995303,12974
2021-05-19,North Carolina,,state,37,994187,12962
2021-05-18,North Carolina,,state,37,993211,12934
2021-05-17,North Carolina,,state,37,992520,12915
2021-05-16,North Carolina,,state,37,990114,12885
2021-05-15,North Carolina,,state,37,990114,12885
2021-05-14,North Carolina,,state,37,989865,12885
2021-05-13,North Carolina,,state,37,988497,12876
2021-05-12,North Carolina,,state,37,987144,12854
2021-05-11,North Carolina,,state,37,985664,12826
2021-05-10,North Carolina,,state,37,984647,12814
2021-05-09,North Carolina,,state,37,981358,12803
2021-05-08,North Carolina,,state,37,981358,12803
2021-05-07,North Carolina,,state,37,981197,12804
2021-05-06,North Carolina,,state,37,979336,12761
2021-05-05,North Carolina,,state,37,977466,12744
2021-05-04,North Carolina,,state,37,976059,12723
2021-05-03,North Carolina,,state,37,974852,12715
2021-05-02,North Carolina,,state,37,970673,12677
2021-05-01,North Carolina,,state,37,970673,12677
2021-04-30,North Carolina,,state,37,970599,12676
2021-04-29,North Carolina,,state,37,968342,12658
2021-04-28,North Carolina,,state,37,966397,12642
2021-04-27,North Carolina,,state,37,964612,12611
2021-04-26,North Carolina,,state,37,962978,12587
2021-04-25,North Carolina,,state,37,957970,12553
2021-04-24,North Carolina,,state,37,957970,12553
2021-04-23,North Carolina,,state,37,957785,12552
2021-04-22,North Carolina,,state,37,955791,12534
2021-04-21,North Carolina,,state,37,953452,12500
2021-04-20,North Carolina,,state,37,951660,12460
2021-04-19,North Carolina,,state,37,950370,12443
2021-04-18,North Carolina,,state,37,944749,12416
2021-04-17,North Carolina,,state,37,944749,12416
2021-04-16,North Carolina,,state,37,944749,12414
2021-04-15,North Carolina,,state,37,942441,12385
2021-04-14,North Carolina,,state,37,940109,12353
2021-04-13,North Carolina,,state,37,937761,12335
2021-04-12,North Carolina,,state,37,936163,12320
2021-04-11,North Carolina,,state,37,930470,12276
2021-04-10,North Carolina,,state,37,930371,12274
2021-04-09,North Carolina,,state,37,930371,12273
2021-04-08,North Carolina,,state,37,928095,12250
2021-04-07,North Carolina,,state,37,926071,12235
2021-04-06,North Carolina,,state,37,924682,12211
