date,state,county,place_type,fips,cases,deaths
2022-06-15,Wyoming,,state,56,162160,1824
2022-06-14,Wyoming,,state,56,162160,1824
2022-06-13,Wyoming,,state,56,159707,1824
2022-06-12,Wyoming,,state,56,159707,1824
2022-06-11,Wyoming,,state,56,159707,1824
2022-06-10,Wyoming,,state,56,159707,1824
2022-06-09,Wyoming,,state,56,159707,1824
2022-06-08,Wyoming,,state,56,159707,1824
2022-06-07,Wyoming,,state,56,159707,1824
2022-06-06,Wyoming,,state,56,158472,1820
2022-06-05,Wyoming,,state,56,158472,1820
2022-06-04,Wyoming,,state,56,158472,1820
2022-06-03,Wyoming,,state,56,158472,1820
2022-06-02,Wyoming,,state,56,158472,1820
2022-06-01,Wyoming,,state,56,158472,1820
2022-05-31,Wyoming,,state,56,158472,1820
2022-05-30,Wyoming,,state,56,157861,1820
2022-05-29,Wyoming,,state,56,157861,1820
2022-05-28,Wyoming,,state,56,157861,1820
2022-05-27,Wyoming,,state,56,157861,1820
2022-05-26,Wyoming,,state,56,157861,1820
2022-05-25,Wyoming,,state,56,157861,1820
2022-05-24,Wyoming,,state,56,157861,1820
2022-05-23,Wyoming,,state,56,157409,1820
2022-05-22,Wyoming,,state,56,157409,1820
2022-05-21,Wyoming,,state,56,157409,1820
2022-05-20,Wyoming,,state,56,157409,1820
2022-05-19,Wyoming,,state,56,157409,1820
2022-05-18,Wyoming,,state,56,157409,1820
2022-05-17,Wyoming,,state,56,157409,1820
2022-05-16,Wyoming,,state,56,157031,1817
2022-05-15,Wyoming,,state,56,157031,1817
2022-05-14,Wyoming,,state,56,157031,1817
2022-05-13,Wyoming,,state,56,157031,1817
2022-05-12,Wyoming,,state,56,157031,1817
2022-05-11,Wyoming,,state,56,157031,1817
2022-05-10,Wyoming,,state,56,157031,1817
2022-05-09,Wyoming,,state,56,156745,1814
2022-05-08,Wyoming,,state,56,156745,1814
2022-05-07,Wyoming,,state,56,156745,1814
2022-05-06,Wyoming,,state,56,156745,1814
2022-05-05,Wyoming,,state,56,156745,1814
2022-05-04,Wyoming,,state,56,156745,1814
2022-05-03,Wyoming,,state,56,156745,1814
2022-05-02,Wyoming,,state,56,156550,1812
2022-05-01,Wyoming,,state,56,156550,1812
2022-04-30,Wyoming,,state,56,156550,1812
2022-04-29,Wyoming,,state,56,156550,1812
2022-04-28,Wyoming,,state,56,156550,1812
2022-04-27,Wyoming,,state,56,156550,1812
2022-04-26,Wyoming,,state,56,156550,1812
2022-04-25,Wyoming,,state,56,156392,1807
2022-04-24,Wyoming,,state,56,156392,1807
2022-04-23,Wyoming,,state,56,156392,1807
2022-04-22,Wyoming,,state,56,156392,1807
2022-04-21,Wyoming,,state,56,156392,1807
2022-04-20,Wyoming,,state,56,156392,1807
2022-04-19,Wyoming,,state,56,156392,1807
2022-04-18,Wyoming,,state,56,156258,1801
2022-04-17,Wyoming,,state,56,156258,1801
2022-04-16,Wyoming,,state,56,156258,1801
2022-04-15,Wyoming,,state,56,156258,1801
2022-04-14,Wyoming,,state,56,156258,1801
2022-04-13,Wyoming,,state,56,156258,1801
2022-04-12,Wyoming,,state,56,156258,1801
2022-04-11,Wyoming,,state,56,156281,1796
2022-04-10,Wyoming,,state,56,156281,1796
2022-04-09,Wyoming,,state,56,156281,1796
2022-04-08,Wyoming,,state,56,156281,1796
2022-04-07,Wyoming,,state,56,156264,1796
2022-04-06,Wyoming,,state,56,156264,1796
2022-04-05,Wyoming,,state,56,156264,1796
2022-04-04,Wyoming,,state,56,156167,1791
2022-04-03,Wyoming,,state,56,156167,1791
2022-04-02,Wyoming,,state,56,156167,1791
2022-04-01,Wyoming,,state,56,156167,1791
2022-03-31,Wyoming,,state,56,156112,1791
2022-03-30,Wyoming,,state,56,156112,1791
2022-03-29,Wyoming,,state,56,156112,1791
2022-03-28,Wyoming,,state,56,156056,1783
2022-03-27,Wyoming,,state,56,156056,1783
2022-03-26,Wyoming,,state,56,156056,1783
2022-03-25,Wyoming,,state,56,156056,1783
2022-03-24,Wyoming,,state,56,155988,1783
2022-03-23,Wyoming,,state,56,155988,1783
2022-03-22,Wyoming,,state,56,155988,1783
2022-03-21,Wyoming,,state,56,155907,1769
2022-03-20,Wyoming,,state,56,155907,1769
2022-03-19,Wyoming,,state,56,155907,1769
2022-03-18,Wyoming,,state,56,155907,1769
2022-03-17,Wyoming,,state,56,155815,1769
2022-03-16,Wyoming,,state,56,155815,1769
2022-03-15,Wyoming,,state,56,155815,1769
2022-03-14,Wyoming,,state,56,155744,1749
2022-03-13,Wyoming,,state,56,155744,1749
2022-03-12,Wyoming,,state,56,155744,1749
2022-03-11,Wyoming,,state,56,155744,1749
2022-03-10,Wyoming,,state,56,155686,1749
2022-03-09,Wyoming,,state,56,155629,1749
2022-03-08,Wyoming,,state,56,155558,1749
2022-03-07,Wyoming,,state,56,155492,1741
2022-03-06,Wyoming,,state,56,155426,1741
2022-03-05,Wyoming,,state,56,155426,1741
2022-03-04,Wyoming,,state,56,155426,1741
2022-03-03,Wyoming,,state,56,155349,1741
2022-03-02,Wyoming,,state,56,155277,1741
2022-03-01,Wyoming,,state,56,155184,1741
2022-02-28,Wyoming,,state,56,155101,1718
2022-02-27,Wyoming,,state,56,154909,1718
2022-02-26,Wyoming,,state,56,154909,1718
2022-02-25,Wyoming,,state,56,154909,1718
2022-02-24,Wyoming,,state,56,154797,1718
2022-02-23,Wyoming,,state,56,154662,1718
2022-02-22,Wyoming,,state,56,154549,1718
2022-02-21,Wyoming,,state,56,154082,1689
2022-02-20,Wyoming,,state,56,154082,1689
2022-02-19,Wyoming,,state,56,154082,1689
2022-02-18,Wyoming,,state,56,154082,1689
2022-02-17,Wyoming,,state,56,153850,1689
2022-02-16,Wyoming,,state,56,153663,1689
2022-02-15,Wyoming,,state,56,153335,1689
2022-02-14,Wyoming,,state,56,153095,1667
2022-02-13,Wyoming,,state,56,152581,1667
2022-02-12,Wyoming,,state,56,152581,1667
2022-02-11,Wyoming,,state,56,152581,1667
2022-02-10,Wyoming,,state,56,152206,1667
2022-02-09,Wyoming,,state,56,151803,1667
2022-02-08,Wyoming,,state,56,151159,1667
2022-02-07,Wyoming,,state,56,150722,1650
2022-02-06,Wyoming,,state,56,149842,1650
2022-02-05,Wyoming,,state,56,149842,1650
2022-02-04,Wyoming,,state,56,149842,1650
2022-02-03,Wyoming,,state,56,149126,1650
2022-02-02,Wyoming,,state,56,148382,1650
2022-02-01,Wyoming,,state,56,147305,1650
2022-01-31,Wyoming,,state,56,146505,1625
2022-01-30,Wyoming,,state,56,144526,1625
2022-01-29,Wyoming,,state,56,144526,1625
2022-01-28,Wyoming,,state,56,144526,1625
2022-01-27,Wyoming,,state,56,143129,1625
2022-01-26,Wyoming,,state,56,141090,1625
2022-01-25,Wyoming,,state,56,139461,1625
2022-01-24,Wyoming,,state,56,137873,1601
2022-01-23,Wyoming,,state,56,135369,1601
2022-01-22,Wyoming,,state,56,135369,1601
2022-01-21,Wyoming,,state,56,135369,1601
2022-01-20,Wyoming,,state,56,133495,1601
2022-01-19,Wyoming,,state,56,132145,1601
2022-01-18,Wyoming,,state,56,130553,1601
2022-01-17,Wyoming,,state,56,126468,1588
2022-01-16,Wyoming,,state,56,126468,1588
2022-01-15,Wyoming,,state,56,126468,1588
2022-01-14,Wyoming,,state,56,126468,1588
2022-01-13,Wyoming,,state,56,124986,1588
2022-01-12,Wyoming,,state,56,123743,1588
2022-01-11,Wyoming,,state,56,122754,1588
2022-01-10,Wyoming,,state,56,121519,1572
2022-01-09,Wyoming,,state,56,119857,1572
2022-01-08,Wyoming,,state,56,119857,1572
2022-01-07,Wyoming,,state,56,119857,1572
2022-01-06,Wyoming,,state,56,119093,1572
2022-01-05,Wyoming,,state,56,118098,1572
2022-01-04,Wyoming,,state,56,117389,1572
2022-01-03,Wyoming,,state,56,116643,1526
2022-01-02,Wyoming,,state,56,115638,1526
2022-01-01,Wyoming,,state,56,115638,1526
2021-12-31,Wyoming,,state,56,115638,1526
2021-12-30,Wyoming,,state,56,115638,1526
2021-12-29,Wyoming,,state,56,115242,1526
2021-12-28,Wyoming,,state,56,114917,1526
2021-12-27,Wyoming,,state,56,114624,1526
2021-12-26,Wyoming,,state,56,114242,1526
2021-12-25,Wyoming,,state,56,114242,1526
2021-12-24,Wyoming,,state,56,114242,1526
2021-12-23,Wyoming,,state,56,114242,1526
2021-12-22,Wyoming,,state,56,114062,1526
2021-12-21,Wyoming,,state,56,113906,1526
2021-12-20,Wyoming,,state,56,113762,1502
2021-12-19,Wyoming,,state,56,113584,1502
2021-12-18,Wyoming,,state,56,113584,1502
2021-12-17,Wyoming,,state,56,113584,1502
2021-12-16,Wyoming,,state,56,113478,1502
2021-12-15,Wyoming,,state,56,113359,1502
2021-12-14,Wyoming,,state,56,113233,1502
2021-12-13,Wyoming,,state,56,113077,1472
2021-12-12,Wyoming,,state,56,112862,1472
2021-12-11,Wyoming,,state,56,112862,1472
2021-12-10,Wyoming,,state,56,112862,1472
2021-12-09,Wyoming,,state,56,112731,1472
2021-12-08,Wyoming,,state,56,112551,1472
2021-12-07,Wyoming,,state,56,112368,1472
2021-12-06,Wyoming,,state,56,112199,1428
2021-12-05,Wyoming,,state,56,111812,1428
2021-12-04,Wyoming,,state,56,111812,1428
2021-12-03,Wyoming,,state,56,111812,1428
2021-12-02,Wyoming,,state,56,111560,1428
2021-12-01,Wyoming,,state,56,111275,1428
2021-11-30,Wyoming,,state,56,111089,1428
2021-11-29,Wyoming,,state,56,110824,1347
2021-11-28,Wyoming,,state,56,110264,1347
2021-11-27,Wyoming,,state,56,110264,1347
2021-11-26,Wyoming,,state,56,110264,1347
2021-11-25,Wyoming,,state,56,110264,1347
2021-11-24,Wyoming,,state,56,110264,1347
2021-11-23,Wyoming,,state,56,110051,1347
2021-11-22,Wyoming,,state,56,109802,1347
2021-11-21,Wyoming,,state,56,109318,1347
2021-11-20,Wyoming,,state,56,109318,1347
2021-11-19,Wyoming,,state,56,109318,1347
2021-11-18,Wyoming,,state,56,109083,1347
2021-11-17,Wyoming,,state,56,108658,1347
2021-11-16,Wyoming,,state,56,108413,1347
2021-11-15,Wyoming,,state,56,108103,1298
2021-11-14,Wyoming,,state,56,107483,1298
2021-11-13,Wyoming,,state,56,107483,1298
2021-11-12,Wyoming,,state,56,107483,1298
2021-11-11,Wyoming,,state,56,106698,1298
2021-11-10,Wyoming,,state,56,106698,1298
2021-11-09,Wyoming,,state,56,106287,1298
2021-11-08,Wyoming,,state,56,105990,1243
2021-11-07,Wyoming,,state,56,105318,1243
2021-11-06,Wyoming,,state,56,105318,1243
2021-11-05,Wyoming,,state,56,105318,1243
2021-11-04,Wyoming,,state,56,104940,1243
2021-11-03,Wyoming,,state,56,104403,1243
2021-11-02,Wyoming,,state,56,103989,1243
2021-11-01,Wyoming,,state,56,103622,1174
2021-10-31,Wyoming,,state,56,102926,1174
2021-10-30,Wyoming,,state,56,102926,1174
2021-10-29,Wyoming,,state,56,102926,1174
2021-10-28,Wyoming,,state,56,102403,1174
2021-10-27,Wyoming,,state,56,101912,1174
2021-10-26,Wyoming,,state,56,101424,1174
2021-10-25,Wyoming,,state,56,101083,1149
2021-10-24,Wyoming,,state,56,100174,1149
2021-10-23,Wyoming,,state,56,100174,1149
2021-10-22,Wyoming,,state,56,100174,1149
2021-10-21,Wyoming,,state,56,99662,1149
2021-10-20,Wyoming,,state,56,99007,1136
2021-10-19,Wyoming,,state,56,98567,1136
2021-10-18,Wyoming,,state,56,98165,1080
2021-10-17,Wyoming,,state,56,97137,1080
2021-10-16,Wyoming,,state,56,97137,1080
2021-10-15,Wyoming,,state,56,97137,1080
2021-10-14,Wyoming,,state,56,96664,1080
2021-10-13,Wyoming,,state,56,96059,1080
2021-10-12,Wyoming,,state,56,95620,1080
2021-10-11,Wyoming,,state,56,95137,1041
2021-10-10,Wyoming,,state,56,94303,1041
2021-10-09,Wyoming,,state,56,94303,1041
2021-10-08,Wyoming,,state,56,94303,1041
2021-10-07,Wyoming,,state,56,93764,1041
2021-10-06,Wyoming,,state,56,93083,1041
2021-10-05,Wyoming,,state,56,92517,1041
2021-10-04,Wyoming,,state,56,91979,996
2021-10-03,Wyoming,,state,56,91169,996
2021-10-02,Wyoming,,state,56,91169,996
2021-10-01,Wyoming,,state,56,91169,996
2021-09-30,Wyoming,,state,56,90602,996
2021-09-29,Wyoming,,state,56,89965,996
2021-09-28,Wyoming,,state,56,89430,996
2021-09-27,Wyoming,,state,56,88935,955
2021-09-26,Wyoming,,state,56,87866,955
2021-09-25,Wyoming,,state,56,87866,955
2021-09-24,Wyoming,,state,56,87866,955
2021-09-23,Wyoming,,state,56,87351,955
2021-09-22,Wyoming,,state,56,86594,955
2021-09-21,Wyoming,,state,56,86052,955
2021-09-20,Wyoming,,state,56,85499,918
2021-09-19,Wyoming,,state,56,83958,918
2021-09-18,Wyoming,,state,56,83958,918
2021-09-17,Wyoming,,state,56,83958,918
2021-09-16,Wyoming,,state,56,83643,918
2021-09-15,Wyoming,,state,56,82897,918
2021-09-14,Wyoming,,state,56,82463,918
2021-09-13,Wyoming,,state,56,81825,879
2021-09-12,Wyoming,,state,56,80643,879
2021-09-11,Wyoming,,state,56,80643,879
2021-09-10,Wyoming,,state,56,80643,879
2021-09-09,Wyoming,,state,56,79830,879
2021-09-08,Wyoming,,state,56,79297,879
2021-09-07,Wyoming,,state,56,78495,879
2021-09-06,Wyoming,,state,56,77206,858
2021-09-05,Wyoming,,state,56,77206,858
2021-09-04,Wyoming,,state,56,77206,858
2021-09-03,Wyoming,,state,56,77206,858
2021-09-02,Wyoming,,state,56,76602,858
2021-09-01,Wyoming,,state,56,76007,858
2021-08-31,Wyoming,,state,56,75136,858
2021-08-30,Wyoming,,state,56,74756,835
2021-08-29,Wyoming,,state,56,73467,835
2021-08-28,Wyoming,,state,56,73467,835
2021-08-27,Wyoming,,state,56,73467,835
2021-08-26,Wyoming,,state,56,72995,835
2021-08-25,Wyoming,,state,56,72528,835
2021-08-24,Wyoming,,state,56,72069,835
2021-08-23,Wyoming,,state,56,71562,809
2021-08-22,Wyoming,,state,56,70671,809
2021-08-21,Wyoming,,state,56,70671,809
2021-08-20,Wyoming,,state,56,70671,809
2021-08-19,Wyoming,,state,56,70150,809
2021-08-18,Wyoming,,state,56,69844,809
2021-08-17,Wyoming,,state,56,69356,809
2021-08-16,Wyoming,,state,56,68944,793
2021-08-15,Wyoming,,state,56,68272,793
2021-08-14,Wyoming,,state,56,68272,793
2021-08-13,Wyoming,,state,56,68272,793
2021-08-12,Wyoming,,state,56,67957,793
2021-08-11,Wyoming,,state,56,67582,793
2021-08-10,Wyoming,,state,56,67326,793
2021-08-09,Wyoming,,state,56,67026,786
2021-08-08,Wyoming,,state,56,66453,786
2021-08-07,Wyoming,,state,56,66453,786
2021-08-06,Wyoming,,state,56,66453,786
2021-08-05,Wyoming,,state,56,66200,786
2021-08-04,Wyoming,,state,56,65953,786
2021-08-03,Wyoming,,state,56,65704,786
2021-08-02,Wyoming,,state,56,65467,776
2021-08-01,Wyoming,,state,56,65127,776
2021-07-31,Wyoming,,state,56,65127,776
2021-07-30,Wyoming,,state,56,65127,776
2021-07-29,Wyoming,,state,56,64955,776
2021-07-28,Wyoming,,state,56,64623,776
2021-07-27,Wyoming,,state,56,64623,776
2021-07-26,Wyoming,,state,56,64451,766
2021-07-25,Wyoming,,state,56,64251,766
2021-07-24,Wyoming,,state,56,64251,766
2021-07-23,Wyoming,,state,56,64251,766
2021-07-22,Wyoming,,state,56,64141,766
2021-07-21,Wyoming,,state,56,63988,766
2021-07-20,Wyoming,,state,56,63840,766
2021-07-19,Wyoming,,state,56,63709,760
2021-07-18,Wyoming,,state,56,63523,760
2021-07-17,Wyoming,,state,56,63523,760
2021-07-16,Wyoming,,state,56,63523,760
2021-07-15,Wyoming,,state,56,63455,760
2021-07-14,Wyoming,,state,56,63331,760
2021-07-13,Wyoming,,state,56,63235,760
2021-07-12,Wyoming,,state,56,63138,751
2021-07-11,Wyoming,,state,56,62966,751
2021-07-10,Wyoming,,state,56,62966,751
2021-07-09,Wyoming,,state,56,62966,751
2021-07-08,Wyoming,,state,56,62865,751
2021-07-07,Wyoming,,state,56,62737,751
2021-07-06,Wyoming,,state,56,62642,751
2021-07-05,Wyoming,,state,56,62445,747
2021-07-04,Wyoming,,state,56,62445,747
2021-07-03,Wyoming,,state,56,62445,747
2021-07-02,Wyoming,,state,56,62445,747
2021-07-01,Wyoming,,state,56,62353,747
2021-06-30,Wyoming,,state,56,62290,747
2021-06-29,Wyoming,,state,56,62195,747
2021-06-28,Wyoming,,state,56,62099,740
2021-06-27,Wyoming,,state,56,61951,740
2021-06-26,Wyoming,,state,56,61951,740
2021-06-25,Wyoming,,state,56,61951,740
2021-06-24,Wyoming,,state,56,61847,740
2021-06-23,Wyoming,,state,56,61776,740
