date,state,county,place_type,fips,cases,deaths
2022-11-14,Mississippi,,state,28,935770,13005
2022-11-13,Mississippi,,state,28,935770,13005
2022-11-12,Mississippi,,state,28,935770,13005
2022-11-11,Mississippi,,state,28,935770,13005
2022-11-10,Mississippi,,state,28,935770,13005
2022-11-09,Mississippi,,state,28,935770,13005
2022-11-08,Mississippi,,state,28,934401,12992
2022-11-07,Mississippi,,state,28,934401,12992
2022-11-06,Mississippi,,state,28,934401,12992
2022-11-05,Mississippi,,state,28,934401,12992
2022-11-04,Mississippi,,state,28,934401,12992
2022-11-03,Mississippi,,state,28,934401,12992
2022-11-02,Mississippi,,state,28,934401,12992
2022-11-01,Mississippi,,state,28,933065,12968
2022-10-31,Mississippi,,state,28,933065,12968
2022-10-30,Mississippi,,state,28,933065,12968
2022-10-29,Mississippi,,state,28,933065,12968
2022-10-28,Mississippi,,state,28,933065,12968
2022-10-27,Mississippi,,state,28,933065,12968
2022-10-26,Mississippi,,state,28,933065,12968
2022-10-25,Mississippi,,state,28,931707,12965
2022-10-24,Mississippi,,state,28,931707,12965
2022-10-23,Mississippi,,state,28,931707,12965
2022-10-22,Mississippi,,state,28,931707,12965
2022-10-21,Mississippi,,state,28,931707,12965
2022-10-20,Mississippi,,state,28,930438,12945
2022-10-19,Mississippi,,state,28,930438,12945
2022-10-18,Mississippi,,state,28,930438,12945
2022-10-17,Mississippi,,state,28,930438,12945
2022-10-16,Mississippi,,state,28,930438,12945
2022-10-15,Mississippi,,state,28,930438,12945
2022-10-14,Mississippi,,state,28,930438,12945
2022-10-13,Mississippi,,state,28,930438,12945
2022-10-12,Mississippi,,state,28,930438,12945
2022-10-11,Mississippi,,state,28,930438,12945
2022-10-10,Mississippi,,state,28,929079,12928
2022-10-09,Mississippi,,state,28,929079,12928
2022-10-08,Mississippi,,state,28,929079,12928
2022-10-07,Mississippi,,state,28,929079,12928
2022-10-06,Mississippi,,state,28,929079,12928
2022-10-05,Mississippi,,state,28,929079,12928
2022-10-04,Mississippi,,state,28,929079,12928
2022-10-03,Mississippi,,state,28,927465,12912
2022-10-02,Mississippi,,state,28,927465,12912
2022-10-01,Mississippi,,state,28,927465,12912
2022-09-30,Mississippi,,state,28,927465,12912
2022-09-29,Mississippi,,state,28,927465,12912
2022-09-28,Mississippi,,state,28,927465,12912
2022-09-27,Mississippi,,state,28,927465,12912
2022-09-26,Mississippi,,state,28,925596,12879
2022-09-25,Mississippi,,state,28,925596,12879
2022-09-24,Mississippi,,state,28,925596,12879
2022-09-23,Mississippi,,state,28,925596,12879
2022-09-22,Mississippi,,state,28,925596,12879
2022-09-21,Mississippi,,state,28,925596,12879
2022-09-20,Mississippi,,state,28,925596,12879
2022-09-19,Mississippi,,state,28,922493,12853
2022-09-18,Mississippi,,state,28,922493,12853
2022-09-17,Mississippi,,state,28,922493,12853
2022-09-16,Mississippi,,state,28,922493,12853
2022-09-15,Mississippi,,state,28,922493,12853
2022-09-14,Mississippi,,state,28,922493,12853
2022-09-13,Mississippi,,state,28,922493,12853
2022-09-12,Mississippi,,state,28,918874,12821
2022-09-11,Mississippi,,state,28,918874,12821
2022-09-10,Mississippi,,state,28,918874,12821
2022-09-09,Mississippi,,state,28,918874,12821
2022-09-08,Mississippi,,state,28,918874,12821
2022-09-07,Mississippi,,state,28,918874,12821
2022-09-06,Mississippi,,state,28,918874,12821
2022-09-05,Mississippi,,state,28,913049,12794
2022-09-04,Mississippi,,state,28,913049,12794
2022-09-03,Mississippi,,state,28,913049,12794
2022-09-02,Mississippi,,state,28,913049,12794
2022-09-01,Mississippi,,state,28,913049,12794
2022-08-31,Mississippi,,state,28,913049,12794
2022-08-30,Mississippi,,state,28,913049,12794
2022-08-29,Mississippi,,state,28,904905,12766
2022-08-28,Mississippi,,state,28,904905,12766
2022-08-27,Mississippi,,state,28,904905,12766
2022-08-26,Mississippi,,state,28,904905,12766
2022-08-25,Mississippi,,state,28,904905,12766
2022-08-24,Mississippi,,state,28,904905,12766
2022-08-23,Mississippi,,state,28,904905,12766
2022-08-22,Mississippi,,state,28,900888,12758
2022-08-21,Mississippi,,state,28,900888,12758
2022-08-20,Mississippi,,state,28,900888,12758
2022-08-19,Mississippi,,state,28,900888,12758
2022-08-18,Mississippi,,state,28,899354,12751
2022-08-17,Mississippi,,state,28,897715,12750
2022-08-16,Mississippi,,state,28,896300,12733
2022-08-15,Mississippi,,state,28,894772,12729
2022-08-14,Mississippi,,state,28,892291,12720
2022-08-13,Mississippi,,state,28,892291,12720
2022-08-12,Mississippi,,state,28,892291,12720
2022-08-11,Mississippi,,state,28,890784,12715
2022-08-10,Mississippi,,state,28,889213,12714
2022-08-09,Mississippi,,state,28,887134,12701
2022-08-08,Mississippi,,state,28,886062,12695
2022-08-07,Mississippi,,state,28,883465,12684
2022-08-06,Mississippi,,state,28,883465,12684
2022-08-05,Mississippi,,state,28,883465,12684
2022-08-04,Mississippi,,state,28,882319,12678
2022-08-03,Mississippi,,state,28,880758,12675
2022-08-02,Mississippi,,state,28,879183,12665
2022-08-01,Mississippi,,state,28,877784,12653
2022-07-31,Mississippi,,state,28,875132,12648
2022-07-30,Mississippi,,state,28,875132,12648
2022-07-29,Mississippi,,state,28,875132,12648
2022-07-28,Mississippi,,state,28,873857,12630
2022-07-27,Mississippi,,state,28,872265,12629
2022-07-26,Mississippi,,state,28,870560,12609
2022-07-25,Mississippi,,state,28,869466,12604
2022-07-24,Mississippi,,state,28,866040,12603
2022-07-23,Mississippi,,state,28,866040,12603
2022-07-22,Mississippi,,state,28,866040,12603
2022-07-21,Mississippi,,state,28,864529,12589
2022-07-20,Mississippi,,state,28,862528,12589
2022-07-19,Mississippi,,state,28,860767,12576
2022-07-18,Mississippi,,state,28,859352,12600
2022-07-17,Mississippi,,state,28,856061,12568
2022-07-16,Mississippi,,state,28,856061,12568
2022-07-15,Mississippi,,state,28,856061,12568
2022-07-14,Mississippi,,state,28,854450,12563
2022-07-13,Mississippi,,state,28,852423,12560
2022-07-12,Mississippi,,state,28,850618,12560
2022-07-11,Mississippi,,state,28,848886,12546
2022-07-10,Mississippi,,state,28,845205,12545
2022-07-09,Mississippi,,state,28,845205,12545
2022-07-08,Mississippi,,state,28,845205,12545
2022-07-07,Mississippi,,state,28,843191,12543
2022-07-06,Mississippi,,state,28,841347,12543
2022-07-05,Mississippi,,state,28,839997,12527
2022-07-04,Mississippi,,state,28,836757,12526
2022-07-03,Mississippi,,state,28,836757,12526
2022-07-02,Mississippi,,state,28,836757,12526
2022-07-01,Mississippi,,state,28,836757,12526
2022-06-30,Mississippi,,state,28,835120,12525
2022-06-29,Mississippi,,state,28,832212,12516
2022-06-28,Mississippi,,state,28,832212,12516
2022-06-27,Mississippi,,state,28,831066,12512
2022-06-26,Mississippi,,state,28,828389,12507
2022-06-25,Mississippi,,state,28,828389,12507
2022-06-24,Mississippi,,state,28,828389,12507
2022-06-23,Mississippi,,state,28,827012,12505
2022-06-22,Mississippi,,state,28,825440,12502
2022-06-21,Mississippi,,state,28,824121,12495
2022-06-20,Mississippi,,state,28,820659,12492
2022-06-19,Mississippi,,state,28,820659,12492
2022-06-18,Mississippi,,state,28,820659,12492
2022-06-17,Mississippi,,state,28,820659,12492
2022-06-16,Mississippi,,state,28,819503,12489
2022-06-15,Mississippi,,state,28,818550,12489
2022-06-14,Mississippi,,state,28,817450,12489
2022-06-13,Mississippi,,state,28,816572,12481
2022-06-12,Mississippi,,state,28,814979,12480
2022-06-11,Mississippi,,state,28,814979,12480
2022-06-10,Mississippi,,state,28,814979,12480
2022-06-09,Mississippi,,state,28,814154,12479
2022-06-08,Mississippi,,state,28,813350,12479
2022-06-07,Mississippi,,state,28,812502,12477
2022-06-06,Mississippi,,state,28,811833,12471
2022-06-05,Mississippi,,state,28,810484,12470
2022-06-04,Mississippi,,state,28,810484,12470
2022-06-03,Mississippi,,state,28,810484,12470
2022-06-02,Mississippi,,state,28,809810,12470
2022-06-01,Mississippi,,state,28,808888,12470
2022-05-31,Mississippi,,state,28,808338,12467
2022-05-30,Mississippi,,state,28,806838,12466
2022-05-29,Mississippi,,state,28,806838,12466
2022-05-28,Mississippi,,state,28,806838,12466
2022-05-27,Mississippi,,state,28,806838,12466
2022-05-26,Mississippi,,state,28,806305,12466
2022-05-25,Mississippi,,state,28,805800,12466
2022-05-24,Mississippi,,state,28,805295,12465
2022-05-23,Mississippi,,state,28,805040,12465
2022-05-22,Mississippi,,state,28,804123,12465
2022-05-21,Mississippi,,state,28,804123,12465
2022-05-20,Mississippi,,state,28,804123,12465
2022-05-19,Mississippi,,state,28,803763,12462
2022-05-18,Mississippi,,state,28,803311,12461
2022-05-17,Mississippi,,state,28,802794,12461
2022-05-16,Mississippi,,state,28,802482,12460
2022-05-15,Mississippi,,state,28,801527,12457
2022-05-14,Mississippi,,state,28,801527,12457
2022-05-13,Mississippi,,state,28,801527,12457
2022-05-12,Mississippi,,state,28,800826,12457
2022-05-11,Mississippi,,state,28,800241,12456
2022-05-10,Mississippi,,state,28,799875,12456
2022-05-09,Mississippi,,state,28,799608,12454
2022-05-08,Mississippi,,state,28,798721,12454
2022-05-07,Mississippi,,state,28,798721,12454
2022-05-06,Mississippi,,state,28,798721,12454
2022-05-05,Mississippi,,state,28,798467,12451
2022-05-04,Mississippi,,state,28,798283,12450
2022-05-03,Mississippi,,state,28,798065,12450
2022-05-02,Mississippi,,state,28,797922,12446
2022-05-01,Mississippi,,state,28,797575,12444
2022-04-30,Mississippi,,state,28,797575,12444
2022-04-29,Mississippi,,state,28,797575,12444
2022-04-28,Mississippi,,state,28,797413,12443
2022-04-27,Mississippi,,state,28,797249,12439
2022-04-26,Mississippi,,state,28,797161,12436
2022-04-25,Mississippi,,state,28,796840,12436
2022-04-24,Mississippi,,state,28,796840,12436
2022-04-23,Mississippi,,state,28,796840,12436
2022-04-22,Mississippi,,state,28,796840,12436
2022-04-21,Mississippi,,state,28,796740,12432
2022-04-20,Mississippi,,state,28,796645,12432
2022-04-19,Mississippi,,state,28,796546,12429
2022-04-18,Mississippi,,state,28,796496,12424
2022-04-17,Mississippi,,state,28,796348,12422
2022-04-16,Mississippi,,state,28,796348,12422
2022-04-15,Mississippi,,state,28,796348,12422
2022-04-14,Mississippi,,state,28,796262,12421
2022-04-13,Mississippi,,state,28,796139,12420
2022-04-12,Mississippi,,state,28,796023,12414
2022-04-11,Mississippi,,state,28,795824,12413
2022-04-10,Mississippi,,state,28,795824,12413
2022-04-09,Mississippi,,state,28,795824,12413
2022-04-08,Mississippi,,state,28,795824,12413
2022-04-07,Mississippi,,state,28,795613,12410
2022-04-06,Mississippi,,state,28,795408,12410
2022-04-05,Mississippi,,state,28,795298,12407
2022-04-04,Mississippi,,state,28,795164,12402
2022-04-03,Mississippi,,state,28,794721,12399
2022-04-02,Mississippi,,state,28,794721,12399
2022-04-01,Mississippi,,state,28,794721,12399
