date,state,county,place_type,fips,cases,deaths
2022-04-25,Louisiana,,state,22,1236731,17229
2022-04-24,Louisiana,,state,22,1236111,17223
2022-04-23,Louisiana,,state,22,1236111,17223
2022-04-22,Louisiana,,state,22,1236111,17223
2022-04-21,Louisiana,,state,22,1235893,17220
2022-04-20,Louisiana,,state,22,1235683,17213
2022-04-19,Louisiana,,state,22,1235421,17207
2022-04-18,Louisiana,,state,22,1235193,17197
2022-04-17,Louisiana,,state,22,1234650,17194
2022-04-16,Louisiana,,state,22,1234650,17194
2022-04-15,Louisiana,,state,22,1234650,17194
2022-04-14,Louisiana,,state,22,1234650,17194
2022-04-13,Louisiana,,state,22,1234146,17191
2022-04-12,Louisiana,,state,22,1233871,17185
2022-04-11,Louisiana,,state,22,1233673,17182
2022-04-10,Louisiana,,state,22,1233479,17177
2022-04-09,Louisiana,,state,22,1233479,17177
2022-04-08,Louisiana,,state,22,1233479,17177
2022-04-07,Louisiana,,state,22,1233356,17175
2022-04-06,Louisiana,,state,22,1233225,17162
2022-04-05,Louisiana,,state,22,1233008,17154
2022-04-04,Louisiana,,state,22,1232762,17146
2022-04-03,Louisiana,,state,22,1232513,17138
2022-04-02,Louisiana,,state,22,1232513,17138
2022-04-01,Louisiana,,state,22,1232513,17138
2022-03-31,Louisiana,,state,22,1232422,17127
2022-03-30,Louisiana,,state,22,1232257,17117
2022-03-29,Louisiana,,state,22,1232128,17104
2022-03-28,Louisiana,,state,22,1232044,17086
2022-03-27,Louisiana,,state,22,1231846,17076
2022-03-26,Louisiana,,state,22,1231846,17076
2022-03-25,Louisiana,,state,22,1231846,17076
2022-03-24,Louisiana,,state,22,1231676,17065
2022-03-23,Louisiana,,state,22,1231556,17045
2022-03-22,Louisiana,,state,22,1231393,17034
2022-03-21,Louisiana,,state,22,1231246,17016
2022-03-20,Louisiana,,state,22,1230998,16996
2022-03-19,Louisiana,,state,22,1230998,16996
2022-03-18,Louisiana,,state,22,1230998,16996
2022-03-17,Louisiana,,state,22,1230793,16981
2022-03-16,Louisiana,,state,22,1230609,16960
2022-03-15,Louisiana,,state,22,1230419,16950
2022-03-14,Louisiana,,state,22,1230190,16913
2022-03-13,Louisiana,,state,22,1229653,16887
2022-03-12,Louisiana,,state,22,1229653,16887
2022-03-11,Louisiana,,state,22,1229653,16887
2022-03-10,Louisiana,,state,22,1229511,16862
2022-03-09,Louisiana,,state,22,1229337,16832
2022-03-08,Louisiana,,state,22,1228925,16813
2022-03-07,Louisiana,,state,22,1228580,16785
2022-03-06,Louisiana,,state,22,1228045,16754
2022-03-05,Louisiana,,state,22,1228045,16754
2022-03-04,Louisiana,,state,22,1228045,16754
2022-03-03,Louisiana,,state,22,1227713,16711
2022-03-02,Louisiana,,state,22,1227106,16677
2022-03-01,Louisiana,,state,22,1225637,16606
2022-02-28,Louisiana,,state,22,1225637,16606
2022-02-27,Louisiana,,state,22,1225637,16606
2022-02-26,Louisiana,,state,22,1225637,16606
2022-02-25,Louisiana,,state,22,1225637,16606
2022-02-24,Louisiana,,state,22,1224969,16582
2022-02-23,Louisiana,,state,22,1224028,16557
2022-02-22,Louisiana,,state,22,1223067,16518
2022-02-21,Louisiana,,state,22,1221493,16465
2022-02-20,Louisiana,,state,22,1219464,16400
2022-02-19,Louisiana,,state,22,1219464,16400
2022-02-18,Louisiana,,state,22,1219464,16400
2022-02-17,Louisiana,,state,22,1218262,16353
2022-02-16,Louisiana,,state,22,1216390,16304
2022-02-15,Louisiana,,state,22,1214994,16258
2022-02-14,Louisiana,,state,22,1213437,16217
2022-02-13,Louisiana,,state,22,1210398,16176
2022-02-12,Louisiana,,state,22,1210398,16176
2022-02-11,Louisiana,,state,22,1210398,16176
2022-02-10,Louisiana,,state,22,1207405,16138
2022-02-09,Louisiana,,state,22,1204688,16066
2022-02-08,Louisiana,,state,22,1202265,16016
2022-02-07,Louisiana,,state,22,1199682,15953
2022-02-06,Louisiana,,state,22,1192375,15905
2022-02-05,Louisiana,,state,22,1192375,15905
2022-02-04,Louisiana,,state,22,1192375,15905
2022-02-03,Louisiana,,state,22,1185174,15841
2022-02-02,Louisiana,,state,22,1179814,15781
2022-02-01,Louisiana,,state,22,1174941,15744
2022-01-31,Louisiana,,state,22,1170212,15674
2022-01-30,Louisiana,,state,22,1160130,15631
2022-01-29,Louisiana,,state,22,1160130,15631
2022-01-28,Louisiana,,state,22,1160130,15631
2022-01-27,Louisiana,,state,22,1152818,15570
2022-01-26,Louisiana,,state,22,1145245,15523
2022-01-25,Louisiana,,state,22,1084448,15476
2022-01-24,Louisiana,,state,22,1076385,15374
2022-01-23,Louisiana,,state,22,1060022,15324
2022-01-22,Louisiana,,state,22,1060022,15324
2022-01-21,Louisiana,,state,22,1060022,15324
2022-01-20,Louisiana,,state,22,1050080,15283
2022-01-19,Louisiana,,state,22,1037249,15246
2022-01-18,Louisiana,,state,22,1025748,15195
2022-01-17,Louisiana,,state,22,996623,15137
2022-01-16,Louisiana,,state,22,996623,15137
2022-01-15,Louisiana,,state,22,996623,15137
2022-01-14,Louisiana,,state,22,996623,15137
2022-01-13,Louisiana,,state,22,982465,15127
2022-01-12,Louisiana,,state,22,967533,15116
2022-01-11,Louisiana,,state,22,949941,15102
2022-01-10,Louisiana,,state,22,937447,15073
2022-01-09,Louisiana,,state,22,908428,15054
2022-01-08,Louisiana,,state,22,908428,15054
2022-01-07,Louisiana,,state,22,908428,15054
2022-01-06,Louisiana,,state,22,893626,15038
2022-01-05,Louisiana,,state,22,879549,15027
2022-01-04,Louisiana,,state,22,869146,15018
2022-01-03,Louisiana,,state,22,859856,15001
2022-01-02,Louisiana,,state,22,828695,14986
2022-01-01,Louisiana,,state,22,828695,14986
2021-12-31,Louisiana,,state,22,828695,14986
2021-12-30,Louisiana,,state,22,828695,14986
2021-12-29,Louisiana,,state,22,816228,14984
2021-12-28,Louisiana,,state,22,806850,14978
2021-12-27,Louisiana,,state,22,802537,14970
2021-12-26,Louisiana,,state,22,790373,14953
2021-12-25,Louisiana,,state,22,790373,14953
2021-12-24,Louisiana,,state,22,790373,14953
2021-12-23,Louisiana,,state,22,790373,14953
2021-12-22,Louisiana,,state,22,787538,14945
2021-12-21,Louisiana,,state,22,785333,14937
2021-12-20,Louisiana,,state,22,783604,14934
2021-12-19,Louisiana,,state,22,780668,14924
2021-12-18,Louisiana,,state,22,780668,14924
2021-12-17,Louisiana,,state,22,780668,14924
2021-12-16,Louisiana,,state,22,779567,14918
2021-12-15,Louisiana,,state,22,778542,14912
2021-12-14,Louisiana,,state,22,777696,14897
2021-12-13,Louisiana,,state,22,777106,14884
2021-12-12,Louisiana,,state,22,775935,14877
2021-12-11,Louisiana,,state,22,775935,14877
2021-12-10,Louisiana,,state,22,775935,14877
2021-12-09,Louisiana,,state,22,775368,14867
2021-12-08,Louisiana,,state,22,774913,14861
2021-12-07,Louisiana,,state,22,774181,14844
2021-12-06,Louisiana,,state,22,773621,14837
2021-12-05,Louisiana,,state,22,772789,14826
2021-12-04,Louisiana,,state,22,772789,14826
2021-12-03,Louisiana,,state,22,772789,14826
2021-12-02,Louisiana,,state,22,772310,14814
2021-12-01,Louisiana,,state,22,771837,14808
2021-11-30,Louisiana,,state,22,770894,14801
2021-11-29,Louisiana,,state,22,770305,14794
2021-11-28,Louisiana,,state,22,769051,14777
2021-11-27,Louisiana,,state,22,769051,14777
2021-11-26,Louisiana,,state,22,769051,14777
2021-11-25,Louisiana,,state,22,769051,14777
2021-11-24,Louisiana,,state,22,769051,14777
2021-11-23,Louisiana,,state,22,768714,14768
2021-11-22,Louisiana,,state,22,768041,14754
2021-11-21,Louisiana,,state,22,767330,14749
2021-11-20,Louisiana,,state,22,767330,14749
2021-11-19,Louisiana,,state,22,767330,14749
2021-11-18,Louisiana,,state,22,766849,14735
2021-11-17,Louisiana,,state,22,766391,14724
2021-11-16,Louisiana,,state,22,765766,14708
2021-11-15,Louisiana,,state,22,765296,14699
2021-11-14,Louisiana,,state,22,764354,14685
2021-11-13,Louisiana,,state,22,764354,14685
2021-11-12,Louisiana,,state,22,764354,14685
2021-11-11,Louisiana,,state,22,763628,14662
2021-11-10,Louisiana,,state,22,763628,14662
2021-11-09,Louisiana,,state,22,763133,14649
2021-11-08,Louisiana,,state,22,762659,14622
2021-11-07,Louisiana,,state,22,761849,14615
2021-11-06,Louisiana,,state,22,761849,14615
2021-11-05,Louisiana,,state,22,761849,14615
2021-11-04,Louisiana,,state,22,761311,14597
2021-11-03,Louisiana,,state,22,760691,14585
2021-11-02,Louisiana,,state,22,760246,14565
2021-11-01,Louisiana,,state,22,760000,14555
2021-10-31,Louisiana,,state,22,758471,14547
2021-10-30,Louisiana,,state,22,758471,14547
2021-10-29,Louisiana,,state,22,758471,14547
2021-10-28,Louisiana,,state,22,758230,14525
2021-10-27,Louisiana,,state,22,757739,14506
2021-10-26,Louisiana,,state,22,756969,14496
2021-10-25,Louisiana,,state,22,756509,14480
2021-10-24,Louisiana,,state,22,755631,14462
2021-10-23,Louisiana,,state,22,755631,14462
2021-10-22,Louisiana,,state,22,755631,14462
2021-10-21,Louisiana,,state,22,754950,14446
2021-10-20,Louisiana,,state,22,754027,14424
2021-10-19,Louisiana,,state,22,753532,14388
2021-10-18,Louisiana,,state,22,752951,14350
2021-10-17,Louisiana,,state,22,751874,14321
2021-10-16,Louisiana,,state,22,751874,14321
2021-10-15,Louisiana,,state,22,751874,14321
2021-10-14,Louisiana,,state,22,751315,14296
2021-10-13,Louisiana,,state,22,750473,14268
2021-10-12,Louisiana,,state,22,749922,14238
2021-10-11,Louisiana,,state,22,748793,14204
2021-10-10,Louisiana,,state,22,747329,14173
2021-10-09,Louisiana,,state,22,747329,14173
2021-10-08,Louisiana,,state,22,747329,14173
2021-10-07,Louisiana,,state,22,746542,14139
2021-10-06,Louisiana,,state,22,745571,14102
2021-10-05,Louisiana,,state,22,744651,14068
2021-10-04,Louisiana,,state,22,743631,14027
2021-10-03,Louisiana,,state,22,741906,13988
2021-10-02,Louisiana,,state,22,741906,13988
2021-10-01,Louisiana,,state,22,741906,13988
2021-09-30,Louisiana,,state,22,740533,13949
2021-09-29,Louisiana,,state,22,739661,13900
2021-09-28,Louisiana,,state,22,738613,13850
2021-09-27,Louisiana,,state,22,737582,13796
2021-09-26,Louisiana,,state,22,734524,13741
2021-09-25,Louisiana,,state,22,734524,13741
2021-09-24,Louisiana,,state,22,734524,13741
2021-09-23,Louisiana,,state,22,733522,13702
2021-09-22,Louisiana,,state,22,732005,13657
2021-09-21,Louisiana,,state,22,730099,13558
