date,state,county,place_type,fips,cases,deaths
2022-10-04,New York,,state,36,6125135,71167
2022-10-03,New York,,state,36,6122102,71124
2022-10-02,New York,,state,36,6113898,71097
2022-10-01,New York,,state,36,6111750,71097
2022-09-30,New York,,state,36,6109107,71097
2022-09-29,New York,,state,36,6103582,71073
2022-09-28,New York,,state,36,6097881,71008
2022-09-27,New York,,state,36,6093545,70981
2022-09-26,New York,,state,36,6090273,70936
2022-09-25,New York,,state,36,6082194,70920
2022-09-24,New York,,state,36,6079789,70920
2022-09-23,New York,,state,36,6076941,70920
2022-09-22,New York,,state,36,6070978,70894
2022-09-21,New York,,state,36,6064374,70875
2022-09-20,New York,,state,36,6059413,70850
2022-09-19,New York,,state,36,6055837,70802
2022-09-18,New York,,state,36,6047070,70780
2022-09-17,New York,,state,36,6044796,70780
2022-09-16,New York,,state,36,6041536,70780
2022-09-15,New York,,state,36,6033898,70740
2022-09-14,New York,,state,36,6031598,70733
2022-09-13,New York,,state,36,6026783,70697
2022-09-12,New York,,state,36,6023808,70643
2022-09-11,New York,,state,36,6014083,70588
2022-09-10,New York,,state,36,6011665,70588
2022-09-09,New York,,state,36,6009470,70588
2022-09-08,New York,,state,36,6007018,70581
2022-09-07,New York,,state,36,6003329,70551
2022-09-06,New York,,state,36,5999853,70499
2022-09-05,New York,,state,36,5991162,70458
2022-09-04,New York,,state,36,5989830,70458
2022-09-03,New York,,state,36,5987951,70458
2022-09-02,New York,,state,36,5985714,70458
2022-09-01,New York,,state,36,5981489,70441
2022-08-31,New York,,state,36,5975934,70403
2022-08-30,New York,,state,36,5971989,70374
2022-08-29,New York,,state,36,5968639,70330
2022-08-28,New York,,state,36,5960376,70290
2022-08-27,New York,,state,36,5958345,70290
2022-08-26,New York,,state,36,5956144,70290
2022-08-25,New York,,state,36,5951183,70273
2022-08-24,New York,,state,36,5945342,70248
2022-08-23,New York,,state,36,5941134,70216
2022-08-22,New York,,state,36,5937264,70162
2022-08-21,New York,,state,36,5928033,70130
2022-08-20,New York,,state,36,5925952,70130
2022-08-19,New York,,state,36,5923462,70130
2022-08-18,New York,,state,36,5917733,70102
2022-08-17,New York,,state,36,5911816,70079
2022-08-16,New York,,state,36,5902192,70026
2022-08-15,New York,,state,36,5900333,70001
2022-08-14,New York,,state,36,5893546,69976
2022-08-13,New York,,state,36,5891418,69976
2022-08-12,New York,,state,36,5888845,69976
2022-08-11,New York,,state,36,5882394,69941
2022-08-10,New York,,state,36,5874882,69911
2022-08-09,New York,,state,36,5868484,69877
2022-08-08,New York,,state,36,5864089,69815
2022-08-07,New York,,state,36,5852939,69794
2022-08-06,New York,,state,36,5850790,69794
2022-08-05,New York,,state,36,5848249,69794
2022-08-04,New York,,state,36,5840606,69763
2022-08-03,New York,,state,36,5828675,69697
2022-08-02,New York,,state,36,5825470,69689
2022-08-01,New York,,state,36,5821036,69628
2022-07-31,New York,,state,36,5802579,69576
2022-07-30,New York,,state,36,5799922,69576
2022-07-29,New York,,state,36,5796900,69576
2022-07-28,New York,,state,36,5793691,69564
2022-07-27,New York,,state,36,5785423,69522
2022-07-26,New York,,state,36,5778917,69495
2022-07-25,New York,,state,36,5773608,69435
2022-07-24,New York,,state,36,5758805,69408
2022-07-23,New York,,state,36,5756123,69408
2022-07-22,New York,,state,36,5752964,69408
2022-07-21,New York,,state,36,5744579,69369
2022-07-20,New York,,state,36,5735607,69352
2022-07-19,New York,,state,36,5727636,69322
2022-07-18,New York,,state,36,5722320,69268
2022-07-17,New York,,state,36,5706285,69245
2022-07-16,New York,,state,36,5703638,69245
2022-07-15,New York,,state,36,5700453,69245
2022-07-14,New York,,state,36,5691891,69223
2022-07-13,New York,,state,36,5682130,69201
2022-07-12,New York,,state,36,5676121,69182
2022-07-11,New York,,state,36,5668334,69141
2022-07-10,New York,,state,36,5653107,69118
