date,state,county,place_type,fips,cases,deaths
2021-09-19,Colorado,,state,8,652484,7558
2021-09-18,Colorado,,state,8,651581,7547
2021-09-17,Colorado,,state,8,651581,7547
2021-09-16,Colorado,,state,8,649436,7523
2021-09-15,Colorado,,state,8,647313,7516
2021-09-14,Colorado,,state,8,645719,7498
2021-09-13,Colorado,,state,8,643202,7479
2021-09-12,Colorado,,state,8,638876,7451
2021-09-11,Colorado,,state,8,637739,7447
2021-09-10,Colorado,,state,8,637739,7447
2021-09-09,Colorado,,state,8,636018,7433
2021-09-08,Colorado,,state,8,634191,7420
2021-09-07,Colorado,,state,8,632108,7403
2021-09-06,Colorado,,state,8,630178,7397
2021-09-05,Colorado,,state,8,626600,7375
2021-09-04,Colorado,,state,8,625672,7370
2021-09-03,Colorado,,state,8,625678,7370
2021-09-02,Colorado,,state,8,623560,7346
2021-09-01,Colorado,,state,8,620687,7324
2021-08-31,Colorado,,state,8,619083,7319
2021-08-30,Colorado,,state,8,616979,7307
2021-08-29,Colorado,,state,8,613903,7288
2021-08-28,Colorado,,state,8,613903,7288
2021-08-27,Colorado,,state,8,612786,7280
2021-08-26,Colorado,,state,8,611360,7265
2021-08-25,Colorado,,state,8,609125,7256
2021-08-24,Colorado,,state,8,607502,7249
2021-08-23,Colorado,,state,8,606517,7246
2021-08-22,Colorado,,state,8,603220,7234
2021-08-21,Colorado,,state,8,602238,7231
2021-08-20,Colorado,,state,8,601759,7229
2021-08-19,Colorado,,state,8,600031,7217
2021-08-18,Colorado,,state,8,598755,7213
2021-08-17,Colorado,,state,8,596918,7205
2021-08-16,Colorado,,state,8,595455,7198
2021-08-15,Colorado,,state,8,593365,7190
2021-08-14,Colorado,,state,8,592765,7186
2021-08-13,Colorado,,state,8,592765,7186
2021-08-12,Colorado,,state,8,590945,7179
2021-08-11,Colorado,,state,8,589778,7170
2021-08-10,Colorado,,state,8,588617,7167
2021-08-09,Colorado,,state,8,587664,7155
2021-08-08,Colorado,,state,8,585462,7140
2021-08-07,Colorado,,state,8,585199,7139
2021-08-06,Colorado,,state,8,584263,7132
2021-08-05,Colorado,,state,8,583446,7125
2021-08-04,Colorado,,state,8,582322,7118
2021-08-03,Colorado,,state,8,581450,7113
2021-08-02,Colorado,,state,8,580481,7112
2021-08-01,Colorado,,state,8,578713,7097
2021-07-31,Colorado,,state,8,578499,7097
2021-07-30,Colorado,,state,8,577970,7096
2021-07-29,Colorado,,state,8,577115,7090
2021-07-28,Colorado,,state,8,575875,7080
2021-07-27,Colorado,,state,8,574601,7079
2021-07-26,Colorado,,state,8,574297,7079
2021-07-25,Colorado,,state,8,572832,7066
2021-07-24,Colorado,,state,8,572460,7063
2021-07-23,Colorado,,state,8,572272,7062
2021-07-22,Colorado,,state,8,571737,7056
2021-07-21,Colorado,,state,8,570905,7050
2021-07-20,Colorado,,state,8,570051,7040
2021-07-19,Colorado,,state,8,569860,7040
2021-07-18,Colorado,,state,8,568720,7038
2021-07-17,Colorado,,state,8,568469,7031
2021-07-16,Colorado,,state,8,568469,7031
2021-07-15,Colorado,,state,8,567852,7025
2021-07-14,Colorado,,state,8,567305,7023
2021-07-13,Colorado,,state,8,566809,7015
2021-07-12,Colorado,,state,8,566209,7005
2021-07-11,Colorado,,state,8,565835,7003
2021-07-10,Colorado,,state,8,565497,6994
2021-07-09,Colorado,,state,8,564891,6984
2021-07-08,Colorado,,state,8,564000,6979
2021-07-07,Colorado,,state,8,563555,6976
2021-07-06,Colorado,,state,8,563067,6971
2021-07-05,Colorado,,state,8,562788,6971
2021-07-04,Colorado,,state,8,562618,6971
2021-07-03,Colorado,,state,8,562315,6967
2021-07-02,Colorado,,state,8,561922,6956
2021-07-01,Colorado,,state,8,561460,6952
2021-06-30,Colorado,,state,8,560927,6947
2021-06-29,Colorado,,state,8,560407,6940
2021-06-28,Colorado,,state,8,560151,6928
2021-06-27,Colorado,,state,8,559815,6925
2021-06-26,Colorado,,state,8,559640,6919
2021-06-25,Colorado,,state,8,559104,6915
2021-06-24,Colorado,,state,8,558665,6904
2021-06-23,Colorado,,state,8,558015,6899
2021-06-22,Colorado,,state,8,557621,6885
2021-06-21,Colorado,,state,8,557234,6881
2021-06-20,Colorado,,state,8,557005,6876
2021-06-19,Colorado,,state,8,556704,6876
2021-06-18,Colorado,,state,8,556302,6866
2021-06-17,Colorado,,state,8,555819,6856
