date,state,county,place_type,fips,cases,deaths
2022-11-17,Rhode Island,,state,44,435778,3757
2022-11-16,Rhode Island,,state,44,434653,3751
2022-11-15,Rhode Island,,state,44,434653,3751
2022-11-14,Rhode Island,,state,44,434653,3751
2022-11-13,Rhode Island,,state,44,434653,3751
2022-11-12,Rhode Island,,state,44,434653,3751
2022-11-11,Rhode Island,,state,44,434653,3751
2022-11-10,Rhode Island,,state,44,434653,3725
2022-11-09,Rhode Island,,state,44,433348,3705
2022-11-08,Rhode Island,,state,44,433348,3705
2022-11-07,Rhode Island,,state,44,433348,3705
2022-11-06,Rhode Island,,state,44,433348,3705
2022-11-05,Rhode Island,,state,44,433348,3705
2022-11-04,Rhode Island,,state,44,433348,3705
2022-11-03,Rhode Island,,state,44,433348,3705
2022-11-02,Rhode Island,,state,44,432042,3696
2022-11-01,Rhode Island,,state,44,432042,3696
2022-10-31,Rhode Island,,state,44,432042,3696
2022-10-30,Rhode Island,,state,44,432042,3696
2022-10-29,Rhode Island,,state,44,432042,3696
2022-10-28,Rhode Island,,state,44,432042,3696
2022-10-27,Rhode Island,,state,44,432042,3696
2022-10-26,Rhode Island,,state,44,430636,3686
2022-10-25,Rhode Island,,state,44,430636,3686
2022-10-24,Rhode Island,,state,44,430636,3686
2022-10-23,Rhode Island,,state,44,430636,3686
2022-10-22,Rhode Island,,state,44,430636,3686
2022-10-21,Rhode Island,,state,44,430636,3686
2022-10-20,Rhode Island,,state,44,430636,3686
2022-10-19,Rhode Island,,state,44,428874,3681
2022-10-18,Rhode Island,,state,44,428874,3681
2022-10-17,Rhode Island,,state,44,428874,3681
2022-10-16,Rhode Island,,state,44,428874,3681
2022-10-15,Rhode Island,,state,44,428874,3681
2022-10-14,Rhode Island,,state,44,428874,3681
2022-10-13,Rhode Island,,state,44,428874,3681
2022-10-12,Rhode Island,,state,44,427242,3674
2022-10-11,Rhode Island,,state,44,427242,3674
2022-10-10,Rhode Island,,state,44,427242,3674
2022-10-09,Rhode Island,,state,44,427242,3674
2022-10-08,Rhode Island,,state,44,427242,3674
2022-10-07,Rhode Island,,state,44,427242,3674
2022-10-06,Rhode Island,,state,44,427242,3674
2022-10-05,Rhode Island,,state,44,425461,3669
2022-10-04,Rhode Island,,state,44,425461,3669
2022-10-03,Rhode Island,,state,44,425461,3669
2022-10-02,Rhode Island,,state,44,425461,3669
2022-10-01,Rhode Island,,state,44,425461,3669
2022-09-30,Rhode Island,,state,44,425461,3669
2022-09-29,Rhode Island,,state,44,425461,3669
2022-09-28,Rhode Island,,state,44,423563,3667
2022-09-27,Rhode Island,,state,44,423563,3667
2022-09-26,Rhode Island,,state,44,423563,3667
2022-09-25,Rhode Island,,state,44,423563,3667
2022-09-24,Rhode Island,,state,44,423563,3667
2022-09-23,Rhode Island,,state,44,423563,3667
2022-09-22,Rhode Island,,state,44,423563,3667
2022-09-21,Rhode Island,,state,44,421739,3661
