date,state,county,place_type,fips,cases,deaths
2022-08-08,Utah,,state,49,1015707,4928
2022-08-07,Utah,,state,49,1015707,4928
2022-08-06,Utah,,state,49,1015707,4928
2022-08-05,Utah,,state,49,1015707,4928
2022-08-04,Utah,,state,49,1015707,4928
2022-08-03,Utah,,state,49,1010550,4900
2022-08-02,Utah,,state,49,1010550,4900
2022-08-01,Utah,,state,49,1010550,4900
2022-07-31,Utah,,state,49,1010550,4900
2022-07-30,Utah,,state,49,1010550,4900
2022-07-29,Utah,,state,49,1010550,4900
2022-07-28,Utah,,state,49,1010550,4900
2022-07-27,Utah,,state,49,1004684,4884
2022-07-26,Utah,,state,49,1004684,4884
2022-07-25,Utah,,state,49,1004684,4884
2022-07-24,Utah,,state,49,1004684,4884
2022-07-23,Utah,,state,49,1004684,4884
2022-07-22,Utah,,state,49,1004684,4884
2022-07-21,Utah,,state,49,1004684,4884
2022-07-20,Utah,,state,49,997808,4869
2022-07-19,Utah,,state,49,997808,4869
2022-07-18,Utah,,state,49,997808,4869
2022-07-17,Utah,,state,49,997808,4869
2022-07-16,Utah,,state,49,997808,4869
2022-07-15,Utah,,state,49,997808,4869
2022-07-14,Utah,,state,49,997808,4869
2022-07-13,Utah,,state,49,990012,4847
2022-07-12,Utah,,state,49,990012,4846
2022-07-11,Utah,,state,49,990012,4847
2022-07-10,Utah,,state,49,990012,4847
2022-07-09,Utah,,state,49,990012,4847
2022-07-08,Utah,,state,49,990012,4847
2022-07-07,Utah,,state,49,990012,4847
2022-07-06,Utah,,state,49,983139,4834
2022-07-05,Utah,,state,49,983139,4834
2022-07-04,Utah,,state,49,983139,4834
2022-07-03,Utah,,state,49,983139,4834
2022-07-02,Utah,,state,49,983139,4834
2022-07-01,Utah,,state,49,983139,4834
2022-06-30,Utah,,state,49,983139,4834
2022-06-29,Utah,,state,49,975743,4816
2022-06-28,Utah,,state,49,975743,4816
2022-06-27,Utah,,state,49,975743,4816
2022-06-26,Utah,,state,49,975743,4816
2022-06-25,Utah,,state,49,975743,4816
2022-06-24,Utah,,state,49,975743,4816
2022-06-23,Utah,,state,49,975743,4816
2022-06-22,Utah,,state,49,969106,4806
2022-06-21,Utah,,state,49,968965,4806
2022-06-20,Utah,,state,49,968965,4806
2022-06-19,Utah,,state,49,968965,4806
2022-06-18,Utah,,state,49,968965,4806
2022-06-17,Utah,,state,49,968965,4806
2022-06-16,Utah,,state,49,968965,4806
2022-06-15,Utah,,state,49,962441,4793
