date,state,county,place_type,fips,cases,deaths
2022-08-08,Guam,,state,66,57086,384
2022-08-07,Guam,,state,66,56894,383
2022-08-06,Guam,,state,66,56894,383
2022-08-05,Guam,,state,66,56894,383
2022-08-04,Guam,,state,66,56791,383
2022-08-03,Guam,,state,66,56715,383
2022-08-02,Guam,,state,66,56593,382
2022-08-01,Guam,,state,66,56470,381
2022-07-31,Guam,,state,66,56177,381
2022-07-30,Guam,,state,66,56177,381
2022-07-29,Guam,,state,66,56177,381
2022-07-28,Guam,,state,66,56026,381
2022-07-27,Guam,,state,66,55932,381
2022-07-26,Guam,,state,66,55741,378
2022-07-25,Guam,,state,66,55591,378
2022-07-24,Guam,,state,66,55132,378
2022-07-23,Guam,,state,66,55132,378
2022-07-22,Guam,,state,66,55132,378
2022-07-21,Guam,,state,66,55132,378
2022-07-20,Guam,,state,66,55132,378
2022-07-19,Guam,,state,66,54982,377
2022-07-18,Guam,,state,66,54834,377
2022-07-17,Guam,,state,66,54570,377
2022-07-16,Guam,,state,66,54570,377
2022-07-15,Guam,,state,66,54570,377
2022-07-14,Guam,,state,66,54428,375
2022-07-13,Guam,,state,66,54332,374
2022-07-12,Guam,,state,66,54183,374
2022-07-11,Guam,,state,66,54035,374
2022-07-10,Guam,,state,66,53792,372
2022-07-09,Guam,,state,66,53613,372
2022-07-08,Guam,,state,66,53613,372
2022-07-07,Guam,,state,66,53613,372
2022-07-06,Guam,,state,66,53486,372
2022-07-05,Guam,,state,66,53332,373
2022-07-04,Guam,,state,66,53036,373
2022-07-03,Guam,,state,66,53036,373
2022-07-02,Guam,,state,66,53036,373
2022-07-01,Guam,,state,66,53036,373
2022-06-30,Guam,,state,66,52867,373
2022-06-29,Guam,,state,66,52738,372
2022-06-28,Guam,,state,66,52557,372
2022-06-27,Guam,,state,66,52406,372
2022-06-26,Guam,,state,66,52203,372
2022-06-25,Guam,,state,66,52203,372
2022-06-24,Guam,,state,66,52203,372
2022-06-23,Guam,,state,66,52053,372
2022-06-22,Guam,,state,66,51978,372
2022-06-21,Guam,,state,66,51856,372
2022-06-20,Guam,,state,66,51742,372
2022-06-19,Guam,,state,66,51577,371
2022-06-18,Guam,,state,66,51577,371
2022-06-17,Guam,,state,66,51577,371
2022-06-16,Guam,,state,66,51454,371
2022-06-15,Guam,,state,66,51333,371
2022-06-14,Guam,,state,66,51186,371
2022-06-13,Guam,,state,66,51089,370
2022-06-12,Guam,,state,66,50904,368
2022-06-11,Guam,,state,66,50904,368
2022-06-10,Guam,,state,66,50904,368
2022-06-09,Guam,,state,66,50748,368
2022-06-08,Guam,,state,66,50687,367
2022-06-07,Guam,,state,66,50537,367
2022-06-06,Guam,,state,66,50442,366
2022-06-05,Guam,,state,66,50293,365
2022-06-04,Guam,,state,66,50293,365
2022-06-03,Guam,,state,66,50293,365
2022-06-02,Guam,,state,66,50231,365
2022-06-01,Guam,,state,66,50125,364
2022-05-31,Guam,,state,66,50044,364
2022-05-30,Guam,,state,66,49937,364
2022-05-29,Guam,,state,66,49937,364
2022-05-28,Guam,,state,66,49937,364
2022-05-27,Guam,,state,66,49937,364
2022-05-26,Guam,,state,66,49796,362
2022-05-25,Guam,,state,66,49796,362
2022-05-24,Guam,,state,66,49796,362
2022-05-23,Guam,,state,66,49657,362
2022-05-22,Guam,,state,66,49657,362
2022-05-21,Guam,,state,66,49657,362
2022-05-20,Guam,,state,66,49657,362
2022-05-19,Guam,,state,66,49635,362
2022-05-18,Guam,,state,66,49580,362
2022-05-17,Guam,,state,66,49557,362
2022-05-16,Guam,,state,66,49511,362
2022-05-15,Guam,,state,66,49465,362
2022-05-14,Guam,,state,66,49465,362
2022-05-13,Guam,,state,66,49465,362
2022-05-12,Guam,,state,66,49438,359
2022-05-11,Guam,,state,66,49400,359
2022-05-10,Guam,,state,66,49370,359
2022-05-09,Guam,,state,66,49338,358
2022-05-08,Guam,,state,66,49292,356
2022-05-07,Guam,,state,66,49292,356
2022-05-06,Guam,,state,66,49292,356
2022-05-05,Guam,,state,66,49271,356
2022-05-04,Guam,,state,66,49251,354
2022-05-03,Guam,,state,66,49223,355
2022-05-02,Guam,,state,66,49155,355
2022-05-01,Guam,,state,66,49111,355
2022-04-30,Guam,,state,66,49106,355
2022-04-29,Guam,,state,66,49088,355
2022-04-28,Guam,,state,66,49082,355
2022-04-27,Guam,,state,66,49036,355
2022-04-26,Guam,,state,66,48989,355
2022-04-25,Guam,,state,66,48942,355
2022-04-24,Guam,,state,66,48913,355
2022-04-23,Guam,,state,66,48895,355
2022-04-22,Guam,,state,66,48895,355
2022-04-21,Guam,,state,66,48871,355
2022-04-20,Guam,,state,66,48840,355
2022-04-19,Guam,,state,66,48795,355
2022-04-18,Guam,,state,66,48745,355
2022-04-17,Guam,,state,66,48707,355
2022-04-16,Guam,,state,66,48651,355
2022-04-15,Guam,,state,66,48651,355
2022-04-14,Guam,,state,66,48651,355
2022-04-13,Guam,,state,66,48624,353
2022-04-12,Guam,,state,66,48600,353
2022-04-11,Guam,,state,66,48568,353
2022-04-10,Guam,,state,66,48534,353
2022-04-09,Guam,,state,66,48510,353
2022-04-08,Guam,,state,66,48510,353
2022-04-07,Guam,,state,66,48483,353
2022-04-06,Guam,,state,66,48431,353
2022-04-05,Guam,,state,66,48398,353
2022-04-04,Guam,,state,66,48355,351
2022-04-03,Guam,,state,66,48306,350
2022-04-02,Guam,,state,66,48234,347
2022-04-01,Guam,,state,66,48234,347
2022-03-31,Guam,,state,66,48234,347
2022-03-30,Guam,,state,66,48189,345
2022-03-29,Guam,,state,66,48150,344
2022-03-28,Guam,,state,66,48091,343
2022-03-27,Guam,,state,66,48049,341
2022-03-26,Guam,,state,66,48019,341
2022-03-25,Guam,,state,66,48019,341
2022-03-24,Guam,,state,66,47978,341
2022-03-23,Guam,,state,66,47911,341
2022-03-22,Guam,,state,66,47862,341
2022-03-21,Guam,,state,66,47778,342
2022-03-20,Guam,,state,66,47699,342
2022-03-19,Guam,,state,66,47664,342
2022-03-18,Guam,,state,66,47664,342
2022-03-17,Guam,,state,66,47619,342
2022-03-16,Guam,,state,66,47562,340
2022-03-15,Guam,,state,66,47497,340
2022-03-14,Guam,,state,66,47380,339
2022-03-13,Guam,,state,66,47300,338
2022-03-12,Guam,,state,66,47212,338
2022-03-11,Guam,,state,66,47212,338
2022-03-10,Guam,,state,66,47092,338
2022-03-09,Guam,,state,66,46969,336
2022-03-08,Guam,,state,66,46806,335
2022-03-07,Guam,,state,66,46511,332
2022-03-06,Guam,,state,66,46511,332
2022-03-05,Guam,,state,66,46314,332
2022-03-04,Guam,,state,66,46210,332
2022-03-03,Guam,,state,66,46210,332
2022-03-02,Guam,,state,66,45542,329
2022-03-01,Guam,,state,66,45542,329
2022-02-28,Guam,,state,66,45542,329
2022-02-27,Guam,,state,66,45313,323
2022-02-26,Guam,,state,66,45080,323
2022-02-25,Guam,,state,66,45080,323
2022-02-24,Guam,,state,66,44180,319
2022-02-23,Guam,,state,66,44180,319
2022-02-22,Guam,,state,66,44180,319
2022-02-21,Guam,,state,66,43787,318
2022-02-20,Guam,,state,66,43513,317
2022-02-19,Guam,,state,66,43193,317
