date,state,county,place_type,fips,cases,deaths
2022-04-28,Oklahoma,,state,40,1040416,14271
2022-04-27,Oklahoma,,state,40,1039952,14219
2022-04-26,Oklahoma,,state,40,1039952,14219
2022-04-25,Oklahoma,,state,40,1039415,14219
2022-04-24,Oklahoma,,state,40,1039415,14219
2022-04-23,Oklahoma,,state,40,1039415,14219
2022-04-22,Oklahoma,,state,40,1038801,14219
2022-04-21,Oklahoma,,state,40,1038801,14219
2022-04-20,Oklahoma,,state,40,1038301,14173
2022-04-19,Oklahoma,,state,40,1038301,14173
2022-04-18,Oklahoma,,state,40,1037729,14166
2022-04-17,Oklahoma,,state,40,1037729,14166
2022-04-16,Oklahoma,,state,40,1037729,14166
2022-04-15,Oklahoma,,state,40,1036495,14166
2022-04-14,Oklahoma,,state,40,1036495,14166
2022-04-13,Oklahoma,,state,40,1036495,14087
2022-04-12,Oklahoma,,state,40,1036495,14087
2022-04-11,Oklahoma,,state,40,1036133,14087
2022-04-10,Oklahoma,,state,40,1036133,14087
2022-04-09,Oklahoma,,state,40,1036133,14087
2022-04-08,Oklahoma,,state,40,1035301,14087
2022-04-07,Oklahoma,,state,40,1035301,14087
2022-04-06,Oklahoma,,state,40,1035301,14010
2022-04-05,Oklahoma,,state,40,1035301,14010
2022-04-04,Oklahoma,,state,40,1034439,14010
2022-04-03,Oklahoma,,state,40,1034439,14010
2022-04-02,Oklahoma,,state,40,1034439,14010
2022-04-01,Oklahoma,,state,40,1033848,14010
2022-03-31,Oklahoma,,state,40,1033848,14010
2022-03-30,Oklahoma,,state,40,1033256,13889
2022-03-29,Oklahoma,,state,40,1033256,13889
2022-03-28,Oklahoma,,state,40,1032520,13889
2022-03-27,Oklahoma,,state,40,1032520,13889
2022-03-26,Oklahoma,,state,40,1032520,13889
2022-03-25,Oklahoma,,state,40,1031896,13889
2022-03-24,Oklahoma,,state,40,1031896,13889
2022-03-23,Oklahoma,,state,40,1031145,13730
2022-03-22,Oklahoma,,state,40,1031145,13730
2022-03-21,Oklahoma,,state,40,1029977,13730
2022-03-20,Oklahoma,,state,40,1029977,13730
2022-03-19,Oklahoma,,state,40,1029977,13730
2022-03-18,Oklahoma,,state,40,1029977,13730
2022-03-17,Oklahoma,,state,40,1029977,13730
2022-03-16,Oklahoma,,state,40,1028420,13730
2022-03-15,Oklahoma,,state,40,1028420,13730
2022-03-14,Oklahoma,,state,40,1027663,13514
2022-03-13,Oklahoma,,state,40,1027663,13514
2022-03-12,Oklahoma,,state,40,1027663,13514
2022-03-11,Oklahoma,,state,40,1027136,13514
2022-03-10,Oklahoma,,state,40,1026650,13514
2022-03-09,Oklahoma,,state,40,1026472,13278
2022-03-08,Oklahoma,,state,40,1026472,13278
2022-03-07,Oklahoma,,state,40,1024471,13278
2022-03-06,Oklahoma,,state,40,1024471,13278
2022-03-05,Oklahoma,,state,40,1024471,13278
2022-03-04,Oklahoma,,state,40,1024471,13278
2022-03-03,Oklahoma,,state,40,1023358,13278
2022-03-02,Oklahoma,,state,40,1022769,13278
2022-03-01,Oklahoma,,state,40,1021849,12990
2022-02-28,Oklahoma,,state,40,1021595,12990
2022-02-27,Oklahoma,,state,40,1019489,12990
2022-02-26,Oklahoma,,state,40,1019489,12990
2022-02-25,Oklahoma,,state,40,1019489,12990
2022-02-24,Oklahoma,,state,40,1018328,12990
2022-02-23,Oklahoma,,state,40,1016945,12990
2022-02-22,Oklahoma,,state,40,1015935,12767
2022-02-21,Oklahoma,,state,40,1013287,12767
2022-02-20,Oklahoma,,state,40,1013287,12767
2022-02-19,Oklahoma,,state,40,1013287,12767
2022-02-18,Oklahoma,,state,40,1013287,12767
2022-02-17,Oklahoma,,state,40,1012168,12767
2022-02-16,Oklahoma,,state,40,1010554,12767
2022-02-15,Oklahoma,,state,40,1009507,12425
2022-02-14,Oklahoma,,state,40,1009129,12425
2022-02-13,Oklahoma,,state,40,1006846,12425
2022-02-12,Oklahoma,,state,40,1006846,12425
2022-02-11,Oklahoma,,state,40,1005388,12425
2022-02-10,Oklahoma,,state,40,1003158,12425
2022-02-09,Oklahoma,,state,40,1000480,12425
2022-02-08,Oklahoma,,state,40,998769,12193
2022-02-07,Oklahoma,,state,40,997783,12193
2022-02-06,Oklahoma,,state,40,995546,12193
2022-02-05,Oklahoma,,state,40,995546,12193
2022-02-04,Oklahoma,,state,40,992932,12193
2022-02-03,Oklahoma,,state,40,988190,12193
2022-02-02,Oklahoma,,state,40,983937,12193
2022-02-01,Oklahoma,,state,40,979349,12044
2022-01-31,Oklahoma,,state,40,976914,12044
2022-01-30,Oklahoma,,state,40,953116,12044
2022-01-29,Oklahoma,,state,40,953116,12044
2022-01-28,Oklahoma,,state,40,953116,12044
2022-01-27,Oklahoma,,state,40,944461,12044
2022-01-26,Oklahoma,,state,40,931033,12044
2022-01-25,Oklahoma,,state,40,922873,11873
2022-01-24,Oklahoma,,state,40,914063,11873
2022-01-23,Oklahoma,,state,40,893913,11873
2022-01-22,Oklahoma,,state,40,893913,11873
2022-01-21,Oklahoma,,state,40,880342,11873
2022-01-20,Oklahoma,,state,40,866403,11873
2022-01-19,Oklahoma,,state,40,852997,11873
2022-01-18,Oklahoma,,state,40,842996,11741
2022-01-17,Oklahoma,,state,40,839143,11741
2022-01-16,Oklahoma,,state,40,796986,11741
2022-01-15,Oklahoma,,state,40,796986,11741
2022-01-14,Oklahoma,,state,40,796986,11741
