dateRep,day,month,year,cases,deaths,geoId,continentExp,countryterritoryCode,popData2018,countriesAndTerritories
20/04/2020,20,4,2020,0,0,GI,Europe,GIB,33718,Gibraltar
19/04/2020,19,4,2020,0,0,GI,Europe,GIB,33718,Gibraltar
18/04/2020,18,4,2020,0,0,GI,Europe,GIB,33718,Gibraltar
17/04/2020,17,4,2020,2,0,GI,Europe,GIB,33718,Gibraltar
16/04/2020,16,4,2020,2,0,GI,Europe,GIB,33718,Gibraltar
15/04/2020,15,4,2020,0,0,GI,Europe,GIB,33718,Gibraltar
14/04/2020,14,4,2020,0,0,GI,Europe,GIB,33718,Gibraltar
13/04/2020,13,4,2020,0,4,GI,Europe,GIB,33718,Gibraltar
12/04/2020,12,4,2020,2,0,GI,Europe,GIB,33718,Gibraltar
11/04/2020,11,4,2020,4,0,GI,Europe,GIB,33718,Gibraltar
10/04/2020,10,4,2020,3,0,GI,Europe,GIB,33718,Gibraltar
09/04/2020,9,4,2020,7,0,GI,Europe,GIB,33718,Gibraltar
08/04/2020,8,4,2020,4,0,GI,Europe,GIB,33718,Gibraltar
07/04/2020,7,4,2020,6,0,GI,Europe,GIB,33718,Gibraltar
06/04/2020,6,4,2020,5,0,GI,Europe,GIB,33718,Gibraltar
05/04/2020,5,4,2020,3,0,GI,Europe,GIB,33718,Gibraltar
04/04/2020,4,4,2020,7,0,GI,Europe,GIB,33718,Gibraltar
03/04/2020,3,4,2020,19,0,GI,Europe,GIB,33718,Gibraltar
02/04/2020,2,4,2020,0,0,GI,Europe,GIB,33718,Gibraltar
01/04/2020,1,4,2020,0,0,GI,Europe,GIB,33718,Gibraltar
31/03/2020,31,3,2020,4,0,GI,Europe,GIB,33718,Gibraltar
30/03/2020,30,3,2020,9,0,GI,Europe,GIB,33718,Gibraltar
29/03/2020,29,3,2020,1,0,GI,Europe,GIB,33718,Gibraltar
28/03/2020,28,3,2020,20,0,GI,Europe,GIB,33718,Gibraltar
27/03/2020,27,3,2020,9,0,GI,Europe,GIB,33718,Gibraltar
26/03/2020,26,3,2020,11,0,GI,Europe,GIB,33718,Gibraltar
25/03/2020,25,3,2020,0,0,GI,Europe,GIB,33718,Gibraltar
24/03/2020,24,3,2020,0,0,GI,Europe,GIB,33718,Gibraltar
23/03/2020,23,3,2020,5,0,GI,Europe,GIB,33718,Gibraltar
22/03/2020,22,3,2020,0,0,GI,Europe,GIB,33718,Gibraltar
21/03/2020,21,3,2020,0,0,GI,Europe,GIB,33718,Gibraltar
20/03/2020,20,3,2020,10,0,GI,Europe,GIB,33718,Gibraltar
