dateRep,day,month,year,cases,deaths,geoId,continentExp,countryterritoryCode,popData2018,countriesAndTerritories
20/04/2020,20,4,2020,327,47,ID,Asia,IDN,267663435,Indonesia
19/04/2020,19,4,2020,325,15,ID,Asia,IDN,267663435,Indonesia
18/04/2020,18,4,2020,407,24,ID,Asia,IDN,267663435,Indonesia
17/04/2020,17,4,2020,380,27,ID,Asia,IDN,267663435,Indonesia
16/04/2020,16,4,2020,297,10,ID,Asia,IDN,267663435,Indonesia
15/04/2020,15,4,2020,282,60,ID,Asia,IDN,267663435,Indonesia
14/04/2020,14,4,2020,316,26,ID,Asia,IDN,267663435,Indonesia
13/04/2020,13,4,2020,399,46,ID,Asia,IDN,267663435,Indonesia
12/04/2020,12,4,2020,330,21,ID,Asia,IDN,267663435,Indonesia
11/04/2020,11,4,2020,219,26,ID,Asia,IDN,267663435,Indonesia
10/04/2020,10,4,2020,337,40,ID,Asia,IDN,267663435,Indonesia
09/04/2020,9,4,2020,218,19,ID,Asia,IDN,267663435,Indonesia
08/04/2020,8,4,2020,247,12,ID,Asia,IDN,267663435,Indonesia
07/04/2020,7,4,2020,218,11,ID,Asia,IDN,267663435,Indonesia
06/04/2020,6,4,2020,181,7,ID,Asia,IDN,267663435,Indonesia
05/04/2020,5,4,2020,106,10,ID,Asia,IDN,267663435,Indonesia
04/04/2020,4,4,2020,196,11,ID,Asia,IDN,267663435,Indonesia
03/04/2020,3,4,2020,113,13,ID,Asia,IDN,267663435,Indonesia
02/04/2020,2,4,2020,149,21,ID,Asia,IDN,267663435,Indonesia
01/04/2020,1,4,2020,114,14,ID,Asia,IDN,267663435,Indonesia
31/03/2020,31,3,2020,129,8,ID,Asia,IDN,267663435,Indonesia
30/03/2020,30,3,2020,130,12,ID,Asia,IDN,267663435,Indonesia
29/03/2020,29,3,2020,109,15,ID,Asia,IDN,267663435,Indonesia
28/03/2020,28,3,2020,153,9,ID,Asia,IDN,267663435,Indonesia
27/03/2020,27,3,2020,103,20,ID,Asia,IDN,267663435,Indonesia
26/03/2020,26,3,2020,104,3,ID,Asia,IDN,267663435,Indonesia
25/03/2020,25,3,2020,107,6,ID,Asia,IDN,267663435,Indonesia
24/03/2020,24,3,2020,65,1,ID,Asia,IDN,267663435,Indonesia
23/03/2020,23,3,2020,64,10,ID,Asia,IDN,267663435,Indonesia
22/03/2020,22,3,2020,141,13,ID,Asia,IDN,267663435,Indonesia
21/03/2020,21,3,2020,82,6,ID,Asia,IDN,267663435,Indonesia
20/03/2020,20,3,2020,55,14,ID,Asia,IDN,267663435,Indonesia
19/03/2020,19,3,2020,0,0,ID,Asia,IDN,267663435,Indonesia
18/03/2020,18,3,2020,38,0,ID,Asia,IDN,267663435,Indonesia
17/03/2020,17,3,2020,17,0,ID,Asia,IDN,267663435,Indonesia
16/03/2020,16,3,2020,21,1,ID,Asia,IDN,267663435,Indonesia
15/03/2020,15,3,2020,27,0,ID,Asia,IDN,267663435,Indonesia
14/03/2020,14,3,2020,35,3,ID,Asia,IDN,267663435,Indonesia
12/03/2020,12,3,2020,15,1,ID,Asia,IDN,267663435,Indonesia
11/03/2020,11,3,2020,13,0,ID,Asia,IDN,267663435,Indonesia
09/03/2020,9,3,2020,2,0,ID,Asia,IDN,267663435,Indonesia
07/03/2020,7,3,2020,2,0,ID,Asia,IDN,267663435,Indonesia
