countryterritoryCode,continentExp,countriesAndTerritories,dateRep,total_cases,cases,new_cases_smoothed,total_deaths,deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,popData2019,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
BOL,South America,Bolivia,2021-03-07,254273,323,752,11823,16,25,21783,28,64,1013,1,2,1,,,,,,,,,2423,759541,65,0,5792,0,0,8,tests performed,106905,97120,9785,723,12628,1,1,0,1082,19,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-08,254736,463,710,11845,22,26,21823,40,61,1015,2,2,1,,,,,,,,,3428,762969,65,0,5418,0,0,8,tests performed,112066,102236,9830,5161,13296,1,1,0,1139,19,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-09,255621,885,723,11858,13,22,21898,76,62,1016,1,2,1,,,,,,,,,5779,768748,66,0,5306,0,0,7,tests performed,119080,109210,9870,7014,14228,1,1,0,1219,19,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-10,256462,841,724,11884,26,21,21970,72,62,1018,2,2,1,,,,,,,,,6015,774763,66,1,5185,0,0,7,tests performed,126889,117011,9878,7809,15289,1,1,0,1310,19,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-11,257240,778,697,11903,19,20,22037,67,60,1020,2,2,1,,,,,,,,,7206,781969,67,1,5361,0,0,8,tests performed,132286,122348,9938,5397,16037,1,1,0,1374,19,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-12,258324,1084,718,11930,27,20,22130,93,62,1022,2,2,1,,,,,,,,,9509,791478,68,1,5661,0,0,8,tests performed,137150,127199,9951,4864,16720,1,1,0,1432,19,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-13,259004,680,722,11944,14,20,22188,58,62,1023,1,2,1,,,,,,,,,5767,797245,68,0,5732,0,0,8,tests performed,137787,127836,9951,637,4515,1,1,0,387,19,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-14,259389,385,731,11958,14,19,22221,33,63,1024,1,2,1,,,,,,,,,3812,801057,69,0,5931,1,0,8,tests performed,138218,128267,9951,431,4473,1,1,0,383,19,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-15,260059,670,760,11974,16,18,22279,57,65,1026,1,2,1,,,,,,,,,7050,808107,69,1,6448,1,0,8,tests performed,141810,131814,9996,3592,4249,1,1,0,364,19,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-16,260988,929,767,11997,23,20,22358,80,66,1028,2,2,1,,,,,,,,,7163,815270,70,1,6646,1,0,9,tests performed,146039,136032,10007,4229,3851,1,1,0,330,19,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-17,262056,1068,799,12015,18,19,22450,91,68,1029,2,2,1,,,,,,,,,,,,,6845,1,0,9,tests performed,150593,140532,10061,4554,3386,1,1,0,290,19,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-18,262941,885,814,12028,13,18,22526,76,70,1030,1,2,1,,,,,,,,,,830090,71,,6874,1,0,8,tests performed,155945,144816,11129,5352,3380,1,1,0,290,19,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-19,263808,867,783,12041,13,16,22600,74,67,1032,1,1,1,,,,,,,,,6482,836572,72,1,6442,1,0,8,tests performed,164984,148045,16939,9039,3976,1,1,0,341,19,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-20,264411,603,772,12051,10,15,22651,52,66,1032,1,1,1,,,,,,,,,4139,840711,72,0,6209,1,0,8,tests performed,167160,148588,18572,2176,4196,1,1,0,359,19,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-21,264634,223,749,12060,9,15,22671,19,64,1033,1,1,1,,,,,,,,,2182,842893,72,0,5977,1,0,8,tests performed,168477,148975,19502,1317,4323,1,1,0,370,19,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-22,265207,573,735,12074,14,14,22720,49,63,1034,1,1,1,,,,,,,,,,,,,5973,1,0,8,tests performed,180187,151952,28235,11710,5482,2,1,0,470,25,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-23,266086,879,728,12093,19,14,22795,75,62,1036,2,1,1,,,,,,,,,,856948,73,,5954,1,0,8,tests performed,198104,155962,42142,17917,7438,2,1,0,637,25,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-24,267059,973,715,12107,14,13,22878,83,61,1037,1,1,1,,,,,,,,,7744,864692,74,1,6002,1,0,8,tests performed,218201,160904,57297,20097,9658,2,1,0,827,25,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-25,267833,774,699,12131,24,15,22945,66,60,1039,2,1,1,,,,,,,,,6645,871337,75,1,5892,1,0,8,tests performed,238178,166737,71441,19977,11748,2,1,1,1006,25,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-26,268711,878,700,12143,12,15,23020,75,60,1040,1,1,1,,,,,,,,,5935,877272,75,1,5814,0,0,8,tests performed,259171,173264,85907,20993,13455,2,1,1,1153,25,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-27,269302,591,699,12165,22,16,23070,51,60,1042,2,1,1,,,,,,,,,4459,881731,76,0,5860,1,0,8,tests performed,263144,174799,88315,3973,13712,2,2,1,1175,25,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-28,269628,326,713,12186,21,18,23098,28,61,1044,2,2,1,,,,,,,,,2614,884345,76,0,5922,1,0,8,tests performed,263887,175169,88718,743,13630,2,2,1,1168,25,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-29,270347,719,734,12211,25,20,23160,62,63,1046,2,2,1,,,,,,,,,6244,890589,76,1,5810,0,0,8,tests performed,275810,180484,95326,11923,13660,2,2,1,1170,25,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-30,271419,1072,762,12239,28,21,23252,92,65,1048,2,2,1,,,,,,,,,7748,898337,77,1,5913,1,0,8,tests performed,289351,186985,102366,13541,13035,2,2,1,1117,25,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-03-31,272411,992,765,12257,18,21,23337,85,65,1050,2,2,1,,,,,,,,,8819,907156,78,1,6066,1,0,8,tests performed,304185,194880,109305,14834,12283,3,2,1,1052,25,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-01,273327,916,785,12280,23,21,23415,78,67,1052,2,2,1,,,,,,,,,7139,914295,78,1,6137,1,0,8,tests performed,318115,203103,115012,13930,11420,3,2,1,978,25,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-02,273947,620,748,12305,25,23,23468,53,64,1054,2,2,1,,,,,,,,,4773,919068,79,0,5971,1,0,8,tests performed,320065,204097,115968,1950,8699,3,2,1,745,25,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-03,274467,520,738,12316,11,22,23513,45,63,1055,1,2,1,,,,,,,,,3743,922811,79,0,5869,1,0,8,tests performed,321807,205115,116692,1742,8380,3,2,1,718,25,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-04,274934,467,758,12324,8,20,23553,40,65,1056,1,2,1,,,,,,,,,3996,926807,79,0,6066,1,0,8,tests performed,323081,206003,117078,1274,8456,3,2,1,724,25,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-05,275392,458,721,12344,20,19,23592,39,62,1057,2,2,1,,,,,,,,,3185,929992,80,0,5629,0,0,8,tests performed,339633,215926,123707,16552,9118,3,2,1,781,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-06,276890,1498,782,12366,22,18,23720,128,67,1059,2,2,1,,,,,,,,,13347,943339,81,1,6429,1,0,8,tests performed,357924,229556,128368,18291,9796,3,2,1,839,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-07,277966,1076,794,12385,19,18,23813,92,68,1061,2,2,1,,,,,,,,,9466,952805,82,1,6521,1,0,8,tests performed,378455,245763,132692,20531,10610,3,2,1,909,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-08,279207,1241,840,12412,27,19,23919,106,72,1063,2,2,1,,,,,,,,,10756,963561,83,1,7038,1,0,8,tests performed,400804,263732,137072,22349,11813,3,2,1,1012,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-09,280649,1442,957,12428,16,18,24043,124,82,1065,1,2,1,,,,,,,,,11658,975219,84,1,8022,1,0,8,tests performed,423842,282801,141041,23038,14825,4,2,1,1270,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-10,281570,921,1015,12442,14,18,24121,79,87,1066,1,2,1,,,,,,,,,6863,982082,84,1,8467,1,0,8,tests performed,428502,287004,141498,4660,15242,4,2,1,1306,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-11,282095,525,1023,12451,9,18,24166,45,88,1067,1,2,1,,,,,,,,,6447,988529,85,1,8817,1,0,9,tests performed,431018,289353,141665,2516,15420,4,2,1,1321,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-12,283084,989,1099,12469,18,18,24251,85,94,1068,2,2,1,,,,,,,,,9616,998145,86,1,9736,1,0,9,tests performed,447417,302991,144426,16399,15398,4,3,1,1319,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-13,284183,1099,1042,12496,27,19,24345,94,89,1071,2,2,1,,,,,,,,,10320,1008465,86,1,9304,1,0,9,tests performed,465896,317701,148195,18479,15425,4,3,1,1321,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-14,285291,1108,1046,12519,23,19,24440,95,90,1072,2,2,1,,,,,,,,,9538,1018003,87,1,9314,1,0,9,tests performed,486354,333137,153217,20458,15414,4,3,1,1320,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-15,286114,823,987,12603,84,27,24511,71,85,1080,7,2,1,,,,,,,,,8261,1026264,88,1,8958,1,0,9,tests performed,507411,348591,158820,21057,15230,4,3,1,1305,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-16,287360,1246,959,12625,22,28,24617,107,82,1082,2,2,1,,,,,,,,,9818,1036082,89,1,8695,1,0,9,tests performed,530496,365333,165163,23085,15236,5,3,1,1305,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-17,287360,0,827,12625,0,26,24617,0,71,1082,0,2,1,,,,,,,,,6714,1042796,89,1,8673,1,0,10,tests performed,536374,370483,165891,5878,15410,5,3,1,1320,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-18,289066,1706,996,12648,23,28,24764,146,85,1084,2,2,1,,,,,,,,,4043,1046839,90,0,8330,1,0,8,tests performed,539230,373139,166091,2856,15459,5,3,1,1324,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-19,290362,1296,1040,12666,18,28,24875,111,89,1085,2,2,1,,,,,,,,,,,,,8548,1,0,8,tests performed,557394,385889,171505,18164,15711,5,3,1,1346,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-20,291675,1313,1070,12695,29,28,24987,112,92,1088,2,2,1,,,,,,,,,,1069126,92,,8666,1,0,8,tests performed,577211,400087,177124,19817,15902,5,3,2,1362,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-21,293061,1386,1110,12731,36,30,25106,119,95,1091,3,3,1,,,,,,,,,10802,1079928,93,1,8846,1,0,8,tests performed,596366,413643,182723,19155,15716,5,4,2,1346,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-22,294391,1330,1182,12758,27,22,25220,114,101,1093,2,2,1,,,,,,,,,11163,1091091,93,1,9261,1,0,8,tests performed,619794,431138,188656,23428,16055,5,4,2,1375,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-23,295892,1501,1219,12783,25,23,25348,129,104,1095,2,2,1,,,,,,,,,9663,1100754,94,1,9239,1,0,8,tests performed,647118,456643,190475,27324,16660,6,4,2,1427,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-24,297185,1293,1404,12812,29,27,25459,111,120,1098,2,2,1,,,,,,,,,6353,1107107,95,1,9187,1,0,6,tests performed,656613,465823,190790,9495,17177,6,4,2,1472,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-25,297659,474,1228,12824,12,25,25500,41,105,1099,1,2,1,,,,,,,,,3848,1110955,95,0,9159,1,0,8,tests performed,660610,469586,191024,3997,17340,6,4,2,1485,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-26,298778,1119,1202,12861,37,28,25596,96,103,1102,3,2,1,,,,,,,,,8873,1119828,96,1,8835,1,0,7,tests performed,688654,490495,198159,28044,18751,6,4,2,1606,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-27,300258,1480,1226,12885,24,27,25722,127,105,1104,2,2,1,,,,,,,,,11112,1130940,97,1,8831,1,0,7,tests performed,722946,516958,205988,34292,20819,6,4,2,1784,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-28,301831,1573,1253,12920,35,27,25857,135,107,1107,3,2,1,,,,,,,,,11252,1142192,98,1,8895,1,0,7,tests performed,762044,547471,214573,39098,23668,7,5,2,2028,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-29,301831,0,1063,12920,0,23,25857,0,91,1107,0,2,1,,,,,,,,,14635,1156827,99,1,9391,1,0,9,tests performed,,,,,24422,,,,2092,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-04-30,303732,1901,1120,12951,31,24,26020,163,96,1109,3,2,1,,,,,,,,,14124,1170951,100,1,10028,1,0,9,tests performed,,,,,24618,,,,2109,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-01,306527,2795,1335,13009,58,28,26259,239,114,1114,5,2,1,,,,,,,,,6599,1177550,101,1,10063,1,0,8,tests performed,848149,614600,233549,,27362,7,5,2,2344,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-02,306527,0,1267,13009,0,26,26259,0,109,1114,0,2,1,,,,,,,,,6233,1183783,101,1,10404,1,0,8,tests performed,,,,,28964,,,,2481,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-03,308984,2457,1458,13035,26,25,26470,210,125,1117,2,2,1,,,,,,,,,9284,1193067,102,1,10463,1,0,7,tests performed,878563,637694,240869,,27130,8,5,2,2324,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-04,308984,0,1247,13035,0,21,26470,0,107,1117,0,2,1,,,,,,,,,10334,1203401,103,1,10352,1,0,8,tests performed,909863,663041,246822,31300,26702,8,6,2,2287,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-05,310572,1588,1249,13082,47,23,26606,136,107,1121,4,2,1,,,,,,,,,11296,1214697,104,1,10358,1,0,8,tests performed,941419,689633,251786,31556,25625,8,6,2,2195,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-06,314190,3618,1766,13151,69,33,26916,310,151,1127,6,3,1,,,,,,,,,9638,1224335,105,1,9644,1,0,6,tests performed,966546,710240,256306,25127,25114,8,6,2,2151,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-07,314190,0,1494,13151,0,29,26916,0,128,1127,0,2,1,,,,,,,,,10026,1234361,106,1,9059,1,0,6,tests performed,990300,728194,262106,23754,24408,8,6,2,2091,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-08,317547,3357,1574,13205,54,28,27203,288,135,1131,5,2,1,,,,,,,,,6327,1240688,106,1,9020,1,0,6,tests performed,997296,733305,263991,6996,21307,9,6,2,1825,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-09,317547,0,1574,13205,0,28,27203,0,135,1131,0,2,1,,,,,,,,,4720,1245408,107,0,8804,1,0,6,tests performed,998818,734162,264656,1522,19352,9,6,2,1658,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-10,318610,1063,1375,13228,23,28,27295,91,118,1133,2,2,1,,,,,,,,,8189,1253597,107,1,8647,1,0,6,tests performed,1010981,741658,269323,12163,18917,9,6,2,1621,28,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-11,320209,1599,1604,13258,30,32,27432,137,137,1136,3,3,1,,,,,,,,,11250,1264847,108,1,8778,1,0,6,tests performed,1022419,748839,273580,11438,16079,9,6,2,1377,,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-12,322578,2369,1715,13308,50,32,27634,203,147,1140,4,3,1,,,,,,,,,11063,1275910,109,1,8745,1,0,5,tests performed,1031197,754525,276672,8778,12825,9,6,2,1099,,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-13,324868,2290,1525,13345,37,28,27831,196,131,1143,3,2,1,,,,,,,,,11852,1287762,110,1,9061,1,0,6,tests performed,,,,,11071,,,,948,,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-14,327224,2356,1862,13409,64,37,28032,202,160,1149,5,3,1,,,,,,,,,10700,1298462,111,1,9157,1,0,5,tests performed,1056895,776914,279981,,9514,9,7,2,815,,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-15,329733,2509,1741,13451,42,35,28247,215,149,1152,4,3,1,,,,,,,,,6952,1305414,112,1,9247,1,0,5,tests performed,1093965,810391,283574,37070,13810,9,7,2,1183,,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-16,332567,2834,2146,13517,66,45,28490,243,184,1158,6,4,1,,,,,,,,,4357,1309771,112,0,9195,1,0,4,tests performed,1103071,818489,284582,9106,14893,9,7,2,1276,,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-17,334824,2257,2316,13566,49,48,28684,193,198,1162,4,4,1,,,,,,,,,9512,1319283,113,1,9384,1,0,4,tests performed,1106725,821241,285484,3654,13678,9,7,2,1172,,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-18,334824,0,2088,13566,0,44,28684,0,179,1162,0,4,1,,,,,,,,,11123,1330406,114,1,9366,1,0,4,tests performed,1194572,902833,291739,87847,24593,10,8,2,2107,,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-19,337441,2617,2123,13635,69,47,28908,224,182,1168,6,4,1,,,,,,,,,12366,1342772,115,1,9552,1,0,4,tests performed,,,,,28417,,,,2434,,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-20,340207,2766,2191,13693,58,50,29145,237,188,1173,5,4,1,,,,,,,,,13015,1355787,116,1,9718,1,0,4,tests performed,,,,,31659,,,,2712,,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-21,343065,2858,2263,13780,87,53,29390,245,194,1180,7,5,1,,,,,,,,,12503,1368290,117,1,9975,1,0,4,tests performed,1301201,1004613,296588,,34901,11,9,3,2990,,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-22,346070,3005,2334,13857,77,58,29647,257,200,1187,7,5,1,,,,,,,,,,,,,,,,,,1357045,1058435,298610,55844,37583,12,9,3,3220,,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-23,349653,3583,2441,13965,108,64,29954,307,209,1196,9,5,1,,,,,,,,,,,,,,,,,,1371216,1071682,299534,14171,38306,12,9,3,3282,,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-24,349653,0,2118,13965,0,57,29954,0,181,1196,0,5,1,,,,,,,,,,,,,,,,,,1415620,1112812,302808,44404,44128,12,10,3,3780,,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
BOL,South America,Bolivia,2021-05-25,355349,5696,2932,14124,159,80,30442,488,251,1210,14,7,,,,,,,,,,,,,,,,,,,1457644,1145107,312537,42024,37582,12,10,3,3220,,11673029,10,25,7,4,6886,7,204,7,,,25,1,72,1
