dateRep,day,month,year,cases,deaths,geoId,continentExp,countryterritoryCode,popData2018,countriesAndTerritories
20/04/2020,20,4,2020,0,0,BJ,Africa,BEN,11485048,Benin
19/04/2020,19,4,2020,0,0,BJ,Africa,BEN,11485048,Benin
18/04/2020,18,4,2020,0,0,BJ,Africa,BEN,11485048,Benin
17/04/2020,17,4,2020,2,0,BJ,Africa,BEN,11485048,Benin
16/04/2020,16,4,2020,0,0,BJ,Africa,BEN,11485048,Benin
15/04/2020,15,4,2020,0,0,BJ,Africa,BEN,11485048,Benin
14/04/2020,14,4,2020,0,0,BJ,Africa,BEN,11485048,Benin
13/04/2020,13,4,2020,0,0,BJ,Africa,BEN,11485048,Benin
12/04/2020,12,4,2020,0,0,BJ,Africa,BEN,11485048,Benin
11/04/2020,11,4,2020,5,0,BJ,Africa,BEN,11485048,Benin
10/04/2020,10,4,2020,4,0,BJ,Africa,BEN,11485048,Benin
09/04/2020,9,4,2020,0,0,BJ,Africa,BEN,11485048,Benin
08/04/2020,8,4,2020,0,0,BJ,Africa,BEN,11485048,Benin
07/04/2020,7,4,2020,4,1,BJ,Africa,BEN,11485048,Benin
06/04/2020,6,4,2020,6,0,BJ,Africa,BEN,11485048,Benin
05/04/2020,5,4,2020,0,0,BJ,Africa,BEN,11485048,Benin
04/04/2020,4,4,2020,3,0,BJ,Africa,BEN,11485048,Benin
03/04/2020,3,4,2020,0,0,BJ,Africa,BEN,11485048,Benin
02/04/2020,2,4,2020,5,0,BJ,Africa,BEN,11485048,Benin
01/04/2020,1,4,2020,2,0,BJ,Africa,BEN,11485048,Benin
31/03/2020,31,3,2020,0,0,BJ,Africa,BEN,11485048,Benin
30/03/2020,30,3,2020,0,0,BJ,Africa,BEN,11485048,Benin
29/03/2020,29,3,2020,0,0,BJ,Africa,BEN,11485048,Benin
28/03/2020,28,3,2020,0,0,BJ,Africa,BEN,11485048,Benin
27/03/2020,27,3,2020,1,0,BJ,Africa,BEN,11485048,Benin
26/03/2020,26,3,2020,0,0,BJ,Africa,BEN,11485048,Benin
25/03/2020,25,3,2020,0,0,BJ,Africa,BEN,11485048,Benin
24/03/2020,24,3,2020,3,0,BJ,Africa,BEN,11485048,Benin
23/03/2020,23,3,2020,0,0,BJ,Africa,BEN,11485048,Benin
22/03/2020,22,3,2020,0,0,BJ,Africa,BEN,11485048,Benin
21/03/2020,21,3,2020,0,0,BJ,Africa,BEN,11485048,Benin
20/03/2020,20,3,2020,1,0,BJ,Africa,BEN,11485048,Benin
19/03/2020,19,3,2020,0,0,BJ,Africa,BEN,11485048,Benin
18/03/2020,18,3,2020,0,0,BJ,Africa,BEN,11485048,Benin
17/03/2020,17,3,2020,1,0,BJ,Africa,BEN,11485048,Benin
