dateRep,day,month,year,cases,deaths,geoId,continentExp,countryterritoryCode,popData2018,countriesAndTerritories
20/04/2020,20,4,2020,68,10,HU,Europe,HUN,9768785,Hungary
19/04/2020,19,4,2020,82,17,HU,Europe,HUN,9768785,Hungary
18/04/2020,18,4,2020,71,16,HU,Europe,HUN,9768785,Hungary
17/04/2020,17,4,2020,111,14,HU,Europe,HUN,9768785,Hungary
16/04/2020,16,4,2020,73,8,HU,Europe,HUN,9768785,Hungary
15/04/2020,15,4,2020,67,12,HU,Europe,HUN,9768785,Hungary
14/04/2020,14,4,2020,54,13,HU,Europe,HUN,9768785,Hungary
13/04/2020,13,4,2020,48,10,HU,Europe,HUN,9768785,Hungary
12/04/2020,12,4,2020,100,14,HU,Europe,HUN,9768785,Hungary
11/04/2020,11,4,2020,120,8,HU,Europe,HUN,9768785,Hungary
10/04/2020,10,4,2020,210,11,HU,Europe,HUN,9768785,Hungary
09/04/2020,9,4,2020,85,8,HU,Europe,HUN,9768785,Hungary
08/04/2020,8,4,2020,78,11,HU,Europe,HUN,9768785,Hungary
07/04/2020,7,4,2020,73,9,HU,Europe,HUN,9768785,Hungary
06/04/2020,6,4,2020,11,4,HU,Europe,HUN,9768785,Hungary
05/04/2020,5,4,2020,55,2,HU,Europe,HUN,9768785,Hungary
04/04/2020,4,4,2020,55,6,HU,Europe,HUN,9768785,Hungary
03/04/2020,3,4,2020,38,5,HU,Europe,HUN,9768785,Hungary
02/04/2020,2,4,2020,60,1,HU,Europe,HUN,9768785,Hungary
01/04/2020,1,4,2020,33,4,HU,Europe,HUN,9768785,Hungary
31/03/2020,31,3,2020,45,1,HU,Europe,HUN,9768785,Hungary
30/03/2020,30,3,2020,39,2,HU,Europe,HUN,9768785,Hungary
29/03/2020,29,3,2020,65,2,HU,Europe,HUN,9768785,Hungary
28/03/2020,28,3,2020,43,1,HU,Europe,HUN,9768785,Hungary
27/03/2020,27,3,2020,39,0,HU,Europe,HUN,9768785,Hungary
26/03/2020,26,3,2020,35,0,HU,Europe,HUN,9768785,Hungary
25/03/2020,25,3,2020,39,2,HU,Europe,HUN,9768785,Hungary
24/03/2020,24,3,2020,20,1,HU,Europe,HUN,9768785,Hungary
23/03/2020,23,3,2020,36,3,HU,Europe,HUN,9768785,Hungary
22/03/2020,22,3,2020,28,0,HU,Europe,HUN,9768785,Hungary
21/03/2020,21,3,2020,18,3,HU,Europe,HUN,9768785,Hungary
20/03/2020,20,3,2020,12,0,HU,Europe,HUN,9768785,Hungary
19/03/2020,19,3,2020,23,0,HU,Europe,HUN,9768785,Hungary
18/03/2020,18,3,2020,0,0,HU,Europe,HUN,9768785,Hungary
17/03/2020,17,3,2020,11,0,HU,Europe,HUN,9768785,Hungary
16/03/2020,16,3,2020,8,1,HU,Europe,HUN,9768785,Hungary
15/03/2020,15,3,2020,6,0,HU,Europe,HUN,9768785,Hungary
14/03/2020,14,3,2020,9,0,HU,Europe,HUN,9768785,Hungary
13/03/2020,13,3,2020,3,0,HU,Europe,HUN,9768785,Hungary
12/03/2020,12,3,2020,1,0,HU,Europe,HUN,9768785,Hungary
11/03/2020,11,3,2020,3,0,HU,Europe,HUN,9768785,Hungary
10/03/2020,10,3,2020,1,0,HU,Europe,HUN,9768785,Hungary
09/03/2020,9,3,2020,1,0,HU,Europe,HUN,9768785,Hungary
08/03/2020,8,3,2020,3,0,HU,Europe,HUN,9768785,Hungary
07/03/2020,7,3,2020,2,0,HU,Europe,HUN,9768785,Hungary
05/03/2020,5,3,2020,2,0,HU,Europe,HUN,9768785,Hungary
