dateRep,day,month,year,cases,deaths,geoId,continentExp,countryterritoryCode,popData2018,countriesAndTerritories
20/04/2020,20,4,2020,3047,433,IT,Europe,ITA,60431283,Italy
19/04/2020,19,4,2020,3491,480,IT,Europe,ITA,60431283,Italy
18/04/2020,18,4,2020,3493,575,IT,Europe,ITA,60431283,Italy
17/04/2020,17,4,2020,3786,525,IT,Europe,ITA,60431283,Italy
16/04/2020,16,4,2020,2667,578,IT,Europe,ITA,60431283,Italy
15/04/2020,15,4,2020,2972,604,IT,Europe,ITA,60431283,Italy
14/04/2020,14,4,2020,3153,564,IT,Europe,ITA,60431283,Italy
13/04/2020,13,4,2020,4092,431,IT,Europe,ITA,60431283,Italy
12/04/2020,12,4,2020,4694,619,IT,Europe,ITA,60431283,Italy
11/04/2020,11,4,2020,3951,570,IT,Europe,ITA,60431283,Italy
10/04/2020,10,4,2020,4204,612,IT,Europe,ITA,60431283,Italy
09/04/2020,9,4,2020,3836,540,IT,Europe,ITA,60431283,Italy
08/04/2020,8,4,2020,3039,604,IT,Europe,ITA,60431283,Italy
07/04/2020,7,4,2020,3599,636,IT,Europe,ITA,60431283,Italy
06/04/2020,6,4,2020,4316,527,IT,Europe,ITA,60431283,Italy
05/04/2020,5,4,2020,4805,681,IT,Europe,ITA,60431283,Italy
04/04/2020,4,4,2020,4585,764,IT,Europe,ITA,60431283,Italy
03/04/2020,3,4,2020,4668,760,IT,Europe,ITA,60431283,Italy
02/04/2020,2,4,2020,4782,727,IT,Europe,ITA,60431283,Italy
01/04/2020,1,4,2020,4053,839,IT,Europe,ITA,60431283,Italy
31/03/2020,31,3,2020,4050,810,IT,Europe,ITA,60431283,Italy
30/03/2020,30,3,2020,5217,758,IT,Europe,ITA,60431283,Italy
29/03/2020,29,3,2020,5974,887,IT,Europe,ITA,60431283,Italy
28/03/2020,28,3,2020,5959,971,IT,Europe,ITA,60431283,Italy
27/03/2020,27,3,2020,6153,660,IT,Europe,ITA,60431283,Italy
26/03/2020,26,3,2020,5210,685,IT,Europe,ITA,60431283,Italy
25/03/2020,25,3,2020,5249,743,IT,Europe,ITA,60431283,Italy
24/03/2020,24,3,2020,4789,601,IT,Europe,ITA,60431283,Italy
23/03/2020,23,3,2020,5560,649,IT,Europe,ITA,60431283,Italy
22/03/2020,22,3,2020,6557,795,IT,Europe,ITA,60431283,Italy
21/03/2020,21,3,2020,5986,625,IT,Europe,ITA,60431283,Italy
20/03/2020,20,3,2020,5322,429,IT,Europe,ITA,60431283,Italy
19/03/2020,19,3,2020,4207,473,IT,Europe,ITA,60431283,Italy
18/03/2020,18,3,2020,3526,347,IT,Europe,ITA,60431283,Italy
17/03/2020,17,3,2020,4000,347,IT,Europe,ITA,60431283,Italy
16/03/2020,16,3,2020,2823,370,IT,Europe,ITA,60431283,Italy
15/03/2020,15,3,2020,3497,173,IT,Europe,ITA,60431283,Italy
14/03/2020,14,3,2020,2547,252,IT,Europe,ITA,60431283,Italy
13/03/2020,13,3,2020,2651,189,IT,Europe,ITA,60431283,Italy
12/03/2020,12,3,2020,2313,196,IT,Europe,ITA,60431283,Italy
11/03/2020,11,3,2020,977,167,IT,Europe,ITA,60431283,Italy
10/03/2020,10,3,2020,1797,98,IT,Europe,ITA,60431283,Italy
09/03/2020,9,3,2020,1492,133,IT,Europe,ITA,60431283,Italy
08/03/2020,8,3,2020,1247,36,IT,Europe,ITA,60431283,Italy
07/03/2020,7,3,2020,778,49,IT,Europe,ITA,60431283,Italy
06/03/2020,6,3,2020,769,41,IT,Europe,ITA,60431283,Italy
05/03/2020,5,3,2020,587,27,IT,Europe,ITA,60431283,Italy
04/03/2020,4,3,2020,466,28,IT,Europe,ITA,60431283,Italy
03/03/2020,3,3,2020,347,17,IT,Europe,ITA,60431283,Italy
02/03/2020,2,3,2020,561,6,IT,Europe,ITA,60431283,Italy
01/03/2020,1,3,2020,240,8,IT,Europe,ITA,60431283,Italy
29/02/2020,29,2,2020,238,4,IT,Europe,ITA,60431283,Italy
28/02/2020,28,2,2020,250,5,IT,Europe,ITA,60431283,Italy
27/02/2020,27,2,2020,78,1,IT,Europe,ITA,60431283,Italy
26/02/2020,26,2,2020,93,5,IT,Europe,ITA,60431283,Italy
25/02/2020,25,2,2020,97,4,IT,Europe,ITA,60431283,Italy
24/02/2020,24,2,2020,53,0,IT,Europe,ITA,60431283,Italy
23/02/2020,23,2,2020,62,2,IT,Europe,ITA,60431283,Italy
22/02/2020,22,2,2020,14,0,IT,Europe,ITA,60431283,Italy
21/02/2020,21,2,2020,0,0,IT,Europe,ITA,60431283,Italy
20/02/2020,20,2,2020,0,0,IT,Europe,ITA,60431283,Italy
19/02/2020,19,2,2020,0,0,IT,Europe,ITA,60431283,Italy
18/02/2020,18,2,2020,0,0,IT,Europe,ITA,60431283,Italy
17/02/2020,17,2,2020,0,0,IT,Europe,ITA,60431283,Italy
16/02/2020,16,2,2020,0,0,IT,Europe,ITA,60431283,Italy
15/02/2020,15,2,2020,0,0,IT,Europe,ITA,60431283,Italy
14/02/2020,14,2,2020,0,0,IT,Europe,ITA,60431283,Italy
13/02/2020,13,2,2020,0,0,IT,Europe,ITA,60431283,Italy
12/02/2020,12,2,2020,0,0,IT,Europe,ITA,60431283,Italy
11/02/2020,11,2,2020,0,0,IT,Europe,ITA,60431283,Italy
10/02/2020,10,2,2020,0,0,IT,Europe,ITA,60431283,Italy
09/02/2020,9,2,2020,0,0,IT,Europe,ITA,60431283,Italy
08/02/2020,8,2,2020,0,0,IT,Europe,ITA,60431283,Italy
07/02/2020,7,2,2020,0,0,IT,Europe,ITA,60431283,Italy
06/02/2020,6,2,2020,0,0,IT,Europe,ITA,60431283,Italy
05/02/2020,5,2,2020,0,0,IT,Europe,ITA,60431283,Italy
04/02/2020,4,2,2020,0,0,IT,Europe,ITA,60431283,Italy
03/02/2020,3,2,2020,0,0,IT,Europe,ITA,60431283,Italy
02/02/2020,2,2,2020,0,0,IT,Europe,ITA,60431283,Italy
01/02/2020,1,2,2020,0,0,IT,Europe,ITA,60431283,Italy
31/01/2020,31,1,2020,3,0,IT,Europe,ITA,60431283,Italy
30/01/2020,30,1,2020,0,0,IT,Europe,ITA,60431283,Italy
29/01/2020,29,1,2020,0,0,IT,Europe,ITA,60431283,Italy
28/01/2020,28,1,2020,0,0,IT,Europe,ITA,60431283,Italy
