dateRep,day,month,year,cases,deaths,geoId,continentExp,countryterritoryCode,popData2018,countriesAndTerritories
20/04/2020,20,4,2020,563,29,SE,Europe,SWE,10183175,Sweden
19/04/2020,19,4,2020,606,111,SE,Europe,SWE,10183175,Sweden
18/04/2020,18,4,2020,676,67,SE,Europe,SWE,10183175,Sweden
17/04/2020,17,4,2020,613,130,SE,Europe,SWE,10183175,Sweden
16/04/2020,16,4,2020,482,170,SE,Europe,SWE,10183175,Sweden
15/04/2020,15,4,2020,497,114,SE,Europe,SWE,10183175,Sweden
14/04/2020,14,4,2020,465,20,SE,Europe,SWE,10183175,Sweden
13/04/2020,13,4,2020,332,12,SE,Europe,SWE,10183175,Sweden
12/04/2020,12,4,2020,466,17,SE,Europe,SWE,10183175,Sweden
11/04/2020,11,4,2020,544,77,SE,Europe,SWE,10183175,Sweden
10/04/2020,10,4,2020,722,106,SE,Europe,SWE,10183175,Sweden
09/04/2020,9,4,2020,726,96,SE,Europe,SWE,10183175,Sweden
08/04/2020,8,4,2020,487,114,SE,Europe,SWE,10183175,Sweden
07/04/2020,7,4,2020,376,76,SE,Europe,SWE,10183175,Sweden
06/04/2020,6,4,2020,387,28,SE,Europe,SWE,10183175,Sweden
05/04/2020,5,4,2020,365,40,SE,Europe,SWE,10183175,Sweden
04/04/2020,4,4,2020,612,51,SE,Europe,SWE,10183175,Sweden
03/04/2020,3,4,2020,519,43,SE,Europe,SWE,10183175,Sweden
02/04/2020,2,4,2020,512,59,SE,Europe,SWE,10183175,Sweden
01/04/2020,1,4,2020,407,34,SE,Europe,SWE,10183175,Sweden
31/03/2020,31,3,2020,328,36,SE,Europe,SWE,10183175,Sweden
30/03/2020,30,3,2020,253,8,SE,Europe,SWE,10183175,Sweden
29/03/2020,29,3,2020,401,10,SE,Europe,SWE,10183175,Sweden
28/03/2020,28,3,2020,240,26,SE,Europe,SWE,10183175,Sweden
27/03/2020,27,3,2020,296,24,SE,Europe,SWE,10183175,Sweden
26/03/2020,26,3,2020,238,6,SE,Europe,SWE,10183175,Sweden
25/03/2020,25,3,2020,256,11,SE,Europe,SWE,10183175,Sweden
24/03/2020,24,3,2020,110,4,SE,Europe,SWE,10183175,Sweden
23/03/2020,23,3,2020,160,1,SE,Europe,SWE,10183175,Sweden
22/03/2020,22,3,2020,123,4,SE,Europe,SWE,10183175,Sweden
21/03/2020,21,3,2020,200,6,SE,Europe,SWE,10183175,Sweden
20/03/2020,20,3,2020,122,0,SE,Europe,SWE,10183175,Sweden
19/03/2020,19,3,2020,134,2,SE,Europe,SWE,10183175,Sweden
18/03/2020,18,3,2020,46,1,SE,Europe,SWE,10183175,Sweden
17/03/2020,17,3,2020,89,4,SE,Europe,SWE,10183175,Sweden
16/03/2020,16,3,2020,108,2,SE,Europe,SWE,10183175,Sweden
15/03/2020,15,3,2020,149,0,SE,Europe,SWE,10183175,Sweden
14/03/2020,14,3,2020,155,0,SE,Europe,SWE,10183175,Sweden
13/03/2020,13,3,2020,158,0,SE,Europe,SWE,10183175,Sweden
12/03/2020,12,3,2020,136,1,SE,Europe,SWE,10183175,Sweden
11/03/2020,11,3,2020,78,0,SE,Europe,SWE,10183175,Sweden
10/03/2020,10,3,2020,45,0,SE,Europe,SWE,10183175,Sweden
09/03/2020,9,3,2020,42,0,SE,Europe,SWE,10183175,Sweden
08/03/2020,8,3,2020,24,0,SE,Europe,SWE,10183175,Sweden
07/03/2020,7,3,2020,76,0,SE,Europe,SWE,10183175,Sweden
06/03/2020,6,3,2020,26,0,SE,Europe,SWE,10183175,Sweden
05/03/2020,5,3,2020,11,0,SE,Europe,SWE,10183175,Sweden
04/03/2020,4,3,2020,9,0,SE,Europe,SWE,10183175,Sweden
03/03/2020,3,3,2020,1,0,SE,Europe,SWE,10183175,Sweden
02/03/2020,2,3,2020,1,0,SE,Europe,SWE,10183175,Sweden
01/03/2020,1,3,2020,1,0,SE,Europe,SWE,10183175,Sweden
29/02/2020,29,2,2020,5,0,SE,Europe,SWE,10183175,Sweden
28/02/2020,28,2,2020,5,0,SE,Europe,SWE,10183175,Sweden
27/02/2020,27,2,2020,1,0,SE,Europe,SWE,10183175,Sweden
26/02/2020,26,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
25/02/2020,25,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
24/02/2020,24,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
23/02/2020,23,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
22/02/2020,22,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
21/02/2020,21,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
20/02/2020,20,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
19/02/2020,19,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
18/02/2020,18,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
17/02/2020,17,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
16/02/2020,16,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
15/02/2020,15,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
14/02/2020,14,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
13/02/2020,13,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
12/02/2020,12,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
11/02/2020,11,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
10/02/2020,10,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
09/02/2020,9,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
08/02/2020,8,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
07/02/2020,7,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
06/02/2020,6,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
05/02/2020,5,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
04/02/2020,4,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
03/02/2020,3,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
02/02/2020,2,2,2020,0,0,SE,Europe,SWE,10183175,Sweden
01/02/2020,1,2,2020,1,0,SE,Europe,SWE,10183175,Sweden
31/01/2020,31,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
30/01/2020,30,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
29/01/2020,29,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
28/01/2020,28,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
27/01/2020,27,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
26/01/2020,26,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
25/01/2020,25,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
24/01/2020,24,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
23/01/2020,23,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
22/01/2020,22,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
21/01/2020,21,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
20/01/2020,20,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
19/01/2020,19,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
18/01/2020,18,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
17/01/2020,17,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
16/01/2020,16,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
15/01/2020,15,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
14/01/2020,14,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
13/01/2020,13,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
12/01/2020,12,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
11/01/2020,11,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
10/01/2020,10,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
09/01/2020,9,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
08/01/2020,8,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
07/01/2020,7,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
06/01/2020,6,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
05/01/2020,5,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
04/01/2020,4,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
03/01/2020,3,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
02/01/2020,2,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
01/01/2020,1,1,2020,0,0,SE,Europe,SWE,10183175,Sweden
31/12/2019,31,12,2019,0,0,SE,Europe,SWE,10183175,Sweden
