dateRep,year_week,cases_weekly,deaths_weekly,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,notification_rate_per_100000_population_14-days
2020-12-14,2020-50,0,0,Holy_See,VA,VAT,815,Europe,0
2020-12-07,2020-49,0,0,Holy_See,VA,VAT,815,Europe,0
2020-11-30,2020-48,0,0,Holy_See,VA,VAT,815,Europe,0
2020-11-23,2020-47,0,0,Holy_See,VA,VAT,815,Europe,0
2020-11-16,2020-46,0,0,Holy_See,VA,VAT,815,Europe,0
2020-11-09,2020-45,0,0,Holy_See,VA,VAT,815,Europe,0
2020-11-02,2020-44,0,0,Holy_See,VA,VAT,815,Europe,0
2020-10-26,2020-43,0,0,Holy_See,VA,VAT,815,Europe,1718
2020-10-19,2020-42,14,0,Holy_See,VA,VAT,815,Europe,1718
2020-10-12,2020-41,0,0,Holy_See,VA,VAT,815,Europe,0
2020-10-05,2020-40,0,0,Holy_See,VA,VAT,815,Europe,0
2020-09-28,2020-39,0,0,Holy_See,VA,VAT,815,Europe,0
2020-09-21,2020-38,0,0,Holy_See,VA,VAT,815,Europe,0
2020-09-14,2020-37,0,0,Holy_See,VA,VAT,815,Europe,0
2020-09-07,2020-36,0,0,Holy_See,VA,VAT,815,Europe,0
2020-08-31,2020-35,0,0,Holy_See,VA,VAT,815,Europe,0
2020-08-24,2020-34,0,0,Holy_See,VA,VAT,815,Europe,0
2020-08-17,2020-33,0,0,Holy_See,VA,VAT,815,Europe,0
2020-08-10,2020-32,0,0,Holy_See,VA,VAT,815,Europe,0
2020-08-03,2020-31,0,0,Holy_See,VA,VAT,815,Europe,0
2020-07-27,2020-30,0,0,Holy_See,VA,VAT,815,Europe,0
2020-07-20,2020-29,0,0,Holy_See,VA,VAT,815,Europe,0
2020-07-13,2020-28,0,0,Holy_See,VA,VAT,815,Europe,0
2020-07-06,2020-27,0,0,Holy_See,VA,VAT,815,Europe,0
2020-06-29,2020-26,0,0,Holy_See,VA,VAT,815,Europe,0
2020-06-22,2020-25,0,0,Holy_See,VA,VAT,815,Europe,0
2020-06-15,2020-24,0,0,Holy_See,VA,VAT,815,Europe,0
2020-06-08,2020-23,0,0,Holy_See,VA,VAT,815,Europe,0
2020-06-01,2020-22,0,0,Holy_See,VA,VAT,815,Europe,0
2020-05-25,2020-21,0,0,Holy_See,VA,VAT,815,Europe,0
2020-05-18,2020-20,0,0,Holy_See,VA,VAT,815,Europe,123
2020-05-11,2020-19,1,0,Holy_See,VA,VAT,815,Europe,368
2020-05-04,2020-18,2,0,Holy_See,VA,VAT,815,Europe,368
2020-04-27,2020-17,1,0,Holy_See,VA,VAT,815,Europe,123
2020-04-20,2020-16,0,0,Holy_See,VA,VAT,815,Europe,123
2020-04-13,2020-15,1,0,Holy_See,VA,VAT,815,Europe,245
2020-04-06,2020-14,1,0,Holy_See,VA,VAT,815,Europe,736
2020-03-30,2020-13,5,0,Holy_See,VA,VAT,815,Europe,614
2020-03-23,2020-12,0,0,Holy_See,VA,VAT,815,Europe,123
2020-03-16,2020-11,1,0,Holy_See,VA,VAT,815,Europe,
