dateRep,year_week,cases_weekly,deaths_weekly,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,notification_rate_per_100000_population_14-days
2020-12-21,2020-51,350,0,Curaçao,CW,CUW,163423,America,513
2020-12-14,2020-50,488,4,Curaçao,CW,CUW,163423,America,771
2020-12-07,2020-49,772,3,Curaçao,CW,CUW,163423,America,849
2020-11-30,2020-48,615,1,Curaçao,CW,CUW,163423,America,627
2020-11-23,2020-47,409,1,Curaçao,CW,CUW,163423,America,399
2020-11-16,2020-46,243,0,Curaçao,CW,CUW,163423,America,216
2020-11-09,2020-45,110,1,Curaçao,CW,CUW,163423,America,146
2020-11-02,2020-44,129,0,Curaçao,CW,CUW,163423,America,149
2020-10-26,2020-43,114,0,Curaçao,CW,CUW,163423,America,168
2020-10-19,2020-42,161,0,Curaçao,CW,CUW,163423,America,179
2020-10-12,2020-41,131,0,Curaçao,CW,CUW,163423,America,136
2020-10-05,2020-40,92,0,Curaçao,CW,CUW,163423,America,113
2020-09-28,2020-39,92,0,Curaçao,CW,CUW,163423,America,124
2020-09-21,2020-38,111,0,Curaçao,CW,CUW,163423,America,108
2020-09-14,2020-37,65,0,Curaçao,CW,CUW,163423,America,61
2020-09-07,2020-36,35,0,Curaçao,CW,CUW,163423,America,30
2020-08-31,2020-35,14,0,Curaçao,CW,CUW,163423,America,14
2020-08-24,2020-34,9,0,Curaçao,CW,CUW,163423,America,7
2020-08-17,2020-33,3,0,Curaçao,CW,CUW,163423,America,3
2020-08-10,2020-32,2,0,Curaçao,CW,CUW,163423,America,1
2020-08-03,2020-31,0,0,Curaçao,CW,CUW,163423,America,1
2020-07-27,2020-30,1,0,Curaçao,CW,CUW,163423,America,2
2020-07-20,2020-29,3,0,Curaçao,CW,CUW,163423,America,2
2020-07-13,2020-28,0,0,Curaçao,CW,CUW,163423,America,1
2020-07-06,2020-27,1,0,Curaçao,CW,CUW,163423,America,1
2020-06-29,2020-26,1,0,Curaçao,CW,CUW,163423,America,1
2020-06-22,2020-25,1,0,Curaçao,CW,CUW,163423,America,1
2020-06-15,2020-24,1,0,Curaçao,CW,CUW,163423,America,2
2020-06-08,2020-23,2,0,Curaçao,CW,CUW,163423,America,2
2020-06-01,2020-22,2,0,Curaçao,CW,CUW,163423,America,2
2020-05-25,2020-21,1,0,Curaçao,CW,CUW,163423,America,1
2020-05-18,2020-20,0,0,Curaçao,CW,CUW,163423,America,0
2020-05-11,2020-19,0,0,Curaçao,CW,CUW,163423,America,0
2020-05-04,2020-18,0,0,Curaçao,CW,CUW,163423,America,1
2020-04-27,2020-17,2,0,Curaçao,CW,CUW,163423,America,1
2020-04-20,2020-16,0,0,Curaçao,CW,CUW,163423,America,2
2020-04-13,2020-15,3,0,Curaçao,CW,CUW,163423,America,3
2020-04-06,2020-14,2,0,Curaçao,CW,CUW,163423,America,7
2020-03-30,2020-13,9,1,Curaçao,CW,CUW,163423,America,
