dateRep,day,month,year,cases,deaths,geoId,continentExp,countryterritoryCode,popData2018,countriesAndTerritories
20/04/2020,20,4,2020,57,1,IQ,Asia,IRQ,38433600,Iraq
19/04/2020,19,4,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
18/04/2020,18,4,2020,48,1,IQ,Asia,IRQ,38433600,Iraq
17/04/2020,17,4,2020,19,1,IQ,Asia,IRQ,38433600,Iraq
16/04/2020,16,4,2020,15,1,IQ,Asia,IRQ,38433600,Iraq
15/04/2020,15,4,2020,22,0,IQ,Asia,IRQ,38433600,Iraq
14/04/2020,14,4,2020,26,2,IQ,Asia,IRQ,38433600,Iraq
13/04/2020,13,4,2020,34,4,IQ,Asia,IRQ,38433600,Iraq
12/04/2020,12,4,2020,39,2,IQ,Asia,IRQ,38433600,Iraq
11/04/2020,11,4,2020,47,1,IQ,Asia,IRQ,38433600,Iraq
10/04/2020,10,4,2020,30,0,IQ,Asia,IRQ,38433600,Iraq
09/04/2020,9,4,2020,171,5,IQ,Asia,IRQ,38433600,Iraq
08/04/2020,8,4,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
07/04/2020,7,4,2020,70,3,IQ,Asia,IRQ,38433600,Iraq
06/04/2020,6,4,2020,83,5,IQ,Asia,IRQ,38433600,Iraq
05/04/2020,5,4,2020,106,2,IQ,Asia,IRQ,38433600,Iraq
04/04/2020,4,4,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
03/04/2020,3,4,2020,78,4,IQ,Asia,IRQ,38433600,Iraq
02/04/2020,2,4,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
01/04/2020,1,4,2020,64,4,IQ,Asia,IRQ,38433600,Iraq
31/03/2020,31,3,2020,83,4,IQ,Asia,IRQ,38433600,Iraq
30/03/2020,30,3,2020,41,0,IQ,Asia,IRQ,38433600,Iraq
29/03/2020,29,3,2020,48,2,IQ,Asia,IRQ,38433600,Iraq
28/03/2020,28,3,2020,76,4,IQ,Asia,IRQ,38433600,Iraq
27/03/2020,27,3,2020,36,7,IQ,Asia,IRQ,38433600,Iraq
26/03/2020,26,3,2020,30,2,IQ,Asia,IRQ,38433600,Iraq
25/03/2020,25,3,2020,50,4,IQ,Asia,IRQ,38433600,Iraq
24/03/2020,24,3,2020,33,3,IQ,Asia,IRQ,38433600,Iraq
23/03/2020,23,3,2020,19,3,IQ,Asia,IRQ,38433600,Iraq
22/03/2020,22,3,2020,21,3,IQ,Asia,IRQ,38433600,Iraq
21/03/2020,21,3,2020,16,2,IQ,Asia,IRQ,38433600,Iraq
20/03/2020,20,3,2020,13,0,IQ,Asia,IRQ,38433600,Iraq
19/03/2020,19,3,2020,10,1,IQ,Asia,IRQ,38433600,Iraq
18/03/2020,18,3,2020,30,2,IQ,Asia,IRQ,38433600,Iraq
17/03/2020,17,3,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
16/03/2020,16,3,2020,39,0,IQ,Asia,IRQ,38433600,Iraq
15/03/2020,15,3,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
14/03/2020,14,3,2020,11,1,IQ,Asia,IRQ,38433600,Iraq
13/03/2020,13,3,2020,4,0,IQ,Asia,IRQ,38433600,Iraq
12/03/2020,12,3,2020,9,2,IQ,Asia,IRQ,38433600,Iraq
11/03/2020,11,3,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
09/03/2020,9,3,2020,7,4,IQ,Asia,IRQ,38433600,Iraq
08/03/2020,8,3,2020,16,0,IQ,Asia,IRQ,38433600,Iraq
06/03/2020,6,3,2020,7,2,IQ,Asia,IRQ,38433600,Iraq
05/03/2020,5,3,2020,5,0,IQ,Asia,IRQ,38433600,Iraq
04/03/2020,4,3,2020,5,0,IQ,Asia,IRQ,38433600,Iraq
03/03/2020,3,3,2020,2,0,IQ,Asia,IRQ,38433600,Iraq
02/03/2020,2,3,2020,6,0,IQ,Asia,IRQ,38433600,Iraq
01/03/2020,1,3,2020,6,0,IQ,Asia,IRQ,38433600,Iraq
29/02/2020,29,2,2020,1,0,IQ,Asia,IRQ,38433600,Iraq
28/02/2020,28,2,2020,1,0,IQ,Asia,IRQ,38433600,Iraq
27/02/2020,27,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
26/02/2020,26,2,2020,4,0,IQ,Asia,IRQ,38433600,Iraq
25/02/2020,25,2,2020,1,0,IQ,Asia,IRQ,38433600,Iraq
24/02/2020,24,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
23/02/2020,23,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
22/02/2020,22,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
21/02/2020,21,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
20/02/2020,20,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
19/02/2020,19,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
18/02/2020,18,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
17/02/2020,17,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
16/02/2020,16,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
15/02/2020,15,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
14/02/2020,14,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
13/02/2020,13,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
12/02/2020,12,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
11/02/2020,11,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
10/02/2020,10,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
09/02/2020,9,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
08/02/2020,8,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
07/02/2020,7,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
06/02/2020,6,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
05/02/2020,5,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
04/02/2020,4,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
03/02/2020,3,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
02/02/2020,2,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
01/02/2020,1,2,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
31/01/2020,31,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
30/01/2020,30,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
29/01/2020,29,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
28/01/2020,28,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
27/01/2020,27,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
26/01/2020,26,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
25/01/2020,25,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
24/01/2020,24,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
23/01/2020,23,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
22/01/2020,22,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
21/01/2020,21,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
20/01/2020,20,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
19/01/2020,19,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
18/01/2020,18,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
17/01/2020,17,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
16/01/2020,16,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
15/01/2020,15,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
14/01/2020,14,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
13/01/2020,13,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
12/01/2020,12,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
11/01/2020,11,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
10/01/2020,10,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
09/01/2020,9,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
08/01/2020,8,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
07/01/2020,7,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
06/01/2020,6,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
05/01/2020,5,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
04/01/2020,4,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
03/01/2020,3,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
02/01/2020,2,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
01/01/2020,1,1,2020,0,0,IQ,Asia,IRQ,38433600,Iraq
31/12/2019,31,12,2019,0,0,IQ,Asia,IRQ,38433600,Iraq
