dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018
28/03/2020,28,3,2020,0,0,Timor_Leste,TL,TLS,1267972
27/03/2020,27,3,2020,0,0,Timor_Leste,TL,TLS,1267972
26/03/2020,26,3,2020,0,0,Timor_Leste,TL,TLS,1267972
25/03/2020,25,3,2020,0,0,Timor_Leste,TL,TLS,1267972
24/03/2020,24,3,2020,0,0,Timor_Leste,TL,TLS,1267972
23/03/2020,23,3,2020,0,0,Timor_Leste,TL,TLS,1267972
22/03/2020,22,3,2020,1,0,Timor_Leste,TL,TLS,1267972
