dateRep,day,month,year,cases,deaths,geoId,continentExp,countryterritoryCode,popData2018,countriesAndTerritories
20/04/2020,20,4,2020,81,2,KZ,Asia,KAZ,18276499,Kazakhstan
19/04/2020,19,4,2020,63,0,KZ,Asia,KAZ,18276499,Kazakhstan
18/04/2020,18,4,2020,121,0,KZ,Asia,KAZ,18276499,Kazakhstan
17/04/2020,17,4,2020,139,1,KZ,Asia,KAZ,18276499,Kazakhstan
16/04/2020,16,4,2020,64,2,KZ,Asia,KAZ,18276499,Kazakhstan
15/04/2020,15,4,2020,88,0,KZ,Asia,KAZ,18276499,Kazakhstan
14/04/2020,14,4,2020,218,4,KZ,Asia,KAZ,18276499,Kazakhstan
13/04/2020,13,4,2020,81,0,KZ,Asia,KAZ,18276499,Kazakhstan
12/04/2020,12,4,2020,40,0,KZ,Asia,KAZ,18276499,Kazakhstan
11/04/2020,11,4,2020,38,1,KZ,Asia,KAZ,18276499,Kazakhstan
10/04/2020,10,4,2020,43,2,KZ,Asia,KAZ,18276499,Kazakhstan
09/04/2020,9,4,2020,55,1,KZ,Asia,KAZ,18276499,Kazakhstan
08/04/2020,8,4,2020,34,0,KZ,Asia,KAZ,18276499,Kazakhstan
07/04/2020,7,4,2020,139,1,KZ,Asia,KAZ,18276499,Kazakhstan
06/04/2020,6,4,2020,71,2,KZ,Asia,KAZ,18276499,Kazakhstan
05/04/2020,5,4,2020,0,0,KZ,Asia,KAZ,18276499,Kazakhstan
04/04/2020,4,4,2020,74,0,KZ,Asia,KAZ,18276499,Kazakhstan
03/04/2020,3,4,2020,38,1,KZ,Asia,KAZ,18276499,Kazakhstan
02/04/2020,2,4,2020,8,1,KZ,Asia,KAZ,18276499,Kazakhstan
01/04/2020,1,4,2020,15,0,KZ,Asia,KAZ,18276499,Kazakhstan
31/03/2020,31,3,2020,41,0,KZ,Asia,KAZ,18276499,Kazakhstan
30/03/2020,30,3,2020,55,1,KZ,Asia,KAZ,18276499,Kazakhstan
29/03/2020,29,3,2020,36,0,KZ,Asia,KAZ,18276499,Kazakhstan
28/03/2020,28,3,2020,73,0,KZ,Asia,KAZ,18276499,Kazakhstan
27/03/2020,27,3,2020,32,0,KZ,Asia,KAZ,18276499,Kazakhstan
26/03/2020,26,3,2020,9,0,KZ,Asia,KAZ,18276499,Kazakhstan
25/03/2020,25,3,2020,17,0,KZ,Asia,KAZ,18276499,Kazakhstan
24/03/2020,24,3,2020,2,0,KZ,Asia,KAZ,18276499,Kazakhstan
23/03/2020,23,3,2020,4,0,KZ,Asia,KAZ,18276499,Kazakhstan
22/03/2020,22,3,2020,3,0,KZ,Asia,KAZ,18276499,Kazakhstan
21/03/2020,21,3,2020,4,0,KZ,Asia,KAZ,18276499,Kazakhstan
20/03/2020,20,3,2020,12,0,KZ,Asia,KAZ,18276499,Kazakhstan
19/03/2020,19,3,2020,4,0,KZ,Asia,KAZ,18276499,Kazakhstan
18/03/2020,18,3,2020,22,0,KZ,Asia,KAZ,18276499,Kazakhstan
17/03/2020,17,3,2020,2,0,KZ,Asia,KAZ,18276499,Kazakhstan
16/03/2020,16,3,2020,3,0,KZ,Asia,KAZ,18276499,Kazakhstan
15/03/2020,15,3,2020,6,0,KZ,Asia,KAZ,18276499,Kazakhstan
