dateRep,day,month,year,cases,deaths,geoId,continentExp,countryterritoryCode,popData2018,countriesAndTerritories
20/04/2020,20,4,2020,0,0,TT,America,TTO,1389858,Trinidad_and_Tobago
19/04/2020,19,4,2020,0,0,TT,America,TTO,1389858,Trinidad_and_Tobago
18/04/2020,18,4,2020,0,0,TT,America,TTO,1389858,Trinidad_and_Tobago
17/04/2020,17,4,2020,0,0,TT,America,TTO,1389858,Trinidad_and_Tobago
16/04/2020,16,4,2020,1,0,TT,America,TTO,1389858,Trinidad_and_Tobago
15/04/2020,15,4,2020,0,0,TT,America,TTO,1389858,Trinidad_and_Tobago
14/04/2020,14,4,2020,0,0,TT,America,TTO,1389858,Trinidad_and_Tobago
13/04/2020,13,4,2020,1,0,TT,America,TTO,1389858,Trinidad_and_Tobago
12/04/2020,12,4,2020,3,0,TT,America,TTO,1389858,Trinidad_and_Tobago
11/04/2020,11,4,2020,0,0,TT,America,TTO,1389858,Trinidad_and_Tobago
10/04/2020,10,4,2020,2,0,TT,America,TTO,1389858,Trinidad_and_Tobago
09/04/2020,9,4,2020,0,0,TT,America,TTO,1389858,Trinidad_and_Tobago
08/04/2020,8,4,2020,2,0,TT,America,TTO,1389858,Trinidad_and_Tobago
07/04/2020,7,4,2020,1,1,TT,America,TTO,1389858,Trinidad_and_Tobago
06/04/2020,6,4,2020,1,1,TT,America,TTO,1389858,Trinidad_and_Tobago
05/04/2020,5,4,2020,3,0,TT,America,TTO,1389858,Trinidad_and_Tobago
04/04/2020,4,4,2020,3,0,TT,America,TTO,1389858,Trinidad_and_Tobago
03/04/2020,3,4,2020,8,1,TT,America,TTO,1389858,Trinidad_and_Tobago
02/04/2020,2,4,2020,2,2,TT,America,TTO,1389858,Trinidad_and_Tobago
01/04/2020,1,4,2020,2,0,TT,America,TTO,1389858,Trinidad_and_Tobago
31/03/2020,31,3,2020,7,0,TT,America,TTO,1389858,Trinidad_and_Tobago
30/03/2020,30,3,2020,4,1,TT,America,TTO,1389858,Trinidad_and_Tobago
29/03/2020,29,3,2020,8,0,TT,America,TTO,1389858,Trinidad_and_Tobago
28/03/2020,28,3,2020,1,1,TT,America,TTO,1389858,Trinidad_and_Tobago
27/03/2020,27,3,2020,5,0,TT,America,TTO,1389858,Trinidad_and_Tobago
26/03/2020,26,3,2020,3,1,TT,America,TTO,1389858,Trinidad_and_Tobago
25/03/2020,25,3,2020,6,0,TT,America,TTO,1389858,Trinidad_and_Tobago
24/03/2020,24,3,2020,1,0,TT,America,TTO,1389858,Trinidad_and_Tobago
23/03/2020,23,3,2020,1,0,TT,America,TTO,1389858,Trinidad_and_Tobago
22/03/2020,22,3,2020,40,0,TT,America,TTO,1389858,Trinidad_and_Tobago
21/03/2020,21,3,2020,0,0,TT,America,TTO,1389858,Trinidad_and_Tobago
20/03/2020,20,3,2020,0,0,TT,America,TTO,1389858,Trinidad_and_Tobago
19/03/2020,19,3,2020,2,0,TT,America,TTO,1389858,Trinidad_and_Tobago
18/03/2020,18,3,2020,2,0,TT,America,TTO,1389858,Trinidad_and_Tobago
17/03/2020,17,3,2020,1,0,TT,America,TTO,1389858,Trinidad_and_Tobago
16/03/2020,16,3,2020,2,0,TT,America,TTO,1389858,Trinidad_and_Tobago
15/03/2020,15,3,2020,0,0,TT,America,TTO,1389858,Trinidad_and_Tobago
14/03/2020,14,3,2020,1,0,TT,America,TTO,1389858,Trinidad_and_Tobago
13/03/2020,13,3,2020,1,0,TT,America,TTO,1389858,Trinidad_and_Tobago
