dateRep,day,month,year,cases,deaths,geoId,continentExp,countryterritoryCode,popData2018,countriesAndTerritories
20/04/2020,20,4,2020,15,1,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
19/04/2020,19,4,2020,44,1,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
18/04/2020,18,4,2020,58,3,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
17/04/2020,17,4,2020,52,1,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
16/04/2020,16,4,2020,27,1,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
15/04/2020,15,4,2020,45,1,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
14/04/2020,14,4,2020,21,0,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
13/04/2020,13,4,2020,59,1,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
12/04/2020,12,4,2020,47,0,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
11/04/2020,11,4,2020,26,1,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
10/04/2020,10,4,2020,59,1,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
09/04/2020,9,4,2020,35,3,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
08/04/2020,8,4,2020,86,4,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
07/04/2020,7,4,2020,32,4,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
06/04/2020,6,4,2020,31,3,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
05/04/2020,5,4,2020,46,3,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
04/04/2020,4,4,2020,54,1,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
03/04/2020,3,4,2020,68,4,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
02/04/2020,2,4,2020,51,1,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
01/04/2020,1,4,2020,60,4,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
31/03/2020,31,3,2020,30,2,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
30/03/2020,30,3,2020,66,1,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
29/03/2020,29,3,2020,28,2,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
28/03/2020,28,3,2020,48,0,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
27/03/2020,27,3,2020,0,0,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
26/03/2020,26,3,2020,19,1,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
25/03/2020,25,3,2020,33,1,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
24/03/2020,24,3,2020,4,0,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
23/03/2020,23,3,2020,33,0,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
22/03/2020,22,3,2020,48,1,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
21/03/2020,21,3,2020,0,0,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
20/03/2020,20,3,2020,8,0,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
19/03/2020,19,3,2020,15,0,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
18/03/2020,18,3,2020,0,0,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
17/03/2020,17,3,2020,3,0,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
16/03/2020,16,3,2020,15,0,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
13/03/2020,13,3,2020,0,0,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
12/03/2020,12,3,2020,1,0,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
06/03/2020,6,3,2020,2,0,BA,Europe,BIH,3323929,Bosnia_and_Herzegovina
