dateRep,day,month,year,cases,deaths,geoId,continentExp,countryterritoryCode,popData2018,countriesAndTerritories
20/04/2020,20,4,2020,0,21,CM,Africa,CMR,25216237,Cameroon
19/04/2020,19,4,2020,0,0,CM,Africa,CMR,25216237,Cameroon
18/04/2020,18,4,2020,161,0,CM,Africa,CMR,25216237,Cameroon
17/04/2020,17,4,2020,0,4,CM,Africa,CMR,25216237,Cameroon
16/04/2020,16,4,2020,0,0,CM,Africa,CMR,25216237,Cameroon
15/04/2020,15,4,2020,35,5,CM,Africa,CMR,25216237,Cameroon
14/04/2020,14,4,2020,0,0,CM,Africa,CMR,25216237,Cameroon
13/04/2020,13,4,2020,0,1,CM,Africa,CMR,25216237,Cameroon
12/04/2020,12,4,2020,17,1,CM,Africa,CMR,25216237,Cameroon
11/04/2020,11,4,2020,73,0,CM,Africa,CMR,25216237,Cameroon
10/04/2020,10,4,2020,0,0,CM,Africa,CMR,25216237,Cameroon
09/04/2020,9,4,2020,45,1,CM,Africa,CMR,25216237,Cameroon
08/04/2020,8,4,2020,27,0,CM,Africa,CMR,25216237,Cameroon
07/04/2020,7,4,2020,8,0,CM,Africa,CMR,25216237,Cameroon
06/04/2020,6,4,2020,95,0,CM,Africa,CMR,25216237,Cameroon
05/04/2020,5,4,2020,46,1,CM,Africa,CMR,25216237,Cameroon
04/04/2020,4,4,2020,238,1,CM,Africa,CMR,25216237,Cameroon
03/04/2020,3,4,2020,38,1,CM,Africa,CMR,25216237,Cameroon
02/04/2020,2,4,2020,40,0,CM,Africa,CMR,25216237,Cameroon
01/04/2020,1,4,2020,51,4,CM,Africa,CMR,25216237,Cameroon
31/03/2020,31,3,2020,43,0,CM,Africa,CMR,25216237,Cameroon
30/03/2020,30,3,2020,0,0,CM,Africa,CMR,25216237,Cameroon
29/03/2020,29,3,2020,11,1,CM,Africa,CMR,25216237,Cameroon
28/03/2020,28,3,2020,0,0,CM,Africa,CMR,25216237,Cameroon
27/03/2020,27,3,2020,16,0,CM,Africa,CMR,25216237,Cameroon
26/03/2020,26,3,2020,0,0,CM,Africa,CMR,25216237,Cameroon
25/03/2020,25,3,2020,16,1,CM,Africa,CMR,25216237,Cameroon
24/03/2020,24,3,2020,29,0,CM,Africa,CMR,25216237,Cameroon
23/03/2020,23,3,2020,0,0,CM,Africa,CMR,25216237,Cameroon
22/03/2020,22,3,2020,0,0,CM,Africa,CMR,25216237,Cameroon
21/03/2020,21,3,2020,13,0,CM,Africa,CMR,25216237,Cameroon
20/03/2020,20,3,2020,4,0,CM,Africa,CMR,25216237,Cameroon
19/03/2020,19,3,2020,0,0,CM,Africa,CMR,25216237,Cameroon
18/03/2020,18,3,2020,6,0,CM,Africa,CMR,25216237,Cameroon
17/03/2020,17,3,2020,0,0,CM,Africa,CMR,25216237,Cameroon
16/03/2020,16,3,2020,1,0,CM,Africa,CMR,25216237,Cameroon
15/03/2020,15,3,2020,1,0,CM,Africa,CMR,25216237,Cameroon
09/03/2020,9,3,2020,1,0,CM,Africa,CMR,25216237,Cameroon
07/03/2020,7,3,2020,1,0,CM,Africa,CMR,25216237,Cameroon
