dateRep,day,month,year,cases,deaths,geoId,continentExp,countryterritoryCode,popData2018,countriesAndTerritories
20/04/2020,20,4,2020,23,0,JM,America,JAM,2934855,Jamaica
19/04/2020,19,4,2020,10,0,JM,America,JAM,2934855,Jamaica
18/04/2020,18,4,2020,20,0,JM,America,JAM,2934855,Jamaica
17/04/2020,17,4,2020,18,0,JM,America,JAM,2934855,Jamaica
16/04/2020,16,4,2020,20,0,JM,America,JAM,2934855,Jamaica
15/04/2020,15,4,2020,32,1,JM,America,JAM,2934855,Jamaica
14/04/2020,14,4,2020,1,0,JM,America,JAM,2934855,Jamaica
13/04/2020,13,4,2020,3,0,JM,America,JAM,2934855,Jamaica
12/04/2020,12,4,2020,4,0,JM,America,JAM,2934855,Jamaica
11/04/2020,11,4,2020,2,0,JM,America,JAM,2934855,Jamaica
10/04/2020,10,4,2020,0,0,JM,America,JAM,2934855,Jamaica
09/04/2020,9,4,2020,0,1,JM,America,JAM,2934855,Jamaica
08/04/2020,8,4,2020,4,0,JM,America,JAM,2934855,Jamaica
07/04/2020,7,4,2020,1,0,JM,America,JAM,2934855,Jamaica
06/04/2020,6,4,2020,3,0,JM,America,JAM,2934855,Jamaica
05/04/2020,5,4,2020,2,0,JM,America,JAM,2934855,Jamaica
04/04/2020,4,4,2020,6,0,JM,America,JAM,2934855,Jamaica
03/04/2020,3,4,2020,3,0,JM,America,JAM,2934855,Jamaica
02/04/2020,2,4,2020,6,2,JM,America,JAM,2934855,Jamaica
01/04/2020,1,4,2020,0,0,JM,America,JAM,2934855,Jamaica
31/03/2020,31,3,2020,4,0,JM,America,JAM,2934855,Jamaica
30/03/2020,30,3,2020,2,0,JM,America,JAM,2934855,Jamaica
29/03/2020,29,3,2020,6,0,JM,America,JAM,2934855,Jamaica
28/03/2020,28,3,2020,0,0,JM,America,JAM,2934855,Jamaica
27/03/2020,27,3,2020,1,0,JM,America,JAM,2934855,Jamaica
26/03/2020,26,3,2020,4,0,JM,America,JAM,2934855,Jamaica
25/03/2020,25,3,2020,2,1,JM,America,JAM,2934855,Jamaica
24/03/2020,24,3,2020,0,0,JM,America,JAM,2934855,Jamaica
23/03/2020,23,3,2020,0,0,JM,America,JAM,2934855,Jamaica
22/03/2020,22,3,2020,0,0,JM,America,JAM,2934855,Jamaica
21/03/2020,21,3,2020,3,0,JM,America,JAM,2934855,Jamaica
20/03/2020,20,3,2020,1,0,JM,America,JAM,2934855,Jamaica
19/03/2020,19,3,2020,2,0,JM,America,JAM,2934855,Jamaica
18/03/2020,18,3,2020,3,0,JM,America,JAM,2934855,Jamaica
17/03/2020,17,3,2020,0,0,JM,America,JAM,2934855,Jamaica
16/03/2020,16,3,2020,2,0,JM,America,JAM,2934855,Jamaica
14/03/2020,14,3,2020,2,0,JM,America,JAM,2934855,Jamaica
13/03/2020,13,3,2020,4,0,JM,America,JAM,2934855,Jamaica
12/03/2020,12,3,2020,2,0,JM,America,JAM,2934855,Jamaica
