countryterritoryCode,continentExp,countriesAndTerritories,dateRep,total_cases,cases,new_cases_smoothed,total_deaths,deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,popData2019,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
UZB,Asia,Uzbekistan,2023-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18823,,,,,544,358,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18823,,,,,544,358,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18823,,,,,544,358,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-02-26,168607,129,146,1016,0,0,4869,4,4,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,18823,,,,,544,358,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18823,,,,,544,358,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18823,,,,,544,358,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,51623,10,9,1468
UZB,Asia,Uzbekistan,2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18823,,,,,544,358,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18823,,,,,544,358,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18823,,,,,544,358,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18823,,,,,544,358,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-05,168780,173,138,1016,0,0,4874,5,4,29,0,0,,,,,,,,,,,,,,,,,,,75503399,21684856,18144247,15395739,,18823,218,63,52,44,544,358,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17169,,,,,496,417,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15515,,,,,448,477,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13861,,,,,400,536,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12207,,,,,353,595,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10553,,,,,305,654,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8900,,,,,257,713,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-12,168960,180,140,1016,0,0,4879,5,4,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-19,168960,0,121,1016,0,0,4879,0,3,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-26,169129,169,129,1016,0,0,4884,5,4,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,,,,,209,772,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
