date,region_iso,region,province,city,place_type,cases,deaths,recovered
2020-04-10,or,Oruro,,,departamento,9,1,1
2020-04-11,or,Oruro,,,departamento,11,1,1
2020-04-12,or,Oruro,,,departamento,13,2,1
2020-04-13,or,Oruro,,,departamento,14,2,1
2020-04-14,or,Oruro,,,departamento,30,2,1
2020-04-15,or,Oruro,,,departamento,37,2,8
2020-04-16,or,Oruro,,,departamento,38,2,8
2020-04-17,or,Oruro,,,departamento,42,2,8
2020-04-18,or,Oruro,,,departamento,45,2,8
2020-04-19,or,Oruro,,,departamento,45,2,8
2020-04-20,or,Oruro,,,departamento,49,2,8
2020-04-21,or,Oruro,,,departamento,49,2,8
2020-04-22,or,Oruro,,,departamento,59,2,8
2020-04-23,or,Oruro,,,departamento,62,2,8
2020-04-24,or,Oruro,,,departamento,65,2,8
2020-04-26,or,Oruro,,,departamento,65,2,8
2020-04-27,or,Oruro,,,departamento,79,4,8
