date,region_iso,region,province,city,place_type,cases,deaths,recovered
2020-04-10,sc,Santa Cruz,,,departamento,134,9,1
2020-04-11,sc,Santa Cruz,,,departamento,147,10,1
2020-04-12,sc,Santa Cruz,,,departamento,163,10,1
2020-04-13,sc,Santa Cruz,,,departamento,177,10,5
2020-04-14,sc,Santa Cruz,,,departamento,190,10,5
2020-04-15,sc,Santa Cruz,,,departamento,215,11,5
2020-04-16,sc,Santa Cruz,,,departamento,218,12,10
2020-04-17,sc,Santa Cruz,,,departamento,237,12,10
2020-04-18,sc,Santa Cruz,,,departamento,255,12,10
2020-04-19,sc,Santa Cruz,,,departamento,290,12,10
2020-04-20,sc,Santa Cruz,,,departamento,317,12,10
2020-04-21,sc,Santa Cruz,,,departamento,324,14,10
2020-04-22,sc,Santa Cruz,,,departamento,371,16,14
2020-04-23,sc,Santa Cruz,,,departamento,385,19,14
2020-04-24,sc,Santa Cruz,,,departamento,446,19,14
2020-04-26,sc,Santa Cruz,,,departamento,489,20,33
2020-04-27,sc,Santa Cruz,,,departamento,525,22,37
2020-04-28,sc,Santa Cruz,,,departamento,553,25,41
2020-04-29,sc,Santa Cruz,,,departamento,587,27,44
2020-04-30,sc,Santa Cruz,,,departamento,615,29,50
2020-05-01,sc,Santa Cruz,,,departamento,656,32,62
2020-05-02,sc,Santa Cruz,,,departamento,693,34,64
2020-05-03,sc,Santa Cruz,,,departamento,806,38,64
2020-05-04,sc,Santa Cruz,,,departamento,904,40,67
2020-05-05,sc,Santa Cruz,,,departamento,979,44,68
2020-05-06,sc,Santa Cruz,,,departamento,1083,46,68
2020-05-07,sc,Santa Cruz,,,departamento,1083,46,68
2020-05-08,sc,Santa Cruz,,,departamento,1318,52,80
