date,region_iso,region,province,city,place_type,cases,deaths,recovered
2020-04-03,tj,Tarija,,,departamento,1,0,0
2020-04-10,tj,Tarija,,,departamento,1,0,0
2020-04-11,tj,Tarija,,,departamento,1,0,0
2020-04-12,tj,Tarija,,,departamento,2,0,0
2020-04-13,tj,Tarija,,,departamento,2,0,0
2020-04-14,tj,Tarija,,,departamento,2,0,0
2020-04-15,tj,Tarija,,,departamento,2,0,0
2020-04-16,tj,Tarija,,,departamento,2,0,0
2020-04-17,tj,Tarija,,,departamento,3,0,0
2020-04-18,tj,Tarija,,,departamento,3,0,0
2020-04-19,tj,Tarija,,,departamento,3,0,0
2020-04-20,tj,Tarija,,,departamento,3,0,0
2020-04-21,tj,Tarija,,,departamento,3,0,0
2020-04-22,tj,Tarija,,,departamento,3,0,0
2020-04-23,tj,Tarija,,,departamento,3,0,0
2020-04-24,tj,Tarija,,,departamento,3,0,0
2020-04-26,tj,Tarija,,,departamento,3,0,0
2020-04-27,tj,Tarija,,,departamento,3,0,0
2020-04-28,tj,Tarija,,,departamento,3,0,0
2020-04-29,tj,Tarija,,,departamento,3,0,0
2020-04-30,tj,Tarija,,,departamento,3,0,0
2020-05-01,tj,Tarija,,,departamento,3,0,0
2020-05-02,tj,Tarija,,,departamento,3,0,0
2020-05-03,tj,Tarija,,,departamento,3,0,0
2020-05-04,tj,Tarija,,,departamento,3,0,0
2020-05-05,tj,Tarija,,,departamento,4,1,0
2020-05-06,tj,Tarija,,,departamento,6,1,0
2020-05-07,tj,Tarija,,,departamento,6,1,0
2020-05-08,tj,Tarija,,,departamento,6,1,0
2020-05-09,tj,Tarija,,,departamento,9,1,0
2020-05-10,tj,Tarija,,,departamento,9,1,0
2020-05-11,tj,Tarija,,,departamento,9,1,0
2020-05-12,tj,Tarija,,,departamento,9,1,0
2020-05-13,tj,Tarija,,,departamento,9,1,0
2020-05-14,tj,Tarija,,,departamento,9,1,0
2020-05-15,tj,Tarija,,,departamento,13,1,2
2020-05-16,tj,Tarija,,,departamento,13,1,2
2020-05-17,tj,Tarija,,,departamento,13,10,2
2020-05-18,tj,Tarija,,,departamento,13,10,2
2020-05-19,tj,Tarija,,,departamento,13,10,2
2020-05-20,tj,Tarija,,,departamento,13,10,2
2020-05-21,tj,Tarija,,,departamento,14,9,3
2020-05-22,tj,Tarija,,,departamento,17,11,4
2020-05-23,tj,Tarija,,,departamento,18,10,6
2020-05-24,tj,Tarija,,,departamento,18,10,6
2020-05-25,tj,Tarija,,,departamento,18,6,2
2020-05-26,tj,Tarija,,,departamento,19,7,2
2020-05-27,tj,Tarija,,,departamento,19,7,2
2020-05-28,tj,Tarija,,,departamento,19,7,3
2020-05-29,tj,Tarija,,,departamento,22,7,3
2020-05-30,tj,Tarija,,,departamento,24,7,3
2020-05-31,tj,Tarija,,,departamento,32,7,3
2020-06-01,tj,Tarija,,,departamento,32,7,3
2020-06-02,tj,Tarija,,,departamento,37,7,4
2020-06-03,tj,Tarija,,,departamento,37,7,4
2020-06-04,tj,Tarija,,,departamento,40,7,4
2020-06-05,tj,Tarija,,,departamento,44,7,4
2020-06-06,tj,Tarija,,,departamento,49,7,4
2020-06-07,tj,Tarija,,,departamento,58,10,4
2020-06-08,tj,Tarija,,,departamento,58,10,4
2020-06-09,tj,Tarija,,,departamento,65,10,4
2020-06-10,tj,Tarija,,,departamento,68,10,4
2020-06-11,tj,Tarija,,,departamento,69,10,4
2020-06-12,tj,Tarija,,,departamento,69,10,4
