date,region_iso,region,province,city,place_type,cases,deaths,recovered
2020-04-10,lp,La Paz,,,departamento,59,7,0
2020-04-11,lp,La Paz,,,departamento,65,8,0
2020-04-12,lp,La Paz,,,departamento,73,10,0
2020-04-13,lp,La Paz,,,departamento,80,11,0
2020-04-14,lp,La Paz,,,departamento,91,11,1
2020-04-15,lp,La Paz,,,departamento,101,11,1
2020-04-16,lp,La Paz,,,departamento,120,12,1
2020-04-17,lp,La Paz,,,departamento,120,12,6
2020-04-18,lp,La Paz,,,departamento,126,12,6
2020-04-19,lp,La Paz,,,departamento,133,12,6
2020-04-20,lp,La Paz,,,departamento,134,12,6
2020-04-21,lp,La Paz,,,departamento,137,12,6
2020-04-22,lp,La Paz,,,departamento,140,13,9
2020-04-23,lp,La Paz,,,departamento,150,13,13
2020-04-24,lp,La Paz,,,departamento,155,14,13
2020-04-26,lp,La Paz,,,departamento,159,15,15
2020-04-27,lp,La Paz,,,departamento,168,15,15
2020-04-28,lp,La Paz,,,departamento,185,15,19
2020-04-29,lp,La Paz,,,departamento,188,15,26
