date,region_iso,region,province,city,place_type,cases,deaths,recovered
2020-04-10,pt,Potosí,,,departamento,13,1,0
2020-04-11,pt,Potosí,,,departamento,15,1,0
2020-04-12,pt,Potosí,,,departamento,15,1,0
2020-04-13,pt,Potosí,,,departamento,15,1,0
2020-04-14,pt,Potosí,,,departamento,15,1,0
2020-04-15,pt,Potosí,,,departamento,15,1,0
2020-04-16,pt,Potosí,,,departamento,16,1,0
2020-04-17,pt,Potosí,,,departamento,18,1,0
2020-04-18,pt,Potosí,,,departamento,18,1,0
2020-04-19,pt,Potosí,,,departamento,19,1,0
2020-04-20,pt,Potosí,,,departamento,19,1,0
2020-04-21,pt,Potosí,,,departamento,19,1,0
2020-04-22,pt,Potosí,,,departamento,21,1,0
2020-04-23,pt,Potosí,,,departamento,21,1,0
2020-04-24,pt,Potosí,,,departamento,21,1,0
2020-04-26,pt,Potosí,,,departamento,26,1,0
2020-04-27,pt,Potosí,,,departamento,26,1,0
2020-04-28,pt,Potosí,,,departamento,26,1,2
2020-04-29,pt,Potosí,,,departamento,26,1,2
2020-04-30,pt,Potosí,,,departamento,26,1,2
2020-05-01,pt,Potosí,,,departamento,26,1,2
2020-05-02,pt,Potosí,,,departamento,26,1,2
2020-05-03,pt,Potosí,,,departamento,26,1,2
2020-05-04,pt,Potosí,,,departamento,26,1,2
2020-05-05,pt,Potosí,,,departamento,33,1,2
2020-05-06,pt,Potosí,,,departamento,35,1,6
2020-05-07,pt,Potosí,,,departamento,35,1,6
2020-05-08,pt,Potosí,,,departamento,35,1,6
