date,iso,province,city,place_type,cases,deaths
2020-04-26,EC-E,Esmeraldas,,province,195,7
2020-04-27,EC-E,Esmeraldas,,province,195,7
2020-04-28,EC-E,Esmeraldas,,province,195,7
2020-04-29,EC-E,Esmeraldas,,province,173,19
2020-04-30,EC-E,Esmeraldas,,province,173,19
2020-05-01,EC-E,Esmeraldas,,province,208,20
2020-05-02,EC-E,Esmeraldas,,province,212,28
2020-05-03,EC-E,Esmeraldas,,province,223,28
2020-05-04,EC-E,Esmeraldas,,province,223,28
2020-05-05,EC-E,Esmeraldas,,province,223,28
2020-05-06,EC-E,Esmeraldas,,province,223,28
2020-05-07,EC-E,Esmeraldas,,province,290,34
2020-05-08,EC-E,Esmeraldas,,province,290,34
2020-05-09,EC-E,Esmeraldas,,province,290,34
2020-05-10,EC-E,Esmeraldas,,province,290,34
2020-05-11,EC-E,Esmeraldas,,province,292,42
2020-05-12,EC-E,Esmeraldas,,province,372,49
2020-05-13,EC-E,Esmeraldas,,province,372,49
2020-05-14,EC-E,Esmeraldas,,province,372,49
2020-05-15,EC-E,Esmeraldas,,province,372,49
2020-05-16,EC-E,Esmeraldas,,province,417,54
2020-05-17,EC-E,Esmeraldas,,province,417,54
2020-05-18,EC-E,Esmeraldas,,province,417,54
2020-05-19,EC-E,Esmeraldas,,province,499,61
2020-05-20,EC-E,Esmeraldas,,province,499,61
2020-05-21,EC-E,Esmeraldas,,province,523,61
2020-05-22,EC-E,Esmeraldas,,province,585,65
