date,iso,province,city,place_type,cases,deaths
2020-04-26,EC-N,Napo,,province,20,2
2020-04-27,EC-N,Napo,,province,20,2
2020-04-28,EC-N,Napo,,province,20,2
2020-04-29,EC-N,Napo,,province,23,2
2020-04-30,EC-N,Napo,,province,23,2
2020-05-01,EC-N,Napo,,province,30,2
2020-05-02,EC-N,Napo,,province,36,3
2020-05-03,EC-N,Napo,,province,40,3
2020-05-04,EC-N,Napo,,province,40,3
2020-05-05,EC-N,Napo,,province,40,3
2020-05-06,EC-N,Napo,,province,40,3
2020-05-07,EC-N,Napo,,province,40,3
2020-05-08,EC-N,Napo,,province,40,3
2020-05-09,EC-N,Napo,,province,40,3
2020-05-10,EC-N,Napo,,province,40,3
2020-05-11,EC-N,Napo,,province,43,3
2020-05-12,EC-N,Napo,,province,61,3
2020-05-13,EC-N,Napo,,province,61,3
2020-05-14,EC-N,Napo,,province,61,3
2020-05-15,EC-N,Napo,,province,61,3
2020-05-16,EC-N,Napo,,province,95,3
2020-05-17,EC-N,Napo,,province,95,3
2020-05-18,EC-N,Napo,,province,95,3
2020-05-19,EC-N,Napo,,province,115,9
2020-05-20,EC-N,Napo,,province,115,9
2020-05-21,EC-N,Napo,,province,118,9
2020-05-22,EC-N,Napo,,province,145,10
2020-05-23,EC-N,Napo,,province,145,10
2020-05-24,EC-N,Napo,,province,145,10
2020-05-25,EC-N,Napo,,province,166,10
2020-05-26,EC-N,Napo,,province,166,10
2020-05-27,EC-N,Napo,,province,166,10
2020-05-28,EC-N,Napo,,province,166,10
2020-05-29,EC-N,Napo,,province,201,15
2020-05-30,EC-N,Napo,,province,201,15
2020-05-31,EC-N,Napo,,province,201,15
2020-06-01,EC-N,Napo,,province,201,15
2020-06-02,EC-N,Napo,,province,201,15
2020-06-03,EC-N,Napo,,province,238,20
2020-06-04,EC-N,Napo,,province,238,20
2020-06-05,EC-N,Napo,,province,238,20
2020-06-06,EC-N,Napo,,province,238,20
2020-06-07,EC-N,Napo,,province,238,20
2020-06-08,EC-N,Napo,,province,238,20
2020-06-09,EC-N,Napo,,province,238,20
2020-06-10,EC-N,Napo,,province,238,20
2020-06-11,EC-N,Napo,,province,345,24
2020-06-12,EC-N,Napo,,province,345,24
2020-06-13,EC-N,Napo,,province,345,24
2020-06-14,EC-N,Napo,,province,345,24
2020-06-15,EC-N,Napo,,province,345,24
2020-06-16,EC-N,Napo,,province,345,24
2020-06-17,EC-N,Napo,,province,345,24
2020-06-18,EC-N,Napo,,province,345,24
2020-06-19,EC-N,Napo,,province,345,24
2020-06-20,EC-N,Napo,,province,345,24
2020-06-21,EC-N,Napo,,province,345,24
2020-06-22,EC-N,Napo,,province,345,24
2020-06-23,EC-N,Napo,,province,345,24
2020-06-24,EC-N,Napo,,province,345,24
2020-06-25,EC-N,Napo,,province,345,24
2020-06-26,EC-N,Napo,,province,345,24
2020-06-27,EC-N,Napo,,province,345,24
2020-06-28,EC-N,Napo,,province,345,24
2020-06-29,EC-N,Napo,,province,345,24
2020-06-30,EC-N,Napo,,province,345,24
2020-07-01,EC-N,Napo,,province,593,31
2020-07-02,EC-N,Napo,,province,593,31
2020-07-03,EC-N,Napo,,province,639,33
2020-07-04,EC-N,Napo,,province,639,33
2020-07-05,EC-N,Napo,,province,639,33
2020-07-06,EC-N,Napo,,province,639,33
2020-07-07,EC-N,Napo,,province,639,33
2020-07-08,EC-N,Napo,,province,639,33
2020-07-09,EC-N,Napo,,province,639,33
2020-07-10,EC-N,Napo,,province,639,33
2020-07-11,EC-N,Napo,,province,639,33
2020-07-12,EC-N,Napo,,province,639,33
2020-07-13,EC-N,Napo,,province,726,42
2020-07-14,EC-N,Napo,,province,726,42
2020-07-15,EC-N,Napo,,province,762,42
2020-07-16,EC-N,Napo,,province,762,42
2020-07-17,EC-N,Napo,,province,762,42
2020-07-18,EC-N,Napo,,province,762,42
2020-07-19,EC-N,Napo,,province,762,42
2020-07-20,EC-N,Napo,,province,820,48
2020-07-21,EC-N,Napo,,province,820,48
2020-07-22,EC-N,Napo,,province,836,48
2020-07-23,EC-N,Napo,,province,858,48
2020-07-24,EC-N,Napo,,province,858,48
2020-07-25,EC-N,Napo,,province,876,48
2020-07-26,EC-N,Napo,,province,876,48
2020-07-27,EC-N,Napo,,province,892,48
2020-07-28,EC-N,Napo,,province,892,48
2020-07-29,EC-N,Napo,,province,920,48
