date,iso,province,city,place_type,cases,deaths
2020-04-26,EC-G,Guayas,,province,15365,242
2020-04-27,EC-G,Guayas,,province,15365,242
2020-04-28,EC-G,Guayas,,province,15365,242
2020-04-29,EC-G,Guayas,,province,10417,378
2020-04-30,EC-G,Guayas,,province,10417,378
2020-05-01,EC-G,Guayas,,province,11207,514
2020-05-02,EC-G,Guayas,,province,11695,665
2020-05-03,EC-G,Guayas,,province,13053,683
2020-05-04,EC-G,Guayas,,province,13053,683
2020-05-05,EC-G,Guayas,,province,13053,683
2020-05-06,EC-G,Guayas,,province,13053,683
2020-05-07,EC-G,Guayas,,province,12577,726
