date,iso,province,city,place_type,cases,deaths
2020-04-26,EC-W,Galápagos,,province,86,1
2020-04-27,EC-W,Galápagos,,province,86,1
2020-04-28,EC-W,Galápagos,,province,86,1
2020-04-29,EC-W,Galápagos,,province,66,1
2020-04-30,EC-W,Galápagos,,province,66,1
2020-05-01,EC-W,Galápagos,,province,70,1
2020-05-02,EC-W,Galápagos,,province,70,1
2020-05-03,EC-W,Galápagos,,province,71,1
2020-05-04,EC-W,Galápagos,,province,71,1
2020-05-05,EC-W,Galápagos,,province,71,1
2020-05-06,EC-W,Galápagos,,province,71,1
2020-05-07,EC-W,Galápagos,,province,70,1
2020-05-08,EC-W,Galápagos,,province,70,1
2020-05-09,EC-W,Galápagos,,province,70,1
2020-05-10,EC-W,Galápagos,,province,70,1
2020-05-11,EC-W,Galápagos,,province,70,1
2020-05-12,EC-W,Galápagos,,province,71,1
2020-05-13,EC-W,Galápagos,,province,71,1
2020-05-14,EC-W,Galápagos,,province,71,1
2020-05-15,EC-W,Galápagos,,province,71,1
2020-05-16,EC-W,Galápagos,,province,73,1
2020-05-17,EC-W,Galápagos,,province,73,1
2020-05-18,EC-W,Galápagos,,province,73,1
2020-05-19,EC-W,Galápagos,,province,76,1
2020-05-20,EC-W,Galápagos,,province,76,1
2020-05-21,EC-W,Galápagos,,province,76,1
2020-05-22,EC-W,Galápagos,,province,76,1
2020-05-23,EC-W,Galápagos,,province,76,1
2020-05-24,EC-W,Galápagos,,province,76,1
2020-05-25,EC-W,Galápagos,,province,76,1
2020-05-26,EC-W,Galápagos,,province,76,1
